Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Nothing,https://www.crunchbase.com/organization/nothing-4537,Active,,"Consumer, Consumer Electronics, Consumer Software, Information Technology","London, England, United Kingdom","Nothing develops consumer electronics, including smartphones and earbuds, with a focus on connectivity and design.",9,"Europe, Middle East, and Africa (EMEA)",WC1N 2BF,$500M to $1B,2020-01-01,year,,,,,For Profit,http://nothing.tech,https://twitter.com/nothing,https://www.facebook.com/people/Nothing-Technology/100068017345365,https://www.linkedin.com/company/nothingtech,"Nothing is a consumer electronics company that designs and manufactures smartphones, earbuds, and other connected devices. The company focuses on product integration and user experience, aiming to create a seamless digital ecosystem through hardware and software development.","Consumer Electronics, Hardware, Information Technology, Other, Software",3,501-1000,"Akis Evangelidis, Carl Pei, David Sanmartin Garcia",8,Late Stage Venture,2023-06-28,96000000,USD,96000000,Series C,96000000,USD,96000000,Series C,252882301,USD,252882301,252882301,USD,252882301,"EQT Ventures, Quiet Capital, Highland Europe, Buckley Ventures, Tapestry VC",4,33,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Nyobolt,https://www.crunchbase.com/organization/cb2tech,Active,,"Battery, Energy, Manufacturing, Renewable Energy","Cambridge, Cambridgeshire, United Kingdom",Nyobolt is a developer of high-powered battery technology used to serve automotive applications.,910,"Europe, Middle East, and Africa (EMEA)",CB4 0GA,$1M to $10M,2020-01-01,year,,,,,For Profit,https://nyobolt.com,https://twitter.com/nyobolt,,https://www.linkedin.com/company/nyobolt,"Nyobolt is a developer of high-power battery technology used to serve automotive applications. It researches and develops battery technology that could have a higher power, recharge at a faster speed and store large amounts of energy that helps the automotive industry with solutions for high-power applications. The company was founded in 2020 and is based in Cambridge, United Kingdom.","Energy, Manufacturing, Sustainability",3,101-250,"Clare Grey, Kent Griffith, Sai Shivareddy",6,,2025-04-16,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,Venture - Series Unknown,113582009,USD,113582009,113582009,USD,113582009,"LocalGlobe, IQ Capital, Parkwalk Advisors, UK Research and Innovation, University of Cambridge Enterprise",4,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Raycast,https://www.crunchbase.com/organization/raycast,Active,,"Apps, Information Technology, Software","London, England, United Kingdom",Raycast is a developer of a command bar software intended to assist developers to control their tools.,"1,380","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,month,,,,,For Profit,https://raycast.com,https://twitter.com/raycastapp,,https://www.linkedin.com/company/raycastapp/,"Raycast is a developer of a command bar software intended to assist developers to control their tools. The company's software offers a search bar to quickly search commands and the built-in store to discover and install extensions such as Jira or GitHub, enabling clients to make easy access to various applications.","Apps, Information Technology, Software",2,11-50,"Petr Nikolaev, Thomas Mann",4,Early Stage Venture,2024-09-25,27000000,EUR,30050050,Series B,27000000,EUR,30050050,Series B,47640459,USD,47640459,47640459,USD,47640459,"Y Combinator, Accel, Coatue, Atomico, Atlassian Ventures",3,18,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ceto,https://www.crunchbase.com/organization/cetoai,Active,,"Analytics, Insurance, Marine Technology, Marine Transportation","Newcastle, Newcastle upon Tyne, United Kingdom","Ceto analyses high frequency sensor data from ships to prevent machinery breakdowns, reduce emissions and deliver connected marine insurance","1,699","Europe, Middle East, and Africa (EMEA)",NE6 2HL,,2020-01-01,year,,,,,For Profit,https://ceto.ai/,,,https://www.linkedin.com/company/cetoai,"Ceto offers sophisticated predictive analytics to the marine industry by combining high-frequency data, engineering experience, and artificial intelligence. It prevents machine breakdowns, reduces carbon emissions, and provides the worlds first connected marine insurance product to its customers.","Data and Analytics, Financial Services, Science and Engineering, Transportation",,1-10,,2,Seed,2025-04-30,4800000,USD,4800000,Seed,4800000,USD,4800000,Seed,6631764,USD,6631764,6631764,USD,6631764,"Motion Ventures, Dynamo, Founders Factory, Howden Group Holdings, Signal Ventures",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
44.01,https://www.crunchbase.com/organization/44-01,Active,,Environmental Engineering,"London, England, United Kingdom",4.01 is a company that specializes in eliminating CO2 from the atmosphere by mineralizing it in peridotite.,"2,445","Europe, Middle East, and Africa (EMEA)",EC4,$1M to $10M,2020-07-01,day,,,,,For Profit,https://www.4401.earth,,,https://www.linkedin.com/company/44-01,"4.01 is a company that specializes in eliminating CO2 from the atmosphere by mineralizing it in peridotite, a type of rock that naturally absorbs CO2. We eliminate CO2 by turning it into rock, and removing it from the atmosphere safely, efficiently, and permanently.","Science and Engineering, Sustainability",3,11-50,"Ehab Tasfai, Karan Khimji, Talal Hasan",5,Early Stage Venture,2025-02-05,5000000,USD,5000000,Series A,5000000,USD,5000000,Series A,47000000,USD,47000000,48229424,USD,48229424,"Alumni Ventures, Shorooq Partners, Breakthrough Energy Ventures, Future Planet Capital, Planet A Ventures",6,20,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mindset AI,https://www.crunchbase.com/organization/mindset-ai,Active,,"Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom",Mindset AI is a technology company using AI and automation to help human-capital businesses scale.,"2,446","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,day,,,,,For Profit,https://mindset.ai,,,https://www.linkedin.com/company/74853614/admin/,"Mindset AI is a technology company using AI and automation to help human-capital businesses scale. It provides learners and users with a branded, fully configurable, and simple-to-use platform for your workshops, micro-learning, online content, surveys, psychometric tests, 360s, communities, client reporting, engagement tracking, and other activities. End users can access a truly connected customer experience via mobile, web, tablets, and even wearables via a single platform. The company allows users to log in on a daily basis and observe their patterns and reflections in order to encourage positive behavioral change and inform business decisions.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,11-50,"Barrie Hadfield, Christine Davies",2,Seed,2025-04-14,4300000,GBP,5663208,Seed,4300000,GBP,5663208,Seed,5950000,GBP,7563101,5950000,GBP,7563101,"Edge VC, Newchip Accelerator, Pembroke VCT, Mercia’s EIS funds",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Yonder,https://www.crunchbase.com/organization/yonder-25d6,Active,,"Credit Cards, Finance, Financial Services, Mobile Apps","London, England, United Kingdom",Yonder is a credit card company for foodies.,"2,465","Europe, Middle East, and Africa (EMEA)",N1 9NG,$10M to $50M,2020-09-01,month,,,,,For Profit,https://www.yonder.com,https://www.twitter.com/yondercard,https://www.facebook.com/yondercard,https://www.linkedin.com/company/yondercard,"Yonder is a credit card that allows users to build good credit habits while earning and enjoying rewards at their favorite spots in town. They're on a mission to make money rewarding and credit empowering through products people understand and love. They're building a challenger credit card that's a key to the city, designed for expats and young professionals. They've packed it with modern rewards, travel insurance, no FX fees, and loads more - all without needing a UK credit score.","Apps, Financial Services, Lending and Investments, Mobile, Payments, Software",3,101-250,"Harry Jell, Theso Jivajirajah, Tim Chong",7,,2025-04-08,,,,Venture - Series Unknown,,,,Venture - Series Unknown,61750000,GBP,80890431,111750000,GBP,142758066,"LocalGlobe, Northzone, RTP Global, NatWest Group, BlackWood Ventures",5,20,,,,,,,,,,,,,,Private,,,,,,,,,,,
Materials Market,https://www.crunchbase.com/organization/materials-market,Active,,"Building Material, Construction, Marketplace","London, England, United Kingdom",Materials Market is an online platform that connects customers and suppliers of building materials in a competitive marketplace.,"2,857","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://materialsmarket.com/,https://twitter.com/materialsmarket,https://www.facebook.com/materialsmarket,https://www.linkedin.com/company/materials-market/,Materials Market seeks to improve efficiency in the building materials supply industry by connecting customers with the most appropriate suppliers to fulfil their needs.,"Commerce and Shopping, Real Estate",2,11-50,"Andrew Haehn, Samuel Hunt",4,,2025-05-01,2000000,GBP,2665931,Venture - Series Unknown,2000000,GBP,2665931,Venture - Series Unknown,4192762,GBP,5661428,4192762,GBP,5661428,"Fuel Ventures, Active Partners",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Unravel,https://www.crunchbase.com/organization/unravel-02d0,Active,,"Apps, Internet, Software, Travel","London, England, United Kingdom","Unravel delivers immersive digital transformation and engagement with travellers through short-format, shoppable videos.","2,927","Europe, Middle East, and Africa (EMEA)",SE10 0GX,$1M to $10M,2020-01-01,year,,,,,For Profit,https://unravelapp.com/,,https://www.facebook.com/gounravel/,https://www.linkedin.com/company/unravelapp/,,"Apps, Internet Services, Software, Travel and Tourism",2,11-50,"Sunny Swetank, Vijay Anand",2,Early Stage Venture,2025-04-02,7000000,USD,7000000,Series A,7000000,USD,7000000,Series A,7898632,USD,7898632,7898632,USD,7898632,"Olivier Bisserier, Antler, Active Partners, Nauta Capital, Slingshot Ventures",1,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Prosper,https://www.crunchbase.com/organization/prosper-e220,Active,,"Finance, Financial Services, FinTech, Wealth Management","London, England, United Kingdom","Prosper is a wealth platform that maximizes members' potential wealth through pensions, investments, and savings plans.","3,599","Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2020-01-01,year,,,,,For Profit,https://www.prosper.co.uk/,,,https://www.linkedin.com/company/prospersavings/,"Prosper is a wealth platform that maximizes members' potential wealth through pensions, investments, and savings plans. The company emphasizes transparency and clarity in its financial offerings, aiming to help individuals achieve better savings outcomes for the future.",Financial Services,3,11-50,"Nick Perrett, Phil Bungey, Ricky Knox",6,,2025-01-29,4000000,GBP,4980842,Venture - Series Unknown,4000000,GBP,4980842,Venture - Series Unknown,9493970,GBP,11820163,9493970,GBP,11820163,"Andreessen Horowitz, Fuel Ventures, Development Bank of Wales, ComplyAdvantage, Portfolio Ventures",2,23,,,,,,,,,,,,,,Private,,,,,,,,,,,
