Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Gensyn,https://www.crunchbase.com/organization/gensyn,Active,,"Blockchain, Cryptocurrency, Machine Learning","London, England, United Kingdom",Gensyn is a machine learning compute protocol for the world's deep learning models.,"3,687","Europe, Middle East, and Africa (EMEA)",N1 7SR,,2020-01-01,year,,,,,For Profit,https://www.gensyn.ai,https://www.twitter.com/gensynai,,https://www.linkedin.com/company/gensynai,"Gensyn is a machine learning computing protocol for the world's deep learning models. It connects all of the machine learning-competent compute hardware in the world, including GPUs and CPUs and makes it available to engineers, researchers, and academics.","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Other, Payments, Software",2,11-50,"Ben Fielding, Harry Grieve",3,Early Stage Venture,2023-06-11,43000000,USD,43000000,Series A,43000000,USD,43000000,Series A,50600000,USD,50600000,50600000,USD,50600000,"a16z crypto, 7percent Ventures, Entrepreneurs First, Protocol Labs, CoinFund",3,18,,,,,,,,,,,,,,Private,,,,,,,,,,,
Nosible,https://www.crunchbase.com/organization/nosible,Active,,"Financial Services, FinTech, Search Engine","London, England, United Kingdom",Nosible is the creator of a search engine that helps investors find appropriate investment ideas.,"5,079","Europe, Middle East, and Africa (EMEA)",,,2020-01-01,year,,,,,For Profit,https://www.nosible.ai/,https://www.twitter.com/NosibleAI,,https://www.linkedin.com/company/nosible,,"Financial Services, Internet Services",,1-10,,1,Seed,2025-03-26,1000000,USD,1000000,Pre-Seed,1000000,USD,1000000,Pre-Seed,1000000,USD,1000000,1000000,USD,1000000,Atlantica Ventures,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Inicio AI,https://www.crunchbase.com/organization/inicio-ai,Active,,"Accounting, Personal Finance, SaaS","Leicester, Leicester, United Kingdom",Inicio AI is a SaaS platform that builds the conversational AI driven tool that helps in income and expenditure assessment.,"5,270","Europe, Middle East, and Africa (EMEA)",,$1B to $10B,2020-01-01,year,,,,,For Profit,https://inicio.ai/,,,https://www.linkedin.com/company/inicio-ai/,Inicio AI is a SaaS platform that builds the conversational AI driven tool that helps in income and expenditure assessment.,"Financial Services, Professional Services, Software",1,1-10,Rachel Curtis,5,Seed,2025-04-15,1250000,GBP,1648931,Seed,1250000,GBP,1648931,Seed,1750000,GBP,2271531,3100000,GBP,4023106,"Morgan Stanley, Haatch, Future Planet Capital, Midven, Angel Academe",5,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hoxton Farms,https://www.crunchbase.com/organization/hoxton-farms,Active,,"Alternative Protein, Biotechnology","London, England, United Kingdom","Based in London, UK, Hoxton Farms is growing cultivated fat as an ingredient for the meat alternatives industry.","5,903","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://hoxtonfarms.com/,https://twitter.com/hoxtonfarms,,https://www.linkedin.com/company/hoxtonfarms,"Based in London, UK, Hoxton Farms is growing real animal fat – without animals. The company combines cell biology and mathematical modelling to produce cultivated fat as an ingredient for the meat alternatives industry.","Biotechnology, Food and Beverage, Science and Engineering",2,11-50,"Ed Steele, Max Jamilly",3,Early Stage Venture,2024-06-30,,,,Series A,,,,Series A,22500000,GBP,25949289,22500000,GBP,25949289,"Founders Fund, BACKED VC, Presight Capital, SeaX Ventures, Collaborative Fund",3,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Phlux Technology,https://www.crunchbase.com/organization/phlux-technology,Active,,"Electronics, Manufacturing, Semiconductor","Sheffield, Sheffield, United Kingdom",Phlux is a photonics company developing innovative light detector and imaging systems.,"6,769","Europe, Middle East, and Africa (EMEA)",S1 4DP,$1M to $10M,2020-09-28,day,,,,,For Profit,https://phluxtechnology.com/,,,https://www.linkedin.com/company/phluxtechnology,"Phlux is a photonics company developing innovative light detector and imaging systems. Spun out from the University of Sheffield in September 2020, Phlux is developing high performance infrared sensors for LIDAR, fibre sensing and imaging systems.","Consumer Electronics, Hardware, Manufacturing, Science and Engineering",1,11-50,Ben White,3,Early Stage Venture,2025-03-31,9000000,GBP,11618330,Series A,9000000,GBP,11618330,Series A,13000000,GBP,16502275,13000000,GBP,16502275,"Foresight Group, Octopus Ventures, Northern Gritstone, Business Growth Fund, Innovate UK",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Nordstar,https://www.crunchbase.com/organization/nordstar,Active,,"Business Development, Financial Services, Venture Capital","London, England, United Kingdom","Nordstar partners with transformational companies seeking strategic and operational expertise, advice, and capital","7,000","Europe, Middle East, and Africa (EMEA)",,,2020-01-01,year,,,,,For Profit,https://www.nordstar.com/,,,https://www.linkedin.com/company/nordstar/,"Nordstar is a privately held firm that partners with transformational companies seeking strategic and operational expertise, advice, and capital.","Financial Services, Lending and Investments, Professional Services",2,11-50,"Eugen Miropolski, Ole Ruch",1,Seed,2022-09-08,12500000,USD,12500000,Seed,12500000,USD,12500000,Seed,12500000,USD,12500000,12500000,USD,12500000,K5 Global,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Happl,https://www.crunchbase.com/organization/happl,Active,,"B2B, Communities, Wellness","London, England, United Kingdom",Happl is your personalised benefits and engagement platform for global teams.,"7,282","Europe, Middle East, and Africa (EMEA)",,,2020-01-28,day,,,,,For Profit,https://www.happl.com,https://twitter.com/joinHappl,https://www.facebook.com/joinhappl,https://www.linkedin.com/company/happl,"Our goal is to make Happl the leading People Experience platform for businesses across the globe. We want every manager to feel empowered to engage and support their teams, to make sure employees feel like they belong.","Community and Lifestyle, Health Care, Other",2,11-50,"Ben Towers, Mike Rose",4,Seed,2024-04-08,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,7600000,USD,7600000,7600000,USD,7600000,"Y Combinator, Gaingels, Ascension, Haatch, Pitchdrive",3,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
AudioMob,https://www.crunchbase.com/organization/audiomob,Active,,Advertising,"London, England, United Kingdom",Monetizing mobile games non-intrusively using audio ads! AudioMob are the creators of Audio Enhanced Banners & Rewarded Audio,"7,491","Europe, Middle East, and Africa (EMEA)",WC2H 9JQ,$10M to $50M,2020-01-01,year,,,,,For Profit,https://www.audiomob.com/,https://twitter.com/audiomob_hq?lang=en,,https://www.linkedin.com/company/audiomob,"AudioMob allows brands to connect with the mobile gaming audience using in-game audio ads. AudioMob helps developers in monetizing their games through non-interrupting audio ads. The company was founded in 2020 and is located in London, England.","Advertising, Sales and Marketing",2,11-50,"Christian Facey, Wilfrid Obeng",4,,2025-02-25,5000000,USD,5000000,Venture - Series Unknown,5000000,USD,5000000,Venture - Series Unknown,21000000,USD,21000000,21000000,USD,21000000,"Plug and Play, Lightspeed Venture Partners, Google, Samsung Electronics, Makers Fund",3,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Solasta Bio,https://www.crunchbase.com/organization/solasta-bio,Active,,"Biotechnology, GreenTech, Sustainability","Glasgow, Glasgow City, United Kingdom",Solasta Bio develops environment-friendly products that meet a global need for new and effective crop protection.,"7,544","Europe, Middle East, and Africa (EMEA)",G2 4SQ,,2020-01-01,year,,,,,For Profit,https://solastabio.com/,,,https://uk.linkedin.com/company/solasta-bio,Solasta Bio develops environment-friendly products that meet a global need for new and effective crop protection.,"Biotechnology, Science and Engineering, Sustainability",3,11-50,"Julian Dow, Paul Bernasconi, Shireen Davies",6,Early Stage Venture,2024-09-11,10700000,GBP,13950820,Series A,10700000,GBP,13950820,Series A,16000000,GBP,20668593,21668593,USD,21668593,"Scottish Enterprise, Future Planet Capital, University of Glasgow, Forbion Capital Partners, The Yield Lab Europe",8,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
BOW,https://www.crunchbase.com/organization/cyberselves,Active,,"Internet of Things, Robotics, Smart Cities, Software","Daresbury, Halton, United Kingdom","Robotics, teleoperation, software","8,145","Europe, Middle East, and Africa (EMEA)",WA4 4AD,$1M to $10M,2020-03-13,day,,,,,For Profit,http://usebow.com,https://twitter.com/usebow,https://www.facebook.com/BOWsoftware/,https://www.linkedin.com/company/bowsoftware,B2B Robotics SAAS,"Hardware, Internet Services, Real Estate, Science and Engineering, Software",,11-50,,1,Seed,2025-01-27,4000000,GBP,5004241,Seed,4000000,GBP,5004241,Seed,4000000,GBP,5004241,4000000,GBP,5004241,"Praetura Ventures, Northern Gritstone, Finance Yorkshire",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Wealthyhood,https://www.crunchbase.com/organization/wealthyhood,Active,,"Apps, DIY, Financial Services, FinTech, Personal Finance, Trading Platform, Wealth Management","London, England, United Kingdom",Wealthyhood is an online trading application that provides stock market services.,"8,547","Europe, Middle East, and Africa (EMEA)",KT10 9QA,$1M to $10M,2020-09-01,month,,,,,For Profit,https://wealthyhood.com,https://twitter.com/wealthyhood_,https://www.facebook.com/wealthyhood,https://www.linkedin.com/company/wealthyhood-invest,"Wealthyhood is the first DIY wealth-building app for long-term investors. We guide long-term investors to build their wealth over time by intelligently investing their money the way they want, with fewer fees. Wealthyhood provides the perfect mix of personalisation and automation so that even beginner investors can navigate the stock markets and put their money to work for them, like the top-1%.","Apps, Consumer Goods, Financial Services, Lending and Investments, Software",2,11-50,"Alexandros Christodoulakis, Konstantinos Faliagkas",3,Seed,2025-04-02,3600000,EUR,3888252,Seed,3600000,EUR,3888252,Seed,4908470,USD,4908470,4908470,USD,4908470,"Philippos Kourkoulos Latsis, Genesis Ventures, Dimitris Georgakopoulos, Marina Bouki, GLOBAL WEALTH GROUP",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Flawless,https://www.crunchbase.com/organization/flawless-adeb,Active,,"Artificial Intelligence (AI), Machine Learning, Software","London, England, United Kingdom","Flawless develops TrueSync, the first artificial intelligence-based solution for creating lip-synchronized visualizations in many languages.","8,570","Europe, Middle East, and Africa (EMEA)",W1F 0EQ,,2020-05-14,day,,,,,For Profit,https://www.flawless-ai.xyz,https://www.twitter.com/flawlessai,https://www.facebook.com/FlawlessAI,https://www.linkedin.com/company/flawlessai,"TrueSync from Flawless is the world's first system that uses Artificial Intelligence to create perfectly lip-synced visualizations in multiple languages. At the heart of the system is a performance preservation engine that captures all the nuance and emotions of the original material.  Previous forms of dubbing and subtitling have proven undesirable for the majority of audiences. Often damaging and degrading the content through script changes and loss of sync. These problems create a barrier to entry to otherwise quality material.  Their process untaps the film's true potential, retaining all the quality and immersion of the original. This uplift in potential audience drastically increases its given value.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,101-250,"Nick Lynes, Scott Mann",2,Early Stage Venture,2023-04-27,,,,Series A,,,,Series A,1712500,USD,1712500,1712500,USD,1712500,"Modi Ventures, FundNV, Piotr Tomasik",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hormona,https://www.crunchbase.com/organization/hormona,Active,,"Health Care, Health Diagnostics, Wellness, Women's","London, England, United Kingdom",Hormona is on a mission to revolutionize hormonal health through the use of home testing & AI.,"8,614","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.hormona.io/,,,https://www.linkedin.com/company/hormona/,"Hormona is on a mission to revolutionize hormonal health through the use of home testing & AI to provide women with the first end-to-end solution.Hormona was created with women's hormone health at its heart. We're supported by leading endocrinologists, gynecologists and nutritionists, meaning the combined knowledge behind Hormona is unrivaled, and puts your health in the safest of hands. We aim to help every woman better understand and live with balanced hormones. Our one-of-a-kind hormone tests are a completely safe, accurate and pain-free way to test and monitor your hormones from the comfort of your own home. They integrate seamlessly integrate with the Hormona app, so you’ll already have all the equipment you’ll ever need to make regular hormone testing part of your everyday life.","Community and Lifestyle, Health Care",2,1-10,"Jasmine Tagesson, Karolina Lofqvist",2,Seed,2022-03-19,1220000,GBP,1608082,Pre-Seed,1220000,GBP,1608082,Pre-Seed,1463000,GBP,1941688,1463000,GBP,1941688,"Techstars, SFC Capital, Nascent Invest",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Spotlight Pathology,https://www.crunchbase.com/organization/spotlight-pathology,Active,,"Artificial Intelligence (AI), Medical","Manchester, Manchester, United Kingdom",Spotlight Pathology develops decision support tools powered by artificial intelligence (AI) to help in the diagnosis of blood cancers.,"8,704","Europe, Middle East, and Africa (EMEA)",M13 9NT,,2020-03-01,month,,,,,For Profit,https://www.spotlightpathology.com,,,https://www.linkedin.com/company/spotlight-pathology,Spotlight Pathology develops decision support tools powered by artificial intelligence (AI) to help in the diagnosis of blood cancers.,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",1,1-10,Richard Byers,2,Seed,2025-04-29,425000,GBP,569838,Seed,425000,GBP,569838,Seed,550000,GBP,732450,550000,GBP,732450,"Deepbridge Capital, EHE Ventures, LYVA Labs",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Primer,https://www.crunchbase.com/organization/primer-e1ea,Active,,"E-Commerce, FinTech, Mobile Payments, Payments, Software","London, England, United Kingdom","Primer provides unified global payment and commerce infrastructure, enhancing ecosystem visibility.","9,081","Europe, Middle East, and Africa (EMEA)",,$50M to $100M,2020-01-01,month,,,,,For Profit,https://primer.io,https://twitter.com/primer_io,,https://www.linkedin.com/company/primerapi,"Primer is the unified infrastructure for global payments and commerce. With unrivaled freedom and visibility across the payments and commerce ecosystem, Primer equips merchants with the tools to effortlessly optimize performance, build at pace, and capture untapped revenue to achieve unstoppable growth. Primer operates in over 35 countries and serves category leaders in retail & e-commerce, travel & mobility, ticketing, and fintech. It has raised over US$74M, backed by Silicon Valley heavyweights Iconiq, Accel, Balderton, and RTP Global.","Commerce and Shopping, Financial Services, Mobile, Payments, Software",2,101-250,"Gabriel Le Roux, Paul Anthony",5,,2023-11-07,,,,Corporate Round,,,,Corporate Round,73410287,USD,73410287,73410287,USD,73410287,"Accel, Speedinvest, ICONIQ Growth, Tencent, RTP Global",5,12,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Bondaval,https://www.crunchbase.com/organization/bondaval,Active,,"B2B, Credit, Financial Services, FinTech","London, England, United Kingdom",Bondaval is a digital platform for B2B credit security to replace traditional collateral-based instruments and trade credit insurance.,"9,154","Europe, Middle East, and Africa (EMEA)",SE1 3XJ,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.bondaval.com,https://twitter.com/wearebondaval,,https://www.linkedin.com/company/bondaval,"Bondaval is a digital platform for B2B credit security to replace traditional collateral-based instruments and trade credit insurance. It offers a more secure, capital-efficient and cost-effective form of secured credit that can be issued, amended, renewed, and claimed-on in real-time. Bondaval was founded in 2020 and is based in London, England.","Financial Services, Lending and Investments, Other",2,11-50,"Sam Damoussi, Tom Powell",3,Early Stage Venture,2022-12-14,12000000,GBP,14902500,Series A,12000000,GBP,14902500,Series A,23542976,USD,23542976,23542976,USD,23542976,"Octopus Ventures, FJ Labs, Insurtech Gateway, Talis Capital, Expa",3,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
Gardin,https://www.crunchbase.com/organization/gardin,Active,,"Analytics, Biotechnology, Information Technology","London, England, United Kingdom",Gardin develops optical phenotyping technology and analytics to optimise food production.,"9,520","Europe, Middle East, and Africa (EMEA)",OX14 4RY,$1M to $10M,2020-01-24,day,,,,,For Profit,https://www.gardin.co.uk/,https://twitter.com/GardinAgritech,,https://www.linkedin.com/company/gardin-tech/about/,Gardin develops optical phenotyping technology and analytics to optimise food production.,"Biotechnology, Data and Analytics, Information Technology, Science and Engineering",1,11-50,Sumanta Talukdar,3,Seed,2025-05-07,4500000,USD,4500000,Seed,4500000,USD,4500000,Seed,16500000,USD,16500000,16500000,USD,16500000,"Molten Ventures, Seedcamp, LDV Capital, MMC Ventures, Navus Ventures",3,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
