Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - Somnox,https://www.crunchbase.com/funding_round/somnox-world-s-first-sleeprobot-grant--6e0d913b,Somnox,https://www.crunchbase.com/organization/somnox-world-s-first-sleeprobot,Grant,2023-06-14,,,,,"Den Haag, European Union","Den Haag, European Union","126,762",,,,,"Somnox helps you breathe, recover from stress, so you can calm down, sleep better and feel better without side-effects.","Apps, B2C, Consumer Electronics, Health Care, Robotics, Software, Wellness","Rotterdam, Zuid-Holland, The Netherlands, Europe",https://somnox.com,$1M to $10M,,,,Seed,2,2,,No,
Grant - Outfield,https://www.crunchbase.com/funding_round/outfield-technologies-grant--393d3495,Outfield,https://www.crunchbase.com/organization/outfield-technologies,Grant,2023-05-10,348023,GBP,439427,,Innovate UK,Innovate UK,"127,269",,,,,The future of fruit farming,"Agriculture, AgTech, Artificial Intelligence (AI), Horticulture, Machine Learning","London, England, United Kingdom, Europe",http://www.outfield.xyz,$1M to $10M,2059557,GBP,2652799,,10,1,1,No,
Grant - CostPocket,https://www.crunchbase.com/funding_round/costpocket-grant--606f143c,CostPocket,https://www.crunchbase.com/organization/costpocket,Grant,2021-10-30,,,,,Space3ac,Space3ac,"127,601",,,,,"CostPocket develops an accounting software that enables users to collect, digitalize, sort, archive, and send receipts.","Accounting, Apps, FinTech, Software","Tallinn, Harjumaa, Estonia, Europe",https://costpocket.com/,$1M to $10M,174095,EUR,194223,Seed,4,1,,No,
Grant - LearnCove,https://www.crunchbase.com/funding_round/learncove-grant--6fcb7873,LearnCove,https://www.crunchbase.com/organization/learncove,Grant,2015-05-13,45000000,ISK,343052,,Technology Development Fund,Technology Development Fund,"129,391",,,,,LearnCove provides businesses with a modular and easy-to-use training platform for high-quality training across markets and cultures.,"EdTech, Education, Enterprise Software, Software","Reykjavík, Gullbringusysla, Iceland, Europe",https://www.learncove.io/,$1M to $10M,2385057,USD,2385057,,8,1,,No,
Grant - Inspirient,https://www.crunchbase.com/funding_round/inspirient-2-grant--917d1d17,Inspirient,https://www.crunchbase.com/organization/inspirient-2,Grant,2016-02-26,124400,EUR,136000,,Federal Ministry for Economic Affairs and Energy (BMWi),Federal Ministry for Economic Affairs and Energy (BMWi),"129,560",,,,,"Inspirient automates the analysis of business data by autonomously mining raw data for relevant, management-ready insights.","Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, SaaS","Berlin, Berlin, Germany, Europe",http://www.inspirient.com,Less than $1M,503253,EUR,578216,,4,1,,No,
Grant - CollegeLink,https://www.crunchbase.com/funding_round/collegelink-grant--29ee4cca,CollegeLink,https://www.crunchbase.com/organization/collegelink,Grant,2018-12-11,,,,,Envolve Entrepreneurship,Envolve Entrepreneurship,"130,556",,,,,User and value-driven recruitment platform specializing in efficiently connecting highly-specialized tech talents with their ideal roles,"Human Resources, Marketplace, Recruiting","Athen, Attiki, Greece, Europe",https://collegelink.gr,Less than $1M,350000,EUR,408892,,3,1,,No,
Grant - Seemore,https://www.crunchbase.com/funding_round/seemore-grant--f424b773,Seemore,https://www.crunchbase.com/organization/seemore,Grant,2017-11-01,50000,EUR,58143,,EASME,EASME,"131,547",,,,,Seemore specializes in highly advanced solutions associated with augmented reality by creating things not previously existing in the market.,"Augmented Reality, Information Technology, Security, Software, Virtual Reality","Wroclaw, Dolnoslaskie, Poland, Europe",http://www.seemore.pl,Less than $1M,300000,EUR,354288,Seed,2,1,,No,
Grant - LightnTec,https://www.crunchbase.com/funding_round/lightntec-grant--6b6d80a1,LightnTec,https://www.crunchbase.com/organization/lightntec,Grant,2022-10-05,1703625,EUR,1688610,,European Innovation Council,European Innovation Council,"133,140",,,,,"LightnTec GmbH, a Karlsruhe, Germany-based developer and manufacturer of digital light","Electrical Distribution, Electronics, Manufacturing, Media and Entertainment, News","Karlsruhe, Baden-Wurttemberg, Germany, Europe",http://www.lightntec.com/,$1M to $10M,1703625,EUR,1688610,Seed,3,1,,No,
Grant - Hemotune,https://www.crunchbase.com/funding_round/hemotune-grant--2a7721e2,Hemotune,https://www.crunchbase.com/organization/hemotune,Grant,2017-04-01,440000,CHF,438531,,Gebert Rüf Stiftung,Gebert Rüf Stiftung,"132,853",,,,,Hemotune is a medical device company that develops a therapeutic blood purification platform for the treatment of health ailments.,"Biotechnology, Health Care, Life Science, Medical Device, Therapeutics","Schlieren, Zurich, Switzerland, Europe",https://www.hemotune.ch/,$1M to $10M,33774783,USD,33774783,Early Stage Venture,14,1,,No,
Grant - Exeon Analytics,https://www.crunchbase.com/funding_round/exeon-analytics-grant--34cdce21,Exeon Analytics,https://www.crunchbase.com/organization/exeon-analytics,Grant,2016-10-04,10000,CHF,10231,,Venture Kick,Venture Kick,"134,142",,,,,Exeon is a Swiss cyber security company and a market leader in AI-driven security analytics.,"Analytics, Cyber Security, Information Technology, Network Security, Software","Zürich, Zurich, Switzerland, Europe",https://exeon.com/,$1M to $10M,4130000,CHF,4512245,,6,1,,No,
Grant - Safe Load Testing Technologies,https://www.crunchbase.com/funding_round/safe-load-testing-technologies-grant--b595557e,Safe Load Testing Technologies,https://www.crunchbase.com/organization/safe-load-testing-technologies,Grant,2016-06-01,50000,EUR,55926,,EASME,EASME,"134,536",,,,,Safe Load Testing is a world wide company specialized in Packaging Engineering and Transport Simulation testing equipment.,"Industrial, Industrial Engineering, Mechanical Engineering","Valencia, Comunidad Valenciana, Spain, Europe",http://safeloadtesting.com/,$1M to $10M,1284541,EUR,1520760,Seed,3,1,,No,
Grant - Agriloops,https://www.crunchbase.com/funding_round/agriloops-grant--0c8bde03,Agriloops,https://www.crunchbase.com/organization/agriloops,Grant,2024-02-13,,,,,,,"135,517",,,,,Agriloops is reinventing aquaculture to produce eco-friendly products that are healthier and tastier.,"Agriculture, Farming","Paris, Ile-de-France, France, Europe",https://www.agriloops.com,$1M to $10M,14780000,EUR,15964263,,7,,,No,
Grant - tsenso,https://www.crunchbase.com/funding_round/tsenso-grant--a2020b4d,tsenso,https://www.crunchbase.com/organization/tsenso,Grant,2020-11-02,550000,EUR,640279,,,German Federal Ministry of Education and Research,"138,328",,,,,"tsenso is an automated, cloud-based solution to track and gather information on product storage conditions from farm to fork.","Agriculture, Cloud Computing, Computer Vision, Food and Beverage, Information Technology, Logistics","Stuttgart, Baden-Wurttemberg, Germany, Europe",https://freshindex.eu/,Less than $1M,621429,EUR,721726,Seed,4,1,,No,
Grant - Iktos,https://www.crunchbase.com/funding_round/iktos-grant--d9ad1ed7,Iktos,https://www.crunchbase.com/organization/iktos,Grant,2025-02-20,2500000,EUR,2607967,,EIC Accelerator,EIC Accelerator,"153,858",,,,,Iktos is a deep learning technology platform focused on new drug design and discovery.,"Artificial Intelligence (AI), Biotechnology, Chemical, Health Care, Pharmaceutical","Paris, Ile-de-France, France, Europe",https://iktos.ai/,$10M to $50M,18000000,EUR,19016352,Early Stage Venture,5,1,,No,
Grant - BiVictriX Therapeutics,https://www.crunchbase.com/funding_round/bivictrix-therapeutics-grant--e105ff13,BiVictriX Therapeutics,https://www.crunchbase.com/organization/bivictrix-therapeutics,Grant,2024-06-06,370000,GBP,473320,,Innovate UK,Innovate UK,"154,813",,,,,Biotech is a biotechnology company that develops cancer therapies.,"Biotechnology, Life Science, Pharmaceutical, Therapeutics","Alderley Edge, Cheshire, United Kingdom, Europe",http://www.bivictrix.com/,Less than $1M,370000,GBP,473320,IPO,3,1,,No,
Grant - IPG Energy,https://www.crunchbase.com/funding_round/intelligent-power-generation-grant--4840ba8f,IPG Energy,https://www.crunchbase.com/organization/intelligent-power-generation,Grant,2023-12-12,50000,GBP,62844,,Connected Places Catapult,Connected Places Catapult,"156,324",,,,,"Developers of the IPG Flameless Generator, a hybrid, fuel-agnostic power solution accelerating the transition from diesel generators.","Clean Energy, CleanTech, Construction, Energy","Hoddesdon, Hertford, United Kingdom, Europe",https://www.ipg.energy/,,6780435,GBP,9328000,,6,1,,No,
Grant - Tailent,https://www.crunchbase.com/funding_round/mission-critical-grant--a3c5ddd7,Tailent,https://www.crunchbase.com/organization/mission-critical,Grant,2021-09-03,,,,,,InnovX,"158,511",,,,,"Tailent(ex-MissionCritical) the opportunity to “recruit” a digital workforce of reusable software robots, alongside their human resources.","Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Robotics, Software","Bucharest, Bucuresti, Romania, Europe",http://www.tailent.com,Less than $1M,500000,EUR,547257,Seed,2,1,,No,
Grant - B-finder,https://www.crunchbase.com/funding_round/b-finder-grant--e0d2376e,B-finder,https://www.crunchbase.com/organization/b-finder,Grant,2019-10-01,375000,USD,375000,,,EMPEKO,"157,270",,,,,"SaaS, B2B, B2G, environmental monitoring, wind power, VaaS, automation, sensors","Information Technology, Professional Services, SaaS, Service Industry, Software","Poznan, Wielkopolskie, Poland, Europe",https://b-finder.eu,$1M to $10M,1228509,USD,1228509,Seed,4,1,,No,
Grant - SatRevolution,https://www.crunchbase.com/funding_round/satrevolution-s-a-grant--b517a549,SatRevolution,https://www.crunchbase.com/organization/satrevolution-s-a,Grant,2020-04-01,9525459,USD,9525459,,,,"159,100",,,,,"SatRevolution designs, manufactures and places nanosatellites in orbits around the earth to collect optical data.","Big Data, Hardware, Manufacturing, Satellite Communication","Wroclaw, Dolnoslaskie, Poland, Europe",http://satrevolution.com/en,$10M to $50M,43031459,USD,43031459,Early Stage Venture,5,,,No,
Grant - 3D CLICK,https://www.crunchbase.com/funding_round/3d-click-grant--e4779252,3D CLICK,https://www.crunchbase.com/organization/3d-click,Grant,2020-12-12,800000,EUR,968928,,,,"161,559",,,,,"Online 3D Configurators for the Packaging Ecosystem (Instabox 3D, Instapack 3D, Packshot 3D, The PackFinder)","3D Technology, E-Commerce, Food and Beverage, Packaging Services","Barcelona, Catalonia, Spain, Europe",https://www.3dclick.com/,$1M to $10M,1271724,EUR,1514539,Seed,6,,,No,
Grant - Conntac,https://www.crunchbase.com/funding_round/conntac-grant--d85a17cb,Conntac,https://www.crunchbase.com/organization/conntac,Grant,2016-07-01,129000,EUR,143685,,,EXIST,"162,314",,,,,Effective solutions for your service center and beyond.,"Customer Service, Internet, Test and Measurement","Augsburg, Bayern, Germany, Europe",https://www.conntac.net,$1M to $10M,1029000,EUR,1191614,Early Stage Venture,4,1,,No,
Grant - BOOST Thyroid,https://www.crunchbase.com/funding_round/boost-by-vlm-health-grant--5489405b,BOOST Thyroid,https://www.crunchbase.com/organization/boost-by-vlm-health,Grant,2019-04-29,71429,EUR,79890,,,Horizon 2020,"160,251",,,,,BOOST Thyroid is the first digital and the only science solution helping people with thyroid disease prevent long-term health complications.,"Biotechnology, Health Care, Health Diagnostics, mHealth, Personal Health","Berlin, Berlin, Germany, Europe",http://www.boostthyroid.com,,690405,USD,690405,,9,1,,No,
Grant - Sally R,https://www.crunchbase.com/funding_round/sally-r-grant--fd0581f8,Sally R,https://www.crunchbase.com/organization/sally-r,Grant,2018-08-01,71429,EUR,83304,,,EASME,"164,271",,,,,Sally R is a Swedish startup bringing down space technology to earth to secure indoor air quality in real estate and energy performance.,"Commercial Real Estate, Industrial Engineering, Mechanical Engineering","Västerås, Vastmanlands Lan, Sweden, Europe",http://sally-r.com/,$1M to $10M,603997,USD,603997,Seed,3,1,,No,
Grant - Cortexia,https://www.crunchbase.com/funding_round/cortexia-grant--a374952a,Cortexia,https://www.crunchbase.com/organization/cortexia,Grant,2018-06-01,71429,EUR,83347,,,EASME,"160,538",,,,,"Cortexia provides to the cities worldwide an objective and automatic measurement system, based on intelligent vision.","Clean Energy, Software","Chatel-saint-denis, Vaud, Switzerland, Europe",http://www.cortexia.ch/,$1M to $10M,2650197,USD,2650197,Seed,4,1,,No,
Grant - Whirla,https://www.crunchbase.com/funding_round/whirla-grant--83e479fa,Whirla,https://www.crunchbase.com/organization/whirla,Grant,2019-03-01,50000,EUR,56842,,,,"160,997",,,,,Whirla is an office management system that supports hybrid work. Built by workplace experts for the future of work.,"Information Services, Internet of Things, Property Management, Real Estate, Software","Warszawa, Mazowieckie, Poland, Europe",https://www.whirla.pl/en,Less than $1M,315541,USD,315541,Seed,2,,,No,
Grant - LeydenJar Technologies,https://www.crunchbase.com/funding_round/leydenjar-technologies-grant--66b9afc4,LeydenJar Technologies,https://www.crunchbase.com/organization/leydenjar-technologies,Grant,2017-04-01,50000,EUR,53320,,,EASME,"161,098",,,,,LeydenJar Technologies develops pure silicon anodes to boost the energy density of Li-ion battery cells.,,"Leiden, Zuid-Holland, The Netherlands, Europe",http://www.leyden-jar.com,$1M to $10M,63224438,EUR,70939597,Early Stage Venture,7,1,,No,
Grant - DISCOPERI,https://www.crunchbase.com/funding_round/discoperi-inc-grant--7f3783da,DISCOPERI,https://www.crunchbase.com/organization/discoperi-inc,Grant,2018-11-01,71429,EUR,81447,,,EASME,"166,951",,,,,"Discoperi helps cities to become smarter, more efficient and safer thanks to its AI-based products","Automotive, Big Data, Machine Learning, Transportation","Madrid, Madrid, Spain, Europe",http://www.discoperi.com,Less than $1M,71429,EUR,81447,Seed,4,1,,No,
Grant - OrbitalAds,https://www.crunchbase.com/funding_round/orbital-advertising-grant--49e6bf97,OrbitalAds,https://www.crunchbase.com/organization/orbital-advertising,Grant,2018-09-01,71429,EUR,82941,,,EASME,"167,626",,,,,Make smarter decisions for your paid campaigns with superhuman automated keyword management.,"Artificial Intelligence (AI), Enterprise Software, Marketing Automation, Natural Language Processing, SaaS","Madrid, Madrid, Spain, Europe",https://orbitalads.com,$1M to $10M,4921429,EUR,5453090,Seed,7,1,,No,
Grant - Digital Home Visits Group,https://www.crunchbase.com/funding_round/vida-4-grant--72ecffe1,Digital Home Visits Group,https://www.crunchbase.com/organization/vida-4,Grant,2019-10-01,79918,GBP,98233,,,SBRI Healthcare,"167,753",,,,,"DHV is a tech-enabled home care provider, regulated by the CQC.","Elder Care, Elderly, Health Care, Home Health Care, Medical Device","Royal Leamington Spa, Warwickshire, United Kingdom, Europe",https://www.dhv-group.co.uk,$10M to $50M,14484854,USD,14484854,Early Stage Venture,9,1,,No,
Grant - Kyanos,https://www.crunchbase.com/funding_round/kyanos-grant--adc53cda,Kyanos,https://www.crunchbase.com/organization/kyanos,Grant,2019-01-01,71429,EUR,81868,,,EASME,"168,135",,,,,"Kyanos is a biotech company established in 2016 and based in Toulouse, France.",Biotechnology,"Toulouse, Midi-Pyrenees, France, Europe",http://kyanos.bio,$1M to $10M,3771118,USD,3771118,Seed,4,1,,No,
Grant - breathe ilo,https://www.crunchbase.com/funding_round/breathe-ilo-grant--0e24831a,breathe ilo,https://www.crunchbase.com/organization/breathe-ilo,Grant,2018-05-01,71429,EUR,85652,,,EASME,"166,678",,,,,breathe ilo is the most innovative and easy to use HW/SW combination to assess the ovulation phase of a woman.,"Health Care, Lifestyle, Personal Health","Vienna, Wien, Austria, Europe",https://www.breatheilo.com/,$1M to $10M,7344229,EUR,8757838,Seed,10,1,,No,
Grant - AquaGreen,https://www.crunchbase.com/funding_round/aquagreen-grant--e6f9660d,AquaGreen,https://www.crunchbase.com/organization/aquagreen,Grant,2016-04-25,,,,,,,"168,279",,,,,AquaGreen is an R&D engineering company within the cleantech industry.,"Agriculture, Biotechnology, Energy, Life Science, Manufacturing, Renewable Energy, Waste Management, Water","Roskilde, Sjelland, Denmark, Europe",http://www.aquagreen.dk/,$1M to $10M,55000000,DKK,8671345,Seed,2,,,No,
