Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - SolarSpring,https://www.crunchbase.com/funding_round/solarspring-grant--588fde92,SolarSpring,https://www.crunchbase.com/organization/solarspring,Grant,2024-02-26,351800,EUR,381711,,European Commission,European Commission,"31,688",,,,,SolarSpring develops and produces pure water systems from clean materials.,"Water, Water Purification","Freiburg, Baden-Wurttemberg, Germany, Europe",https://solarspring.de/,Less than $1M,351800,EUR,381711,Seed,2,1,,No,
Grant - ConceptoMed,https://www.crunchbase.com/funding_round/conceptomed-grant--6470a653,ConceptoMed,https://www.crunchbase.com/organization/conceptomed,Grant,2013-02-15,500000,EUR,668356,,,,"613,382",650000,EUR,868863,,"ConceptoMed is a healthcare industry focused company that creates smart medical technology systems, improving patient care.","Health Care, Medical, Medical Device","Ballstad, Nordland, Norway, Europe",http://www.conceptomed.com,$1M to $10M,17415082,USD,17415082,,6,,,No,
Grant - Nuada,https://www.crunchbase.com/funding_round/mof-technologies-grant--fce78bb8,Nuada,https://www.crunchbase.com/organization/mof-technologies,Grant,2025-04-08,2200000,GBP,2810920,,EIC Accelerator,EIC Accelerator,"42,111",,,,,We help hard-to-abate industries to decarbonise by vacuuming CO2 out of flue gas,"Carbon Capture, Chemical Engineering, Clean Energy, Nanotechnology, Natural Resources, Product Research, Small and Medium Businesses","Belfast, Belfast, United Kingdom, Europe",http://www.nuadaCO2.com,$10M to $50M,12166525,GBP,14841573,Early Stage Venture,6,1,,No,
Grant - Sunderland Music Arts and Culture Trust,https://www.crunchbase.com/funding_round/music-arts-and-culture-trust-grant--51bf649b,Sunderland Music Arts and Culture Trust,https://www.crunchbase.com/organization/music-arts-and-culture-trust,Grant,2024-03-28,37500,GBP,47329,,County Durham Community Foundation,County Durham Community Foundation,"46,150",,,,,Sunderland Music Arts and Culture Trust develops and promotes cultural activities.,"Music, Performing Arts","Sunderland, Sunderland, United Kingdom, Europe",https://www.mactrust.org.uk/,Less than $1M,337500,GBP,425965,Seed,2,1,,No,
Grant - Stablepharma Ltd,https://www.crunchbase.com/funding_round/stablepharma-grant--70a07575,Stablepharma Ltd,https://www.crunchbase.com/organization/stablepharma,Grant,2025-02-19,2500000,EUR,2612560,,European Innovation Council,European Innovation Council,"49,174",,,,,"Stablepharma’s technology platform, StablevaX™ converts existing approved vaccines and therapeutics into fridge free thermostable products.","Biotechnology, Commercial, Health Care, Impact Investing, Medical Device, Pharmaceutical, Product Research, Wellness","Bath, Bath and North East Somerset, United Kingdom, Europe",http://stablepharma.com/,$1M to $10M,20117012,USD,20117012,,12,1,,No,
Grant - Foap AB,https://www.crunchbase.com/funding_round/foap-ab-grant--9afaa875,Foap AB,https://www.crunchbase.com/organization/foap-ab,Grant,2012-05-25,300000,SEK,41843,,,,"539,530",,,,,Foap AB offers smartphone users and photographers the opportunity to earn money from their photos.,"Mobile, Photography","Warsaw, Mazowieckie, Poland, Europe",http://www.foap.com,$1M to $10M,4581900,USD,4581900,Seed,8,,,No,
Grant - shoutr,https://www.crunchbase.com/funding_round/shoutr-grant--2df15494,shoutr,https://www.crunchbase.com/organization/shoutr,Grant,2012-10-01,94000,EUR,121157,,,,"361,222",,,,,Shoutr is an app for mobile devices that allows users to share anything from photos over videos to music with others.,"Android, Apps, File Sharing, Information and Communications Technology (ICT), Mobile, Wireless","Berlin, Berlin, Germany, Europe",http://shoutr.net,Less than $1M,109000,EUR,141053,Seed,2,,,No,
Grant - Clean Motion,https://www.crunchbase.com/funding_round/clean-motion-grant--bfe8b257,Clean Motion,https://www.crunchbase.com/organization/clean-motion,Grant,2025-05-23,290000,EUR,328638,,Horizon Europe,Horizon Europe,"59,651",,,,,Clean Motion is an electric vehicle manufacturer based in Sweden.,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Jonsered, Vastra Gotaland, Sweden, Europe",https://cleanmotion.se/,$1M to $10M,1368322,USD,1368322,Seed,3,1,,No,
Grant - Asset Mapping,https://www.crunchbase.com/funding_round/asset-mapping-grant--2741ef45,Asset Mapping,https://www.crunchbase.com/organization/asset-mapping,Grant,2013-05-13,95000,GBP,145510,,,,"298,942",850000,GBP,1301928,,"We help make buildings smart, cheaper to operate, kinder to the environment and healthier to work in.","Agriculture, Asset Management, Environmental Engineering, Internet of Things, Smart Building","London, England, United Kingdom, Europe",http://www.assetmapping.com,,2095000,GBP,2735519,Seed,2,,,No,
Grant - Perspectum,https://www.crunchbase.com/funding_round/perspectum-diagnostics-grant--09f4d662,Perspectum,https://www.crunchbase.com/organization/perspectum-diagnostics,Grant,2024-11-14,245356,USD,245356,,U.S. Food and Drug Administration,U.S. Food and Drug Administration,"78,063",,,,,Perspectum provides imaging solutions to help doctors in clinical decision-making as well as support patient engagement.,"Health Care, Medical Device, Wellness","Oxford, Oxfordshire, United Kingdom, Europe",http://perspectum.com,$10M to $50M,120321327,USD,120321327,Late Stage Venture,10,1,,No,
Grant - D-Orbit,https://www.crunchbase.com/funding_round/d-orbit-grant--29f30cc6,D-Orbit,https://www.crunchbase.com/organization/d-orbit,Grant,2024-12-23,,,,,"Department for Science, Innovation and Technology (DSIT)","Department for Science, Innovation and Technology (DSIT)","79,981",,,,,"D-Orbit is the first in-space transportation company, providing solutions for moving, precise deployment and removing satellites.","Aerospace, Automotive, Fleet Management, Information Technology, Software, Transportation","Milan, Lombardia, Italy, Europe",https://www.dorbit.space,Less than $1M,201209582,USD,201209582,Late Stage Venture,13,1,,No,
Grant - PayTouch,https://www.crunchbase.com/funding_round/paytouch-grant--5b91878c,PayTouch,https://www.crunchbase.com/organization/paytouch,Grant,2012-01-01,80096,USD,80096,,,,"263,545",,,,,PayTouch offers a biometric system for identification and fingerprint payments.,"Biometrics, Loyalty Programs, Payments, Software","Montmeló, Catalonia, Spain, Europe",http://www.pay-touch.com,Less than $1M,2640629,USD,2640629,,8,,,No,
Grant - Kitemill,https://www.crunchbase.com/funding_round/kitemill-grant--f309b4ff,Kitemill,https://www.crunchbase.com/organization/kitemill,Grant,2024-07-15,2500000,EUR,2724558,,EIC Accelerator,EIC Accelerator,"89,129",,,,,Kitemill develops technology that will produce renewable energy in a safe and low-cost manner.,"Clean Energy, Energy, Renewable Energy, Wind Energy","Vossevangen, Hordaland, Norway, Europe",http://kitemill.com/,$1M to $10M,13679932,EUR,15336303,,7,1,,No,
Grant - AdjuCor,https://www.crunchbase.com/funding_round/adjucor-grant--6444bb1b,AdjuCor,https://www.crunchbase.com/organization/adjucor,Grant,2023-02-03,2500000,EUR,2701389,,,European Innovation Council and SMEs Executive Agency,"102,940",,,,,Medtech company commercializing a revolutionary cardiac assist device: biventricular and without blood-contact,"Health Care, Medical, Medical Device","Munich, Bayern, Germany, Europe",https://www.adjucor.com/,$1M to $10M,33755000,EUR,39492014,Early Stage Venture,4,1,,No,
Grant - Invest In Africa,https://www.crunchbase.com/funding_round/invest-in-africa-grant--0b624434,Invest In Africa,https://www.crunchbase.com/organization/invest-in-africa,Grant,2021-12-13,1000000,USD,1000000,,AFD Group,AFD Group,"108,926",,,,,"Invest In Africa is a nonprofit organization that supports local businesses by offering access to finance, skills, and markets.","Business Development, Non Profit, Sharing Economy","London, England, United Kingdom, Europe",https://www.investinafrica.com,,1000000,USD,1000000,Seed,2,1,,No,
Grant - Lios,https://www.crunchbase.com/funding_round/lios-group-grant--65a3e19b,Lios,https://www.crunchbase.com/organization/lios-group,Grant,2014-11-01,,,,,,Wayra UK,"123,022",,,,,Empowering the building of tomorrow’s quieter world – eradicating noise pollution and avoidable hearing damage.,"Advanced Materials, Chemical, Electronics, Health Care","Dublin, Dublin, Ireland, Europe",http://www.lios-group.com,$1M to $10M,8550000,EUR,9790252,,10,1,,No,
Grant - MICA Biosystems,https://www.crunchbase.com/funding_round/mica-biosystems-grant--b0df36d1,MICA Biosystems,https://www.crunchbase.com/organization/mica-biosystems,Grant,2021-12-20,350000,USD,350000,,,,"126,167",,,,,MICA Biosystems' uses nanotechnology to create remote controlled stem cells for regenerative medicine.,"Biotechnology, Health Care, Life Science, Medical Device, Nanotechnology","Birmingham, Birmingham, United Kingdom, Europe",https://www.micabiosystems.co.uk/,,2110000,USD,2110000,Seed,4,,,No,
Grant - Digas,https://www.crunchbase.com/funding_round/digas-grant--03c8ddf2,Digas,https://www.crunchbase.com/organization/digas,Grant,2017-12-01,1342994,EUR,1597222,,EASME,EASME,"127,735",,,,,Digas designs a game changing product for high horsepower diesel engine applications.,"Fuel, Industrial, Oil and Gas","Jurmala, Riga, Latvia, Europe",http://www.digasgroup.com,$1M to $10M,1392994,EUR,1650541,Seed,3,1,,No,
Grant - ONEiO,https://www.crunchbase.com/funding_round/service-flow-grant--00719cbd,ONEiO,https://www.crunchbase.com/organization/service-flow,Grant,2017-03-01,50000,EUR,52680,,EASME,EASME,"130,186",,,,,ONEiO is a cloud-native Integration Service Provider,"Information Technology, Outsourcing, Software","Helsinki, Southern Finland, Finland, Europe",https://oneio.cloud/,$10M to $50M,9360000,EUR,10276125,Seed,4,1,,No,
Grant - Brain in Hand,https://www.crunchbase.com/funding_round/brain-in-hand-grant--1f430b6b,Brain in Hand,https://www.crunchbase.com/organization/brain-in-hand,Grant,2019-10-01,745478,GBP,916323,,SBRI Healthcare,SBRI Healthcare,"130,778",,,,,Brain-in-Hand develops a technology for independent living.,"Fitness, Health Care, Information Technology, Software, Wellness","Exeter, Devon, United Kingdom, Europe",http://braininhand.co.uk/,$1M to $10M,1667546,GBP,2216253,,5,1,,No,
Grant - AgPlus diagnostics,https://www.crunchbase.com/funding_round/agplus-diagnostics-grant--9825e2ab,AgPlus diagnostics,https://www.crunchbase.com/organization/agplus-diagnostics,Grant,2017-06-14,,,,,Innovate UK,"Future Planet Capital, Innovate UK","132,788",,,,,Ag+ has been to deliver a rapid diagnostic platform technology .,Medical Device,"Bedford, Bedfordshire, United Kingdom, Europe",http://www.agplusdiagnostics.com/,Less than $1M,1235000,GBP,1720249,Seed,6,2,,No,
Grant - Cleveron,https://www.crunchbase.com/funding_round/cleveron-grant--e2f5032f,Cleveron,https://www.crunchbase.com/organization/cleveron,Grant,2015-05-01,50000,EUR,55998,,EASME,EASME,"132,189",,,,,Cleveron offers automated parcel delivery solutions.,"Delivery, Logistics, Supply Chain Management","Viljandi, Viljandimaa, Estonia, Europe",https://cleveron.com,$1M to $10M,5750000,EUR,6264261,Seed,4,1,,No,
Grant - Blueberry Therapeutics,https://www.crunchbase.com/funding_round/blueberry-therapeutics-grant--f87ed3bf,Blueberry Therapeutics,https://www.crunchbase.com/organization/blueberry-therapeutics,Grant,2014-09-01,82703,GBP,137375,,SBRI Healthcare,SBRI Healthcare,"133,996",,,,,Blueberry Therapeutics focuses on developing medicines for inflammatory and infectious diseases.,"Biotechnology, Health Care, Pharmaceutical","Alderley Edge, Cheshire, United Kingdom, Europe",http://www.blueberrytherapeutics.com,$1M to $10M,17432703,GBP,23236429,,6,1,,No,
Grant - GeneQuine Biotherapeutics,https://www.crunchbase.com/funding_round/genequine-biotherapeutics-gmbh-2-grant--9b538f4e,GeneQuine Biotherapeutics,https://www.crunchbase.com/organization/genequine-biotherapeutics-gmbh-2,Grant,2021-02-15,900000,EUR,1091899,,Investitionsbank des Landes Brandenburg,Investitionsbank des Landes Brandenburg,"134,282",,,,,GeneQuine Biotherapeutics develops gene therapy for the treatment of osteoarthritis,"Biopharma, Biotechnology, Developer Tools, Health Care","Hamburg, Hamburg, Germany, Europe",http://www.genequine.com/de/,$1M to $10M,9050000,EUR,10979651,Early Stage Venture,4,1,,No,
Grant - HEMAV,https://www.crunchbase.com/funding_round/hemav-grant--f6bb922b,HEMAV,https://www.crunchbase.com/organization/hemav,Grant,2017-03-01,71429,EUR,75257,,EASME,EASME,"136,736",,,,,HEMAV is an Agtech platform for precision agriculture based on artificial intelligence. Through which it creates unique forecasting models.,"AgTech, Artificial Intelligence (AI), Big Data, Machine Learning, Predictive Analytics, Software","Barcelona, Catalonia, Spain, Europe",https://hemav.com,$1M to $10M,11521429,EUR,12306536,,5,1,,No,
Grant - LipUm,https://www.crunchbase.com/funding_round/lipum-grant--4d0419de,LipUm,https://www.crunchbase.com/organization/lipum,Grant,2016-12-01,50000,EUR,53319,,EASME,EASME,"136,923",,,,,LipUm operates as a biotechnology company that offers anti-inflammatory drugs.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Umeå, Vasterbottens Lan, Sweden, Europe",http://lipum.se/,$1M to $10M,11244724,USD,11244724,IPO,5,1,,No,
Grant - CipherApps,https://www.crunchbase.com/funding_round/cipherapps-grant--8a425aaf,CipherApps,https://www.crunchbase.com/organization/cipherapps,Grant,2012-10-15,330000,USD,330000,,,,"308,436",,,,,CipherApps provides cloud collaboration services such as Google Docs and Office 365 for the storage of corporate data in hosted centers.,"Cloud Data Services, Enterprise Software","Dublin, Dublin, Ireland, Europe",http://www.cipherapps.com,,557180,USD,557180,Seed,3,,,No,
Grant - Invesdor,https://www.crunchbase.com/funding_round/invesdor-oy-grant--ef90bbea,Invesdor,https://www.crunchbase.com/organization/invesdor-oy,Grant,2014-09-01,50000,EUR,65646,,,Business Finland,"163,610",,,,,A leading European fintech firm making participation in growth finance easy and fair for everyone.,"Crowdfunding, Financial Services, FinTech, Internet","Helsinki, Southern Finland, Finland, Europe",https://www.invesdor.com,$1M to $10M,8036827,EUR,8966504,,14,1,,No,
Grant - MyWebzz,https://www.crunchbase.com/funding_round/mywebzz-grant--2933e7c2,MyWebzz,https://www.crunchbase.com/organization/mywebzz,Grant,2010-01-01,300000,USD,300000,,,,"577,137",,,,,"MyWebzz offers a simple tool for building websites, providng hosting, domain, and advanced creator features and services.","Apps, Internet, Software, Web Development","Poznan, Wielkopolskie, Poland, Europe",http://www.mywebzz.com,Less than $1M,470000,USD,470000,Seed,2,,,No,
Grant - Open Cloud Factory,https://www.crunchbase.com/funding_round/open-cloud-factory-grant--5de81fac,Open Cloud Factory,https://www.crunchbase.com/organization/open-cloud-factory,Grant,2019-01-01,71429,EUR,81868,,,EASME,"165,700",,,,,"Open Cloud Factory is control solution, control and manage your enterprise network with a powerful solution.","Cloud Computing, Cloud Security, Software","Madrid, Madrid, Spain, Europe",http://www.opencloudfactory.com/,,71429,EUR,81868,,3,1,,No,
Grant - Adservio,https://www.crunchbase.com/funding_round/adservio-grant--5fdeb2e2,Adservio,https://www.crunchbase.com/organization/adservio,Grant,2020-12-01,,,,,,InnovX,"165,732",,,,,Adservio is an online school management platform that connects teachers with parents and students.,"EdTech, Education, Information Technology, Software","Iasi, Iasi, Romania, Europe",http://www.adservio.education,$1M to $10M,2000000,EUR,2102388,Seed,2,1,,No,
Grant - Balloon Ventures,https://www.crunchbase.com/funding_round/balloon-ventures-grant--256e9ef6,Balloon Ventures,https://www.crunchbase.com/organization/balloon-ventures,Grant,2019-01-10,1250000,USD,1250000,,,"Citi Foundation, Department for International Development, Global Innovation Fund","166,896",,,,,We are fixing SME banking in Africa. We provide loans of $10k - $200k to drive economic growth and create Good Jobs.,Financial Services,"London, England, United Kingdom, Europe",https://balloonventures.com/,,6120000,USD,6120000,Seed,2,3,,No,
Grant - BuffaloGrid,https://www.crunchbase.com/funding_round/buffalogrid-grant--a53be21a,BuffaloGrid,https://www.crunchbase.com/organization/buffalogrid,Grant,2017-11-11,25000,GBP,32975,,,Innovate UK,"167,185",,,,,BuffaloGrid is removing barriers for internet adoption and connecting the next billion.,"Clean Energy, Hardware, Internet, Internet of Things, Renewable Energy, Solar","Belfast, Belfast, United Kingdom, Europe",http://buffalogrid.com,$1M to $10M,7874676,USD,7874676,Seed,13,1,,No,
Grant - Ubiquigent,https://www.crunchbase.com/funding_round/ubiquigent-grant--7ff96829,Ubiquigent,https://www.crunchbase.com/organization/ubiquigent,Grant,2018-08-15,,,,,,Innovate UK,"168,810",,,,,"Ubiquigent provides the research community with reagents, kits, and drug discovery, assay development and compound profiling services.","Biotechnology, Life Science","Dundee, Dundee City, United Kingdom, Europe",https://ubiquigent.com/,,500000,GBP,804727,Seed,3,1,,No,
Grant - Ecolibrium,https://www.crunchbase.com/funding_round/ecolibrium-grant--e9634dde,Ecolibrium,https://www.crunchbase.com/organization/ecolibrium,Grant,2019-03-26,15000,USD,15000,,NetApp Excellerator,NetApp Excellerator,"171,621",,,,,"The Ecolibrium ecosystem accelerates organisations' decarbonisation journey, by leveraging AI to Balance People, Planet and Profit.","CleanTech, Environmental Consulting, Environmental Engineering, Machine Learning, Sustainability","London, England, United Kingdom, Europe",http://ecolibrium.io,Less than $1M,18165000,USD,18165000,,6,1,1,No,
Grant - Bionema,https://www.crunchbase.com/funding_round/bionema-grant--7f2dd672,Bionema,https://www.crunchbase.com/organization/bionema,Grant,2023-03-06,,,,,Cultivator,Cultivator,"174,812",,,,,"Bionema creates chemical-free pest management solutions for horticulture, turf & landscape, & forestry sectors.","Agriculture, Biotechnology, CRM, Cyber Security, Farming, Information Technology","Swansea, Swansea, United Kingdom, Europe",https://bionema.com/,$1M to $10M,1545000,GBP,1988849,Seed,6,1,,No,
Grant - Ecosia,https://www.crunchbase.com/funding_round/ecosia-grant--337e6d9b,Ecosia,https://www.crunchbase.com/organization/ecosia,Grant,2022-08-22,,,,,Sky Zero Footprint Fund,Sky Zero Footprint Fund,"176,306",,,,,Ecosia is the search engine that plants trees with its ad revenue.,"Communities, Environmental Consulting, Search Engine","Berlin, Berlin, Germany, Europe",https://www.ecosia.org,$10M to $50M,15000,EUR,21356,Seed,3,1,1,No,
Grant - SWISSto12,https://www.crunchbase.com/funding_round/swissto12-sa-grant--306162a9,SWISSto12,https://www.crunchbase.com/organization/swissto12-sa,Grant,2011-10-12,20000,CHF,22326,,Venture Kick,Venture Kick,"179,405",,,,,Cutting edge radio frequency products leveraging upon a proprietary 3D-printing technology for aerospace applications.,"Aerospace, Manufacturing, Satellite Communication","Renens, Vaud, Switzerland, Europe",https://swissto12.com/,$10M to $50M,43860000,CHF,47175197,,9,1,,No,
Grant - Q-Bot,https://www.crunchbase.com/funding_round/q-bot-grant--cbe87f88,Q-Bot,https://www.crunchbase.com/organization/q-bot,Grant,2014-11-01,50000,EUR,62624,,EASME,EASME,"179,445",,,,,Q-Bot is a robotics company that develops intelligent tools for a wide range of industries and applications.,"Artificial Intelligence (AI), Computer, Robotics, Software","Wandsworth, Wandsworth, United Kingdom, Europe",http://q-bot.co,$1M to $10M,19960029,USD,19960029,,10,1,,No,
Grant - Celeroton,https://www.crunchbase.com/funding_round/celeroton-grant--206b30b7,Celeroton,https://www.crunchbase.com/organization/celeroton,Grant,2023-04-28,,,,,Innosuisse,Innosuisse,"179,490",,,,,Celeroton is a manufacturer of ultra-high-speed electrical drive systems with speeds up to 1 million rpm.,"Electronics, Industrial Engineering, Manufacturing, Mechanical Engineering, Sensor","Zürich, Zurich, Switzerland, Europe",http://www.celeroton.com,Less than $1M,178645,USD,178645,Seed,5,1,,No,
Grant - VirtaMed,https://www.crunchbase.com/funding_round/virtamed-grant--7a7f77a0,VirtaMed,https://www.crunchbase.com/organization/virtamed,Grant,2021-06-09,500000,EUR,608930,,"Eurostars, Innosuisse","Eurostars, Innosuisse","182,804",,,,,"VirtaMed is the world leader in data-driven medical education in orthopedics, urology, obgyn and general surgery.","Continuing Education, Health Care, Medical, Medical Device, Training, Virtual Reality","Zürich, Zurich, Switzerland, Europe",https://www.virtamed.com,Less than $1M,9996002,USD,9996002,Early Stage Venture,6,2,,No,
Grant - Marine Power Systems,https://www.crunchbase.com/funding_round/marine-power-systems-grant--1bf52485,Marine Power Systems,https://www.crunchbase.com/organization/marine-power-systems,Grant,2024-06-17,1000000,GBP,1271381,,Innovate UK,Innovate UK,"187,062",,,,,Marine Power Systems Ltd (MPS) develops wave power technology.,"Environmental Consulting, Renewable Energy","Swansea, Swansea, United Kingdom, Europe",https://www.marinepowersystems.co.uk,$1M to $10M,9621485,GBP,12497016,Seed,5,1,,No,
Grant - Bird Control Group,https://www.crunchbase.com/funding_round/bird-control-group-grant--85176676,Bird Control Group,https://www.crunchbase.com/organization/bird-control-group,Grant,2017-06-01,1451870,EUR,1627960,,EASME,EASME,"189,405",,,,,Bird Control Group provides innovative products to significantly reduce pest bird presence.,"Aerospace, Agriculture, Aquaculture, Commercial, Farming, Oil and Gas, Real Estate, Recreation, Renewable Energy","Delft, Zuid-Holland, The Netherlands, Europe",http://www.birdcontrolgroup.com,$1M to $10M,1451870,EUR,1627960,Early Stage Venture,4,1,,No,
Grant - Exergyn,https://www.crunchbase.com/funding_round/exergyn-grant--c4cce4be,Exergyn,https://www.crunchbase.com/organization/exergyn,Grant,2015-06-01,2483053,EUR,2713200,,EASME,EASME,"190,893",,,,,Exergyn is a clean-tech company that develops solid state HVAC technology (heat pumps and air conditioning).,"CleanTech, Environmental Engineering, Heating, Ventilation, and Air Conditioning (HVAC), Industrial","Glasnevin, Dublin, Ireland, Europe",http://exergyn.com,$10M to $50M,32583053,EUR,36886300,Early Stage Venture,4,1,,No,
Grant - Crypteia Networks,https://www.crunchbase.com/funding_round/crypteia-networks-grant--cd0f4a28,Crypteia Networks,https://www.crunchbase.com/organization/crypteia-networks,Grant,2013-01-01,41500,EUR,54811,,,,"453,679",,,,,Responsive security based on threat intelligence & analytics,"Cyber Security, Information Technology, Network Security, Predictive Analytics, Security","Athens, Attiki, Greece, Europe",http://www.crypteianetworks.com,$1M to $10M,644600,EUR,866908,M&A,5,,,No,
Grant - Prodsmart,https://www.crunchbase.com/funding_round/prodsmart-grant--81de63ed,Prodsmart,https://www.crunchbase.com/organization/prodsmart,Grant,2018-07-01,71429,EUR,83426,,,EASME,"191,751",,,,,Prodsmart is real time process tracking for production lines and job shops. They turn any factory into a digital smart factory.,"B2B, Industrial Manufacturing, Manufacturing, Software","Lisboa, Lisboa, Portugal, Europe",https://prodsmart.com/,$1M to $10M,4533220,USD,4533220,M&A,7,1,,No,
Grant - MindMaze,https://www.crunchbase.com/funding_round/mindmaze-grant--ef69fafe,MindMaze,https://www.crunchbase.com/organization/mindmaze,Grant,2013-09-01,,,,,,,"195,007",,,,,MindMaze is a digital neurotherapeutic platform that provides digital assessments and therapeutics to treat and rehab patients.,"Health Care, Neuroscience, Therapeutics, Virtual Reality","Lausanne, Vaud, Switzerland, Europe",https://www.mindmaze.com,Less than $1M,340659230,USD,340659230,,10,,,No,
