Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - Sevensense Robotics,https://www.crunchbase.com/funding_round/sevensense-robotics-grant--11855996,Sevensense Robotics,https://www.crunchbase.com/organization/sevensense-robotics,Grant,2018-10-30,10000,CHF,9949,,Venture Kick,Venture Kick,"254,963",,,,,Sevensense Robotics develops autonomous self-driving technology for mobile robots.,"Artificial Intelligence (AI), Electronics, Robotics","Zürich, Zurich, Switzerland, Europe",https://sevensense.ch/,$1M to $10M,7749937,USD,7749937,M&A,3,1,,No,
Grant - DX Compliance,https://www.crunchbase.com/funding_round/dx-compliance-grant--ae4854c8,DX Compliance,https://www.crunchbase.com/organization/dx-compliance,Grant,2022-09-15,10000,USD,10000,,BetaDen,BetaDen,"255,354",,,,,DX Compliance helps protect Banks & FinTechs against $Multi-Billion fines by changing the way that AML teams work,"FinTech, Software","Dublin, Dublin, Ireland, Europe",http://www.dxcompliance.com,Less than $1M,145000,USD,145000,Seed,2,1,,No,
Grant - WIDMO Spectral Technologies (formerly SGPR.TECH),https://www.crunchbase.com/funding_round/sgpr-tech-grant--82206249,WIDMO Spectral Technologies (formerly SGPR.TECH),https://www.crunchbase.com/organization/sgpr-tech,Grant,2023-06-21,2060000,EUR,2264284,,EIC Accelerator,EIC Accelerator,"255,078",,,,,Unique solution for subsurface tomography build to deliver geological information of unprecedented quality.,"Civil Engineering, Construction, Electronics, Enterprise Applications, Hardware, Mining Technology, Software","Kraków, Malopolskie, Poland, Europe",https://widmo.tech/,,9081189,USD,9081189,Seed,8,1,,No,
Grant - SEED Biosciences,https://www.crunchbase.com/funding_round/seed-biosciences-grant--61bd83fc,SEED Biosciences,https://www.crunchbase.com/organization/seed-biosciences,Grant,2023-05-10,,,,,Innosuisse,Innosuisse,"255,640",,,,,SEED is a spinoff from the Swiss Federal Institute of Technology.,Biotechnology,"Renens, Vaud, Switzerland, Europe",https://seedbiosciences.com,$1M to $10M,1330000,CHF,1435511,Early Stage Venture,7,1,,No,
Grant - Kids Speech Labs,https://www.crunchbase.com/funding_round/kids-speech-labs-grant--4d0d14c0,Kids Speech Labs,https://www.crunchbase.com/organization/kids-speech-labs,Grant,2023-06-07,50000,GBP,62224,,Innovate UK,Innovate UK,"255,754",,,,,Kids Speech Labs is a digital health company building AI driven solutions to manage speech and language therapy services,"Artificial Intelligence (AI), Computer, Software","Dublin, Dublin, Ireland, Europe",https://kidsspeechlabs.com/,Less than $1M,555474,USD,555474,Seed,2,1,,No,
Grant - Flox,https://www.crunchbase.com/funding_round/flox-grant--93666ae4,Flox,https://www.crunchbase.com/organization/flox,Grant,2023-03-01,,,,,Cultivator,Cultivator,"256,382",,,,,Flox uses Artificial Intelligence (AI) to improve bird welfare and flock performance.,"Artificial Intelligence (AI), Livestock, Machine Learning","London, England, United Kingdom, Europe",https://www.flox.ai/,$1M to $10M,3537800,USD,3537800,,6,1,,No,
Grant - Oxara,https://www.crunchbase.com/funding_round/oxara-grant--cfc906cf,Oxara,https://www.crunchbase.com/organization/oxara,Grant,2022-03-28,1860000,CHF,1992497,,European Innovation Council,European Innovation Council,"257,508",,,,,"Oxara is a construction technology company that manufactures low carbon, circular, and healthy building materials for real estate projects.","Association, Building Material, Communities, Construction, Real Estate","Dietikon, Zurich, Switzerland, Europe",https://oxara.earth/,$1M to $10M,1910000,CHF,2043402,Seed,4,1,,No,
Grant - Aether Biomedical,https://www.crunchbase.com/funding_round/aether-biomedical-grant--1437f25c,Aether Biomedical,https://www.crunchbase.com/organization/aether-biomedical,Grant,2018-10-15,50000,USD,50000,,Brinc,Brinc,"257,681",,,,,Aether Biomedical is a rehabiliation robotics startup focused on building bionic limbs for upper limb amputees,"Artificial Intelligence (AI), Biotechnology, Electronics, Health Care, Information Technology, Medical, Medical Device, Robotics","Poznan, Wielkopolskie, Poland, Europe",https://www.aetherbiomedical.com,$1M to $10M,11283322,USD,11283322,Early Stage Venture,9,1,,No,
Grant - Gridio,https://www.crunchbase.com/funding_round/gridio-grant--d8a2b1ba,Gridio,https://www.crunchbase.com/organization/gridio,Grant,2023-10-07,,,,,Katapult,Katapult,"258,472",,,,,"Gridio is a smart electric vehicle charging platform, integrating with all key brands of electric cars, solar inverters and batteries (soon)","Automotive, Charging Infrastructure, CleanTech, Energy, Software","Tallinn, Harjumaa, Estonia, Europe",https://gridio.io/en,$1M to $10M,4200000,EUR,4444682,Seed,5,1,,No,
Grant - Seqera,https://www.crunchbase.com/funding_round/seqera-labs-grant--800e547d,Seqera,https://www.crunchbase.com/organization/seqera-labs,Grant,2021-09-07,,,,,Chan Zuckerberg Initiative,Chan Zuckerberg Initiative,"264,106",,,,,"Seqera makes complex data analysis accessible at any scale by providing the tools to drive innovation in genomics, global health, and beyond","Big Data, Cloud Computing, Life Science, Software","Barcelona, Catalonia, Spain, Europe",http://www.seqera.io,$10M to $50M,52977720,USD,52977720,Early Stage Venture,6,1,2,No,
Grant - SMASH,https://www.crunchbase.com/funding_round/smash-75a2-grant--db8c2ea6,SMASH,https://www.crunchbase.com/organization/smash-75a2,Grant,2020-07-21,,,,,,Innovate UK,"265,787",,,,,"SMASH is a SaaS platform, SMASH connects diverse content creators with decision-makers in the film and TV industry.","Film, Media and Entertainment, SaaS, Software, TV","London, England, United Kingdom, Europe",https://mysmash.media,Less than $1M,1655209,USD,1655209,Seed,5,1,,No,
Grant - KOMP-ACT,https://www.crunchbase.com/funding_round/komp-act-grant--53850ffc,KOMP-ACT,https://www.crunchbase.com/organization/komp-act,Grant,2017-09-05,20000,CHF,20968,,Venture Kick,Venture Kick,"266,625",,,,,KOMP-ACT develops innovative electric motion technology for the industrial automation industry for a carbon-neutral future.,"Industrial Automation, Manufacturing","Renens, Vaud, Switzerland, Europe",https://komp-act.com/,$1M to $10M,5019601,USD,5019601,,16,1,,No,
Grant - Lifetime Group,https://www.crunchbase.com/funding_round/lifetime-oy-grant--cbffbefd,Lifetime Group,https://www.crunchbase.com/organization/lifetime-oy,Grant,2023-04-01,153000,USD,153000,,,,"267,742",,,,,Lifetime is AI innovation and Digital Transformation Consultancy Powerhouse. We deliver World-Class Firehorse Products.,"Consulting, Energy, Finance, Mobile Apps, Open Source, Predictive Analytics, Project Management, Software, Sustainability","Espoo, Southern Finland, Finland, Europe",https://lifetime.fi,Less than $1M,8234949,USD,8234949,Seed,5,,,No,
Grant - Aura Aero,https://www.crunchbase.com/funding_round/aura-aero-grant--5e20abcc,Aura Aero,https://www.crunchbase.com/organization/aura-aero,Grant,2024-07-15,12100000,USD,12100000,,,Bpifrance,"268,038",,,,,AURA AERO aims to serve mankind by designing and manufacturing aircraft that accelerate air transport decarbonization,"Aerospace, Automotive, Industrial Automation","Cugnaux, Midi-Pyrenees, France, Europe",https://www.aura-aero.com,$10M to $50M,194291937,USD,194291937,Seed,7,1,,No,
Grant - Plasmics,https://www.crunchbase.com/funding_round/plasmics-grant--c12ab30c,Plasmics,https://www.crunchbase.com/organization/plasmics,Grant,2023-03-03,950000,EUR,1010943,,,,"269,280",,,,,"Manufacturing, AI, Healthtech - Plasmics is specialising in decentralised supply chains based on AI enabled 3D printing.","3D Printing, Hardware, Manufacturing","Vienna, Wien, Austria, Europe",https://plasmics.com/,$1M to $10M,4021429,EUR,4383297,Private Equity,4,,,No,
Grant - First Mode,https://www.crunchbase.com/funding_round/first-mode-grant--8f5a2cf4,First Mode,https://www.crunchbase.com/organization/first-mode,Grant,2023-02-16,250000,USD,250000,Women Founded,Washington state Department of Commerce,Washington state Department of Commerce,"269,916",,,,,First Mode develops and manufactures decarbonization solutions for heavy industry partners dedicated to the clean energy future.,"CleanTech, Environmental Engineering, GreenTech, Transportation","London, England, United Kingdom, Europe",https://firstmode.com,,208750000,USD,208750000,M&A,3,1,,No,
Grant - Odd.Bot,https://www.crunchbase.com/funding_round/odd-bot-grant--f0df94b2,Odd.Bot,https://www.crunchbase.com/organization/odd-bot,Grant,2022-10-05,1700393,EUR,1685406,,European Innovation Council,European Innovation Council,"270,661",,,,,"Odd.Bot develops autonomous farming robots that eliminate weeds without chemicals, promoting environmentally friendly agriculture.","Agriculture, AgTech, Farming, Robotics, Software","Lelystad, Flevoland, The Netherlands, Europe",https://www.Odd.Bot,$1M to $10M,5676393,EUR,6059982,Seed,6,1,,No,
Grant - NRG Therapeutics,https://www.crunchbase.com/funding_round/nrg-therapeutics-grant--797e2d19,NRG Therapeutics,https://www.crunchbase.com/organization/nrg-therapeutics,Grant,2024-08-05,,,,,Target ALS Foundation,Target ALS Foundation,"272,331",,,,,NRG Therapeutics is a drug discovery company focussed on therapeutic approaches that will restore mitochondrial function.,"Biopharma, Biotechnology, Health Care, Neuroscience, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom, Europe",http://www.nrgtherapeutics.com/,,29501325,USD,29501325,Early Stage Venture,8,1,,No,
Grant - Smarter Contracts,https://www.crunchbase.com/funding_round/smarter-contracts-grant--28bc8d59,Smarter Contracts,https://www.crunchbase.com/organization/smarter-contracts,Grant,2022-10-18,100000,USD,100000,,AWS Fintech Accelerator,AWS Fintech Accelerator,"273,242",,,,,"Smarter Contracts built Pulse, a data privacy and consent management platform that provides businesses with a real-time view over their data","Analytics, Financial Services, FinTech, Generative AI, Information Technology, Privacy, SaaS, Software, Web3","London, England, United Kingdom, Europe",https://smartercontracts.co.uk/,$1M to $10M,4964957,USD,4964957,Private Equity,6,1,,No,
Grant - ABLE Human Motion,https://www.crunchbase.com/funding_round/able-human-motion-grant--5e35c6ea,ABLE Human Motion,https://www.crunchbase.com/organization/able-human-motion,Grant,2020-01-01,250000,EUR,280474,,"Centre for the Development of Industrial Technology (CDTI), Ministerio de Economia y Competitividad","Centre for the Development of Industrial Technology (CDTI), Ministerio de Economia y Competitividad","275,281",,,,,ABLE is a Barcelona based start-up developing lightweight and affordable robotic exoskeletons to empower every person in a wheelchair,"Health Care, Medical Device","Barcelona, Catalonia, Spain, Europe",https://www.ablehumanmotion.com,$1M to $10M,2015429,EUR,2278630,Seed,7,2,,No,
Grant - Virtus Tech,https://www.crunchbase.com/funding_round/virtus-tech-ef52-grant--63929b5f,Virtus Tech,https://www.crunchbase.com/organization/virtus-tech-ef52,Grant,2021-12-17,10000,GBP,13235,,"Google for Startups, Tramshed Tech","Google for Startups, Tramshed Tech","275,216",,,,,Virtus Tech is a virtual reality and data analytics company.,"Analytics, Data Center","Cardiff, Cardiff, United Kingdom, Europe",https://virtustech.co.uk/,,310000,GBP,358308,Seed,2,2,2,No,
Grant - Naturbeads,https://www.crunchbase.com/funding_round/naturbeads-grant--a2e08d81,Naturbeads,https://www.crunchbase.com/organization/naturbeads,Grant,2019-08-12,582000,GBP,702919,,"Innovate UK, Sky Ocean Ventures","Innovate UK, Sky Ocean Ventures","277,868",,,,,Naturbeads is scaling up the technology to manufacture cellulose beads and replace plastic microbeads intentionally added to many products,"Advanced Materials, Biotechnology, CleanTech, Manufacturing","Bath, Bath and North East Somerset, United Kingdom, Europe",http://www.naturbeads.com/,Less than $1M,12746558,USD,12746558,Early Stage Venture,7,2,,No,
Grant - Anansi,https://www.crunchbase.com/funding_round/anansi-grant--f09d6592,Anansi,https://www.crunchbase.com/organization/anansi,Grant,2023-06-12,150000,USD,150000,,Fund Black Founders,Fund Black Founders,"280,830",,,,,Anansi offers embedded goods-in-transit insurance for e-commerce businesses.,"E-Commerce, Insurance, InsurTech, Software","Finchley, Barnet, United Kingdom, Europe",https://www.withanansi.com,$1M to $10M,2519277,USD,2519277,Seed,5,1,,No,
Grant - Eatron Technologies,https://www.crunchbase.com/funding_round/eatron-technologies-grant--0b37b51b,Eatron Technologies,https://www.crunchbase.com/organization/eatron-technologies,Grant,2023-12-05,,,,,UK Research and Innovation,UK Research and Innovation,"284,121",,,,,"AI-powered battery management software layer for better, safer and greener batteries","Artificial Intelligence (AI), Battery, Electric Vehicle, Electronics, Software","Warwick, Warwickshire, United Kingdom, Europe",https://eatron.com/,$1B to $10B,13554678,USD,13554678,,7,1,,No,
Grant - OxyPrem,https://www.crunchbase.com/funding_round/oxyprem-grant--b8ef9329,OxyPrem,https://www.crunchbase.com/organization/oxyprem,Grant,2022-03-28,2200000,CHF,2356717,,European Innovation Council,European Innovation Council,"286,090",,,,,OxyPrem is an advanced oxygen sensor that continuously monitors oxygen levels in the brains of high-risk preterm infants.,"Health Care, Health Diagnostics, Medical Device, Nanotechnology","Zürich, Zurich, Switzerland, Europe",http://www.oxyprem.com/,,5716338,USD,5716338,,6,1,,No,
Grant - Enerpoly,https://www.crunchbase.com/funding_round/enerpoly-grant--20327477,Enerpoly,https://www.crunchbase.com/organization/enerpoly,Grant,2023-10-11,6800000,SEK,623613,,Vinnova,Vinnova,"287,704",,,,,Enerpoly is a next-generation energy storage technology company pioneering the zinc-ion battery chemistry.,"Energy, Energy Efficiency, Energy Storage, Renewable Energy","Stockholm, Stockholms Lan, Sweden, Europe",https://enerpoly.com/,,13879536,USD,13879536,Seed,9,1,,No,
Grant - Ascendance,https://www.crunchbase.com/funding_round/ascendance-flight-technologies-grant--855938b1,Ascendance,https://www.crunchbase.com/organization/ascendance-flight-technologies,Grant,2023-03-01,12600000,EUR,13442265,,,France 2030,"287,796",,,,,Ascendance is an aviation company decarbonizing air transport with electric propulsion technology.,"Aerospace, Air Transportation, CleanTech, Drones, Hardware, Transportation","Toulouse, Midi-Pyrenees, France, Europe",https://www.ascendance-ft.com,$1M to $10M,51000000,EUR,55944186,,8,1,,No,
Grant - Cyted,https://www.crunchbase.com/funding_round/cyted-grant--48616511,Cyted,https://www.crunchbase.com/organization/cyted,Grant,2023-04-28,3400000,GBP,4273118,,NHS England,NHS England,"288,794",,,,,"Cyted uses artificial intelligence (AI) and digital pathology to improve the detection and diagnosis of diseases, including cancer.","Artificial Intelligence (AI), Biotechnology, Health Care, Medical Device","Cambridge, Cambridgeshire, United Kingdom, Europe",https://cyted.ai,$1M to $10M,39394746,USD,39394746,Early Stage Venture,9,1,,No,
Grant - Cyted,https://www.crunchbase.com/funding_round/cyted-grant--73c8ffc8,Cyted,https://www.crunchbase.com/organization/cyted,Grant,2023-12-11,1000000,GBP,1255329,,Innovate UK,Innovate UK,"288,829",,,,,"Cyted uses artificial intelligence (AI) and digital pathology to improve the detection and diagnosis of diseases, including cancer.","Artificial Intelligence (AI), Biotechnology, Health Care, Medical Device","Cambridge, Cambridgeshire, United Kingdom, Europe",https://cyted.ai,$1M to $10M,39394746,USD,39394746,Early Stage Venture,9,1,,No,
Grant - EBAMed,https://www.crunchbase.com/funding_round/eba-med-grant--7dac0784,EBAMed,https://www.crunchbase.com/organization/eba-med,Grant,2018-03-21,20000,CHF,21083,,Venture Kick,Venture Kick,"289,797",,,,,EBAMed  develops innovative solutions for non-invasive and automated treatment of heart arrhythmias by using ion beams.,Health Care,"Geneva, Geneve, Switzerland, Europe",http://eba-med.com/,$1M to $10M,21617199,USD,21617199,Early Stage Venture,9,1,,No,
Grant - Sitniks,https://www.crunchbase.com/funding_round/sitniks-grant--164a3788,Sitniks,https://www.crunchbase.com/organization/sitniks,Grant,2022-03-29,5000,USD,5000,,Support Ukrainian Startups NOW Program,Support Ukrainian Startups NOW Program,"289,960",,,,,Sitniks is a business process automation solution for retail on Instagram and online stores.,"Business Process Automation (BPA), CRM, Retail","Kharkiv, Sums'ka Oblast', Ukraine, Europe",https://sitniks.com,,55000,USD,55000,Seed,2,1,,No,
Grant - OroraTech,https://www.crunchbase.com/funding_round/ororatech-grant--2b6e4520,OroraTech,https://www.crunchbase.com/organization/ororatech,Grant,2022-02-10,,,,,European Space Agency,European Space Agency,"290,116",,,,,OroraTech is an intelligence-as-a-service company that uses thermal data to provide wildfire detection and monitoring solutions.,"Business Intelligence, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Predictive Analytics, Sustainability","Munich, Bayern, Germany, Europe",https://ororatech.com,$10M to $50M,60415000,EUR,66928741,Early Stage Venture,10,1,,No,
Grant - Mobiform,https://www.crunchbase.com/funding_round/mobiform-grant--e8ecf1e2,Mobiform,https://www.crunchbase.com/organization/mobiform,Grant,2021-03-05,25000,USD,25000,,Ukrainian Startup Fund,Ukrainian Startup Fund,"290,340",,,,,Mobiform is an online platform that sells custom cabinet furniture online with VR planner to enthusiasts all over the globe.,"E-Commerce, Furniture, Home Improvement, Industrial Manufacturing, Virtual Reality","Odessa, Odes'ka Oblast', Ukraine, Europe",https://mobiform-demo.web.app/en,Less than $1M,225000,USD,225000,Seed,2,1,,No,
Grant - FLEXOFibers,https://www.crunchbase.com/funding_round/flexofibers-grant--fe011b59,FLEXOFibers,https://www.crunchbase.com/organization/flexofibers,Grant,2022-10-05,2493059,EUR,2471086,,European Innovation Council,European Innovation Council,"290,428",,,,,FLEXOFibers classification of the waste of steel fibers produced during the tire recycling process.,"Building Material, Green Building, Manufacturing","Madrid, Madrid, Spain, Europe",https://flexofibers.com/,$1M to $10M,2493059,EUR,2471086,Seed,2,1,,No,
Grant - Vottun,https://www.crunchbase.com/funding_round/vottun-grant--e51b1144,Vottun,https://www.crunchbase.com/organization/vottun,Grant,2022-10-31,,,,,EIT Digital,EIT Digital,"290,616",,,,,Vottun is a platform that certify and track data for optmizing business processes using blockchain and DLT technology.,"Artificial Intelligence (AI), B2B, Blockchain, Cryptocurrency, Ethereum, Information Technology, Machine Learning, Software, Supply Chain Management","Barcelona, Catalonia, Spain, Europe",https://www.vottun.com/,$1M to $10M,1275000,EUR,1457388,Seed,4,1,1,No,
Grant - CLUBZERØ,https://www.crunchbase.com/funding_round/clubzero-grant--0f8ee227,CLUBZERØ,https://www.crunchbase.com/organization/clubzero,Grant,2023-03-28,149818,GBP,184721,,Innovate UK,Innovate UK,"291,145",,,,,"AI-powered returnable packaging system that is a scalable & cost-effective alternative to single-use for brands across FMCG, Retail & F&B","Artificial Intelligence (AI), CleanTech, Food and Beverage, Information Technology, Packaging Services","London, England, United Kingdom, Europe",https://www.clubzero.co/,$1M to $10M,1977284,USD,1977284,Seed,9,1,,No,
Grant - Resistell AG,https://www.crunchbase.com/funding_round/resistell-grant--30555838,Resistell AG,https://www.crunchbase.com/organization/resistell,Grant,2022-04-20,,,,,Pfizer,Pfizer,"291,261",,,,,Resistell is a antibiotic resistance test.,Medical Device,"Basel, Basel-Stadt, Switzerland, Europe",https://resistell.com,$1M to $10M,16496015,USD,16496015,Early Stage Venture,9,1,,No,
Grant - ABLE Human Motion,https://www.crunchbase.com/funding_round/able-human-motion-grant--4ac33455,ABLE Human Motion,https://www.crunchbase.com/organization/able-human-motion,Grant,2021-04-01,60000,EUR,70671,,Horizon 2020,Horizon 2020,"292,331",,,,,ABLE is a Barcelona based start-up developing lightweight and affordable robotic exoskeletons to empower every person in a wheelchair,"Health Care, Medical Device","Barcelona, Catalonia, Spain, Europe",https://www.ablehumanmotion.com,$1M to $10M,2015429,EUR,2278630,Seed,7,1,,No,
Grant - teaglo,https://www.crunchbase.com/funding_round/teaglo-grant--0f5a2085,teaglo,https://www.crunchbase.com/organization/teaglo,Grant,2020-06-08,48000,GBP,61126,,Innovate UK,Innovate UK,"307,572",,,,,"teaglo is a social network that gives teachers complete control over their personal brand, resources, professional development, and careers.","E-Learning, EdTech, Education, Social Network","London, England, United Kingdom, Europe",https://www.teaglo.com/,,523000,GBP,672442,Seed,3,1,1,No,
Grant - Wanda Maps,https://www.crunchbase.com/funding_round/wanda-grant--29528572,Wanda Maps,https://www.crunchbase.com/organization/wanda,Grant,2019-09-03,100000,PLN,25245,,Space3ac,Space3ac,"312,276",,,,,Save and share places you love. Discover lists of interesting places from people and brands you trust.,"Big Data, Digital Marketing, Geospatial, Retail Technology, Tourism","Kraków, Malopolskie, Poland, Europe",http://www.wandamaps.com,Less than $1M,76079,USD,76079,Seed,2,1,,No,
Grant - Perseus Biomics,https://www.crunchbase.com/funding_round/perseus-biomics-grant--1eeeb47d,Perseus Biomics,https://www.crunchbase.com/organization/perseus-biomics,Grant,2021-06-16,2500000,EUR,2998774,,European Innovation Council,European Innovation Council,"327,482",,,,,"Perseus Biomics provides microbiomes, therapeutics, and health care services.","Biotechnology, Health Care, Therapeutics","Tienen, Vlaams-Brabant, Belgium, Europe",https://www.perseusbiomics.com,$1M to $10M,2500000,EUR,2998774,Seed,2,1,,No,
Grant - Enzian Pharmaceutics,https://www.crunchbase.com/funding_round/enzian-pharmaceutics-grant--92c4227c,Enzian Pharmaceutics,https://www.crunchbase.com/organization/enzian-pharmaceutics,Grant,2016-01-13,20000,CHF,19896,,Venture Kick,Venture Kick,"329,025",,,,,Enzian Pharmaceutics is a manufacturer of pharmaceutical products.,"Manufacturing, Pharmaceutical","Lenzerheide, Graubunden, Switzerland, Europe",https://www.enzianpharma.com,,40000,CHF,39951,Seed,2,1,,No,
Grant - Powder,https://www.crunchbase.com/funding_round/powder-cb6a-grant--9cb39d4d,Powder,https://www.crunchbase.com/organization/powder-cb6a,Grant,2021-10-06,2500000,EUR,2888504,,European Innovation Council,European Innovation Council,"334,145",,,,,Powder is a mobile app that enables gamers to create the best gaming clips and share exiting gaming stories.,"Gaming, Media and Entertainment, Video Games","Paris, Ile-de-France, France, Europe",https://powder.gg,$1M to $10M,20088504,USD,20088504,,6,1,,No,
Grant - UrbiGrow,https://www.crunchbase.com/funding_round/urbigo-grant--ff936e25,UrbiGrow,https://www.crunchbase.com/organization/urbigo,Grant,2023-10-27,300000,USD,300000,,,,"336,770",,,,,Developing an ecosystem for the future of urban farming,"Consumer Electronics, Green Consumer Goods, GreenTech, Home and Garden, Organic, Smart Home, Sustainability","Belgrade, Vojvodina, Serbia, Europe",https://urbigrow.com,Less than $1M,727054,USD,727054,Seed,4,,,No,
Grant - Monkee,https://www.crunchbase.com/funding_round/monkee-grant--45b1884d,Monkee,https://www.crunchbase.com/organization/monkee,Grant,2022-07-28,,,,,The Austrian Research Promotion Agency (FFG),The Austrian Research Promotion Agency (FFG),"337,755",,,,,Monkee is a Save Now Buy Later platform that helps consumers purchase without debt & enables retailers to monetize early purchase intent.,"Apps, Financial Services, FinTech, Loyalty Programs, Mobile Apps, Personal Finance, Retail Technology","Innsbruck, Tirol, Austria, Europe",http://www.monkee.rocks,$1M to $10M,3520730,USD,3520730,Seed,10,1,,No,
Grant - Descycle,https://www.crunchbase.com/funding_round/descycle-grant--f705fa28,Descycle,https://www.crunchbase.com/organization/descycle,Grant,2022-06-15,1000000,GBP,1217496,,UK Government,UK Government,"337,788",,,,,British e-waste recycling & metal recovery startup,"CleanTech, Recycling, Sustainability","London, England, United Kingdom, Europe",https://www.descycle.com,$1M to $10M,16050000,GBP,20176684,,4,1,,No,
Grant - Little Journey,https://www.crunchbase.com/funding_round/little-journey-grant--fe280a7c,Little Journey,https://www.crunchbase.com/organization/little-journey,Grant,2022-05-01,79615,GBP,100068,,SBRI Healthcare,SBRI Healthcare,"338,590",,,,,Little Journey offers assistance to kids and their families who are getting medical treatments or taking part in scientific trials.,"Clinical Trials, Health Care, Information Technology","London, England, United Kingdom, Europe",https://littlejourney.health,$1M to $10M,15831504,USD,15831504,Early Stage Venture,8,1,,No,
Grant - The Tribe Project,https://www.crunchbase.com/funding_round/the-tribe-project-grant--7ddbacae,The Tribe Project,https://www.crunchbase.com/organization/the-tribe-project,Grant,2019-10-01,83333,GBP,102431,,SBRI Healthcare,SBRI Healthcare,"338,710",,,,,"The mission of The Tribe Project is to increase social action, improving the quality of life for millions of vulnerable people.",,"Walford, Shropshire, United Kingdom, Europe",http://tribeproject.org/,,83333,GBP,102431,Seed,2,1,,No,
Grant - Novek,https://www.crunchbase.com/funding_round/novek-grant--dda642cb,Novek,https://www.crunchbase.com/organization/novek,Grant,2022-07-14,100000,USD,100000,,Strive Community Innovation Fund,Strive Community Innovation Fund,"340,002",,,,,Novek builds IOT technology to completely eliminate single use plastic from FMCG Supply chains.,Internet of Things,"London, England, United Kingdom, Europe",https://www.novek.io/,,500000,USD,500000,Seed,4,1,1,No,
Grant - Paragit Solutions,https://www.crunchbase.com/funding_round/paragit-solutions-grant--fe8512dd,Paragit Solutions,https://www.crunchbase.com/organization/paragit-solutions,Grant,2020-02-13,,,,,,BioInnovation Institute,"340,259",,,,,Paragit Solutions develops systems for improving care and diagnosis of movement disorders.,"Biotechnology, Health Care, Medical, Medical Device","Frederiksberg, Hovedstaden, Denmark, Europe",https://www.paragit.com/,$1M to $10M,2000000,EUR,2130259,Seed,5,1,,No,
Grant - NRG Therapeutics,https://www.crunchbase.com/funding_round/nrg-therapeutics-grant--fe3181f6,NRG Therapeutics,https://www.crunchbase.com/organization/nrg-therapeutics,Grant,2021-07-29,500000,USD,500000,,Michael J. Fox Foundation,Michael J. Fox Foundation,"340,705",,,,,NRG Therapeutics is a drug discovery company focussed on therapeutic approaches that will restore mitochondrial function.,"Biopharma, Biotechnology, Health Care, Neuroscience, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom, Europe",http://www.nrgtherapeutics.com/,,29501325,USD,29501325,Early Stage Venture,8,1,1,No,
Grant - Comin System,https://www.crunchbase.com/funding_round/comin-system-grant--7c7e4a84,Comin System,https://www.crunchbase.com/organization/comin-system,Grant,2020-09-01,50000,USD,50000,,Ukrainian Startup Fund,Ukrainian Startup Fund,"346,412",,,,,Comin System is an advertising company that offers blog websites to generate revenue from affiliate marketing and distribution channels.,"Affiliate Marketing, E-Commerce, Internet, Software","Kyiv, Kyyiv, Ukraine, Europe",https://comin.co,Less than $1M,100000,USD,100000,Seed,2,1,,No,
Grant - OroraTech,https://www.crunchbase.com/funding_round/ororatech-grant--c9d2e3b3,OroraTech,https://www.crunchbase.com/organization/ororatech,Grant,2022-11-30,,,,,European Space Agency,European Space Agency,"346,651",,,,,OroraTech is an intelligence-as-a-service company that uses thermal data to provide wildfire detection and monitoring solutions.,"Business Intelligence, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Predictive Analytics, Sustainability","Munich, Bayern, Germany, Europe",https://ororatech.com,$10M to $50M,60415000,EUR,66928741,Early Stage Venture,10,1,,No,
Grant - PeopleForce,https://www.crunchbase.com/funding_round/peopleforce-7fd5-grant--32ca835c,PeopleForce,https://www.crunchbase.com/organization/peopleforce-7fd5,Grant,2023-09-04,,,,,Ukrainian Startup Fund,Ukrainian Startup Fund,"346,755",,,,,PeopleForce is the first all-in-one Recruiting and HR solution for all companies.We collected the best HRM practice in the market.,"Information Technology, SaaS, Software","Worthing, West Sussex, United Kingdom, Europe",https://peopleforce.io,$1M to $10M,8080000,USD,8080000,Seed,6,1,1,No,
Grant - Luos,https://www.crunchbase.com/funding_round/luos-grant--daac242a,Luos,https://www.crunchbase.com/organization/luos,Grant,2021-02-22,700000,EUR,851493,,,"Airbus Développement, Bpifrance, Région Nouvelle-Aquitaine","348,084",,,,,The world’s first open source devtool that makes hardware as agile as software,"Developer Tools, Embedded Software, Embedded Systems, Open Source, Robotics, Software","Bordeaux, Aquitaine, France, Europe",https://www.luos.io,$1M to $10M,1830000,EUR,2191196,,5,3,,No,
