Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - Zembo,https://www.crunchbase.com/funding_round/zembo-grant--381d63bd,Zembo,https://www.crunchbase.com/organization/zembo,Grant,2024-02-07,,,,,Climate Finance Accelerator,Climate Finance Accelerator,"32,111",,,,,Zembo provides affordable electric motorcycles for motorcycle taxi drivers in Africa.,Electric Vehicle,"Paris, Ile-de-France, France, Europe",https://www.zem.bo/,$1M to $10M,5723182,USD,5723182,Seed,4,1,,No,
Grant - Avisomo,https://www.crunchbase.com/funding_round/avisomo-grant--883363f0,Avisomo,https://www.crunchbase.com/organization/avisomo,Grant,2025-01-28,1600000,EUR,1669056,,Innovation Norway,Innovation Norway,"35,247",,,,,Avisomo is an AgriTech startup that develops vertical farming plant factory solutions.,AgTech,"Jessheim, Akershus, Norway, Europe",https://avisomo.com,,7168355,USD,7168355,,3,1,,No,
Grant - Enerpoly,https://www.crunchbase.com/funding_round/enerpoly-grant--bac74563,Enerpoly,https://www.crunchbase.com/organization/enerpoly,Grant,2023-12-11,8400000,USD,8400000,,Swedish Energy Agency,Swedish Energy Agency,"43,844",,,,,Enerpoly is a next-generation energy storage technology company pioneering the zinc-ion battery chemistry.,"Energy, Energy Efficiency, Energy Storage, Renewable Energy","Stockholm, Stockholms Lan, Sweden, Europe",https://enerpoly.com/,,13879536,USD,13879536,Seed,9,1,,No,
Grant - Bundlee,https://www.crunchbase.com/funding_round/bundlee-grant--5ca370db,Bundlee,https://www.crunchbase.com/organization/bundlee,Grant,2024-11-15,,,,,ReLondon,ReLondon,"45,118",,,,,Bundlee is an online platform that helps parents rent out their baby's clothes.,"Baby, Fashion, Rental","London, England, United Kingdom, Europe",https://bundlee.co.uk,Less than $1M,385986,GBP,489286,,3,1,,No,
Grant - Smeetz,https://www.crunchbase.com/funding_round/smeetz-grant--201241d7,Smeetz,https://www.crunchbase.com/organization/smeetz,Grant,2024-02-09,,,,,,,"48,105",,,,,"We empower visitor attractions with AI-powered solutions that drive innovation, efficiency and growth.","Payments, Point of Sale, SaaS, Software, Ticketing","Lausanne, Vaud, Switzerland, Europe",https://www.smeetz.com,$1M to $10M,5044632,USD,5044632,Early Stage Venture,8,,,No,
Grant - Meditect,https://www.crunchbase.com/funding_round/meditect-grant--18809d1c,Meditect,https://www.crunchbase.com/organization/meditect,Grant,2025-04-30,225000,USD,225000,,Investing In Innovation Africa,Investing In Innovation Africa,"48,373",,,,,"Making quality medicines, available and affordable in Africa","Health Care, Medical, Pharmaceutical","Bordeaux, Aquitaine, France, Europe",https://www.meditect.com,,2358456,USD,2358456,,4,1,,No,
Grant - QV Bioelectronics,https://www.crunchbase.com/funding_round/qv-bioelectronics-grant--01c1a33d,QV Bioelectronics,https://www.crunchbase.com/organization/qv-bioelectronics,Grant,2025-05-07,1260000,GBP,1683295,,Biomedical Catalyst Fund,Biomedical Catalyst Fund,"50,736",,,,,"Longer, Better Quality Lives for Brain Tumour Patients","Advanced Materials, Biotechnology, Electronics, Health Care, Life Science, Medical, Medical Device, Nanotechnology, Neuroscience","Manchester, Manchester, United Kingdom, Europe",https://www.qvbio.co.uk,$1M to $10M,6819287,USD,6819287,Seed,11,1,,No,
Grant - Rocket Factory Augsburg,https://www.crunchbase.com/funding_round/rocket-factory-augsburg-grant--e77bc542,Rocket Factory Augsburg,https://www.crunchbase.com/organization/rocket-factory-augsburg,Grant,2023-10-26,3500000,GBP,4247748,,"European Space Agency Business Incubation Centre, Noordwijk","European Space Agency Business Incubation Centre, Noordwijk","51,613",,,,,RFA - Rocket Factory Augsburg is a space technologies company offering fast & flexible launch solutions for satellite constellations.,"Aerospace, Satellite Communication, Space Travel","Augsburg, Bayern, Germany, Europe",https://www.rfa.space/,$50M to $100M,37255805,USD,37255805,,3,1,,No,
Grant - Aindo,https://www.crunchbase.com/funding_round/aindo-grant--1c4d7e41,Aindo,https://www.crunchbase.com/organization/aindo,Grant,2025-02-17,2100000,EUR,2201955,,,EIC Accelerator,"53,513",,,,,"At Aindo, our mission is to enable Artificial Intelligence (AI) to add value to society while respecting people's rights and freedoms.","Artificial Intelligence (AI), Machine Learning","Trieste, Friuli-Venezia Giulia, Italy, Europe",http://www.aindo.ai/,,11000000,EUR,11800673,Early Stage Venture,4,1,,No,
Grant - Rivelin Robotics,https://www.crunchbase.com/funding_round/rivelin-robotics-grant--5154f242,Rivelin Robotics,https://www.crunchbase.com/organization/rivelin-robotics,Grant,2024-02-20,535360,GBP,675889,,Innovate UK,Innovate UK,"53,810",,,,,"Rivelin's AI, NetShape®, teaches robots to autonomously cut, grind & polish metal.","3D Printing, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Industrial Manufacturing, Machine Learning, Robotics","Sheffield, Sheffield, United Kingdom, Europe",https://www.rivelinrobotics.com,,3222360,GBP,4130992,Seed,7,1,,No,
Grant - raicoon,https://www.crunchbase.com/funding_round/raicoon-grant--418689b3,raicoon,https://www.crunchbase.com/organization/raicoon,Grant,2024-09-24,,,,,,,"55,371",,,,,SaaS solution for autonomous operations of renewable energy,"Analytics, Information Technology, Renewable Energy, Software, Solar","Vienna, Wien, Austria, Europe",https://www.raicoon.com,$1M to $10M,4000000,EUR,4231479,Seed,2,,,No,
Grant - IQM Quantum Computers,https://www.crunchbase.com/funding_round/iqm-grant--a2e818cf,IQM Quantum Computers,https://www.crunchbase.com/organization/iqm,Grant,2024-02-28,,,,,EIC Accelerator,EIC Accelerator,"56,762",,,,,"IQM builds quantum computers, focusing on superconducting technology.","Computer, Hardware, Product Design, Quantum Computing","Espoo, Southern Finland, Finland, Europe",https://www.meetiqm.com/,$50M to $100M,233750000,EUR,249121255,Early Stage Venture,8,1,,No,
Grant - volvero,https://www.crunchbase.com/funding_round/volvero-grant--247cac64,volvero,https://www.crunchbase.com/organization/volvero,Grant,2023-12-02,500000,EUR,544336,"Black Founded, Black Led, East Asian Led, Women Led",,,"57,167",,,,,Volvero is a vehicle sharing app which connect owners with drivers relying on the most innovative technologies,"Apps, Blockchain, Mobile Apps, Sharing Economy, Smart Cities, Sustainability, Tourism, Transportation, Travel","Milan, Lombardia, Italy, Europe",http://www.volvero.com,$1M to $10M,1000000,EUR,1086132,Seed,6,,,No,
Grant - Configured Things,https://www.crunchbase.com/funding_round/configured-things-grant--57739e43,Configured Things,https://www.crunchbase.com/organization/configured-things,Grant,2023-05-23,15000,GBP,18624,,UK Research and Innovation,"Digital Catapult, UK Research and Innovation","66,954",,,,,The platform for cross domain systems automation,"Information Technology, Software","Bristol, Bristol, City of, United Kingdom, Europe",https://configuredthings.com,Less than $1M,262074,GBP,334331,Seed,5,2,,No,
Grant - Infinite Roots,https://www.crunchbase.com/funding_round/mushlabs-grant--36a21fa9,Infinite Roots,https://www.crunchbase.com/organization/mushlabs,Grant,2024-10-17,2600000,EUR,2815590,,German Federal Ministry of Food and Agriculture (BMEL),German Federal Ministry of Food and Agriculture (BMEL),"72,178",,,,,"Infinite Roots is a biotech company that uses mycelium, or mushroom roots, to create alternative proteins to transform the food system.","Biotechnology, Food and Beverage, Health Care","Hamburg, Hamburg, Germany, Europe",https://www.infiniteroots.com,,89477538,USD,89477538,Early Stage Venture,9,1,,No,
Grant - NRG Therapeutics,https://www.crunchbase.com/funding_round/nrg-therapeutics-grant--04a5b4aa,NRG Therapeutics,https://www.crunchbase.com/organization/nrg-therapeutics,Grant,2024-10-31,5000000,USD,5000000,,Michael J. Fox Foundation,Michael J. Fox Foundation,"76,453",,,,,NRG Therapeutics is a drug discovery company focussed on therapeutic approaches that will restore mitochondrial function.,"Biopharma, Biotechnology, Health Care, Neuroscience, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom, Europe",http://www.nrgtherapeutics.com/,,29501325,USD,29501325,Early Stage Venture,8,1,,No,
Grant - WechselGott,https://www.crunchbase.com/funding_round/wechselgott-grant--c4721fcc,WechselGott,https://www.crunchbase.com/organization/wechselgott,Grant,2022-07-05,500000,EUR,512838,,The Founders Games,The Founders Games,"78,223",,,,,WechselGott is an automated contract manager app optimising tariffs for household contracts.,"Apps, Financial Services, Software","Leipzig, Sachsen, Germany, Europe",https://www.wechselgott.com,$1M to $10M,7100000,EUR,8112812,Early Stage Venture,4,1,,No,
Grant - Waterwhelm,https://www.crunchbase.com/funding_round/waterwhelm-grant--9d6e3180,Waterwhelm,https://www.crunchbase.com/organization/waterwhelm,Grant,2023-02-15,128818,GBP,155057,,UK Department for Transport,UK Department for Transport,"78,690",,,,,Waterwhelm is an award-winning company that is commercialising a patent-protected membrane technology for wastewater treatment.,"Water, Water Purification, Water Transportation","Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://www.waterwhelm.com,,1587579,USD,1587579,Seed,4,1,,No,
Grant - Selldone,https://www.crunchbase.com/funding_round/samin-grant--1345cf75,Selldone,https://www.crunchbase.com/organization/samin,Grant,2023-01-01,,,,,Microsoft,Microsoft,"83,594",,,,,"A Business OS as a service to plan, build and manage businesses for fast-growing companies.","Artificial Intelligence (AI), B2B, E-Commerce, Enterprise Software, Operating Systems, SaaS","Copenhagen, Hovedstaden, Denmark, Europe",https://selldone.com,Less than $1M,,,,Seed,3,1,,No,
Grant - Watermarq,https://www.crunchbase.com/funding_round/oxford-earth-observation-grant--6a13bff6,Watermarq,https://www.crunchbase.com/organization/oxford-earth-observation,Grant,2023-03-21,400000,GBP,489006,,Innovate UK,Innovate UK,"84,070",,,,,A new approach to valuing water,Water,"Oxford, Oxfordshire, United Kingdom, Europe",http://www.wtrmrq.com,,624807,USD,624807,Seed,4,1,,No,
Grant - Mindsafe Digital Ltd,https://www.crunchbase.com/funding_round/mindsafe-digital-ltd-grant--3c1dc1ac,Mindsafe Digital Ltd,https://www.crunchbase.com/organization/mindsafe-digital-ltd,Grant,2022-09-15,10000,USD,10000,,BetaDen,BetaDen,"84,817",,,,,"SaaS, EdTech, mHealth",mHealth,"Malvern, Worcestershire, United Kingdom, Europe",https://mind-safe.com/Home,Less than $1M,273000,USD,273000,Seed,2,1,,No,
Grant - ExerGo Sàrl,https://www.crunchbase.com/funding_round/exergo-sàrl-grant--7445340f,ExerGo Sàrl,https://www.crunchbase.com/organization/exergo-sàrl,Grant,2023-04-28,,,,,Innosuisse,Innosuisse,"81,023",,,,,"ExerGo provides energy concepts, feasibility studies, and engineering services for thermal network projects.","Service Industry, Solar","Sion, Valais, Switzerland, Europe",https://exergo.com/,,4200000,EUR,4205924,Seed,3,1,,No,
Grant - 52 North Health,https://www.crunchbase.com/funding_round/52-north-health-grant--c50868a2,52 North Health,https://www.crunchbase.com/organization/52-north-health,Grant,2024-12-03,1500000,USD,1500000,,National Institute for Health and Care Research,National Institute for Health and Care Research,"86,025",,,,,"52 North Health is developing a fully-integrated clinical, AI-driven medical device-based system called NeutroCheck for people with cancer.","Artificial Intelligence (AI), Health Care, Medical","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.52north.health/,$1M to $10M,11786665,USD,11786665,,9,1,,No,
Grant - SMi Systems,https://www.crunchbase.com/funding_round/smi-systems-grant--973d1799,SMi Systems,https://www.crunchbase.com/organization/smi-systems,Grant,2023-06-14,2310000,GBP,2926970,,Innovate UK,Innovate UK,"91,296",,,,,SMi Systems is a biomedical research and medical equipment manufacturing organization.,"Biopharma, Manufacturing, Medical","Newmarket, Flintshire, United Kingdom, Europe",https://smisystems.co.uk/,,10526970,USD,10526970,Seed,2,1,,No,
Grant - Pharrowtech,https://www.crunchbase.com/funding_round/pharrowtech-grant--45d49abb,Pharrowtech,https://www.crunchbase.com/organization/pharrowtech,Grant,2024-07-15,2500000,EUR,2724558,,EIC Accelerator,EIC Accelerator,"92,489",,,,,"Pharrowtech designs next-generation solutions for fixed-wireless access, wireless VR/AR and ultra-high capacity wireless links.","Consumer Electronics, Electronics, Manufacturing, Telecommunications","Heverlee, Vlaams-Brabant, Belgium, Europe",http://www.pharrowtech.com/,$1M to $10M,28500000,EUR,30563108,,4,1,,No,
Grant - Kapsule,https://www.crunchbase.com/funding_round/kapsule-grant--8f72f856,Kapsule,https://www.crunchbase.com/organization/kapsule,Grant,2023-09-18,50000,USD,50000,,Investing In Innovation Africa,Investing In Innovation Africa,"92,646",,,,,The Go-To Provider of Healthcare Data,"Analytics, Big Data, Health Care, Pharmaceutical","London, England, United Kingdom, Europe",https://www.kapsuletech.com,Less than $1M,400000,USD,400000,Seed,4,1,,No,
Grant - Lumi Space,https://www.crunchbase.com/funding_round/lumi-space-grant--810585e1,Lumi Space,https://www.crunchbase.com/organization/lumi-space,Grant,2023-06-23,,,,,EIC Accelerator,EIC Accelerator,"93,145",,,,,"Lumi provide precise positioning for satellites and space debris, using laser ranging.","Aerospace, Laser, Satellite Communication, Space Travel, Sustainability","London, England, United Kingdom, Europe",https://lumi.space,$1M to $10M,,,,Seed,7,1,,No,
Grant - INVT Novi Sad,https://www.crunchbase.com/funding_round/invt-novi-sad-grant--b8ea0747,INVT Novi Sad,https://www.crunchbase.com/organization/invt-novi-sad,Grant,2023-10-19,,,,,European Network of AI Excellence Centres,European Network of AI Excellence Centres,"93,307",,,,,Software development company focused on revolutionizing online data privacy protection for everyone,"Artificial Intelligence (AI), Information Technology, Legal Tech, Privacy, Software","Novi Sad, Vojvodina, Serbia, Europe",https://prose.biz/,Less than $1M,43000,EUR,51809,Seed,2,1,,No,
Grant - InVera Medical,https://www.crunchbase.com/funding_round/venari-medical-grant--e6e2638b,InVera Medical,https://www.crunchbase.com/organization/venari-medical,Grant,2022-03-23,2497614,EUR,2748963,,European Innovation Council,European Innovation Council,"94,959",,,,,InVera Medical is an innovative medical device company developing the next-generation treatment for all chronic venous disease patients.,"Health Care, Medical Device","Galway, Galway, Ireland, Europe",https://www.venarimedical.com,$1M to $10M,8048963,USD,8048963,Seed,3,1,,No,
Grant - Predictiva,https://www.crunchbase.com/funding_round/predictiva-12c2-grant--7185a473,Predictiva,https://www.crunchbase.com/organization/predictiva-12c2,Grant,2021-07-01,450000,USD,450000,,Innovate UK,Innovate UK,"95,453",,,,,We develop advanced Artificial Intelligence models utilising Deep Reinforcement Learning for autonomous financial trading.,"Artificial Intelligence (AI), FinTech, Information Technology, Machine Learning, Software","Leicester, Leicester, United Kingdom, Europe",https://www.predictiva.co.uk/,,2840000,USD,2840000,Seed,6,1,,No,
Grant - ClearSpace,https://www.crunchbase.com/funding_round/clearspace-sa-grant--c8dcdbe4,ClearSpace,https://www.crunchbase.com/organization/clearspace-sa,Grant,2024-09-13,2750000,EUR,3049061,,UK Space Agency,UK Space Agency,"97,070",,,,,ClearSpace is an in-orbit servicing company that develops technologies that will support a wide range of IOS applications.,"Aerospace, Satellite Communication, Space Travel","Renens, Vaud, Switzerland, Europe",https://clearspace.today,$10M to $50M,37015195,USD,37015195,,6,1,,No,
Grant - MetisMotion,https://www.crunchbase.com/funding_round/metismotion-grant--268c01c6,MetisMotion,https://www.crunchbase.com/organization/metismotion,Grant,2025-02-17,,,,,EIC Accelerator,EIC Accelerator,"97,639",,,,,MetisMotion is innovative technology enables ultra-light and dynamic actuators.,"Industrial Automation, Information Technology, Manufacturing, Robotics","Munich, Bayern, Germany, Europe",https://www.metismotion.com/,,5500000,EUR,6359399,,5,1,,No,
Grant - asvin.io,https://www.crunchbase.com/funding_round/asvin-io-grant--5d3865e6,asvin.io,https://www.crunchbase.com/organization/asvin-io,Grant,2022-10-01,1900000,EUR,1862645,,,,"99,958",,,,,Security and Trust by Context,"Asset Management, Cyber Security, Risk Management, Supply Chain Management","Stuttgart, Baden-Wurttemberg, Germany, Europe",https://www.asvin.io,$1M to $10M,3950000,EUR,4203849,Seed,4,,,No,
Grant - PATS,https://www.crunchbase.com/funding_round/pats-grant--c8713646,PATS,https://www.crunchbase.com/organization/pats,Grant,2023-03-22,,,,,,The European Innovation Fund,"102,496",,,,,PATS is an Indoor Drone Solutions enables greenhouse farmers to significantly reduce and eliminate flying insect pest populations,"Biotechnology, Electronics","Delft, Zuid-Holland, The Netherlands, Europe",https://www.pats-drones.com,Less than $1M,250000,EUR,274610,,3,1,,No,
Grant - Recap,https://www.crunchbase.com/funding_round/recap-grant--2449775a,Recap,https://www.crunchbase.com/organization/recap,Grant,2024-03-07,300000,GBP,384401,,Innovate UK,Innovate UK,"103,679",,,,,"Recap makes crypto taxes simple. We help users calculate crypto taxes in our simple-to-use, privacy-focused app.","Apps, Blockchain, Cryptocurrency, Financial Services","London, England, United Kingdom, Europe",https://recap.io/,$1M to $10M,1220000,GBP,1625439,Seed,4,1,,No,
Grant - Immersify Education,https://www.crunchbase.com/funding_round/educational-resources-grant--9cb7260c,Immersify Education,https://www.crunchbase.com/organization/educational-resources,Grant,2024-06-18,,,,,MediaCity Immersive Technologies Innovation Hub,MediaCity Immersive Technologies Innovation Hub,"104,017",,,,,Immersify Education develops interactive resources for higher education,"Dental, EdTech, Higher Education, Medical","Manchester, Manchester, United Kingdom, Europe",https://immersifyeducation.com/,$10M to $50M,270000,GBP,345180,Seed,3,1,,No,
Grant - ABLE Human Motion,https://www.crunchbase.com/funding_round/able-human-motion-grant--e179e48a,ABLE Human Motion,https://www.crunchbase.com/organization/able-human-motion,Grant,2020-11-01,400000,EUR,465672,,"CaixaImpulse, Horizon 2020","CaixaImpulse, Horizon 2020","104,226",,,,,ABLE is a Barcelona based start-up developing lightweight and affordable robotic exoskeletons to empower every person in a wheelchair,"Health Care, Medical Device","Barcelona, Catalonia, Spain, Europe",https://www.ablehumanmotion.com,$1M to $10M,2015429,EUR,2278630,Seed,7,2,,No,
Grant - BoobyBiome,https://www.crunchbase.com/funding_round/boobybiome-grant--b9cdcd40,BoobyBiome,https://www.crunchbase.com/organization/boobybiome,Grant,2024-08-22,1600000,GBP,2095492,,Innovate UK,Innovate UK,"104,773",,,,,BoobyBiome uses specialist expertise and research to develop a probiotic supplement for infants with compromised microbiomes.,"Biotechnology, Health Care, Life Science","London, England, United Kingdom, Europe",http://www.boobybiome.com,$1M to $10M,4087974,USD,4087974,Seed,5,1,,No,
Grant - Thorizon,https://www.crunchbase.com/funding_round/thorizon-grant--a1545f17,Thorizon,https://www.crunchbase.com/organization/thorizon,Grant,2025-03-12,4000000,EUR,4364616,Women Led,,"Demcon, VDL Groep","105,654",,,,,Thorizon develops and deploys cutting-edge technology for molten salt reactors.,"Clean Energy, CleanTech, Energy, Industrial Engineering, Manufacturing, Nuclear, Sustainability, Waste Management","Amsterdam, Noord-Holland, The Netherlands, Europe",https://thorizon.com/,$1M to $10M,42500000,EUR,45296603,Early Stage Venture,5,2,,No,
Grant - Tinamu,https://www.crunchbase.com/funding_round/tinamu-labs-grant--8327acca,Tinamu,https://www.crunchbase.com/organization/tinamu-labs,Grant,2018-04-17,10000,CHF,10343,,Venture Kick,Venture Kick,"106,370",,,,,Tinamu is offering a solution for automated stockpile volume monitoring in warehouses.,"Biomass Energy, Construction, Drones, Industrial Automation, Mining Technology, Robotics, Software","Zürich, Zurich, Switzerland, Europe",http://tinamu-labs.com/,$1M to $10M,3630000,CHF,3973905,Seed,5,1,,No,
Grant - Aurora Propulsion Technologies,https://www.crunchbase.com/funding_round/aurora-propulsion-technologies-grant--7109acaa,Aurora Propulsion Technologies,https://www.crunchbase.com/organization/aurora-propulsion-technologies,Grant,2022-10-05,2386562,EUR,2365528,,European Innovation Council,European Innovation Council,"106,775",,,,,Aurora Propulsion Technologies provides satellite manufacturers with reliable mass-produced and components for attitude and orbit control.,"Communities, Real Estate, Space Travel","Epoo, Southern Finland, Finland, Europe",https://www.aurorapt.fi/home/,$1M to $10M,4086562,EUR,4358875,Seed,3,1,,No,
Grant - Magnitude Biosciences,https://www.crunchbase.com/funding_round/magnitude-biosciences-grant--02e15ecc,Magnitude Biosciences,https://www.crunchbase.com/organization/magnitude-biosciences,Grant,2025-05-27,,,,,Innovate UK,Innovate UK,"107,772",,,,,"Magnitude Biosciences is a biotechnology firm combine experience in ageing research, the nematode C. elegans and automation.","Biotechnology, Fitness, Health Care, Pharmaceutical","Durham, Durham, United Kingdom, Europe",http://magnitudebiosciences.com/,$1M to $10M,2149088,USD,2149088,Seed,7,1,,No,
Grant - uTrigg,https://www.crunchbase.com/funding_round/utrigg-grant--96649680,uTrigg,https://www.crunchbase.com/organization/utrigg,Grant,2021-10-30,,,,,Space3ac,Space3ac,"108,546",,,,,uTrigg is a marketing firm that analyses online customer emotions and behaviour to help close the empathy gap.,"Customer Service, Data Collection and Labeling, Marketing","Kyiv, Kyyiv, Ukraine, Europe",https://utrigg.com/,$1M to $10M,55000,USD,55000,Seed,2,1,,No,
Grant - ARXUM,https://www.crunchbase.com/funding_round/arxum-grant--bc6a4334,ARXUM,https://www.crunchbase.com/organization/arxum,Grant,2021-10-06,1538250,EUR,1777296,,European Innovation Council,European Innovation Council,"110,446",,,,,ARXUM provides innovative solutions within the manufacturing industry.,"Automotive, Blockchain, Information Technology, Logistics, Manufacturing","Zug, Zug, Switzerland, Europe",https://arxum.com,$1M to $10M,1538250,EUR,1777296,Seed,2,1,,No,
Grant - CrannMed,https://www.crunchbase.com/funding_round/crannmed-grant--aa07a665,CrannMed,https://www.crunchbase.com/organization/crannmed,Grant,2021-06-16,2494770,EUR,2992501,,European Innovation Council,European Innovation Council,"115,402",,,,,CrannMed is developing resorbable embolic particles and a custom delivery catheter for the treatment of Knee Osteoarthritis.,"Health Care, Medical Device","Dublin, Dublin, Ireland, Europe",https://crannmed.com/,$1M to $10M,2534770,EUR,3037242,Seed,2,1,,No,
Grant - Netsensing Technology,https://www.crunchbase.com/funding_round/netsensing-technology-grant--5bd5450a,Netsensing Technology,https://www.crunchbase.com/organization/netsensing-technology,Grant,2021-03-17,100000,EUR,119835,,SmartEEs2,SmartEEs2,"117,731",,,,,Netsensing Technology provides innovative Medical-IoT solutions for critical real-time monitoring of vital signs.,"Medical, Medical Device","Neuchâtel, Neuchatel, Switzerland, Europe",http://www.netsensing.ch/,$1M to $10M,200000,EUR,237276,Seed,3,1,,No,
