Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - Centauri Therapeutics,https://www.crunchbase.com/funding_round/centauri-therapeutics-grant--a05af695,Centauri Therapeutics,https://www.crunchbase.com/organization/centauri-therapeutics,Grant,2025-07-29,5100000,USD,5100000,,CARB-X,CARB-X,688,,,,,Centauri Therapeutics is a UK-based biotechnology company focused on the discovery and development of life threatening diseases.,"Biotechnology, Genetics, Health Care, Medical, Therapeutics","Alderley Park, Cheshire, United Kingdom, Europe",http://www.centauritherapeutics.com,$1M to $10M,47339549,USD,47339549,Early Stage Venture,9,1,1,No,
Grant - ARC Marine,https://www.crunchbase.com/funding_round/arc-marine-grant--b9938d81,ARC Marine,https://www.crunchbase.com/organization/arc-marine,Grant,2025-03-26,,,,,The Offshore Wind Growth Partnership,The Offshore Wind Growth Partnership,"19,886",,,,,ARC Marine is a sustainable fishing company that rehabilitates damaged marine habitats to create new reef structures.,"Marine Technology, Renewable Energy, Sustainability","Brixham, Devon, United Kingdom, Europe",https://www.arcmarine.co.uk/,$1M to $10M,2000000,GBP,2675095,,3,1,,No,
Grant - Centauri Therapeutics,https://www.crunchbase.com/funding_round/centauri-therapeutics-grant--0c8b5024,Centauri Therapeutics,https://www.crunchbase.com/organization/centauri-therapeutics,Grant,2024-11-25,1000000,GBP,1253920,,PACE-AMR,PACE-AMR,"23,016",,,,,Centauri Therapeutics is a UK-based biotechnology company focused on the discovery and development of life threatening diseases.,"Biotechnology, Genetics, Health Care, Medical, Therapeutics","Alderley Park, Cheshire, United Kingdom, Europe",http://www.centauritherapeutics.com,$1M to $10M,47339549,USD,47339549,Early Stage Venture,9,1,,No,
Grant - Imotion Analytics,https://www.crunchbase.com/funding_round/imotion-analytics-grant--01b0e5b0,Imotion Analytics,https://www.crunchbase.com/organization/imotion-analytics,Grant,2024-03-01,1000000,EUR,1084540,,European Commission,European Commission,"30,140",,,,,"Imotion Analytics delivers cross-sector AVaaS, turning video into real-time insights for smarter, safer and more efficient infrastructure.","Analytics, Artificial Intelligence (AI), Business Intelligence, Computer Vision, Fraud Detection, Intrusion Detection, Machine Learning","Castelldefels, Catalonia, Spain, Europe",http://www.imotionanalytics.com,$1M to $10M,1272000,EUR,1397610,Early Stage Venture,7,1,,No,
Grant - NUWIEL GmbH,https://www.crunchbase.com/funding_round/nüwiel-gmbh-grant--8445bc30,NUWIEL GmbH,https://www.crunchbase.com/organization/nüwiel-gmbh,Grant,2024-09-13,25000,USD,25000,,Inclusive Ventures Lab,Inclusive Ventures Lab,"30,670",,,,,NUWIEL specializes in producing clean transportation solutions for last mile delivery.,"Last Mile Transportation, Logistics, Transportation","Hamburg, Hamburg, Germany, Europe",http://www.nuwiel.de,,106868,USD,106868,Seed,5,1,,No,
Grant - Near-Life,https://www.crunchbase.com/funding_round/near-life-grant--7bf50345,Near-Life,https://www.crunchbase.com/organization/near-life,Grant,2024-10-07,30000,GBP,39253,,Innovate UK,Innovate UK,"46,234",,,,,SaaS product - Interactive video and VR authoring for everyone,"E-Learning, Software","Bolton, Bolton, United Kingdom, Europe",https://near-life.tech/,,927941,USD,927941,Seed,4,1,,No,
Grant - Hemispherian,https://www.crunchbase.com/funding_round/hemispherian-grant--4fcafbac,Hemispherian,https://www.crunchbase.com/organization/hemispherian,Grant,2023-12-15,16000000,NOK,1529637,,Norwegian Research Council,Norwegian Research Council,"47,620",,,,,Hemispherian is a biotechnology firm that formulates new treatments for all kinds of cancer.,"Biotechnology, Consulting, Health Care, Health Diagnostics","Oslo, Oslo, Norway, Europe",https://www.hemispherian.com,$1M to $10M,17715113,USD,17715113,Early Stage Venture,9,1,,No,
Grant - Okredo,https://www.crunchbase.com/funding_round/okredo-grant--81aa9f59,Okredo,https://www.crunchbase.com/organization/okredo,Grant,2024-08-13,1200000,EUR,1319519,,European Union,European Union,"52,421",,,,,"Okredo is a platform that finds business partners, assesses the financial strength, and sales potential of new and existing customers.","Information Services, Information Technology, Software","Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://okredo.com/en-lt,,3095000,EUR,3364610,Seed,5,1,,No,
Grant - SpinDrive,https://www.crunchbase.com/funding_round/spindrive-grant--4c96c49e,SpinDrive,https://www.crunchbase.com/organization/spindrive,Grant,2024-02-28,2500000,EUR,2709601,,EIC Accelerator,EIC Accelerator,"53,997",,,,,SpinDrive creates customized levitation technology pushing energy efficiency to the maximum level and promoting oil-free solutions.,"CleanTech, Electronics, Energy","Lappeenranta, Southern Finland, Finland, Europe",http://www.spindrive.fi/,$1M to $10M,8700000,EUR,9555157,Early Stage Venture,7,1,,No,
Grant - VRNET,https://www.crunchbase.com/funding_round/vrnet-grant--aac8f472,VRNET,https://www.crunchbase.com/organization/vrnet,Grant,2025-03-10,,,,,Seeds of Bravery,Seeds of Bravery,"55,566",,,,,VRNET.IO automatically convert 3D CAD models into VR and AR experiences.,"Architecture, Augmented Reality, CAD, Real Estate, Virtual Reality","Kyiv, Kyyiv, Ukraine, Europe",https://site.vrnet.io,Less than $1M,95000,EUR,107368,Seed,4,1,,No,
Grant - Gedea Biotech,https://www.crunchbase.com/funding_round/gedea-biotech-grant--9da38971,Gedea Biotech,https://www.crunchbase.com/organization/gedea-biotech,Grant,2024-02-29,2500000,EUR,2701494,,EIC Accelerator,EIC Accelerator,"57,191",,,,,"Gedea Biotech develops an antibiotic-free, safe and effective treatment of vaginal fungal infections.","Biotechnology, Health Care","Lund, Skane Lan, Sweden, Europe",http://gedeabiotech.com,$1M to $10M,7253895,USD,7253895,,9,1,,No,
Grant - RS Research,https://www.crunchbase.com/funding_round/rs-research-grant--161d0285,RS Research,https://www.crunchbase.com/organization/rs-research,Grant,2024-03-18,100000,EUR,108734,"Women Founded, Women Led",European Innovation Council,European Innovation Council,"59,279",,,,,RS Research is a clinical-stage biotechnology start-up discovering & developing smart nanomedicines for targeted therapies.,"Biotechnology, Pharmaceutical","Istanbul, Istanbul, Turkey, Europe",http://www.rsresearch.net,$10M to $50M,14364573,USD,14364573,Early Stage Venture,4,1,,No,
Grant - Hideez,https://www.crunchbase.com/funding_round/hideez-technology-ltd-grant--82322f82,Hideez,https://www.crunchbase.com/organization/hideez-technology-ltd,Grant,2024-10-18,50000,EUR,54363,,,European Innovation Council,"62,841",,,,,Hideez is a cybersecurity startup specializing in passwordless access solutions that bridge the gap between physical and digital security.,"Apps, Cyber Security, Enterprise, Enterprise Software, Security, Wearables, Wireless","Kyiv, Kyyiv, Ukraine, Europe",https://hideez.com/,$1M to $10M,1094363,USD,1094363,Seed,9,1,,No,
Grant - MIWA,https://www.crunchbase.com/funding_round/miwa-grant--dbccc870,MIWA,https://www.crunchbase.com/organization/miwa,Grant,2023-03-24,2700000,EUR,2909640,,European Innovation Council,European Innovation Council,"65,319",,,,,MIWA provides reusable packaging services.,"Food Processing, Packaging Services, Waste Management","Praha, Hlavni mesto Praha, Czech Republic, Europe",https://www.miwa.eu/,$1M to $10M,5400000,EUR,5975446,,4,1,,No,
Grant - NVision Imaging Technologies,https://www.crunchbase.com/funding_round/nvision-imaging-technologies-grant--ad25aa13,NVision Imaging Technologies,https://www.crunchbase.com/organization/nvision-imaging-technologies,Grant,2025-01-01,1529979,USD,1529979,,,German Federal Ministry of Education and Research,"73,771",,,,,NVision Imaging Technologies develops Quantum MRI agents for assessing early patient response to treatment at the metabolic level.,"Biopharma, Biotechnology, Health Diagnostics, Medical Device, Pharmaceutical","Ulm, Baden-Wurttemberg, Germany, Europe",https://www.nvision-imaging.com,$1M to $10M,100241099,USD,100241099,Early Stage Venture,18,1,,No,
Grant - Paragraf,https://www.crunchbase.com/funding_round/paragraf-grant--31c084df,Paragraf,https://www.crunchbase.com/organization/paragraf,Grant,2025-02-06,419419,GBP,524305,,Innovate UK,Innovate UK,"78,610",,,,,Paragraf manufactures graphene-based electronic devices for the sensors and diagnostics markets.,"Advanced Materials, Electronics, Industrial Engineering, Manufacturing","Somersham, Cambridgeshire, United Kingdom, Europe",https://www.paragraf.com,$1M to $10M,85733029,USD,85733029,Early Stage Venture,9,1,,No,
