company_id,organization_name,hq_country,latitude,longitude,founded_year,b2b,hub_binary,number_of_founders,female_founder,energy,information_technology,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,communication_services,utilities,real_estate,other,grant_before_seed,angel_round_binary,first_seed_round_year,number_seed_rounds,number_seed_investors,one_seed_investor_binary,pre_seed,follow_on_investor,low_seed_funding,high_seed_funding,duration_seed_stage,all_homecountry_investors_in_seed_binary,regional_seed_investor_binary,regional_seed_investor_institutional_binary,city_seed_investor_binary,lead_investor_in_seed,accelerator_seed_investor_binary,incubator_seed_investor_binary,micro_vc_seed_investor_binary,corporate_venture_capital_seed_investor_binary,angel_group_seed_investor_binary,angel_seed_investor_binary,university_program_seed_investor_binary,entrepreneurship_program_seed_investor_binary,family_investment_office_seed_investor_binary,us_investor_binary,gdp,top_university,exit_binary,post_seed_success,success
000001,DePoly,Switzerland,46.2311749,7.3588795,2020,0,False,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2020.0,3,11,False,True,True,False,True,52.4,False,True,True,False,True,False,False,False,True,True,True,False,False,False,True,-2.14173712,False,False,False,False
000002,Hilo,Switzerland,46.9895828,6.9292641,2018,1,False,3,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,2018.0,2,7,False,False,True,False,True,17.9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2.860445794,False,False,True,True
000004,HAYA Therapeutics,Switzerland,46.5218269,6.6327025,2017,1,True,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2018.0,5,8,False,True,True,False,True,43.2,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,1.362799655,True,False,False,False
000005,Squirro,Switzerland,47.3744489,8.5410422,2012,1,True,4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,2012.0,2,6,False,False,True,False,False,11.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,1.179253853,True,False,True,True
000008,Auterion,Switzerland,47.3744489,8.5410422,2017,1,True,2,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,2017.0,2,4,False,True,True,False,True,9.0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,1.362799655,True,False,True,True
000010,Terra Quantum,Switzerland,47.425618,9.3762397,2019,1,False,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,2019.0,1,1,True,True,False,False,True,0.0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,1.14198219,False,False,True,True
000012,Planted Foods,Switzerland,47.4528517,8.7058075,2019,0,True,4,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2019.0,3,8,False,True,True,False,True,6.9,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,1.14198219,True,False,False,False
000014,Beekeeper,Switzerland,47.3744489,8.5410422,2012,1,True,4,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2016.0,1,7,False,False,False,False,True,0.0,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,1.179253853,True,False,False,False
000015,Ledgy,Switzerland,47.3744489,8.5410422,2017,1,True,3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2018.0,1,6,False,False,False,False,False,0.0,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,1.362799655,True,False,True,True
000020,BioVersys,Switzerland,47.5581077,7.5878261,2008,1,False,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2009.0,2,4,False,True,False,False,False,22.1,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,2.807983592,True,True,True,True
000021,Yokoy,Switzerland,47.3744489,8.5410422,2019,1,True,5,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,2020.0,1,4,False,False,False,False,False,0.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,1.14198219,True,True,True,True
000023,Retinai,Switzerland,46.9484742,7.4521749,2016,1,False,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2017.0,3,3,False,True,False,False,False,18.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,2.06868969,True,False,True,True
000024,Lightly,Switzerland,47.3744489,8.5410422,2019,1,True,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2020.0,4,6,False,True,True,False,False,19.3,False,True,True,True,True,True,False,True,False,True,True,False,False,False,True,1.14198219,True,False,False,False
000035,Araris Biotech,Switzerland,47.3744489,8.5410422,2019,1,True,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2019.0,3,8,False,True,True,False,True,16.4,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,1.14198219,True,True,False,True
000039,Bloom Biorenewables Ltd,Switzerland,46.8055656,7.1612669,2019,1,False,3,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,2018.0,5,7,False,True,False,False,False,56.1,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,1.14198219,False,False,True,True
000042,Backbone,Switzerland,46.2017559,6.1466014,2018,1,False,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2020.0,2,4,False,True,True,False,True,18.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.860445794,True,False,False,False
000044,MPower Ventures,Switzerland,47.3744489,8.5410422,2017,1,True,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2020.0,2,1,True,False,False,False,False,35.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.362799655,True,False,False,False
000045,Frontify,Switzerland,47.2834954,9.4851089,2013,1,False,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,2013.0,2,2,False,True,False,True,False,17.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1.792144007,False,False,True,True
000046,Neural Concept,Switzerland,46.5218269,6.6327025,2018,1,True,2,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,2019.0,3,3,False,True,True,True,False,22.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,2.860445794,True,False,True,True
000049,AMNIS Treasury Services,Switzerland,47.3744489,8.5410422,2014,1,True,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2020.0,1,1,True,False,False,False,False,0.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,2.349881415,True,False,True,True
000054,iOnctura,Switzerland,46.2017559,6.1466014,2017,1,False,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2017.0,1,1,True,False,False,True,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.362799655,True,False,True,True
000057,Decentriq,Switzerland,47.3744489,8.5410422,2019,1,True,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2019.0,2,3,False,True,True,False,False,12.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.14198219,True,False,True,True
000061,Nagi Bioscience,Switzerland,46.5218269,6.6327025,2019,1,True,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2019.0,2,4,False,True,False,False,False,11.1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1.14198219,True,False,True,True
000064,Nexoya,Switzerland,47.3744489,8.5410422,2018,1,True,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2019.0,2,4,False,False,False,False,False,22.5,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,2.860445794,True,False,False,False
000065,EarlySight,Switzerland,46.5218269,6.6327025,2019,1,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2020.0,2,2,False,True,True,False,False,8.8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.14198219,True,False,False,False
000075,Annaida Technologies,Switzerland,46.5218269,6.6327025,2018,1,True,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2019.0,3,10,False,True,True,False,False,72.2,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,2.860445794,True,False,False,False
000080,deskbird,Switzerland,47.425618,9.3762397,2020,0,False,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2020.0,3,4,False,True,True,False,True,25.0,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,-2.14173712,False,False,True,True
000081,Astrocast,Switzerland,46.5349093,6.5928442,2014,1,True,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2017.0,1,4,False,False,False,False,False,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,2.349881415,True,True,False,True
000085,NBE-Therapeutics,Switzerland,47.5581077,7.5878261,2012,1,False,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2013.0,1,1,True,False,False,True,False,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.179253853,True,True,True,True
000086,Teylor,Switzerland,47.3744489,8.5410422,2018,1,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2019.0,2,3,False,True,True,False,True,13.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.860445794,True,False,True,True
000088,Wingtra,Switzerland,47.3744489,8.5410422,2015,1,True,4,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,2016.0,3,2,False,False,False,False,True,34.5,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,1.644627508,True,False,True,True
000090,Voliro,Switzerland,47.3744489,8.5410422,2019,1,True,3,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,2020.0,1,3,False,False,False,False,False,0.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,1.14198219,True,False,True,True
000092,Bcomp,Switzerland,46.8055656,7.1612669,2011,1,False,1,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2011.0,2,3,False,True,False,True,False,5.3,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,1.813108305,False,False,True,True
000094,Largo.ai,Switzerland,46.5218269,6.6327025,2018,1,True,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,2018.0,3,4,False,True,True,False,False,17.8,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,2.860445794,True,False,True,True
000095,Aspivix,Switzerland,46.5349093,6.5928442,2015,1,True,3,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,2018.0,2,4,False,False,False,False,False,1.7,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1.644627508,True,False,True,True
000096,Flybotix,Switzerland,46.5218269,6.6327025,2019,1,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2019.0,3,5,False,True,True,False,False,25.1,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,1.14198219,True,False,True,True
000097,Technis,Switzerland,46.5218269,6.6327025,2016,1,True,2,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,2016.0,3,2,False,True,False,False,False,38.7,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,2.06868969,True,False,False,False
000099,SynSense,Switzerland,47.3744489,8.5410422,2017,1,True,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2018.0,2,2,False,True,False,True,False,9.5,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,1.362799655,True,False,False,False
000101,CYSEC,Switzerland,46.5218269,6.6327025,2018,1,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2019.0,3,8,False,False,True,False,True,45.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2.860445794,True,False,False,False
000103,Liom,Switzerland,47.365582,8.7819841,2017,1,True,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,2017.0,2,8,False,False,True,False,True,39.9,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,1.362799655,True,False,True,True
000108,Ecorobotix,Switzerland,46.7785711,6.6409158,2014,1,False,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,2016.0,1,3,False,False,False,False,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.349881415,False,False,True,True
000110,TP24,Switzerland,47.3744489,8.5410422,2016,1,True,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2017.0,1,2,False,False,False,True,False,0.0,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,2.06868969,True,False,True,True
000111,Neon,Switzerland,47.3744489,8.5410422,2017,0,True,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2019.0,1,1,True,False,False,False,False,0.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,1.362799655,True,False,False,False
000116,Smeetz,Switzerland,46.5218269,6.6327025,2018,1,True,2,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,2020.0,1,2,False,False,False,False,False,0.0,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,2.860445794,True,False,True,True
000117,Picterra,Switzerland,46.5258,6.5621137,2016,1,True,2,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,2017.0,2,3,False,True,True,False,False,32.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2.06868969,True,False,True,True
000118,GuestReady,Switzerland,47.4079877,9.4650591,2016,0,False,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2016.0,2,9,False,True,True,False,False,11.2,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,2.06868969,False,False,False,False
000120,Nezasa,Switzerland,47.3744489,8.5410422,2012,1,True,3,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,2013.0,3,6,False,False,True,False,False,39.6,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.179253853,True,False,False,False
000121,Skribble,Switzerland,47.3744489,8.5410422,2018,1,True,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2019.0,2,7,False,True,True,False,True,12.3,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,2.860445794,True,False,True,True
000123,Synthara,Switzerland,47.3744489,8.5410422,2019,1,True,3,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2020.0,3,11,False,False,True,False,True,42.0,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,1.14198219,True,False,False,False
000128,Ava,Switzerland,47.3744489,8.5410422,2014,0,True,4,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2015.0,2,3,False,True,False,False,False,2.7,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,2.349881415,True,True,True,True
000132,RoomPriceGenie,Switzerland,47.1679898,8.5173652,2017,1,False,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2019.0,4,7,False,True,True,False,False,43.1,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,1.362799655,False,False,False,False
000133,OneSoil,Switzerland,47.3744489,8.5410422,2017,1,True,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2017.0,2,4,False,True,True,False,False,13.9,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1.362799655,True,False,True,True
000134,Archlet,Switzerland,47.3744489,8.5410422,2019,1,True,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2020.0,2,8,False,True,True,False,False,10.8,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,1.14198219,True,False,True,True
000137,Arf,Switzerland,47.1975084,8.4860144,2019,1,False,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2019.0,6,11,False,True,True,False,True,54.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.14198219,False,True,False,True
000138,ZuriMED Technologies AG,Switzerland,47.3744489,8.5410422,2015,1,True,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2015.0,2,2,False,True,False,False,False,32.6,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,1.644627508,True,False,True,True
000140,Open Mineral AG,Switzerland,47.1679898,8.5173652,2017,1,False,2,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,2018.0,1,2,False,False,False,False,False,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1.362799655,False,False,True,True
000147,PXL Vision,Switzerland,47.3744489,8.5410422,2017,1,True,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2019.0,3,6,False,True,True,False,True,19.4,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,1.362799655,True,False,False,False
000148,WealthArc,Switzerland,47.3744489,8.5410422,2015,1,True,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2015.0,5,2,False,False,True,False,True,66.7,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,1.644627508,True,False,False,False
000149,TieTalent,Switzerland,46.2017559,6.1466014,2017,1,False,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,2018.0,2,3,False,True,False,False,False,44.7,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,1.362799655,True,False,False,False
000151,9T Labs,Switzerland,47.3744489,8.5410422,2018,1,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2019.0,2,4,False,True,True,False,True,12.6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,2.860445794,True,False,True,True
000153,Kollabo,Switzerland,47.3744489,8.5410422,2018,0,True,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,2020.0,2,7,False,True,True,False,False,18.8,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,2.860445794,True,False,False,False
000157,mybacs,Switzerland,47.1679898,8.5173652,2019,1,False,2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2019.0,2,3,False,True,True,False,False,10.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1.14198219,False,False,True,True
000160,Zaphiro Technologies,Switzerland,46.5258,6.5621137,2017,1,True,3,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,2017.0,2,2,False,True,False,False,False,21.1,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,1.362799655,True,False,True,True
000163,Caplena,Switzerland,47.3744489,8.5410422,2017,1,True,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2020.0,3,6,False,False,False,False,True,43.3,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,1.362799655,True,False,False,False
000167,Scrona,Switzerland,47.3744489,8.5410422,2014,1,True,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,2018.0,1,1,True,False,False,False,False,0.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,2.349881415,True,False,True,True
000170,Goodwall,Switzerland,46.2017559,6.1466014,2014,0,False,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,2014.0,3,5,False,False,True,False,False,34.9,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,2.349881415,True,False,False,False
000173,Scailyte,Switzerland,47.5581077,7.5878261,2017,1,False,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2018.0,3,4,False,False,True,False,True,19.8,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,1.362799655,True,False,True,True
000180,Acodis,Switzerland,47.4991723,8.7291498,2016,1,True,4,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2020.0,1,4,False,False,False,False,False,0.0,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,2.06868969,True,False,True,True
000181,Imburse,Switzerland,47.3744489,8.5410422,2018,1,True,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2017.0,3,7,False,False,False,False,False,30.9,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,2.860445794,True,True,True,True
000182,Anapaya,Switzerland,47.3744489,8.5410422,2017,1,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2018.0,2,1,True,False,False,False,True,32.5,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,1.362799655,True,False,False,False
000183,SmartHelio,Switzerland,46.5218269,6.6327025,2019,1,True,2,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,2020.0,3,6,False,True,True,False,True,27.1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,1.14198219,True,False,False,False
000184,FoRx Therapeutics,Switzerland,47.5581077,7.5878261,2019,1,False,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2020.0,1,6,False,False,False,False,True,0.0,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,1.14198219,True,False,False,False
000185,KITRO,Switzerland,46.5349093,6.5928442,2017,1,True,2,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,2017.0,2,3,False,True,True,False,False,12.9,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1.362799655,True,False,False,False
000190,Zoundream,Switzerland,47.5581077,7.5878261,2019,1,False,5,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,2019.0,2,3,False,True,False,False,False,18.7,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,1.14198219,True,False,False,False
000192,Sonect,Switzerland,47.3744489,8.5410422,2016,0,True,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2017.0,1,3,False,False,False,False,False,0.0,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,2.06868969,True,False,True,True
000194,DeepCode,Switzerland,47.3744489,8.5410422,2016,1,True,3,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,2018.0,2,4,False,False,True,False,True,14.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.06868969,True,True,False,True
000196,Xsensio,Switzerland,46.5218269,6.6327025,2017,1,True,3,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2018.0,3,4,False,True,False,False,True,53.5,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,1.362799655,True,False,False,False
000199,EBAMed,Switzerland,46.2017559,6.1466014,2018,1,False,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2018.0,2,3,False,True,False,False,False,12.2,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,2.860445794,True,False,True,True
000200,Odne,Switzerland,47.3969942,8.6185666,2018,1,True,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2019.0,5,6,False,False,True,False,False,46.0,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,2.860445794,True,False,True,True
000202,Enterprise Bot,Switzerland,47.3117624,8.52491,2016,1,True,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2016.0,2,3,False,False,False,True,False,24.1,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,2.06868969,True,False,True,True
000204,EH Group Engineering,Switzerland,46.5349093,6.5928442,2017,1,True,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2018.0,2,1,True,False,False,False,True,46.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.362799655,True,False,False,False
000205,Farmy.ch,Switzerland,47.3744489,8.5410422,2014,0,True,2,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,2014.0,1,2,False,False,False,True,False,0.0,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,2.349881415,True,False,False,False
000209,Scantrust,Switzerland,46.5218269,6.6327025,2013,1,True,3,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,2014.0,2,3,False,True,False,False,False,5.0,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,1.792144007,True,False,True,True
000211,Allthings,Switzerland,47.5581077,7.5878261,2013,1,False,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2015.0,3,12,False,False,False,False,True,20.5,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,1.792144007,True,False,True,True
000212,N-Dream AG (AirConsole),Switzerland,47.3744489,8.5410422,2015,0,True,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2015.0,4,2,False,False,False,False,False,36.0,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,1.644627508,True,False,True,True
000213,DomoHealth,Switzerland,46.5218269,6.6327025,2018,1,True,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2013.0,2,5,False,False,True,False,False,29.8,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,2.860445794,True,False,True,True
000214,Streamr,Switzerland,47.1679898,8.5173652,2014,1,False,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015.0,2,2,False,False,False,True,False,24.9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,2.349881415,False,False,False,False
000216,Archilogic,Switzerland,47.3744489,8.5410422,2014,0,True,4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2014.0,3,1,True,False,False,False,False,16.2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,2.349881415,True,False,False,False
000219,Pallon (fka Hades),Switzerland,47.3744489,8.5410422,2019,1,True,4,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2019.0,2,3,False,True,False,False,False,10.8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1.14198219,True,False,False,False
000223,HYGH,Switzerland,47.1679898,8.5173652,2018,1,False,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2019.0,3,2,False,True,False,False,True,37.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2.860445794,False,False,False,False
000225,vestr,Switzerland,47.1679898,8.5173652,2017,1,False,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2018.0,2,4,False,True,True,True,False,20.2,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,1.362799655,False,False,False,False
000226,Bring! Labs,Switzerland,47.3744489,8.5410422,2015,0,True,3,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,2015.0,2,1,True,True,False,False,False,15.7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1.644627508,True,True,True,True
000228,Fixposition,Switzerland,47.3965147,8.4444861,2017,1,True,4,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,2019.0,4,8,False,False,True,False,True,36.1,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,1.362799655,True,False,False,False
000229,Futurae,Switzerland,47.3744489,8.5410422,2016,1,True,3,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2017.0,3,4,False,True,False,False,False,18.4,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,2.06868969,True,False,True,True
000233,Calypso Biotech,Switzerland,46.1683113,6.117887,2013,1,False,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2013.0,1,2,False,False,False,False,False,0.0,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,1.792144007,True,True,True,True
000234,Travizory,Switzerland,46.9895828,6.9292641,2019,1,False,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2019.0,2,1,True,True,False,False,False,8.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.14198219,False,False,False,False
000236,Hydromea,Switzerland,46.5349093,6.5928442,2014,1,True,3,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,2019.0,1,1,True,False,False,False,False,0.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.349881415,True,False,False,False
000241,110 Industries,Switzerland,46.5218269,6.6327025,2017,0,True,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2019.0,3,1,True,True,False,False,False,10.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.362799655,True,False,True,True
000243,Helio,Switzerland,47.3744489,8.5410422,2019,1,True,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2020.0,3,8,False,True,True,False,True,40.1,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,1.14198219,True,False,False,False
000245,CREAL,Switzerland,46.5258,6.5621137,2017,1,True,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2018.0,1,4,False,False,False,False,False,0.0,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,1.362799655,True,False,True,True
000246,Strong Network,Switzerland,46.5218269,6.6327025,2020,1,True,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2020.0,2,2,False,True,True,False,True,17.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-2.14173712,True,True,False,True
