Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Pre Seed Round - Cavell,https://www.crunchbase.com/funding_round/cavell-pre-seed--226b6013,Cavell,https://www.crunchbase.com/organization/cavell,Pre-Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2025-04-29,1500000,EUR,1708440,Seed,,,,Yes,Cavell is to address the issue of administrative load in the medical field.,Software,,https://www.cavell.ai,,1500000,EUR,1708440,Seed,1,,,,,"1,446"
Pre Seed Round - ARK Capture Solutions,https://www.crunchbase.com/funding_round/ark-capture-solutions-pre-seed--2509ef78,ARK Capture Solutions,https://www.crunchbase.com/organization/ark-capture-solutions,Pre-Seed,"Louvain-la-neuve, Vlaams-Brabant, Belgium, Europe",2025-03-25,2200000,EUR,2378096,Seed,,,,Yes,ARK Capture Solutions is a cleantech company that specializes in decarbonization solutions to record low energy consumption.,"CleanTech, Environmental Engineering, Manufacturing, Renewable Energy",,https://www.arkcapturesolutions.com/,,2200000,EUR,2378096,Seed,1,"Aperam Ventures, Seeder Fund","Aperam Ventures, Beangels, Climate Club, invest.bw, Lune Ventures, Noshaq, Seeder Fund, WE International",1,8,"2,228"
Pre Seed Round - Warren,https://www.crunchbase.com/funding_round/warren-19e6-pre-seed--2348f44d,Warren,https://www.crunchbase.com/organization/warren-19e6,Pre-Seed,"Sint-martens-lierde, Oost-Vlaanderen, Belgium, Europe",2025-03-20,3000000,EUR,3262621,Seed,,,,Yes,"Warren seeks to empower individuals to take control of their financial future, benefiting both employees and employers.","Information Technology, Internet",,https://www.warren.be/,,3000000,EUR,3262621,Seed,1,Motive Ventures,"1105, Motive Ventures, Pitchdrive, Syndicate One",1,4,"3,860"
Pre Seed Round - Jurimesh,https://www.crunchbase.com/funding_round/jurimesh-pre-seed--b2f1e6e0,Jurimesh,https://www.crunchbase.com/organization/jurimesh,Pre-Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2025-02-27,1600000,EUR,1676425,Seed,,,,Yes,Jurimesh is a legal due diligence startup.,"Artificial Intelligence (AI), Legal, Web Development",,https://jurimesh.com,,1600000,EUR,1676425,Seed,1,Syndicate One,"Anthony De Clerck, Jeroen De Wit, Koen Vandaele, Kris Moeremans, Marc Coppens, Matthias Geeroms, Michiel Bearelle, Michiel Denis, Roeland Delrue, Syndicate One",1,10,"5,964"
Pre Seed Round - Predikt,https://www.crunchbase.com/funding_round/predikt-faad-pre-seed--c218fa02,Predikt,https://www.crunchbase.com/organization/predikt-faad,Pre-Seed,"Leuven, Vlaams-Brabant, Belgium, Europe",2024-11-04,850000,EUR,924315,Seed,,,,Yes,Confidence Intelligence for financial leaders.,Software,,https://www.predikt.ai,Less than $1M,850000,EUR,924315,Seed,1,,"Bernard Hazard, Demetreus Lancsweert, Eije Wiersema, Gilles Mattelin, Joris Van Der Gucht, Jorn Vanysacker, Keyrus, Louis Jonckheere, Matthias Geeroms, Wim Imans",,10,"8,473"
Pre Seed Round - Pleevi,https://www.crunchbase.com/funding_round/pleevi-pre-seed--cf522c1b,Pleevi,https://www.crunchbase.com/organization/pleevi,Pre-Seed,"Brussel, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2025-01-30,1000000,EUR,1042605,Seed,,,,Yes,Pleevi is revolutionizing workplace EV charging with AI-driven software that enables greener and more cost-effective charging sessions.,"Battery, Charging Infrastructure, Electric Vehicle",,https://www.pleevi.ai,,1000000,EUR,1042605,Seed,1,Angelwise,"Angelwise, Loic Bar, Noshaq, Qbic Fund, Seeder Fund",1,5,"8,756"
Seed Round - Axithra,https://www.crunchbase.com/funding_round/axithra-seed--bbce4acf,Axithra,https://www.crunchbase.com/organization/axithra,Seed,"Genk, Limburg, Belgium, Europe",2023-09-05,10000000,EUR,10724654,Seed,,,,Yes,Axithra provides therapeutic medication monitoring and measures beta-lactam antibiotic concentrations in blood.,"Biotechnology, Health Care, Health Diagnostics",,https://axithra.com,$1M to $10M,10000000,EUR,10724654,Seed,1,"imec.xpand, Kurma Partners","Hamamatsu Photonics, imec.xpand, Kurma Partners, Meusinvest (Noshaq), Qbic, Werfen, White Fund",2,7,"9,492"
Seed Round - Vertical Compute,https://www.crunchbase.com/funding_round/vertical-compute-seed--4dc8639b,Vertical Compute,https://www.crunchbase.com/organization/vertical-compute,Seed,"Louvain-la-neuve, Vlaams-Brabant, Belgium, Europe",2025-01-14,20000000,EUR,20612203,Seed,,,,Yes,Vertical Compute offers chiplet-based technology that cuts data movement to achieve up to 80% energy savings.,"Computer, Electronics, Manufacturing",,https://verticalcompute.com/,,20000000,EUR,20612203,Seed,1,imec.xpand,"Eurazeo, imec, imec.xpand, VCT Vector Gestion, XAnge",,5,"9,618"
Pre Seed Round - Donna,https://www.crunchbase.com/funding_round/dealside-pre-seed--2894a9c4,Donna,https://www.crunchbase.com/organization/dealside,Pre-Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2024-06-19,1600000,USD,1600000,Seed,,,,Yes,"Hi, I'm Donna! I'm the perfect assistant for field sales teams. I support you before, during and after every sales interaction.","Artificial Intelligence (AI), CRM, Sales Automation, Sales Enablement",,https://www.askdonna.com,,1600000,USD,1600000,Seed,1,Pitchdrive,"Anthony De Clerck, Bram Couvreur, Christophe Morbee, Everywhere Ventures, Ewout Meyns, Felix Van De Maele, Fortino Capital, Frederik Lebeer, Gilles Mattelin, Gino Engels, Hans Kluwer, Jan Van Hoecke, Jeroen De Wit, Jorn Vanysacker, Marc Coppens, Matthias Geeroms, Mattias Putman, Pitchdrive, Rodrigue Delépine, Syndicate One, welovefounders, Willem Delbare",15,22,"9,706"
Seed Round - Wobby,https://www.crunchbase.com/funding_round/wobby-seed--2de3d293,Wobby,https://www.crunchbase.com/organization/wobby,Seed,"Antwerp, Antwerpen, Belgium, Europe",2024-10-30,1100000,EUR,1194398,Seed,,,,Yes,Wobby is transforming how experts from diverse industries interact with data.,Software,,https://www.wobby.ai,,1100000,EUR,1194398,Seed,1,,"imec.istart, Shaping Impact Group, V Ventures",1,3,"10,407"
Seed Round - Tanai Therapeutics,https://www.crunchbase.com/funding_round/tanai-therapeutics-seed--3e2860bd,Tanai Therapeutics,https://www.crunchbase.com/organization/tanai-therapeutics,Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2024-09-19,3150000,EUR,3515233,Seed,,,,Yes,Therapeutics for obesity and obesity-related conditions.,"Health Care, Life Science, Therapeutics",,,,6000000,EUR,6583656,Seed,2,"BioGeneration Ventures, Novo Nordisk","BioGeneration Ventures, Novo Nordisk",1,2,"13,274"
Seed Round - Conveo,https://www.crunchbase.com/funding_round/conveo-seed--08f6dbd0,Conveo,https://www.crunchbase.com/organization/conveo,Seed,"Antwerp, Antwerpen, Belgium, Europe",2025-03-06,5300000,USD,5300000,Seed,,,,Yes,"Conveo has 100s of moderated voice & video conversations for deep consumer insights at scale, instantly",,,https://www.conveo.ai,,5800000,USD,5800000,Seed,2,6 Degrees Capital,"6 Degrees Capital, Pitchdrive, Syndicate One, Y Combinator",2,4,"14,376"
Pre Seed Round - Emma Legal,https://www.crunchbase.com/funding_round/emma-legal-pre-seed--f7483be5,Emma Legal,https://www.crunchbase.com/organization/emma-legal,Pre-Seed,"Antwerpen, Antwerpen, Belgium, Europe",2025-02-03,1600000,EUR,1652502,Seed,,,,Yes,Emma Legal automates legal due diligence in M&A transactions,"Business Development, Customer Service, Legal, Software Engineering",,https://www.emma.legal/,,1600000,EUR,1652502,Seed,1,6 Degrees Capital,6 Degrees Capital,,1,"14,773"
Seed Round - Vendorvue,https://www.crunchbase.com/funding_round/vendorvue-seed--3a3a4787,Vendorvue,https://www.crunchbase.com/organization/vendorvue,Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2024-10-16,1400000,EUR,1520235,Seed,,,,Yes,Vendorvue revolutionize vendor management for procurement teams.,"SaaS, Software",,https://www.vendorvue.io/,,1400000,EUR,1520235,Seed,1,"Pitchdrive, Syndicate One","Pitchdrive, Syndicate One",,2,"15,286"
Seed Round - Borro,https://www.crunchbase.com/funding_round/borro-37d2-seed--d636cde5,Borro,https://www.crunchbase.com/organization/borro-37d2,Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-11-07,350000,EUR,377846,Seed,,,,Yes,Borro focuses on sustainable event solutions including a cashless deposit system to enable reuse at scale.,"Fraud Detection, Recycling, Software",,https://www.borro.one/,,350000,EUR,377846,Seed,1,Seeder Fund,"imec.istart, Seeder Fund",,2,"16,371"
Pre Seed Round - MinersAI,https://www.crunchbase.com/funding_round/minersai-pre-seed--3e7d7f73,MinersAI,https://www.crunchbase.com/organization/minersai,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-01-13,1100000,USD,1100000,Seed,,,,Yes,MinersAI crafts unique geologic datasets for minerals exploration using AI and crowdsourcing.,"Analytics, Artificial Intelligence (AI)",,https://www.minersai.com/,,1100000,USD,1100000,Seed,1,Speedinvest,"Speedinvest, Techstars",2,2,"16,594"
Pre Seed Round - Powernaut,https://www.crunchbase.com/funding_round/powernaut-pre-seed--450d064f,Powernaut,https://www.crunchbase.com/organization/powernaut,Pre-Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2024-12-10,2400000,EUR,2527513,Seed,,,,Yes,Making decentralised energy easy and beneficial for everyone,,,https://powernaut.io/,,2400000,EUR,2527513,Seed,1,Revent,"Pitchdrive, Revent, Seedcamp, Syndicate One",1,4,"16,886"
Seed Round - BiocSol,https://www.crunchbase.com/funding_round/biocsol-seed--28042165,BiocSol,https://www.crunchbase.com/organization/biocsol,Seed,"Louvain-la-neuve, Vlaams-Brabant, Belgium, Europe",2024-11-20,5200000,EUR,5483815,Seed,,,,Yes,BiocSol focus on sustainable microbial-based crop protection.,"Agriculture, Biotechnology, Farming",,,,9600000,EUR,9989722,Seed,3,"Agri Investment Fund, VIVES Funds","Agri Investment Fund, Invest Mons Borinage Centre, invest.bw, Sopartec, VIVES Funds",3,5,"25,233"
Pre Seed Round - ChainComply,https://www.crunchbase.com/funding_round/chainco-pre-seed--8fa0ece2,ChainComply,https://www.crunchbase.com/organization/chainco,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-03-19,250000,EUR,271543,Seed,,,,Yes,SaaS cryptocurrency AML for tranditional banks,"Banking, Cryptocurrency, FinTech, Information Technology, Software",,https://www.chaincomply.io,Less than $1M,250000,EUR,271543,Seed,1,Blockchain Founders Group,Blockchain Founders Group,,1,"25,239"
Pre Seed Round - Rebin,https://www.crunchbase.com/funding_round/rebin-pre-seed--15f72c6c,Rebin,https://www.crunchbase.com/organization/rebin,Pre-Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2024-07-08,100000,EUR,108307,Seed,,,,Yes,"Rebin’s goal is to provide a more cost-effective and environmentally friendly method of waste collection, by using software.","Artificial Intelligence (AI), Software, Waste Management",,https://www.rebin.be/,Less than $1M,100000,EUR,108307,Seed,1,imec.istart,imec.istart,,1,"25,752"
Pre Seed Round - Squire,https://www.crunchbase.com/funding_round/squire-5e3a-pre-seed--dd10237c,Squire,https://www.crunchbase.com/organization/squire-5e3a,Pre-Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2025-01-16,,,,Seed,,,,Yes,Automatic consultation reports for doctors,"Artificial Intelligence (AI), Health Care, SaaS",,https://squire.eu/,,,,,Seed,1,,,,,"32,134"
Seed Round - Maya,https://www.crunchbase.com/funding_round/maya-24b1-seed--c23acaba,Maya,https://www.crunchbase.com/organization/maya-24b1,Seed,"Antwerp, Antwerpen, Belgium, Europe",2025-02-27,1000000,EUR,1047766,Seed,,,,Yes,Maya is a AI assistant for travel companies.,"Artificial Intelligence (AI), Chatbot, Travel",,https://www.mayatravel.ai,,1000000,EUR,1047766,Seed,1,,,,,"33,627"
Pre Seed Round - introw,https://www.crunchbase.com/funding_round/introw-pre-seed--b15fa158,introw,https://www.crunchbase.com/organization/introw,Pre-Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2023-10-19,1000000,EUR,1058653,Seed,,,,Yes,Partnership ecosystem platform,"B2B, Business Intelligence, Marketing",,https://www.introw.io,,1000000,EUR,1058653,Seed,1,Pitchdrive,"Dieter De Mesmaeker, Ewout Meyns, Pieterjan Bouten, Pitchdrive, Tom Casaer",1,5,"34,422"
Seed Round - Karomia,https://www.crunchbase.com/funding_round/karomia-seed--ff1071bd,Karomia,https://www.crunchbase.com/organization/karomia,Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2025-02-24,2000000,EUR,2092241,Seed,,,,Yes,"Karomia makes Double Materiality Assessments more efficient, engaging and simple.","Software, Sustainability",,https://www.karomia.eu/,,2100000,EUR,2200695,Seed,2,"imec.istart, imec.istart Future Fund","imec.istart, imec.istart Future Fund",1,2,"37,899"
Seed Round - 4Tissue,https://www.crunchbase.com/funding_round/4tissue-seed--3373639d,4Tissue,https://www.crunchbase.com/organization/4tissue,Seed,"Zwijnaarde, Oost-Vlaanderen, Belgium, Europe",2025-02-26,1000000,EUR,1049738,Seed,,,,Yes,4Tissue is a research and clinical development firm that develops solutions to solve the limitations of cell-based therapies.,"Biotechnology, Life Science, Medical",,https://www.4tissue.com/,,3500000,EUR,3730702,Seed,4,,,,,"39,188"
Seed Round - Hyperfox,https://www.crunchbase.com/funding_round/intago-seed--f4544ccd,Hyperfox,https://www.crunchbase.com/organization/intago,Seed,"Hasselt, Limburg, Belgium, Europe",2025-01-01,2200000,EUR,2277206,Seed,,,,Yes,"The order automation platform that processes every order, hyperautomated.",Information Technology,,https://www.hyperfox.com,,3200000,EUR,3378481,Seed,2,Volta Ventures,"Limburgse Reconversie Maatschappij, The Birdhouse, Volta Ventures",2,3,"40,008"
Pre Seed Round - Gadobo,https://www.crunchbase.com/funding_round/gadobo-pre-seed--b68e4a91,Gadobo,https://www.crunchbase.com/organization/gadobo,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2025-03-22,30000,USD,30000,Seed,,,,Yes,Gadobo.com Next Gen Peer to Peer Travel Resale Marketplace,"E-Commerce, Hospitality, Marketplace, Peer to Peer, SaaS, Travel, Travel Agency",,https://zilika.eu,,30000,USD,30000,Seed,1,,,,,"43,021"
Pre Seed Round - PanesarGrewal International,https://www.crunchbase.com/funding_round/panesargrewal-international-pre-seed--d00cfa60,PanesarGrewal International,https://www.crunchbase.com/organization/panesargrewal-international,Pre-Seed,"Zaventem, Vlaams-Brabant, Belgium, Europe",2025-03-11,50000,EUR,54638,Seed,,,,Yes,"Sustainable Solutions, Global Impact","Industrial, Manufacturing, Wholesale",,https://panesargrewal.com,,60000,EUR,65425,Seed,2,,,,,"43,032"
Seed Round - Sirona Technologies,https://www.crunchbase.com/funding_round/sirona-technologies-seed--c832a230,Sirona Technologies,https://www.crunchbase.com/organization/sirona-technologies,Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-06-26,6000000,EUR,6408182,Seed,,,,Yes,"Direct Air Capture technology to remove CO2 from the air, with a focus on speed, scalability and a low capex design.",Environmental Consulting,,https://www.sirona.tech/,$1M to $10M,7408182,USD,7408182,Seed,2,"LocalGlobe, XAnge","Bernard Hazard, LocalGlobe, Look Up Ventures, Renaud Visage, Satgana, Syndicate One, Voyagers, XAnge",,8,"47,546"
Pre Seed Round - Lipefi,https://www.crunchbase.com/funding_round/lipefi-pre-seed--cca17a4a,Lipefi,https://www.crunchbase.com/organization/lipefi,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2023-09-19,120000,USD,120000,Seed,,,,Yes,Smart spending platform for European startups,"FinTech, SaaS",,https://www.lipefi.com/,,174582,USD,174582,Seed,2,Techstars,Techstars,1,1,"54,385"
Seed Round - wehave,https://www.crunchbase.com/funding_round/wehave-seed--90a993f0,wehave,https://www.crunchbase.com/organization/wehave,Seed,"Antwerpen, Antwerpen, Belgium, Europe",2025-04-10,1000000,EUR,1095173,Seed,,,,Yes,The easiest and most accessible data clean room in the world specialized in measuring and activating sponsorships.,"Big Data, Personalization",,https://wehave.io,,1295173,USD,1295173,Seed,2,Miles Ahead,Miles Ahead,,1,"54,804"
Pre Seed Round - ReqCon,https://www.crunchbase.com/funding_round/reqcon-pre-seed--b7dbeaa5,ReqCon,https://www.crunchbase.com/organization/reqcon,Pre-Seed,"Antwerp, Antwerpen, Belgium, Europe",2024-07-08,100000,EUR,108307,Seed,,,,Yes,ReqCon provides every construction company with an always-available specialist in construction project requirements.,"Construction, Software, Web Development",,https://www.reqcon.ai/,,100000,EUR,108307,Seed,1,imec.istart,imec.istart,,1,"55,942"
Pre Seed Round - Intrepid AI,https://www.crunchbase.com/funding_round/intrepid-ai-pre-seed--c6fcda82,Intrepid AI,https://www.crunchbase.com/organization/intrepid-ai,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2023-08-02,,,,Seed,,,,Yes,"Robotics, AI, Platform","Artificial Intelligence (AI), Developer Platform, Information Technology, Robotics, Simulation, Software",,https://intrepid.ai,,,,,Seed,1,,,,,"68,302"
Pre Seed Round - Tavira Therapeutics,https://www.crunchbase.com/funding_round/tavira-therapeutics-pre-seed--ccefa6d0,Tavira Therapeutics,https://www.crunchbase.com/organization/tavira-therapeutics,Pre-Seed,"Teuven, Limburg, Belgium, Europe",2024-10-01,1000000,EUR,1106446,Seed,,,,Yes,Tavira Therapeutics develops an advanced platform that enhances AAV (adeno-associated virus) gene delivery.,"Biotechnology, Genetics, Therapeutics",,https://www.taviratx.com,,1344000,EUR,1463237,Seed,2,,"Gemma Frisius Fund, General Inception",,2,"69,602"
Pre Seed Round - Karomia,https://www.crunchbase.com/funding_round/karomia-pre-seed--99802f16,Karomia,https://www.crunchbase.com/organization/karomia,Pre-Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2024-03-01,100000,EUR,108454,Seed,,,,Yes,"Karomia makes Double Materiality Assessments more efficient, engaging and simple.","Software, Sustainability",,https://www.karomia.eu/,,2100000,EUR,2200695,Seed,2,imec.istart,imec.istart,1,1,"76,613"
Seed Round - LEGALFLY,https://www.crunchbase.com/funding_round/legalfly-2063-seed--64d53868,LEGALFLY,https://www.crunchbase.com/organization/legalfly-2063,Seed,"Ghent, Oost-Vlaanderen, Belgium, Europe",2023-11-28,2010000,EUR,2211846,Seed,,,,Yes,The Secure Legal AI Associate,"Artificial Intelligence (AI), Compliance, Finance, Generative AI, Legal, Procurement",,https://www.legalfly.com,$1M to $10M,17040000,EUR,18591889,Early Stage Venture,2,redalpine,"Mehdi Ghissassi, redalpine",2,2,"87,539"
Pre Seed Round - ResultX,https://www.crunchbase.com/funding_round/resultx-pre-seed--723e8941,ResultX,https://www.crunchbase.com/organization/resultx,Pre-Seed,"Hasselt, Limburg, Belgium, Europe",2024-10-22,1200000,EUR,1295492,Seed,,,,Yes,"ResultX is the most accessible ESG tool, designed to make ESG effortless for SMEs.","Artificial Intelligence (AI), Information Technology, Software, Sustainability",,https://resultx.ai,,1200000,EUR,1295492,Seed,1,,,,,"87,623"
Seed Round - BiocSol,https://www.crunchbase.com/funding_round/biocsol-seed--1a455e16,BiocSol,https://www.crunchbase.com/organization/biocsol,Seed,"Louvain-la-neuve, Vlaams-Brabant, Belgium, Europe",2025-02-03,4400000,EUR,4505907,Seed,,,,Yes,BiocSol focus on sustainable microbial-based crop protection.,"Agriculture, Biotechnology, Farming",,,,9600000,EUR,9989722,Seed,3,Pymwymic,Pymwymic,1,1,"101,711"
Pre Seed Round - Sirona Technologies,https://www.crunchbase.com/funding_round/sirona-technologies-pre-seed--2f129fc6,Sirona Technologies,https://www.crunchbase.com/organization/sirona-technologies,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2023-11-22,1000000,USD,1000000,Seed,,,,Yes,"Direct Air Capture technology to remove CO2 from the air, with a focus on speed, scalability and a low capex design.",Environmental Consulting,,https://www.sirona.tech/,$1M to $10M,7408182,USD,7408182,Seed,2,,"Adrien Roose, AFI Ventures, Benoît Deper, Renaud Visage, Syndicate One, Thibaud Elziere, Voyagers, XAnge",,8,"113,545"
Pre Seed Round - Hyperfox,https://www.crunchbase.com/funding_round/intago-pre-seed--74404aec,Hyperfox,https://www.crunchbase.com/organization/intago,Pre-Seed,"Hasselt, Limburg, Belgium, Europe",2023-02-01,1000000,EUR,1101275,Seed,,,,Yes,"The order automation platform that processes every order, hyperautomated.",Information Technology,,https://www.hyperfox.com,,3200000,EUR,3378481,Seed,2,,"Bert Baeck, Limburgse Reconversie Maatschappij, The Birdhouse",,3,"124,728"
Pre Seed Round - Humboldt Blue,https://www.crunchbase.com/funding_round/humboldt-blue-pre-seed--560e108d,Humboldt Blue,https://www.crunchbase.com/organization/humboldt-blue,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-01-01,200000,EUR,220733,Seed,,,,Yes,Humboldt Blue develops a building climate control system based on PCM that store and release thermal energy to regulate indoor temperature.,"Heating, Ventilation, and Air Conditioning (HVAC)",,https://www.humboldt.blue,,200000,EUR,220733,Seed,1,,,,,"154,419"
Pre Seed Round - Swave Photonics,https://www.crunchbase.com/funding_round/swave-photonics-c5a8-pre-seed--15900267,Swave Photonics,https://www.crunchbase.com/organization/swave-photonics-c5a8,Pre-Seed,"Leuven, Vlaams-Brabant, Belgium, Europe",2023-05-07,1240000,USD,1240000,Seed,,,,Yes,Swave Photonics is a fabless semiconductor company,"Augmented Reality, Metaverse, Semiconductor, Virtual Reality",,https://swave.world/,,1240000,USD,1240000,Seed,1,,,,,"184,143"
Seed Round - 4Tissue,https://www.crunchbase.com/funding_round/4tissue-seed--3dbafdf1,4Tissue,https://www.crunchbase.com/organization/4tissue,Seed,"Zwijnaarde, Oost-Vlaanderen, Belgium, Europe",2024-10-23,2000000,EUR,2156095,Seed,,,,Yes,4Tissue is a research and clinical development firm that develops solutions to solve the limitations of cell-based therapies.,"Biotechnology, Life Science, Medical",,https://www.4tissue.com/,,3500000,EUR,3730702,Seed,4,,"Annemie Van de Casteele, Griet Nuytinck, Virginie Saverys",,3,"185,456"
Pre Seed Round - Conveo,https://www.crunchbase.com/funding_round/conveo-pre-seed--0c096713,Conveo,https://www.crunchbase.com/organization/conveo,Pre-Seed,"Antwerp, Antwerpen, Belgium, Europe",2024-06-18,500000,USD,500000,Seed,,,,Yes,"Conveo has 100s of moderated voice & video conversations for deep consumer insights at scale, instantly",,,https://www.conveo.ai,,5800000,USD,5800000,Seed,2,Y Combinator,"Pioneer Fund, Y Combinator",,2,"186,462"
Pre Seed Round - wehave,https://www.crunchbase.com/funding_round/wehave-pre-seed--12b2d030,wehave,https://www.crunchbase.com/organization/wehave,Pre-Seed,"Antwerpen, Antwerpen, Belgium, Europe",2023-04-09,200000,USD,200000,Seed,,,,Yes,The easiest and most accessible data clean room in the world specialized in measuring and activating sponsorships.,"Big Data, Personalization",,https://wehave.io,,1295173,USD,1295173,Seed,2,Techstars,"Agentschap Innoveren & Ondernemen, Techstars, The Birdhouse",,3,"186,546"
Pre Seed Round - Prismos,https://www.crunchbase.com/funding_round/prismos-pre-seed--381df5e6,Prismos,https://www.crunchbase.com/organization/prismos,Pre-Seed,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",2024-07-08,150000,EUR,162461,Seed,,,,Yes,"Prismos provides real-time, personalized insights into policy making to public affairs professionals across Europe","Artificial Intelligence (AI), GovTech, Software, Web Development",,https://www.prismos.co/,,150000,EUR,162461,Seed,1,imec.istart,"imec.istart, Vlaams Gewest",,2,"189,998"
Seed Round - Tanai Therapeutics,https://www.crunchbase.com/funding_round/tanai-therapeutics-seed--9f9c2d02,Tanai Therapeutics,https://www.crunchbase.com/organization/tanai-therapeutics,Seed,"Gent, Oost-Vlaanderen, Belgium, Europe",2023-12-06,2850000,EUR,3068423,Seed,,,,Yes,Therapeutics for obesity and obesity-related conditions.,"Health Care, Life Science, Therapeutics",,,,6000000,EUR,6583656,Seed,2,,"Qbic Fund, V-Bio Ventures, VIB",,3,"217,553"
Pre Seed Round - PanesarGrewal International,https://www.crunchbase.com/funding_round/panesargrewal-international-pre-seed--29342edd,PanesarGrewal International,https://www.crunchbase.com/organization/panesargrewal-international,Pre-Seed,"Zaventem, Vlaams-Brabant, Belgium, Europe",2025-03-06,10000,EUR,10787,Seed,,,,Yes,"Sustainable Solutions, Global Impact","Industrial, Manufacturing, Wholesale",,https://panesargrewal.com,,60000,EUR,65425,Seed,2,,,,,"430,912"
