Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Something & Nothing,https://www.crunchbase.com/funding_round/something-nothing-seed--fa0e2267,Something & Nothing,https://www.crunchbase.com/organization/something-nothing,Seed,"London, England, United Kingdom, Europe",2025-03-19,2000000,GBP,2602049,Seed,,,,Yes,Something & Nothing specializes in seltzer made from natural ingredients and low in calories.,Food and Beverage,,https://somethingandnothing.co/,$1M to $10M,7781428,USD,7781428,Seed,4,The Group Spadel,"Adam Levene, Anotherway Ventures, The Group Spadel, Venrex",,4,"4,006"
Seed Round - HANX,https://www.crunchbase.com/funding_round/hanx-seed--7573f329,HANX,https://www.crunchbase.com/organization/hanx,Seed,"London, England, United Kingdom, Europe",2024-09-13,250000,GBP,328106,Seed,,,,Yes,Serving female-founded intimate wellness products in our own inimitable way.,"E-Commerce, Health Care, Personal Health, Wellness",,https://www.hanxofficial.com/,Less than $1M,250000,GBP,328106,Seed,4,Inclusive Ventures Lab,Inclusive Ventures Lab,1,1,"16,814"
Seed Round - Kyra,https://www.crunchbase.com/funding_round/kyra-entertainment-seed--f2e9d0c3,Kyra,https://www.crunchbase.com/organization/kyra-entertainment,Seed,"London, England, United Kingdom, Europe",2019-09-19,7300000,USD,7300000,Seed,,,,Yes,A Global Creator Economy Company.,Digital Entertainment,,http://kyra.com,Less than $1M,22300000,USD,22300000,Early Stage Venture,5,Mercuri,"Firstminute Capital, Guardian Media Group, Mercuri, Rainfall Ventures, Torch Capital",1,5,"17,854"
Seed Round - Coinweb,https://www.crunchbase.com/funding_round/coinweb-seed--6c94edeb,Coinweb,https://www.crunchbase.com/organization/coinweb,Seed,"London, England, United Kingdom, Europe",2024-02-27,650000,USD,650000,Seed,,,,Yes,"Coinweb is a layer-2 cross-chain computation platform, integrated on top of multiple underlying blockchains, solving the blockchain trilemma","Blockchain, Cryptocurrency, Finance, Financial Exchanges, FinTech, Internet, Software",,https://coinweb.io/,$10M to $50M,8330000,USD,8330000,Seed,2,GDA Capital,"GDA Capital, Metavest Capital",2,2,"19,434"
Seed Round - DataForm Lab,https://www.crunchbase.com/funding_round/dataform-lab-seed--46db437c,DataForm Lab,https://www.crunchbase.com/organization/dataform-lab,Seed,"London, England, United Kingdom, Europe",2024-06-06,1100000,GBP,1407168,Seed,,,,Yes,DataForm Lab mitigates risks associated with adopting automation in offsite construction.,"Construction, Industrial Automation, Risk Management","Women Founded, Women Led",https://www.dataformlab.com,$1M to $10M,1100000,GBP,1407168,Seed,1,Marathon Venture Capital,Marathon Venture Capital,1,1,"19,570"
Seed Round - The Self Space,https://www.crunchbase.com/funding_round/the-self-space-seed--b4821c7d,The Self Space,https://www.crunchbase.com/organization/the-self-space,Seed,"London, England, United Kingdom, Europe",2024-01-05,2250000,GBP,2863124,Seed,,,,Yes,Self Space offers contemporary mental health services.,"Fitness, Health Care, Mental Health, Psychology, Wellness",,https://theselfspace.com,$1M to $10M,2250000,GBP,2863124,Seed,1,Redrice Ventures,Redrice Ventures,1,1,"20,559"
Seed Round - Cumulus Oncology,https://www.crunchbase.com/funding_round/cumulus-oncology-seed--96f59fc5,Cumulus Oncology,https://www.crunchbase.com/organization/cumulus-oncology,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2024-01-08,9000000,GBP,11467685,Seed,,,,Yes,Cumulus Oncology develops anti-cancer therapies for clinical settings in areas of high unmet need.,"Biotechnology, Health Care, Oncology, Pharmaceutical",,https://www.cumulusoncology.com/,$1M to $10M,13100000,GBP,17038943,Seed,2,"Eos, Scottish National Investment Bank","Eos, Scottish National Investment Bank",2,2,"25,547"
Seed Round - 1inhaler,https://www.crunchbase.com/funding_round/1inhaler-seed--a241ee31,1inhaler,https://www.crunchbase.com/organization/1inhaler,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2023-11-27,2000000,GBP,2526950,Seed,,,,Yes,1inhaler operates as a developer of drug delivery device.,"Medical, Medical Device",,https://www.1nhaler.co.uk/,,2000000,GBP,2526950,Seed,1,Archangels,"Archangels, British Business Investments, Yusuf Hamied",1,3,"26,778"
Seed Round - Biomel,https://www.crunchbase.com/funding_round/biomel-seed--40027a9a,Biomel,https://www.crunchbase.com/organization/biomel,Seed,"Covent Garden, Essex, United Kingdom, Europe",2023-11-22,5500000,GBP,6869033,Seed,,,,Yes,"Biomel is an e-store that offers probiotic drinks, gut powders, prebiotics, and FODMAP fibre supplements for gut health care.","Dietary Supplements, E-Commerce, Food and Beverage, Health Care",,https://biomel.life,$1M to $10M,5500000,GBP,6869033,Seed,1,IRIS Ventures,IRIS Ventures,1,1,"27,618"
Angel Round - MOMO Kombucha,https://www.crunchbase.com/funding_round/momo-kombucha-angel--5e60a1dc,MOMO Kombucha,https://www.crunchbase.com/organization/momo-kombucha,Angel,"London, England, United Kingdom, Europe",2024-04-03,1000000,GBP,1265145,Seed,,,,Yes,MOMO Kombucha is a food and beverage company that offers kambucha in several flavors.,"Food and Beverage, Wellness",,https://momo-kombucha.com,,1000000,GBP,1265145,Seed,1,"Jess Coles, Renée Elliott","Jess Coles, Renée Elliott",,2,"31,684"
Seed Round - Finexos,https://www.crunchbase.com/funding_round/finexos-seed--a41eacf6,Finexos,https://www.crunchbase.com/organization/finexos,Seed,"London, England, United Kingdom, Europe",2023-11-05,690000,GBP,853681,Seed,,,,Yes,Finexos has built the next generation of credit analytics. Powered by state-of-the-art ML and built on the principles of ethical lending,"Artificial Intelligence (AI), Credit, Finance, Financial Services",,https://www.finexos.io/,,1685500,GBP,2031230,Seed,2,Growth Capital Ventures,"Growth Capital Ventures, SyndicateRoom",1,2,"34,131"
Seed Round - PES Technologies,https://www.crunchbase.com/funding_round/pes-technologies-seed--5256742f,PES Technologies,https://www.crunchbase.com/organization/pes-technologies,Seed,"Diss, Norfolk, United Kingdom, Europe",2023-10-30,2400000,GBP,2919275,Seed,,,,Yes,PES Technologies has developed technology powering a game-changing soil health analysis tool.,"Agriculture, Construction, Machinery Manufacturing",,https://www.pestechnologies.com/,$1M to $10M,3025000,GBP,3679503,Seed,3,TSP Ventures,"Climate VC, Generation-Re, Green Angel Ventures, Innovate UK, Kero Development Partners, Moorhampton Investments Limited, TSP Ventures",4,7,"38,803"
Seed Round - Radical Forge,https://www.crunchbase.com/funding_round/radical-forge-seed--750b1a65,Radical Forge,https://www.crunchbase.com/organization/radical-forge,Seed,"Middlesbrough, Middlesbrough, United Kingdom, Europe",2024-11-04,2600000,GBP,3368120,Seed,,,,Yes,"Radical Forge is a company that develops video games that are sharp, adaptive, and daring.","Apps, Online Games, PC Games, Web Development",,https://www.radicalforge.com/,,2600000,GBP,3368120,Seed,1,Mercia Ventures,Mercia Ventures,1,1,"41,081"
Pre Seed Round - Zencargo,https://www.crunchbase.com/funding_round/zencargo-pre-seed--c8b8fc89,Zencargo,https://www.crunchbase.com/organization/zencargo,Pre-Seed,"London, England, United Kingdom, Europe",2017-04-01,,,,Seed,,,,Yes,Zencargo is a logistics company that simplifies global trade by offering digital freight services to help businesses thrive.,"Freight Service, Logistics, SaaS, Shipping, Supply Chain Management",,https://zencargo.com,$50M to $100M,66000000,USD,66000000,Early Stage Venture,4,,"Alvaro Alvarez del Rio, Force Over Mass Capital, Initial Capital, Loric Ventures, Ricardo Schaefer",,5,"44,020"
Seed Round - Rossum Ltd,https://www.crunchbase.com/funding_round/rossum-ltd-seed--459eaba3,Rossum Ltd,https://www.crunchbase.com/organization/rossum-ltd,Seed,"London, England, United Kingdom, Europe",2024-01-24,6000000,GBP,7630782,Seed,,,,Yes,"Rossum serves as a cloud-based document gateway powered by artificial intelligence, facilitating automated communication in business.","Artificial Intelligence (AI), Document Management, Machine Learning, SaaS, Software",,https://rossumai.uk,,116197565,USD,116197565,Seed,4,General Catalyst,General Catalyst,,1,"44,570"
Seed Round - Keaze,https://www.crunchbase.com/funding_round/keaze-9055-seed--1ca7a2d5,Keaze,https://www.crunchbase.com/organization/keaze-9055,Seed,"London, England, United Kingdom, Europe",2023-09-20,,,,Seed,,,,Yes,"Specialising in affordable homes, list new homes for sale including with shared ownership, Help to Buy and Rent to Buy.","Online Portals, Real Estate, Rental Property, Residential",,http://keaze.com/,,350000,GBP,417586,Seed,3,,Haatch,4,1,"49,353"
Seed Round - Additive Manufacturing Solutions,https://www.crunchbase.com/funding_round/additive-manufacturing-solutions-seed--ffa4baa8,Additive Manufacturing Solutions,https://www.crunchbase.com/organization/additive-manufacturing-solutions,Seed,"Ormskirk, Lancashire, United Kingdom, Europe",2023-09-26,,,,Seed,,,,Yes,AMS is a term used to describe the full process chain involved in selectively adding material and generating geometries in 3 dimensions.,"Industrial Engineering, Mechanical Engineering",,https://www.additive-manufacturing.co.uk/,$1M to $10M,,,,Seed,1,"Innovate UK, MaRS Discovery District","Innovate UK, MaRS Discovery District",2,2,"51,471"
Seed Round - Orbital Witness,https://www.crunchbase.com/funding_round/orbital-witness-seed--66b5e9be,Orbital Witness,https://www.crunchbase.com/organization/orbital-witness,Seed,"London, England, United Kingdom, Europe",2019-05-16,1200000,GBP,1535509,Seed,,,,Yes,A LegalTech-meets-PropTech startup replacing legacy legal due diligence in property transactions with a legal risk rating.,"Consulting, Information Services, Legal, Legal Tech, PropTech, Real Estate",,https://www.orbitalwitness.com/,$1M to $10M,13797299,USD,13797299,Early Stage Venture,5,"JLL Spark, Scalar North Capital, Seedcamp","Concrete Venture Capital, JLL Spark, Scalar North Capital, Seedcamp",1,4,"53,220"
Seed Round - FITR,https://www.crunchbase.com/funding_round/fitr-2555-seed--3b5f042e,FITR,https://www.crunchbase.com/organization/fitr-2555,Seed,"London, England, United Kingdom, Europe",2022-10-31,1325000,GBP,1519455,Seed,,,,Yes,"FITR offers personal trainer software designed for individuals, gyms, and fitness brands to manage training and client interactions.","Fitness, Personal Health, Wellness",,https://get.fitr.training,,2205000,GBP,2635744,Seed,3,,"Mathew Fraser, Matt O'Keefe",2,2,"53,428"
Seed Round - Spottitt,https://www.crunchbase.com/funding_round/spottitt-seed--cb3adeb7,Spottitt,https://www.crunchbase.com/organization/spottitt,Seed,"Harwell, Oxfordshire, United Kingdom, Europe",2024-06-17,800000,USD,800000,Seed,,,,Yes,"Spottitt offers satellite-derived risk analytics for the energy, environment and infrastructure sectors.","Analytics, Artificial Intelligence (AI), Asset Management, Energy, Geospatial, Oil and Gas, Renewable Energy, Satellite Communication, Water",,https://spottitt.com,$1M to $10M,2510450,USD,2510450,Seed,3,Right Side Capital Management,"EIT InnoEnergy, Lucy Kennedy, Paolo Senes, Qubit Capital, Right Side Capital Management",,5,"55,017"
Seed Round - Griffin,https://www.crunchbase.com/funding_round/griffin-3-seed--1bcdbb35,Griffin,https://www.crunchbase.com/organization/griffin-3,Seed,"London, England, United Kingdom, Europe",2020-01-28,3000000,GBP,3906601,Seed,,,,Yes,Griffin is a banking-as-a-service provider that helps companies build and launch financial services products.,"Banking, Finance, Financial Services, FinTech, IaaS, Internet, SaaS",,https://griffin.com/,$10M to $50M,65581035,USD,65581035,Early Stage Venture,8,,"Charles Delingpole, Charlie Songhurst, Mango Capital, Outrun Ventures, Paul Forster, Paul Townsend, Phil McGriskin, Ronyp Kahan, Seedcamp, Tribe Capital, Will Brooks",2,11,"55,764"
Seed Round - Phi Labs,https://www.crunchbase.com/funding_round/phi-labs-seed--46f1c648,Phi Labs,https://www.crunchbase.com/organization/phi-labs,Seed,"London, England, United Kingdom, Europe",2022-03-24,21000000,USD,21000000,Seed,,,,Yes,Phi Labs is a software development company building tools for developers.,Blockchain,,https://www.philabs.xyz/,$1M to $10M,21000000,USD,21000000,Seed,1,"CoinFund, Hashed","1confirmation, Blockchain Capital, Chorus One, CoinFund, Cosmostation, Crowd Venture Capital, Figment, Hashed, Hypersphere Ventures, IDEO CoLab Ventures, Lemniscap, stakefish, Wintermute Ventures",2,13,"55,904"
Seed Round - Trickle,https://www.crunchbase.com/funding_round/trickle-data-insights-seed--fa03a6dc,Trickle,https://www.crunchbase.com/organization/trickle-data-insights,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2023-09-26,1000000,GBP,1214608,Seed,,,,Yes,Trickle is an Employee Engagement solution helps you increase your People Engagement and ultimately build a successful workforce.,"Computer, Software",,https://trickle.works/,$1M to $10M,1500000,GBP,1861598,Seed,2,"Equity Gap, NoBa Capital, Scottish Enterprise","Equity Gap, NoBa Capital, Scottish Enterprise",2,3,"56,185"
Seed Round - heata,https://www.crunchbase.com/funding_round/heata-seed--ce3f6fd7,heata,https://www.crunchbase.com/organization/heata,Seed,"Godalming, Surrey, United Kingdom, Europe",2023-09-26,1000000,GBP,1214608,Seed,,,,Yes,heata supports people living in fuel poverty.,"Consulting, IT Management, Service Industry",,https://www.heata.co/,,1000000,GBP,1214608,Seed,1,Mark Boost,"Green Angel Ventures, Mark Boost, Richard Phillips",1,3,"57,038"
