Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Angel Round - People Sports - Never Empty,https://www.crunchbase.com/funding_round/people-sports-angel--88ae0f8c,People Sports - Never Empty,https://www.crunchbase.com/organization/people-sports,Angel,"Madrid, Madrid, Spain, Europe",2013-10-16,450000,USD,450000,Seed,,,,Yes,"People Sports has developed Never Empty, the breakthrough last minute ticketing brand. Now available throughout Spanish football.","E-Commerce, eSports, Sports",,http://www.neveremptyapp.com,Less than $1M,1350000,USD,1350000,Seed,2,,,,,"222,649"
Seed Round - Abanza Tecnomed,https://www.crunchbase.com/funding_round/abanza-tecnomed-seed--39af69b7,Abanza Tecnomed,https://www.crunchbase.com/organization/abanza-tecnomed,Seed,"Mutilva Alta, Navarra, Spain, Europe",2024-09-04,5000000,USD,5000000,Seed,,,,Yes,Abanza Tecnomed provides research and development of instruments and medical devices specialized in biomedical innovation.,"Biotechnology, Medical, Medical Device, Product Research",,http://abanzamed.com/,Less than $1M,6282941,USD,6282941,Seed,3,,,,,"25,735"
Seed Round - INDYA,https://www.crunchbase.com/funding_round/indya-seed--4a6309a7,INDYA,https://www.crunchbase.com/organization/indya,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2022-10-04,1000000,EUR,998380,Seed,,,,Yes,INDYA is a fitness company that helps athletes improve their performance through nutrition and technology.,"Apps, Nutrition, Sports",,https://getindya.com/,,1000000,EUR,998380,Seed,1,Draper B1,"Aleix Espargaró, Andrè Ramalho, Draper B1, Iker Casillas, Pau Gasol, Rudy Fernández, Álex Rins",1,7,"43,996"
Seed Round - Lingokids,https://www.crunchbase.com/funding_round/lingokids-seed--16908857,Lingokids,https://www.crunchbase.com/organization/lingokids,Seed,"Madrid, Madrid, Spain, Europe",2015-03-31,1000000,USD,1000000,Seed,,,,Yes,Helping families around the world raise amazing kids.,"Children, Digital Media, Education, Family, Language Learning, Parenting, Training",Women Founded,https://www.lingokids.com/,Less than $1M,62400000,USD,62400000,Late Stage Venture,7,,"500 Global, Carina Szpilka, Ian Noel, IncuVest, Iñaki Arrola, Lánzame Capital SL, SHOzemi Innovation Ventures",,7,"50,894"
Seed Round - CLCircular,https://www.crunchbase.com/funding_round/clcircular-seed--3f4b4327,CLCircular,https://www.crunchbase.com/organization/clcircular,Seed,"Munguía, Pais Vasco, Spain, Europe",2023-08-03,1000000,EUR,1095050,Seed,,,,Yes,"CLCircular is a digital company that provides real-time monitoring of logistics by implementing Big data, smart tags, and IoT devices.","Big Data, Database, Internet of Things, Transportation",,https://www.clcircular.com/,$1M to $10M,1000000,EUR,1095050,Seed,1,"EASO Ventures, Enion Partners","EASO Ventures, Enion Partners, Seed Capital Bizkaia",2,3,"55,371"
Seed Round - GrowPro Experience,https://www.crunchbase.com/funding_round/growpro-experience-seed--41a61c55,GrowPro Experience,https://www.crunchbase.com/organization/growpro-experience,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2021-12-20,1000000,USD,1000000,Seed,,,,Yes,International education experiences for adventurous souls,"Communities, Education, Travel",,https://www.growproexperience.com/,,2650000,USD,2650000,Seed,2,Angels Capital,"Alejandro Artacho, Angels Capital, Borja García-Fuster, Inigo Juantegui, Javier Lopez",,5,"61,393"
Pre Seed Round - Inspide,https://www.crunchbase.com/funding_round/inspide-pre-seed--399ae27c,Inspide,https://www.crunchbase.com/organization/inspide,Pre-Seed,"Madrid, Madrid, Spain, Europe",2021-03-02,903000,EUR,1091280,Seed,,,,Yes,Company that offers new services based on the location of users through the use of data geointelligence.,"Advertising Platforms, Analytics, Apps, Big Data, Data Integration, Developer APIs, Mobile Advertising, Predictive Analytics, Private Social Networking",,https://www.inspide.com/,$1M to $10M,903000,EUR,1091280,Seed,1,"Athos Capital, Invertidos","Archipelago Next, Athos Capital, Centre for the Development of Industrial Technology (CDTI), INNVIERTE ECONOMIA SOSTENIBLE SICC SME SA, Invertidos",,5,"67,901"
Seed Round - WITRAC,https://www.crunchbase.com/funding_round/witrac-seed--9aaa5e74,WITRAC,https://www.crunchbase.com/organization/witrac,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2019-11-21,3000000,EUR,3319649,Seed,,,,Yes,"WITRAC, disruptive Track&Trace Platform + Infrastructure based in IoT-AI-5G technologies for Digital Transformation within Industry 4.0","Artificial Intelligence (AI), Hardware, Internet of Things, Real Time, Software, Supply Chain Management, Wireless",,https://witrac.es/en/,$10M to $50M,3650000,EUR,4092365,Early Stage Venture,5,"Alma Mundi Ventures, Goldacre","Alma Mundi Ventures, Clave Mayor, Goldacre, Mondragón Corp.",,4,"84,590"
Seed Round - Macco Robotics,https://www.crunchbase.com/funding_round/macco-robotics-seed--06aa2c13,Macco Robotics,https://www.crunchbase.com/organization/macco-robotics,Seed,"Sevilla, Andalucia, Spain, Europe",2025-04-09,4000000,EUR,4421121,Seed,20000000,EUR,22105603,Yes,Macco is the first humanoid maker focused in the hospitality industry.,"Artificial Intelligence (AI), Food and Beverage, Robotics",,http://www.maccorobotics.com/,$1M to $10M,4644831,USD,4644831,Seed,5,,,,,"85,591"
Seed Round - CIRCE Crystal Engineering,https://www.crunchbase.com/funding_round/circe-crystal-engineering-seed--5d626ea6,CIRCE Crystal Engineering,https://www.crunchbase.com/organization/circe-crystal-engineering,Seed,"Palma De Mallorca, Islas Baleares, Spain, Europe",2020-11-30,,,,Seed,,,,Yes,CIRCE Crystal Engineering is a company specialized in polymorphism and pharmaceutical cocrystals.,Chemical Engineering,,http://circecrystal.com/,,,,,Seed,2,VERI SEED CAPITAL,VERI SEED CAPITAL,,1,"86,528"
