Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - ZappChoice,https://www.crunchbase.com/funding_round/zappchoice-seed--7350c30e,ZappChoice,https://www.crunchbase.com/organization/zappchoice,Seed,"Berlin, Berlin, Germany, Europe",2013-03-18,140000,EUR,181257,Seed,,,,Yes,Gaining insights through entertainment,"Apps, Digital Entertainment, Market Research",,http://zappchoice.com/,Less than $1M,140000,EUR,181257,Seed,1,,Slamdunk Capital,,1,"537,735"
Seed Round - Xtal Concepts,https://www.crunchbase.com/funding_round/xtal-concepts-seed--19d166dd,Xtal Concepts,https://www.crunchbase.com/organization/xtal-concepts,Seed,"Hamburg, Hamburg, Germany, Europe",2012-07-16,,,,Seed,,,,Yes,Xtal Concepts is develops instruments for protein crystallographers.,"Biotechnology, Life Science, Medical Device",,http://xtal-concepts.com,$1M to $10M,,,,Seed,1,IFB Innovationsstarter,IFB Innovationsstarter,,1,"365,670"
Product Crowdfunding - Wunsch-Brautkleid,https://www.crunchbase.com/funding_round/wunsch-brautkleid-product-crowdfunding--f6443ff6,Wunsch-Brautkleid,https://www.crunchbase.com/organization/wunsch-brautkleid,Product Crowdfunding,"Berlin, Berlin, Germany, Europe",2013-08-26,158000,EUR,211260,,,,,No,"Wunsch Brautkleid is a German online marketplace for new, used, and customized wedding dresses.","E-Commerce, Fashion, Marketplace, Wedding",,http://www.wunsch-brautkleid.de,,158000,EUR,211260,Seed,2,,,,,"478,628"
Angel Round - Wunsch-Brautkleid,https://www.crunchbase.com/funding_round/wunsch-brautkleid-angel--ccc6ef3f,Wunsch-Brautkleid,https://www.crunchbase.com/organization/wunsch-brautkleid,Angel,"Berlin, Berlin, Germany, Europe",2013-05-01,,,,Seed,,,,Yes,"Wunsch Brautkleid is a German online marketplace for new, used, and customized wedding dresses.","E-Commerce, Fashion, Marketplace, Wedding",,http://www.wunsch-brautkleid.de,,158000,EUR,211260,Seed,2,,"Burckhardt Bonello, Lukasz Gadowski",,2,"618,480"
Venture Round - Wummelkiste,https://www.crunchbase.com/funding_round/wummelkiste-series-unknown--260b26ea,Wummelkiste,https://www.crunchbase.com/organization/wummelkiste,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2013-12-13,,,,,,,,Yes,Wummelkiste manufactures and provides subscription-based arts and craft products for kids.,Toys,,http://www.wummelkiste.de,,1000000,USD,1000000,M&A,3,,IBB Ventures,,1,"458,997"
Seed Round - Wummelkiste,https://www.crunchbase.com/funding_round/wummelkiste-seed--5bf6973d,Wummelkiste,https://www.crunchbase.com/organization/wummelkiste,Seed,"Berlin, Berlin, Germany, Europe",2013-08-20,,,,Seed,,,,Yes,Wummelkiste manufactures and provides subscription-based arts and craft products for kids.,Toys,,http://www.wummelkiste.de,,1000000,USD,1000000,M&A,3,,,,,"658,091"
Seed Round - Wummelkiste,https://www.crunchbase.com/funding_round/wummelkiste-seed--3ef812d6,Wummelkiste,https://www.crunchbase.com/organization/wummelkiste,Seed,"Berlin, Berlin, Germany, Europe",2012-05-18,1000000,USD,1000000,Seed,,,,Yes,Wummelkiste manufactures and provides subscription-based arts and craft products for kids.,Toys,,http://www.wummelkiste.de,,1000000,USD,1000000,M&A,3,,"Blumberg Capital, Eric Quidenus-Wahlforss, Klaas Kersting, Peter Read, Team Global",,5,"710,177"
Series A - Webdata Solutions,https://www.crunchbase.com/funding_round/webdata-solutions-series-a--2aaaf5ec,Webdata Solutions,https://www.crunchbase.com/organization/webdata-solutions,Series A,"Leipzig, Sachsen, Germany, Europe",2015-02-24,4000000,EUR,4535178,Early Stage Venture,,,,Yes,Webdata Solutions is a data provider for eCommerce insights.,"Big Data, Retail Technology, Software",,http://webdata-solutions.com/,$10M to $50M,4000000,EUR,4535178,M&A,3,Seventure Partners,"b2venture, Senovo, Seventure Partners, TGFS - Technologiegründerfonds Sachsen",1,4,"417,480"
Venture Round - Webdata Solutions,https://www.crunchbase.com/funding_round/webdata-solutions-series-unknown--1d0c9f8a,Webdata Solutions,https://www.crunchbase.com/organization/webdata-solutions,Venture - Series Unknown,"Leipzig, Sachsen, Germany, Europe",2017-01-01,,,,,,,,Yes,Webdata Solutions is a data provider for eCommerce insights.,"Big Data, Retail Technology, Software",,http://webdata-solutions.com/,$10M to $50M,4000000,EUR,4535178,M&A,3,,Lakeside Invest & Consult,,1,"549,625"
Seed Round - Webdata Solutions,https://www.crunchbase.com/funding_round/webdata-solutions-seed--bcbf4134,Webdata Solutions,https://www.crunchbase.com/organization/webdata-solutions,Seed,"Leipzig, Sachsen, Germany, Europe",2013-01-11,,,,Seed,,,,Yes,Webdata Solutions is a data provider for eCommerce insights.,"Big Data, Retail Technology, Software",,http://webdata-solutions.com/,$10M to $50M,4000000,EUR,4535178,M&A,3,,TGFS - Technologiegründerfonds Sachsen,,1,"666,087"
