Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - 13th Lab,https://www.crunchbase.com/funding_round/13th-lab-seed--34beaeea,13th Lab,https://www.crunchbase.com/organization/13th-lab,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2012-06-15,700000,USD,700000,Seed,,,,Yes,13th Lab offers a computer vision platform for mobile devices.,"Augmented Reality, Autonomous Vehicles, Computer Vision, iOS, Mobile",,http://13thlab.com,Less than $1M,700000,USD,700000,M&A,1,,"Creandum, GP Bullhound",1,2,"447,045"
Seed Round - 1928 Diagnostics,https://www.crunchbase.com/funding_round/1928diagnostics-seed--f2331aa9,1928 Diagnostics,https://www.crunchbase.com/organization/1928diagnostics,Seed,"Gothenburg, Vastra Gotaland, Sweden, Europe",2017-05-04,2098258,EUR,2304008,Seed,,,,Yes,Fighting antibiotic resistance with DNA analytics,"Biotechnology, Health Diagnostics, Medical, Software",,http://www.1928diagnostics.com/,$1M to $10M,9504854,USD,9504854,,6,Sciety,Sciety,,1,"409,751"
Seed Round - 24 Media Network,https://www.crunchbase.com/funding_round/24-media-network-seed--6c39fc5b,24 Media Network,https://www.crunchbase.com/organization/24-media-network,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2008-09-01,1200000,SEK,185588,Seed,,,,Yes,24 Media Network is a Sweden-based media company operating a web portal.,"News, Social Media, Web Hosting",,http://nyheter24.se,Less than $1M,9200000,SEK,1207712,M&A,2,,"KL Capital, Rite Ventures",,2,"589,183"
Seed Round - 46elks,https://www.crunchbase.com/funding_round/46elks-seed--3ca7fac7,46elks,https://www.crunchbase.com/organization/46elks,Seed,"Uppsala, Uppsala Lan, Sweden, Europe",2014-10-02,2600000,SEK,361770,Seed,,,,Yes,"46elks offers a platform and tools for developers to integrate telephony infrastructure such as voice, SMS, and MMS into their applications.","Internet, Telecommunications",,http://www.46elks.com,Less than $1M,866537,USD,866537,,3,,"Almi Invest, Daniel Lauren, Mathias Ackermand",,3,"657,592"
Seed Round - 46elks,https://www.crunchbase.com/funding_round/46elks-seed--4cf219d7,46elks,https://www.crunchbase.com/organization/46elks,Seed,"Uppsala, Uppsala Lan, Sweden, Europe",2012-08-24,100000,EUR,125206,Seed,,,,Yes,"46elks offers a platform and tools for developers to integrate telephony infrastructure such as voice, SMS, and MMS into their applications.","Internet, Telecommunications",,http://www.46elks.com,Less than $1M,866537,USD,866537,,3,,"Almi Invest, Inventure",1,2,"680,908"
Pre Seed Round - A2O,https://www.crunchbase.com/funding_round/a2o-pre-seed--7eebad7c,A2O,https://www.crunchbase.com/organization/a2o,Pre-Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2018-01-01,,,,Seed,,,,Yes,A2O is a food manufacturing and processing company.,"Farming, Food and Beverage, Food Delivery, Food Processing",,http://www.a2o.se,,130000,EUR,146737,Seed,2,,KTH Holding,,1,"553,045"
Seed Round - Abios,https://www.crunchbase.com/funding_round/abios-gaming-seed--19c05dac,Abios,https://www.crunchbase.com/organization/abios-gaming,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2015-02-16,,,,Seed,,,,Yes,We Provide Industry Leading Esports Data and Technology Across the Globe,"B2B, Big Data, Developer APIs, eSports, Gambling, Gaming, Sports",,https://abiosgaming.com/,$1M to $10M,,,,Seed,1,,Bonnier Capital,,1,"502,913"
Seed Round - Acast,https://www.crunchbase.com/funding_round/acast-seed--79ffc374,Acast,https://www.crunchbase.com/organization/acast,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2014-02-10,,,,Seed,,,,Yes,"Acast is an audio-on-demand and podcast platform that hosts, monetizes, and distributes audio content globally.","Audio, Internet Radio, Marketing, Podcast, SaaS",,http://acast.com,$100M to $500M,126228642,USD,126228642,IPO,9,,MOOR,,1,"590,991"
Seed Round - Acconeer,https://www.crunchbase.com/funding_round/acconeer-seed--60acdb09,Acconeer,https://www.crunchbase.com/organization/acconeer,Seed,"Lund, Skane Lan, Sweden, Europe",2013-01-01,,,,Seed,,,,Yes,Acconeer is a high tech startup that develops sensors for next generation portable devices.,"Online Portals, Semiconductor, Sensor",,http://www.acconeer.com/,$1M to $10M,79500000,SEK,9535281,,3,,Almi Invest,,1,"687,830"
Seed Round - Acuminor,https://www.crunchbase.com/funding_round/acuminor-seed--f0ef1ad2,Acuminor,https://www.crunchbase.com/organization/acuminor,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2022-02-21,14000000,SEK,1482289,Seed,,,,Yes,Acuminor is a regulatory technology company specializing in financial crime intelligence.,Finance,,https://www.acuminor.com/,$1M to $10M,29000000,SEK,3174424,Seed,2,,"Edastra Venture Capital, Zenith Venture Capital",,2,"190,616"
Seed Round - Acuminor,https://www.crunchbase.com/funding_round/acuminor-seed--29ab4465,Acuminor,https://www.crunchbase.com/organization/acuminor,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2019-01-09,15000000,SEK,1692135,Seed,,,,Yes,Acuminor is a regulatory technology company specializing in financial crime intelligence.,Finance,,https://www.acuminor.com/,$1M to $10M,29000000,SEK,3174424,Seed,2,Brightly Ventures,Brightly Ventures,,1,"402,159"
Seed Round - Addbutment Dental,https://www.crunchbase.com/funding_round/addbutment-dental-seed--6c152508,Addbutment Dental,https://www.crunchbase.com/organization/addbutment-dental,Seed,"Lund, Skane Lan, Sweden, Europe",2017-01-01,,,,Seed,,,,Yes,Addbutment Dental introduces a unique and innovative solution to a common implant implant position.,"Health Care, Medical, Medical Device, Software",,https://addbutment.com/,Less than $1M,,,,Seed,1,,Almi Invest,,1,"493,163"
Seed Round - Addimotion,https://www.crunchbase.com/funding_round/addimotion-seed--50f255bf,Addimotion,https://www.crunchbase.com/organization/addimotion,Seed,"Lund, Skane Lan, Sweden, Europe",2020-12-21,,,,Seed,,,,Yes,Addimotion develops and operates VIEWMYBOX® which enables e-retailers to track all their shipments in real-time using a single platform.,"E-Commerce, Information Technology",,http://www.addimotion.com,$1M to $10M,,,,Seed,1,,Bring Ventures,,1,"135,807"
Seed Round - Addressya,https://www.crunchbase.com/funding_round/addressya-seed--6ddba884,Addressya,https://www.crunchbase.com/organization/addressya,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2021-05-19,12000000,SEK,1435941,Seed,,,,Yes,"Addressya is an app that allows individuals to register a complete, precise and easy to use address.","Apps, Software",,https://addressya.com/,,19000000,SEK,2191726,Seed,2,,"Johan Andersson, KTH Holding, MEL & ME, Sverker Thufvesson",,4,"662,690"
Seed Round - Addtruly,https://www.crunchbase.com/funding_round/addtruly-seed--b8558a51,Addtruly,https://www.crunchbase.com/organization/addtruly,Seed,"Göteborg, Vastra Gotaland, Sweden, Europe",2016-09-08,2000000,SEK,236924,Seed,,,,Yes,AddTruly is a digital CSR service that brings together e-commerce with local development world wide.,"Digital Media, E-Commerce, Social Network",,https://addtruly.com/,Less than $1M,2000000,SEK,236924,Seed,1,,"Bo Mattsson, Chalmers Ventures AB, Wellstreet",,3,"442,073"
Seed Round - Adway,https://www.crunchbase.com/funding_round/adway-81f4-seed--db9424dd,Adway,https://www.crunchbase.com/organization/adway-81f4,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2021-06-01,3200000,EUR,3909600,Seed,,,,Yes,"Adway specializes in recruitment marketing, employer branding, HR-tech and candidate journey solutions.","Human Resources, Marketing Automation, Recruiting, Social Recruiting, Software",,https://adway.ai,Less than $1M,13200000,EUR,14303033,Early Stage Venture,2,"Brightly Ventures, Spintop Ventures","Brightly Ventures, Spintop Ventures",,2,"80,019"
Seed Round - AiBetic,https://www.crunchbase.com/funding_round/aibetic-seed--a528d41d,AiBetic,https://www.crunchbase.com/organization/aibetic,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2021-07-06,,,,Seed,,,,Yes,AiBetic is an AI-based diabetes app that provides diabetes recommendations and advice.,"Apps, Artificial Intelligence (AI), Machine Learning",,http://www.aibetic.com,,,,,Seed,1,,Centripetal,,1,"152,314"
Seed Round - Airmee,https://www.crunchbase.com/funding_round/airmee-seed--e7102156,Airmee,https://www.crunchbase.com/organization/airmee,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2019-01-22,4180000,USD,4180000,Seed,,,,Yes,Airmee provides a last mile delivery solution built on research based technology and leading the transition to sustainable logistics.,"Delivery, Internet, Logistics",,https://airmee.com/,$1M to $10M,41204987,USD,41204987,Early Stage Venture,11,Alfvén & Didrikson,"Alfvén & Didrikson, Sven Hagströmer",,2,"424,380"
Seed Round - Airmee,https://www.crunchbase.com/funding_round/airmee-seed--1718e75f,Airmee,https://www.crunchbase.com/organization/airmee,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",2020-06-24,4750000,EUR,5343725,Seed,,,,Yes,Airmee provides a last mile delivery solution built on research based technology and leading the transition to sustainable logistics.,"Delivery, Internet, Logistics",,https://airmee.com/,$1M to $10M,41204987,USD,41204987,Early Stage Venture,11,J12,J12,1,1,"393,384"
Seed Round - Airmove,https://www.crunchbase.com/funding_round/airmove-seed--aac95d14,Airmove,https://www.crunchbase.com/organization/airmove,Seed,"Fagersta, Vastmanlands Lan, Sweden, Europe",2013-01-01,,,,Seed,,,,Yes,Airmove is engaged in the production and sale of ventilation equipment. ,"Construction, Consumer, Home Renovation",,https://airmove.se/,Less than $1M,,,,Seed,1,,Almi Invest,,1,"539,400"
