Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Sprive,https://www.crunchbase.com/funding_round/sprive-seed--f9ce8cbf,Sprive,https://www.crunchbase.com/organization/sprive,Seed,"London, England, United Kingdom, Europe",2025-04-28,5500000,GBP,7382075,Seed,,,,Yes,"Sprive is a mobile app that helps UK homeowners become mortgage free, faster and save thousands of pounds","Financial Services, FinTech, Personal Finance",,https://sprive.com/,,5723000,GBP,7667081,Seed,3,Ascension,"Ascension, Channel 4 Ventures, Two Magnolias, Velocity Capital Advisors",3,4,214
Seed Round - Etiq AI,https://www.crunchbase.com/funding_round/etiq-ai-seed--619baf30,Etiq AI,https://www.crunchbase.com/organization/etiq-ai,Seed,"London, England, United Kingdom, Europe",2025-04-30,900000,EUR,1022998,Seed,,,,Yes,Etiq is a Data Science Copilot taking the time to develop and debug AI models from weeks to minutes,"Artificial Intelligence (AI), Machine Learning, Software",,https://www.etiq.ai,,2001283,USD,2001283,Seed,4,Gapminder VC,Gapminder VC,1,1,605
Seed Round - Magdrive,https://www.crunchbase.com/funding_round/magdrive-seed--e1ecefa0,Magdrive,https://www.crunchbase.com/organization/magdrive,Seed,"Harwell, Oxfordshire, United Kingdom, Europe",2025-02-25,8300000,GBP,10517726,Seed,,,,Yes,Magdrive is working on advanced spacecraft propulsion for satellites in Low Earth Orbit (LEO).,"B2B, Manufacturing, Space Travel",,https://www.magdrivespace.com,$1M to $10M,13997541,USD,13997541,Seed,5,"Alumni Ventures, redalpine","7percent Ventures, Alumni Ventures, Balerion Space Ventures, Entrepreneurs First, Founders Fund, Outsized Ventures, redalpine",4,7,"5,646"
Pre Seed Round - Climate Savers,https://www.crunchbase.com/funding_round/climate-chain-pre-seed--5d385120,Climate Savers,https://www.crunchbase.com/organization/climate-chain,Pre-Seed,"London, England, United Kingdom, Europe",2024-12-01,100000,EUR,105440,Seed,2700000,EUR,2846882,Yes,Climate Savers. Save money and get rewarded for buying sustainably. A climate fintech platform available in 17+ countries cross the US & EU.,FinTech,,https://climatesavers.io,Less than $1M,100000,EUR,105440,Seed,1,Stealth Mode,Stealth Mode,,1,"8,530"
Seed Round - Ryft,https://www.crunchbase.com/funding_round/butlr-1ec8-seed--505a7beb,Ryft,https://www.crunchbase.com/organization/butlr-1ec8,Seed,"London, England, United Kingdom, Europe",2024-12-06,,,,Seed,,,,Yes,Ryft is a payment platform that allows marketplaces and digital platforms.,"E-Commerce, Mobile Payments, Payments",,https://www.ryftpay.com,,9376010,USD,9376010,Early Stage Venture,6,,SFC Capital,,1,"10,833"
Seed Round - Cult Mia,https://www.crunchbase.com/funding_round/cult-mia-seed--33d46bea,Cult Mia,https://www.crunchbase.com/organization/cult-mia,Seed,"London, England, United Kingdom, Europe",2024-10-18,2000000,USD,2000000,Seed,,,,Yes,Cult Mia is the independent luxury fashion marketplace of tomorrow.,"Apparel, E-Commerce, Fashion, Retail",,https://cultmia.com,,5055342,USD,5055342,Seed,3,Fuel Ventures,"Fuel Ventures, H&M Group Ventures",,2,"14,332"
Seed Round - NayaOne,https://www.crunchbase.com/funding_round/nayaone-seed--eece702f,NayaOne,https://www.crunchbase.com/organization/nayaone,Seed,"London, England, United Kingdom, Europe",2024-02-28,4700000,USD,4700000,Seed,,,,Yes,"NayaOne helps financial firms explore, test & adopt fintech faster via a secure digital sandbox & marketplace. Accelerate innovation.","Financial Services, FinTech, Information Technology",,https://nayaone.com,$1M to $10M,6228559,USD,6228559,Seed,2,EJF Capital,"Carthona Capital, EJF Capital, Plug and Play, Valley Ventures",5,4,"14,693"
Seed Round - Gaia Learning,https://www.crunchbase.com/funding_round/geovle-seed--fe3908c3,Gaia Learning,https://www.crunchbase.com/organization/geovle,Seed,"London, England, United Kingdom, Europe",2024-10-07,550000,GBP,719642,Seed,,,,Yes,"Personalised education, on demand",Education,,https://www.gaialearning.co.uk,,600000,GBP,781647,Seed,3,Nesta Impact Investments,"GC Angels, Nesta Impact Investments",2,2,"14,723"
Seed Round - Vulse,https://www.crunchbase.com/funding_round/vulse-seed--a98f771b,Vulse,https://www.crunchbase.com/organization/vulse,Seed,"Manchester, Manchester, United Kingdom, Europe",2024-12-09,250000,GBP,318731,Seed,,,,Yes,B2B employee advocacy platform dedicated to LinkedIn.,"Content Creators, Content Marketing, SaaS, Social Media, Social Media Management, Social Media Marketing, Software",,https://vulse.co/,Less than $1M,400000,GBP,499264,Seed,3,SFC Capital,SFC Capital,,1,"17,004"
Seed Round - Hybr,https://www.crunchbase.com/funding_round/hybr-seed--4c070f6d,Hybr,https://www.crunchbase.com/organization/hybr,Seed,"London, England, United Kingdom, Europe",2023-11-27,3240000,GBP,4093659,Seed,,,,Yes,Hybr is a student accommodation platform.,"Property Management, Rental Property",,https://www.hybr.co.uk,$1M to $10M,4160000,GBP,5254388,Seed,2,BlackWood Ventures,"Adjuvo, Alec Dent, BlackWood Ventures, Debbie Wosskow, Evelyn Bourke, Hannah Rothschild, Rosemary Leith",2,7,"17,216"
