Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Mindset AI,https://www.crunchbase.com/funding_round/mindset-ai-seed--03f2c2ea,Mindset AI,https://www.crunchbase.com/organization/mindset-ai,Seed,"London, England, United Kingdom, Europe",2025-04-14,4300000,GBP,5663208,Seed,,,,Yes,Mindset AI is a technology company using AI and automation to help human-capital businesses scale.,"Artificial Intelligence (AI), Machine Learning",,https://mindset.ai,$1M to $10M,5950000,GBP,7563101,Seed,2,"Edge VC, Pembroke VCT","Edge VC, Pembroke VCT",2,2,179
Seed Round - Booked It,https://www.crunchbase.com/funding_round/bookd-it-seed--ddf131a7,Booked It,https://www.crunchbase.com/organization/bookd-it,Seed,"London, England, United Kingdom, Europe",2025-04-15,2500000,GBP,3297862,Seed,,,,Yes,"Booked It is an online bookings management software that provides marketing solutions for leisure, hospitality and entertainment businesses.","B2B, Hospitality, Leisure",,https://booked.it/,,2500000,GBP,3297862,Seed,1,Calculus Capital,Calculus Capital,1,1,365
Seed Round - Inicio AI,https://www.crunchbase.com/funding_round/inicio-ai-seed--f25a5982,Inicio AI,https://www.crunchbase.com/organization/inicio-ai,Seed,"Leicester, Leicester, United Kingdom, Europe",2025-04-15,1250000,GBP,1648931,Seed,,,,Yes,Inicio AI is a SaaS platform that builds the conversational AI driven tool that helps in income and expenditure assessment.,"Accounting, Personal Finance, SaaS",,https://inicio.ai/,$1B to $10B,3100000,GBP,4023106,Seed,5,"Midven, Rigby Group","Angel Academe, Future Planet Capital, Good Governance Capital, Haatch, Henderson Rowe, Hermesa, Kinetic Private Investments, Midven, Mint Ventures, Morgan Stanley, Rigby Group",1,11,501
Seed Round - Flock Mobility,https://www.crunchbase.com/funding_round/flock-mobility-seed--1cefaf78,Flock Mobility,https://www.crunchbase.com/organization/flock-mobility,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2025-04-15,1000000,GBP,1318840,Seed,,,,Yes,AI-Driven Platform for EV Fleets,"Apps, IT Management",,https://flockmobility.com,,1825000,GBP,2370408,Seed,2,Gareth Williams,Gareth Williams,,1,611
Seed Round - Gardin,https://www.crunchbase.com/funding_round/gardin-seed--ba927b48,Gardin,https://www.crunchbase.com/organization/gardin,Seed,"London, England, United Kingdom, Europe",2025-05-07,4500000,USD,4500000,Seed,,,,Yes,Gardin develops optical phenotyping technology and analytics to optimise food production.,"Analytics, Biotechnology, Information Technology",,https://www.gardin.co.uk/,$1M to $10M,16500000,USD,16500000,Seed,3,Navus Ventures,"Alchimia Investments, LDV Capital, MMC Ventures, Navus Ventures, Oxford Innovation Finance, Seedcamp",3,6,705
Seed Round - Ceto,https://www.crunchbase.com/funding_round/cetoai-seed--4efeb69f,Ceto,https://www.crunchbase.com/organization/cetoai,Seed,"Newcastle, Newcastle upon Tyne, United Kingdom, Europe",2025-04-30,4800000,USD,4800000,Seed,,,,Yes,"Ceto analyses high frequency sensor data from ships to prevent machinery breakdowns, reduce emissions and deliver connected marine insurance","Analytics, Insurance, Marine Technology, Marine Transportation",,https://ceto.ai/,,6631764,USD,6631764,Seed,2,Dynamo,"Dynamo, Howden Ventures, Motion Ventures, Signal Ventures",1,4,949
Seed Round - field doctor.,https://www.crunchbase.com/funding_round/field-doctor-seed--9af581f1,field doctor.,https://www.crunchbase.com/organization/field-doctor,Seed,"London, England, United Kingdom, Europe",2025-03-06,750000,GBP,966263,Seed,,,,Yes,"Field doctor is an innovative, science, and taste-driven D2C food business on a mission to reinvent what healthy ready meals look like.","Food and Beverage, Personal Health, Wellness",,http://www.fielddoctor.co.uk,,750000,GBP,966263,Seed,1,"British Business Bank, Perfect Redd","British Business Bank, Perfect Redd, The FSE Group",1,3,"1,454"
Seed Round - ZIM Connections,https://www.crunchbase.com/funding_round/zim-connections-seed--2d1e4e0c,ZIM Connections,https://www.crunchbase.com/organization/zim-connections,Seed,"London, England, United Kingdom, Europe",2025-04-08,,,,Seed,,,,Yes,ZIM Connections is a telecommunications firm that provides a digital SIM for frequent travelers to easily connect in a new place.,"Communication Hardware, Digital Media, Telecommunications",,https://www.zimconnections.com/,$1M to $10M,160000,EUR,192319,Seed,3,Business Telecommunications Services,Business Telecommunications Services,1,1,"2,057"
Pre Seed Round - Nosible,https://www.crunchbase.com/funding_round/nosible-pre-seed--c7259852,Nosible,https://www.crunchbase.com/organization/nosible,Pre-Seed,"London, England, United Kingdom, Europe",2025-03-26,1000000,USD,1000000,Seed,,,,Yes,Nosible is the creator of a search engine that helps investors find appropriate investment ideas.,"Financial Services, FinTech, Search Engine",,https://www.nosible.ai/,,1000000,USD,1000000,Seed,1,Atlantica Ventures,Atlantica Ventures,1,1,"2,675"
Seed Round - Citizens of Soil,https://www.crunchbase.com/funding_round/citizens-of-soil-seed--2bdf8459,Citizens of Soil,https://www.crunchbase.com/organization/citizens-of-soil,Seed,"London, England, United Kingdom, Europe",2025-03-06,1800000,GBP,2317730,Seed,,,,Yes,Citizens of Soil is an Olive oil is a broken system.,,,https://www.citizensofsoil.com/,,1800000,GBP,2317730,Seed,1,FIGR Ventures,FIGR Ventures,1,1,"4,672"
Seed Round - EverySkin,https://www.crunchbase.com/funding_round/everyskin-seed--80a79454,EverySkin,https://www.crunchbase.com/organization/everyskin,Seed,"Chiswick, Hounslow, United Kingdom, Europe",2025-03-19,,,,Seed,,,,Yes,"EverySkin is a wellness center that provides skin treatments such as laser hair removal, cosmetic treatment, skin peels, and LED therapy.","Beauty, Cosmetic Surgery, Health Care, Wellness",,https://everyskinclinics.co.uk/,$1M to $10M,,,,Seed,1,Middleton Enterprises,Middleton Enterprises,1,1,"5,492"
Seed Round - Jove Insurance,https://www.crunchbase.com/funding_round/jove-insurance-seed--3926012f,Jove Insurance,https://www.crunchbase.com/organization/jove-insurance,Seed,"London, England, United Kingdom, Europe",2024-11-29,3500000,GBP,4456197,Seed,,,,Yes,Jove is an insurtech company to provide flexible bundled insurance for contractors and freelancers,"Auto Insurance, Health Care, Insurance",,http://jove.co/,$1M to $10M,5550000,GBP,7044425,Seed,5,Explorer Investments,"Dan Cobley, Exceptional Ventures, Explorer Investments, Love Ventures, NewAlpha Asset Management VC, Portfolio Ventures, Seed X Liechtenstein AG, Start Ventures",1,8,"6,882"
Seed Round - Cauldron,https://www.crunchbase.com/funding_round/cauldron-seed--af92b316,Cauldron,https://www.crunchbase.com/organization/cauldron,Seed,"London, England, United Kingdom, Europe",2022-07-06,6600000,USD,6600000,Seed,,,,Yes,Cauldron is building a new worlds that reimagine fictional experiences.,"Gaming, Graphic Design, Web3",,https://www.cauldron.co,,8000000,USD,8000000,Seed,2,Cherry Ventures,"CASSIUS, Cherry Ventures, Playfair Capital, Seedcamp",2,4,"8,179"
Seed Round - Coopah Running,https://www.crunchbase.com/funding_round/coopah-running-seed--07864f10,Coopah Running,https://www.crunchbase.com/organization/coopah-running,Seed,"London, England, United Kingdom, Europe",2024-11-13,1500000,GBP,1906091,Seed,,,,Yes,Coopah Running is an application that tracks our fitness activities and provides fitness training.,"Fitness, Health Care, Software",,https://coopah.com/,,1500000,GBP,1906091,Seed,1,"Active Partners, Redrice Ventures","Active Partners, Alistair Brownlee, Amrock Ventures, London Marathon Charitable Trust, Redrice Ventures, Ricky Simms, Tom Singh",,7,"8,751"
Seed Round - Lineat Composites,https://www.crunchbase.com/funding_round/lineat-composites-seed--e7f6d733,Lineat Composites,https://www.crunchbase.com/organization/lineat-composites,Seed,"Bristol, Bristol, City of, United Kingdom, Europe",2024-10-15,1400000,GBP,1829083,Seed,,,,Yes,Lineat uses reclaimed carbon fiber to produce a fiber aligned tape that can be used to manufacture new composite components.,"Advanced Materials, Manufacturing, Renewable Energy, Semiconductor",,https://lineat.co.uk/,Less than $1M,2085000,GBP,2690925,Seed,4,Green Angel Ventures,"Development Bank of Wales, East Innovate, Green Angel Ventures, SFC Capital, UK Innovation & Science Seed Fund",4,5,"9,176"
