Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Book'n'Bloom,https://www.crunchbase.com/funding_round/booknbloom-seed--17d279a3,Book'n'Bloom,https://www.crunchbase.com/organization/booknbloom,Seed,"Madrid, Madrid, Spain, Europe",2013-01-01,300000,EUR,396222,Seed,,,,Yes,Book’n’Bloom is the FIRST management tool integrated in Facebook for freelancers and small appointment led businesses.,"Apps, CRM, Facebook, Small and Medium Businesses, Software",,http://www.booknbloom.com,$1M to $10M,12550000,EUR,14509733,,6,,,,,"119,279"
Seed Round - PayTouch,https://www.crunchbase.com/funding_round/paytouch-seed--c073a8f3,PayTouch,https://www.crunchbase.com/organization/paytouch,Seed,"Montmeló, Catalonia, Spain, Europe",2009-09-01,69068,USD,69068,Seed,,,,Yes,PayTouch offers a biometric system for identification and fingerprint payments.,"Biometrics, Loyalty Programs, Payments, Software",,http://www.pay-touch.com,Less than $1M,2640629,USD,2640629,,8,,,,,"440,418"
Seed Round - Book'n'Bloom,https://www.crunchbase.com/funding_round/booknbloom-seed--aed560bb,Book'n'Bloom,https://www.crunchbase.com/organization/booknbloom,Seed,"Madrid, Madrid, Spain, Europe",2012-11-01,200000,EUR,258808,Seed,,,,Yes,Book’n’Bloom is the FIRST management tool integrated in Facebook for freelancers and small appointment led businesses.,"Apps, CRM, Facebook, Small and Medium Businesses, Software",,http://www.booknbloom.com,$1M to $10M,12550000,EUR,14509733,,6,,,,,"374,768"
Seed Round - Widhoc Smart Solutions,https://www.crunchbase.com/funding_round/widhoc-smart-solutions-seed--032b7056,Widhoc Smart Solutions,https://www.crunchbase.com/organization/widhoc-smart-solutions,Seed,"Pozo-estrecho, Murcia, Spain, Europe",2024-07-18,2000000,EUR,2180074,Seed,43000000,EUR,46871594,Yes,"Widhoc Smart Solutions is a technology company that instruments, controls, and monitors soil, plant, and environmental parameters.","Agriculture, AgTech, Software",,http://widhoc.com/,$1M to $10M,2000000,EUR,2180074,Seed,1,,Bongerma VF,1,1,"37,588"
Seed Round - Avamed Synergy,https://www.crunchbase.com/funding_round/avamed-synergy-seed--fe2651b1,Avamed Synergy,https://www.crunchbase.com/organization/avamed-synergy,Seed,"Alacón, Aragon, Spain, Europe",2024-01-09,800000,EUR,874542,Seed,,,,Yes,"Avamed Synergy is a digital surgery company focused on surgical efficiency, patient outcomes, and accessibility for surgical procedures.","Health Care, Medical, Wellness",,https://avamedsynergy.es,$1M to $10M,800000,EUR,874542,Seed,1,,ENISA,,1,"47,242"
Seed Round - KOTAOSTA JEWELRY INNOVATIONS,https://www.crunchbase.com/funding_round/kotaosta-jewelry-innovations-seed--b2686bce,KOTAOSTA JEWELRY INNOVATIONS,https://www.crunchbase.com/organization/kotaosta-jewelry-innovations,Seed,"Málaga, Andalucia, Spain, Europe",2024-03-01,,,,Seed,1000000,USD,1000000,Yes,"KOTAOSTA JEWELRY INNOVATIONS crafting a movement towards innovation, customization, and sustainability in the world of accessories.","B2B, B2C, E-Commerce, Jewelry, Manufacturing",,https://www.kotaosta.ru,,,,,Seed,1,,,,,"48,256"
Seed Round - Smowltech,https://www.crunchbase.com/funding_round/smowltech-seed--64218800,Smowltech,https://www.crunchbase.com/organization/smowltech,Seed,"San Sebastian, Pais Vasco, Spain, Europe",2022-05-04,1650000,EUR,1752456,Seed,,,,Yes,Smowltech emerges to solve this need for a continuous user authentication online.,"E-Learning, Identity Management, Information Services, Information Technology, Security, Software",,http://smowl.net/en,Less than $1M,1650000,EUR,1752456,Seed,3,Wayra Brasil,"Fondo Bolsa Social, Sparkmind.vc, Wayra Brasil",1,3,"50,699"
Seed Round - Vaxdyn,https://www.crunchbase.com/funding_round/vaxdyn-seed--4266d5cf,Vaxdyn,https://www.crunchbase.com/organization/vaxdyn,Seed,"Sevilla, Andalucia, Spain, Europe",2021-03-08,300000,EUR,355527,Seed,,,,Yes,Vaxdyn is a developer of multi-valent vaccines for preventing antibiotics-resistant infections.,"Medical, Pharmaceutical",,https://www.vaxdyn.com/,,23457964,USD,23457964,Seed,4,,"Arquimea Ingeniera, Bionova Capital, Fundacion Botin, Reig Jofre",1,4,"53,464"
Angel Round - Tyba,https://www.crunchbase.com/funding_round/tyba-angel--d886eb4b,Tyba,https://www.crunchbase.com/organization/tyba,Angel,"Madrid, Madrid, Spain, Europe",2012-11-01,262000,EUR,339038,Seed,1162000,EUR,1503672,Yes,Tyba is a recruitment platform for startups and Internet companies.,"Career Planning, Identity Management, Recruiting, Social Media, Software",,http://tyba.com,$1M to $10M,4749038,USD,4749038,M&A,3,,,,,"566,521"
Pre Seed Round - Appentra,https://www.crunchbase.com/funding_round/appentra-pre-seed--532d3f57,Appentra,https://www.crunchbase.com/organization/appentra,Pre-Seed,"A Coruña, Galicia, Spain, Europe",2020-02-27,1865000,EUR,2050848,Seed,,,,Yes,"Deep Tech company DevOps tools. Automated code inspection and testing for correctness, security, modernization and optimization code.","Analytics, Artificial Intelligence (AI), Big Data, Developer Tools, DevOps, EdTech, Software",,http://www.codee.com,$1M to $10M,7522000,EUR,8152343,,6,"Armilar Venture Partners, Criteria Venture Tech, K Fund","Armilar Venture Partners, Criteria Venture Tech, K Fund, Unirisco Galicia, Xesgalicia",1,5,"62,863"
Seed Round - 3D Digital Venue,https://www.crunchbase.com/funding_round/3d-digital-venue-seed--713e5a00,3D Digital Venue,https://www.crunchbase.com/organization/3d-digital-venue,Seed,"Barcelona, Catalonia, Spain, Europe",2022-12-05,2500000,EUR,2624124,Seed,,,,Yes,3D Digital Venue provides Interactive Digital Venue Management solutions to Sports & Entertainment venues across the globe.,"Computer, Events, Graphic Design, Media and Entertainment, Software, Sports, Ticketing",,https://3ddigitalvenue.com,$1M to $10M,2500000,EUR,2624124,Seed,1,Criteria Venture Tech,"Criteria Venture Tech, Spodeal",,2,"80,037"
Seed Round - Lodgify,https://www.crunchbase.com/funding_round/lodgify-seed--4f62a5bf,Lodgify,https://www.crunchbase.com/organization/lodgify,Seed,"Barcelona, Catalonia, Spain, Europe",2016-04-20,1400000,EUR,1582064,Seed,,,,Yes,Lodgify is an all-in-one SaaS tool designed to simplify vacation rental marketing in the hospitality industry.,"Hospitality, Productivity Tools, SaaS, Vacation Rental",,https://www.lodgify.com,Less than $1M,36582064,USD,36582064,Early Stage Venture,5,Nauta Capital,"Chris Hitchen, HOWZAT Partners, Innuvik Ventures, Kilian Thalhammer, Nauta Capital",2,5,"85,411"
Seed Round - Kaleidos,https://www.crunchbase.com/funding_round/kaleidos-open-source-seed--098a3ebf,Kaleidos,https://www.crunchbase.com/organization/kaleidos-open-source,Seed,"Madrid, Madrid, Spain, Europe",2021-07-20,2200000,EUR,2592166,Seed,,,,Yes,Kaleidos is an open-source project management platform for tech-heavy startups.,"Cloud Computing, Information Technology, Open Source, Software",,http://kaleidos.net,$1M to $10M,14592138,USD,14592138,,2,Athos Capital,Athos Capital,,1,"94,176"
Pre Seed Round - Drone Ai Services,https://www.crunchbase.com/funding_round/drone-ai-services-pre-seed--5f88a8aa,Drone Ai Services,https://www.crunchbase.com/organization/drone-ai-services,Pre-Seed,"Buenos Aires, Canarias, Spain, Europe",2022-11-07,250000,USD,250000,Seed,,,,Yes,"Drone Ai collects, analyses and provides data to various industries with the use of drone technology.","Data Management, Drone Management, Drones",,https://www.droneservices.com.ar/,Less than $1M,250000,USD,250000,Seed,1,,Newchip Accelerator,,1,"117,546"
Seed Round - Typeform,https://www.crunchbase.com/funding_round/typeform-seed--2de34dc2,Typeform,https://www.crunchbase.com/organization/typeform,Seed,"Barcelona, Catalonia, Spain, Europe",2014-09-23,1200000,EUR,1541774,Seed,,,,Yes,Typeform is a no-code SaaS platform offering tools that assist companies to engage with their audience and grow business.,"Consumer Research, SaaS, Software, UX Design",,https://www.typeform.com/,Less than $1M,187263316,USD,187263316,Late Stage Venture,5,Connect Ventures,"Connect Ventures, Mariusz Gralewski, Point Nine, RTA.vc",1,4,"117,628"
Seed Round - Sherpa.ai,https://www.crunchbase.com/funding_round/sherpa-assistant-seed--ca63eb10,Sherpa.ai,https://www.crunchbase.com/organization/sherpa-assistant,Seed,"Bilbao, Pais Vasco, Spain, Europe",2016-05-25,6500000,USD,6500000,Seed,,,,Yes,Sherpa.ai is the most advanced B2B Federated Learning platform for privacy-preserving AI model training,"Apps, Artificial Intelligence (AI), Machine Learning, Mobile Apps, Natural Language Processing, Privacy, Software",,https://sherpa.ai,$1M to $10M,18100000,USD,18100000,Early Stage Venture,3,Alma Mundi Ventures,Alma Mundi Ventures,,1,"132,313"
Seed Round - Tenvinilo,https://www.crunchbase.com/funding_round/tenvinilo-seed--40609155,Tenvinilo,https://www.crunchbase.com/organization/tenvinilo,Seed,"Sabadell, Catalonia, Spain, Europe",2021-11-25,658762,EUR,738421,Seed,,,,Yes,"Tenvinilo provides unique decoration, signage, and online commerce.","E-Commerce, Interior Design, Manufacturing",,https://www.tenvinilo.com,Less than $1M,658762,EUR,738421,Seed,1,,Cabiedes & Partners,,1,"138,898"
Seed Round - Stoke Brands,https://www.crunchbase.com/funding_round/stoke-brands-seed--e6a6c8b4,Stoke Brands,https://www.crunchbase.com/organization/stoke-brands,Seed,"Barcelona, Catalonia, Spain, Europe",2020-09-01,1000000,EUR,1192266,Seed,,,,Yes,Party-travel for open minded internationals,"Hospitality, Tourism, Travel",,https://stoke-brands.com/,,1000000,EUR,1192266,Seed,1,,Leftfield Group,,1,"142,316"
Seed Round - Onirix,https://www.crunchbase.com/funding_round/onirix-seed--11e812c7,Onirix,https://www.crunchbase.com/organization/onirix,Seed,"Llanera, Asturias, Spain, Europe",2022-02-09,700000,EUR,799505,Seed,,,,Yes,Onirix Studio is an Experience Editor designed to be used by personnel without technical knowledge.,"Android, Apps, Augmented Reality, iOS, Mobile, Mobile Apps, Software",,https://www.onirix.com/,Less than $1M,700000,EUR,799505,Seed,1,GoHub Ventures,GoHub Ventures,1,1,"145,330"
Seed Round - AlertaPhone,https://www.crunchbase.com/funding_round/alertaphone-seed--7f56f4a5,AlertaPhone,https://www.crunchbase.com/organization/alertaphone,Seed,"Barcelona, Catalonia, Spain, Europe",2011-11-30,130000,USD,130000,Seed,,,,Yes,AlertaPhone is an on-demand network of smartphone technicians.,"Crowdsourcing, E-Commerce, Mobile",,http://www.alertaphone.com,Less than $1M,530000,USD,530000,Seed,2,,,,,"470,403"
Seed Round - Admira Cosmetics,https://www.crunchbase.com/funding_round/admira-cosmetics-seed--38a94e9a,Admira Cosmetics,https://www.crunchbase.com/organization/admira-cosmetics,Seed,"Barcelona, Catalonia, Spain, Europe",2010-08-01,360000,EUR,469429,Seed,,,,Yes,"Admira Cosmetics is an online platform that offers natural and organic cosmetics, soaps, and creams.","Beauty, Cosmetics, E-Commerce",,http://www.admiracosmetics.com,$1M to $10M,610000,EUR,826120,Seed,2,,,,,"199,909"
Angel Round - Science Fantasy,https://www.crunchbase.com/funding_round/science-fantasy-angel--3916b84c,Science Fantasy,https://www.crunchbase.com/organization/science-fantasy,Angel,"Valencia, Comunidad Valenciana, Spain, Europe",2014-07-01,,,,Seed,,,,Yes,Science Fantasy is an online education portal that introduces interactive ways to study biology and chemistry.,"Content, E-Learning, Education, Leisure, Online Portals, Training",,http://www.escueladeciencia.com/,,200000,EUR,266088,Seed,3,,Angels Capital,,1,"156,167"
Pre Seed Round - Agromart,https://www.crunchbase.com/funding_round/agromart-3a78-pre-seed--55b52a14,Agromart,https://www.crunchbase.com/organization/agromart-3a78,Pre-Seed,"Porreras, Islas Baleares, Spain, Europe",2023-07-09,75000,USD,75000,Seed,,,,Yes,Analyzing land for optimal crop cultivation and yield enhancement.,,,https://agromart.es/,,75000,USD,75000,Seed,1,Algerian Startup Fund,Algerian Startup Fund,,1,"159,360"
Seed Round - Dietox,https://www.crunchbase.com/funding_round/dietox-seed--c145ce12,Dietox,https://www.crunchbase.com/organization/dietox,Seed,"Barcelona, Catalonia, Spain, Europe",2020-12-10,49000,EUR,59503,Seed,,,,Yes,Dietox is the pioneer company in Spain in the realization of detox therapies based on smoothies.,"Fitness, Food and Beverage, Health Care, Nutraceutical, Nutrition, Wellness",,http://www.dietox.es/,Less than $1M,1779051,EUR,2014724,Seed,4,,"Cabiedes & Partners, Inveready",,2,"160,806"
Seed Round - Zacatrus,https://www.crunchbase.com/funding_round/zacatrus--seed--e2da0f2b,Zacatrus,https://www.crunchbase.com/organization/zacatrus-,Seed,"Madrid, Madrid, Spain, Europe",2021-05-27,,,,Seed,,,,Yes,Zacatrus is a web-based online store specialized in the sale of board games.,"E-Commerce, Sales, Video Games",,https://zacatrus.es/,Less than $1M,332117,EUR,387530,Seed,2,,Cabiedes & Partners,,1,"163,055"
Seed Round - SimpleCloud,https://www.crunchbase.com/funding_round/simplecloud-seed--deae861a,SimpleCloud,https://www.crunchbase.com/organization/simplecloud,Seed,"Madrid, Madrid, Spain, Europe",2020-08-10,,,,Seed,,,,Yes,SimpleCloud is a cloud-based workspace platform.,"Cloud Infrastructure, Information Technology, Software",,https://www.simplecloud.io/en/,$1M to $10M,,,,Seed,2,,Conexo Ventures,1,1,"163,594"
Seed Round - iVoox,https://www.crunchbase.com/funding_round/ironhack-2-seed--c094c1fb,iVoox,https://www.crunchbase.com/organization/ironhack-2,Seed,"Barcelona, Catalonia, Spain, Europe",2008-11-18,,,,Seed,,,,Yes,"iVoox is podcast platform offering services to audio content creatores, users and brands.","Apps, Audio, Publishing",,http://www.ivoox.com/,Less than $1M,200000,EUR,235430,Seed,2,,"Criteria Venture Tech, Grupo Intercom",,2,"163,962"
Seed Round - SOM Biotech,https://www.crunchbase.com/funding_round/som-biotech-seed--3825520b,SOM Biotech,https://www.crunchbase.com/organization/som-biotech,Seed,"Barcelona, Catalonia, Spain, Europe",2017-07-01,,,,Seed,10500000,EUR,11995819,Yes,"Drug innovation company based on a pioneering AI-based drug discovery technology, that has built a robust pipeline for Orphan CNS diseases.","Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Medical, Pharmaceutical",,http://www.sombiotech.com/,$1M to $10M,9000000,EUR,9990881,,4,,Monte Carlo Capital,,1,"166,146"
Seed Round - Elabogado,https://www.crunchbase.com/funding_round/elabogado-com-seed--f85833fe,Elabogado,https://www.crunchbase.com/organization/elabogado-com,Seed,"Barcelona, Catalonia, Spain, Europe",2013-05-31,450000,EUR,585393,Seed,,,,Yes,Elabogado owns and operates an online directory of lawyers.,"Legal, Legal Tech, Marketing, Marketplace, Search Engine",,https://www.elAbogado.com/,$1M to $10M,1600000,EUR,1873209,,3,,Cabiedes & Partners,,1,"167,142"
Pre Seed Round - Rigel Technologies,https://www.crunchbase.com/funding_round/rigel-technologies-pre-seed--785728f4,Rigel Technologies,https://www.crunchbase.com/organization/rigel-technologies,Pre-Seed,"Madrid, Madrid, Spain, Europe",2019-10-01,125000,USD,125000,Seed,,,,Yes,Rigel Technologies develops software tools for robotic process automation.,"Information Technology, Robotic Process Automation (RPA), Robotics, Software",,http://www.rigeltechnologies.net/,,200000,USD,200000,Seed,2,,"Friends, Family and Fools",,1,"168,541"
Seed Round - uSpeak,https://www.crunchbase.com/funding_round/uspeak-seed--2e80ce19,uSpeak,https://www.crunchbase.com/organization/uspeak,Seed,"Madrid, Madrid, Spain, Europe",2012-03-01,,,,Seed,,,,Yes,"uSpeak, a technology company, offers a game-driven and an adaptive language learning system in English and Spanish for iOS devices.","EdTech, Education, Internet, Language Learning",,http://www.uspeaklanguages.com,Less than $1M,530000,EUR,699165,Seed,4,,,,,"659,608"
Pre Seed Round - Advanced Dispersed Particles,https://www.crunchbase.com/funding_round/advanced-dispersed-particles-pre-seed--47210035,Advanced Dispersed Particles,https://www.crunchbase.com/organization/advanced-dispersed-particles,Pre-Seed,"Colmenar Viejo, Madrid, Spain, Europe",2015-06-01,95462,EUR,104310,Seed,,,,Yes,"ADParticles produces the first-in-class nanofree, high-efficiency and broad-spectrum protection of mineral UV filters for cosmetic industry.","Cosmetics, Manufacturing",,https://adpcosmetics.es/,,2516988,EUR,2860962,Early Stage Venture,11,,,,,"171,304"
Angel Round - Hosco,https://www.crunchbase.com/funding_round/hosco-angel--c5d05968,Hosco,https://www.crunchbase.com/organization/hosco,Angel,"Barcelona, Catalonia, Spain, Europe",2016-01-05,1500000,CHF,1489925,Seed,,,,Yes,"Hosco, the hospitality network, is dedicated to the recruitment and guidance of hospitality professionals worldwide.","College Recruiting, Hospitality, Human Resources, Professional Networking, Recruiting",,https://www.hosco.com,Less than $1M,16057052,USD,16057052,,5,,,,,"172,461"
Angel Round - ReviewPro,https://www.crunchbase.com/funding_round/reviewpro-angel--c5b87897,ReviewPro,https://www.crunchbase.com/organization/reviewpro,Angel,"Barcelona, Catalonia, Spain, Europe",2010-04-09,1200000,USD,1200000,Seed,,,,Yes,"The end-to-end guest experience platform, serving global hospitality.​","Reputation, SaaS, Social Media Management, Social Media Marketing, Software",,http://www.reviewpro.com,$10M to $50M,6756367,USD,6756367,M&A,5,,,,,"339,425"
Angel Round - citiservi,https://www.crunchbase.com/funding_round/citiservi-angel--d79f4086,citiservi,https://www.crunchbase.com/organization/citiservi,Angel,"Bilbao, Pais Vasco, Spain, Europe",2010-12-01,850000,EUR,1116517,Seed,,,,Yes,"Citiservi is an advertising engine that provides its users with contact details of local businesses, services, and products.","Advertising, Internet, Local, Local Advertising, Search Engine",,http://www.citiservi.es,,2700000,EUR,3565002,Seed,3,,,,,"426,528"
Seed Round - Mobivery,https://www.crunchbase.com/funding_round/mobivery-seed--9f3a74ec,Mobivery,https://www.crunchbase.com/organization/mobivery,Seed,"Madrid, Madrid, Spain, Europe",2009-12-01,645000,EUR,973312,Seed,,,,Yes,"Mobivery offers mobile solutions for smartphones, including advanced services for app management and mobile marketing campaigns.","Apps, Mobile, Software",,http://www.mobivery.com,$1M to $10M,3465000,EUR,4711978,Seed,15,,,,,"341,133"
Seed Round - Camelina Company España,https://www.crunchbase.com/funding_round/camelina-company-españa-seed--8feaa17e,Camelina Company España,https://www.crunchbase.com/organization/camelina-company-españa,Seed,"Madrid, Madrid, Spain, Europe",2021-04-12,2113887,EUR,2518037,Seed,,,,Yes,"amelina Company Spain committs to sustainable agriculture and to farmers, providing innovative solutions that improve profitability.","Agriculture, Farming, Innovation Management",,http://www.camelinacompany.es/,$1M to $10M,2163887,EUR,2577704,M&A,2,,EIT InnoEnergy,,1,"180,299"
Seed Round - viVood,https://www.crunchbase.com/funding_round/vivood-seed--57e129a2,viVood,https://www.crunchbase.com/organization/vivood,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2021-07-14,,,,Seed,,,,Yes,"viVood designs, constructs, develops, and manages a network of sustainable tourism accommodations in the countryside.","Construction, Hospitality, Tourism",,http://www.vivood.com/,$1M to $10M,200000,EUR,266088,Seed,3,,Angels Capital,,1,"180,353"
Angel Round - Link To Media,https://www.crunchbase.com/funding_round/link-to-media-angel--24f0c639,Link To Media,https://www.crunchbase.com/organization/link-to-media,Angel,"Barcelona, Catalonia, Spain, Europe",2012-06-03,250000,USD,250000,Seed,,,,Yes,Link To Media uses proprietary technology to analyze trends on social networks and search engines and create optimized content for websites.,"Advertising, Digital Media, Marketing, Media and Entertainment, News, Video",,http://www.linktomedia.net,,250000,USD,250000,Seed,2,,,,,"613,056"
Seed Round - ViClone,https://www.crunchbase.com/funding_round/viclone-seed--2577f88a,ViClone,https://www.crunchbase.com/organization/viclone,Seed,"Barcelona, Catalonia, Spain, Europe",2008-01-01,550000,EUR,804333,Seed,,,,Yes,Viclone develops interactive self-service solutions by combining virtual agents and intelligent chat using NLP technology.,"Cloud Computing, Customer Service, Natural Language Processing, SaaS, Software, Virtualization",,http://www.viclone.com,$1M to $10M,4381629,USD,4381629,Seed,5,,,,,"665,172"
Seed Round - impok,https://www.crunchbase.com/funding_round/impok-seed--8fe78439,impok,https://www.crunchbase.com/organization/impok,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2010-02-25,200000,EUR,270333,Seed,,,,Yes,Impok is a social network that enables its users to manage their financial portfolios and share investment ideas with others.,"Finance, Financial Services, FinTech",,http://www.impok.com,Less than $1M,632049,USD,632049,,5,,,,,"667,402"
Seed Round - Only Mallorca,https://www.crunchbase.com/funding_round/only-mallorca-seed--ee4df086,Only Mallorca,https://www.crunchbase.com/organization/only-mallorca,Seed,"Puerto De Andraitx, Islas Baleares, Spain, Europe",2013-01-01,50000,EUR,66037,Seed,,,,Yes,Only Mallorca is a Mallorca-based real estate company marketing properties online.,"Property Management, Real Estate",,http://www.onlymallorca.com,,950000,EUR,1112521,Early Stage Venture,3,,,,,"455,175"
Seed Round - OPTIMITIVE,https://www.crunchbase.com/funding_round/optimitive-seed--95c6ecc1,OPTIMITIVE,https://www.crunchbase.com/organization/optimitive,Seed,"Arosteguieta, Pais Vasco, Spain, Europe",2013-02-21,32426,EUR,42773,Seed,,,,Yes,Optimitive uniquely provides AI based real time efficiency improvement optimization software for resource intensive process industries,"Energy Efficiency, Information Technology, Software",,http://optimitive.com,$1M to $10M,9405836,EUR,11106155,,15,,,,,"184,640"
Seed Round - Airpersons,https://www.crunchbase.com/funding_round/laboryou-international-seed--f386b783,Airpersons,https://www.crunchbase.com/organization/laboryou-international,Seed,"Madrid, Madrid, Spain, Europe",2011-01-01,200000,USD,200000,Seed,,,,Yes,Airpersons offers an online marketplace for individuals to buy and sell live services and classes through live video feeds.,"E-Commerce, Marketplace, Messaging, Mobile",,http://www.airpersons.com,,700000,USD,700000,Seed,3,,,,,"604,016"
Seed Round - impok,https://www.crunchbase.com/funding_round/impok-seed--07aa2586,impok,https://www.crunchbase.com/organization/impok,Seed,"Valencia, Comunidad Valenciana, Spain, Europe",2009-11-24,120000,EUR,179495,Seed,,,,Yes,Impok is a social network that enables its users to manage their financial portfolios and share investment ideas with others.,"Finance, Financial Services, FinTech",,http://www.impok.com,Less than $1M,632049,USD,632049,,5,,,,,"522,542"
Seed Round - ilustrum,https://www.crunchbase.com/funding_round/ilustrum-seed--eed04481,ilustrum,https://www.crunchbase.com/organization/ilustrum,Seed,"Tarragona, Catalonia, Spain, Europe",2011-11-01,250000,EUR,341822,Seed,,,,Yes,Ilustrum is a developer of knowledge games based on trivials and trading cards.,"Collectibles, Crowdsourcing",,http://www.ilustrum.com,Less than $1M,1978841,USD,1978841,Seed,4,,,,,"225,376"
Seed Round - Emtrics,https://www.crunchbase.com/funding_round/emtrics-seed--9cd6e8b1,Emtrics,https://www.crunchbase.com/organization/emtrics,Seed,"Madrid, Madrid, Spain, Europe",2012-01-15,160000,USD,160000,Seed,,,,Yes,Emtrics helps businesses collect their customers' private reviews at the PoS using their smartphone or a tablet on a fast and easy way,"Customer Service, Internet, Software",,http://www.emtrics.com,Less than $1M,819170,USD,819170,Seed,8,,,,,"240,332"
Seed Round - TAPTAP,https://www.crunchbase.com/funding_round/taptap-networks-seed--d964380d,TAPTAP,https://www.crunchbase.com/organization/taptap-networks,Seed,"Madrid, Madrid, Spain, Europe",2010-03-17,550000,EUR,755764,Seed,990000,EUR,1360376,Yes,"Founded in 2010, TAPTAP is an independent mobile marketing technology company serving brands in over 80 markets through the Sonata Platform.","Advertising, Analytics, Digital Marketing, Location Based Services, Mobile, Public Relations",,https://www.taptapdigital.com,Less than $1M,119736291,USD,119736291,Private Equity,3,,,,,"225,898"
