Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Orain,https://www.crunchbase.com/funding_round/orain-technologies-seed--71754b77,Orain,https://www.crunchbase.com/organization/orain-technologies,Seed,"Barcelona, Catalonia, Spain, Europe",2025-02-28,6000000,EUR,6226973,Seed,,,,Yes,Orain is an IoT payment platform that enables communication and interaction between humans and machines.,"Artificial Intelligence (AI), Big Data, Information Services, Information Technology, Software",,https://orain.io,$1M to $10M,9300000,EUR,9840127,Seed,3,,"Actyus, Acurio Ventures, Bonsai Partners, K Fund",,4,"11,246"
Pre Seed Round - Bonop.com,https://www.crunchbase.com/funding_round/bonop-com-pre-seed--4afc2ff7,Bonop.com,https://www.crunchbase.com/organization/bonop-com,Pre-Seed,"Marbella, Andalucia, Spain, Europe",2024-02-12,28000,USD,28000,Seed,,,,Yes,"Bonop, where we're reshaping online payments, marketplaces and auctions by integrating blockchain technology and AI.","Affiliate Marketing, Blockchain, Classifieds, Cryptocurrency, FinTech, Marketing, Online Auctions",,https://www.bonop.com/,,28000,USD,28000,Seed,2,,,,,"36,386"
Seed Round - Docline,https://www.crunchbase.com/funding_round/docline-seed--3d38b4e6,Docline,https://www.crunchbase.com/organization/docline,Seed,"Málaga, Andalucia, Spain, Europe",2023-01-11,3000000,EUR,3229686,Seed,,,,Yes,Docline is a digital health company that develops telemedicine platform.,"Health Care, Information Technology, Telehealth",,https://www.docline.com/,$1B to $10B,3000000,EUR,3229686,Seed,1,"EmergingTech Ventures, SEAF","EmergingTech Ventures, LionPride Agility Fund, SEAF, sherry ventures",,4,"46,764"
Seed Round - Ekonoke,https://www.crunchbase.com/funding_round/ekonoke-seed--79013548,Ekonoke,https://www.crunchbase.com/organization/ekonoke,Seed,"Boadilla Del Monte, Madrid, Spain, Europe",2022-09-27,4200000,EUR,4030242,Seed,,,,Yes,"Ekonoke focuses its activity on the production and cultivation of chemical-free vegetables, in a controlled environment.","Agriculture, Farming, Home and Garden",,https://www.ekonoke.com,$1M to $10M,4622000,EUR,4510275,Seed,3,,"Distribuciones Hijos de Rivera, Leanox Impact Capital",,2,"48,344"
Seed Round - Veltium Smart Chargers,https://www.crunchbase.com/funding_round/veltium-smart-chargers-seed--111e6315,Veltium Smart Chargers,https://www.crunchbase.com/organization/veltium-smart-chargers,Seed,"Vitoria, Pais Vasco, Spain, Europe",2023-04-17,1500000,EUR,1638691,Seed,,,,Yes,Veltium smart is an electric vehicle charging solution developer and manufacturer.,"Charging Infrastructure, Electronics, Industrial, Manufacturing",,https://www.veltium.com,Less than $1M,1500000,EUR,1638691,Seed,1,Capital Energy Quantum,"Basque Fondo, Capital Energy Quantum",1,2,"55,594"
Pre Seed Round - Verbena Madrid,https://www.crunchbase.com/funding_round/verbena-madrid-pre-seed--550144d1,Verbena Madrid,https://www.crunchbase.com/organization/verbena-madrid,Pre-Seed,"Madrid, Madrid, Spain, Europe",2020-12-20,140000,USD,140000,Seed,,,,Yes,"Verbena Madrid offers crafts, new materials, earrings, bags, and other accessories.","E-Commerce, Fashion",,https://verbenamadrid.com,$1M to $10M,140000,USD,140000,Seed,1,FasterCapital,FasterCapital,2,1,"62,542"
Pre Seed Round - Nucaps,https://www.crunchbase.com/funding_round/nucaps-pre-seed--bab5798e,Nucaps,https://www.crunchbase.com/organization/nucaps,Pre-Seed,"Noáin, Navarra, Spain, Europe",2023-04-20,,,,Seed,,,,Yes,Nucaps offers a new encapsulation technology for the industrial development of Nanocapsules and Biocapsules for bioactives and probiotics.,"Nanotechnology, Pharmaceutical",,http://www.nucapsnanotechnology.com/,,,,,Seed,1,Capsa Vida,Capsa Vida,,1,"72,665"
Seed Round - Chargy,https://www.crunchbase.com/funding_round/chargy-seed--ad6d8bdf,Chargy,https://www.crunchbase.com/organization/chargy,Seed,"Madrid, Madrid, Spain, Europe",2019-06-18,400000,EUR,447920,Seed,4000000,USD,4000000,Yes,Chargy is an Advertising firm offering hardware solutions based on wireless technology and software in data analysis.,"Big Data, Digital Marketing, Information Technology, Software, Telecommunications, Wireless",,https://www.chargy.com,,1953000,EUR,2172985,Seed,3,,"Avalancha Ventures, SociosInversores.com",2,2,"72,885"
Pre Seed Round - Entomo AgroIndustrial,https://www.crunchbase.com/funding_round/entomo-agroindustrial-pre-seed--f147661a,Entomo AgroIndustrial,https://www.crunchbase.com/organization/entomo-agroindustrial,Pre-Seed,"Cehegín, Murcia, Spain, Europe",2023-04-20,,,,Seed,,,,Yes,Entomo AgroIndustrial provides industrial solutions for the treatment of organic matter using insects.,"Agriculture, Farming, Waste Management",,https://entomoagroindustrial.com,$1M to $10M,,,,Seed,1,Capsa Vida,Capsa Vida,,1,"76,678"
Seed Round - Delfos Energy,https://www.crunchbase.com/funding_round/delfos-intelligent-maintenance-seed--3e6fe416,Delfos Energy,https://www.crunchbase.com/organization/delfos-intelligent-maintenance,Seed,"Barcelona, Catalonia, Spain, Europe",2024-01-16,6300000,EUR,6853495,Seed,,,,Yes,Delfos provides Artificial Intelligence for the Energy Industry in order to predict failures.,"Artificial Intelligence (AI), Database, Machine Learning, Renewable Energy, SaaS",,http://delfosim.com,$1M to $10M,8151341,USD,8151341,Seed,5,"Contrarian Ventures, Headline","Contrarian Ventures, DOMO.VC, EDP Ventures, Headline",2,4,"77,064"
