Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series A - ZenMate,https://www.crunchbase.com/funding_round/zenmate-series-a--d7497d2e,ZenMate,https://www.crunchbase.com/organization/zenmate,Series A,"Berlin, Berlin, Germany, Europe",2014-10-01,3200000,USD,3200000,Early Stage Venture,,,,Yes,ZenMate is a software solution that encrypts its users' internet connection to protect their privacy while browsing.,"Browser Extensions, Privacy, Security, Software",,https://zenmate.com/,$1M to $10M,4116194,USD,4116194,M&A,5,HV Capital,"Deutsche Telekom Strategic Investments, HV Capital, Project A Ventures, Shortcut Ventures",3,4,"327,697"
Equity Crowdfunding - ZenMate,https://www.crunchbase.com/funding_round/zenmate-equity-crowdfunding--14947a31,ZenMate,https://www.crunchbase.com/organization/zenmate,Equity Crowdfunding,"Berlin, Berlin, Germany, Europe",2018-06-13,660000,GBP,883235,,25519907,GBP,34151629,Yes,ZenMate is a software solution that encrypts its users' internet connection to protect their privacy while browsing.,"Browser Extensions, Privacy, Security, Software",,https://zenmate.com/,$1M to $10M,4116194,USD,4116194,M&A,5,,,,,"524,718"
Series B - ZenMate,https://www.crunchbase.com/funding_round/zenmate-series-b--4419dc1a,ZenMate,https://www.crunchbase.com/organization/zenmate,Series B,"Berlin, Berlin, Germany, Europe",2016-01-27,,,,Early Stage Venture,,,,Yes,ZenMate is a software solution that encrypts its users' internet connection to protect their privacy while browsing.,"Browser Extensions, Privacy, Security, Software",,https://zenmate.com/,$1M to $10M,4116194,USD,4116194,M&A,5,,"Bessemer Venture Partners, HV Capital, Project A Ventures",1,3,"701,549"
Seed Round - ZenMate,https://www.crunchbase.com/funding_round/zenmate-seed--ee821a63,ZenMate,https://www.crunchbase.com/organization/zenmate,Seed,"Berlin, Berlin, Germany, Europe",2013-10-21,,,,Seed,,,,Yes,ZenMate is a software solution that encrypts its users' internet connection to protect their privacy while browsing.,"Browser Extensions, Privacy, Security, Software",,https://zenmate.com/,$1M to $10M,4116194,USD,4116194,M&A,5,,"Axel Springer Plug and Play Accelerator, David Khalil, Phillip Mayers, Project A Ventures",1,4,"589,290"
Seed Round - ZenMate,https://www.crunchbase.com/funding_round/zenmate-seed--127be82d,ZenMate,https://www.crunchbase.com/organization/zenmate,Seed,"Berlin, Berlin, Germany, Europe",2013-05-01,25000,EUR,32959,Seed,,,,Yes,ZenMate is a software solution that encrypts its users' internet connection to protect their privacy while browsing.,"Browser Extensions, Privacy, Security, Software",,https://zenmate.com/,$1M to $10M,4116194,USD,4116194,M&A,5,,"Axel Springer Plug and Play Accelerator, Project A Ventures, Saarbruecker 21",1,3,"676,765"
Seed Round - ZANY OX,https://www.crunchbase.com/funding_round/zany-ox-seed--810426b3,ZANY OX,https://www.crunchbase.com/organization/zany-ox,Seed,"Berlin, Berlin, Germany, Europe",2013-06-05,200000,USD,200000,Seed,,,,Yes,"ZANY OX helps sellers create an online shop, enabling consumers to purchase an unlimited number of products from various shops.","E-Commerce, Marketplace, Payments, Shopping",,http://www.zanyox.com,,200000,USD,200000,Seed,1,,,,,"489,897"
Seed Round - Yones,https://www.crunchbase.com/funding_round/yones-seed--132158ec,Yones,https://www.crunchbase.com/organization/yones,Seed,"Munich, Bayern, Germany, Europe",2013-11-01,125000,USD,125000,Seed,,,,Yes,Yones offers a news application with machine learning technologies that personalizes content based on the user's interests.,"Machine Learning, News, Personalization, Publishing",,http://www.yones.net,Less than $1M,125000,USD,125000,Seed,1,,,,,"450,605"
Seed Round - XLETIX,https://www.crunchbase.com/funding_round/xletix-seed--1a6a5bc0,XLETIX,https://www.crunchbase.com/organization/xletix,Seed,"Berlin, Berlin, Germany, Europe",2014-01-01,,,,Seed,,,,Yes,XLETIX promotes fast-growing mass participant sports events.,Sports,,http://xletix.com,$1M to $10M,,,,M&A,2,Saarbruecker 21,Saarbruecker 21,,1,"392,491"
Pre Seed Round - XLETIX,https://www.crunchbase.com/funding_round/xletix-pre-seed--17b25eac,XLETIX,https://www.crunchbase.com/organization/xletix,Pre-Seed,"Berlin, Berlin, Germany, Europe",2014-05-01,,,,Seed,,,,Yes,XLETIX promotes fast-growing mass participant sports events.,Sports,,http://xletix.com,$1M to $10M,,,,M&A,2,,Julius Göllner,,1,"505,852"
Seed Round - XiVero,https://www.crunchbase.com/funding_round/xivero-seed--91898f13,XiVero,https://www.crunchbase.com/organization/xivero,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",2013-11-01,66000,EUR,89386,Seed,,,,Yes,XiVero is specialized in engineering customized embedded computing systems and software focused on digital signal processing algorithms.,"DSP, Hardware, Software",,http://www.xivero.com/,Less than $1M,66000,EUR,89386,Seed,1,1stMOVER,1stMOVER,,1,"305,048"
Seed Round - XENiOS,https://www.crunchbase.com/funding_round/xenios-ag-seed--0385599f,XENiOS,https://www.crunchbase.com/organization/xenios-ag,Seed,"Heilbronn, Baden-Wurttemberg, Germany, Europe",2015-09-24,,,,Seed,,,,Yes,XENiOS AG developer of extracorporeal therapy systems.,"Health Care, Medical, Medical Device, Therapeutics",,https://www.xenios-ag.com/,$50M to $100M,,,,M&A,1,Zukunftsfonds Heilbronn,Zukunftsfonds Heilbronn,,1,"395,941"
Angel Round - Wunderdata,https://www.crunchbase.com/funding_round/wunderdata-angel--3fd0f67b,Wunderdata,https://www.crunchbase.com/organization/wunderdata,Angel,"Berlin-baumschulenweg, Berlin, Germany, Europe",2014-01-07,,,,Seed,,,,Yes,SaaS Business Intelligence Software,"Analytics, Business Intelligence, SaaS, Software, Web Development",,http://wunderdata.com,$1M to $10M,,,,Seed,1,WestTech Ventures,WestTech Ventures,2,1,"303,512"
Seed Round - Whiteout Networks,https://www.crunchbase.com/funding_round/whiteout-networks-seed--6d322159,Whiteout Networks,https://www.crunchbase.com/organization/whiteout-networks,Seed,"Munich, Bayern, Germany, Europe",2014-01-23,,,,Seed,,,,Yes,Whiteout Networks develops applications and cloud services for encrypted email communication.,"Mobile, Software",,http://www.whiteout.io,,,,,Seed,1,,"Bayern Kapital, HTGF (High-Tech Gruenderfonds)",,2,"454,377"
Seed Round - WearWin GmbH,https://www.crunchbase.com/funding_round/phone-service-gmbh-seed--bdc1af29,WearWin GmbH,https://www.crunchbase.com/organization/phone-service-gmbh,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",2015-04-28,,,,Seed,,,,Yes,Electronic devices,,,,Less than $1M,,,,Seed,1,,SPB,,1,"517,807"
Seed Round - Vuuh,https://www.crunchbase.com/funding_round/vuuh-seed--7d496d90,Vuuh,https://www.crunchbase.com/organization/vuuh,Seed,"Nordhorn, Niedersachsen, Germany, Europe",2014-06-01,,,,Seed,,,,Yes,Vuuh is a concept that collects fashion stores in one single web portal.,"Fashion, Retail",,https://vuuh.com/,,,,,Seed,1,Syddansk Innovation,Syddansk Innovation,,1,"304,624"
Seed Round - Von Jungfeld,https://www.crunchbase.com/funding_round/von-jungfeld-seed--c5d12713,Von Jungfeld,https://www.crunchbase.com/organization/von-jungfeld,Seed,"Mannheim, Baden-Wurttemberg, Germany, Europe",2015-10-06,,,,Seed,,,,Yes,"Von Jungfeld is sock is first hand-rolled, gets a fine banderole and then gets.","Manufacturing, Textiles",,https://jungfeld.com/,,,,,Seed,1,,Joko Winterscheidt,,1,"528,099"
Series B - VMRay,https://www.crunchbase.com/funding_round/vmray-gmbh-series-b--c0e0a07b,VMRay,https://www.crunchbase.com/organization/vmray-gmbh,Series B,"Bochum, Nordrhein-Westfalen, Germany, Europe",2020-12-10,12900000,EUR,15665111,Early Stage Venture,,,,Yes,"VMRay Analyzer is a breakthrough solution for dynamic analysis of advanced threats, including zero day and targeted attacks.","Cyber Security, Information Technology, Network Security",,https://www.vmray.com,$1M to $10M,35900000,EUR,40609814,Early Stage Venture,5,"eCAPITAL ENTREPRENEURIAL PARTNERS, Yttrium","eCAPITAL ENTREPRENEURIAL PARTNERS, Yttrium",1,2,"155,783"
Series B - VMRay,https://www.crunchbase.com/funding_round/vmray-gmbh-series-b--b0db3d58,VMRay,https://www.crunchbase.com/organization/vmray-gmbh,Series B,"Bochum, Nordrhein-Westfalen, Germany, Europe",2022-12-19,10500000,EUR,11143019,Early Stage Venture,,,,Yes,"VMRay Analyzer is a breakthrough solution for dynamic analysis of advanced threats, including zero day and targeted attacks.","Cyber Security, Information Technology, Network Security",,https://www.vmray.com,$1M to $10M,35900000,EUR,40609814,Early Stage Venture,5,Tikehau Capital,"eCAPITAL ENTREPRENEURIAL PARTNERS, Gruenderfonds Ruhr, HTGF (High-Tech Gruenderfonds), NRW.BANK, Tikehau Capital",3,5,"254,091"
Series B - VMRay,https://www.crunchbase.com/funding_round/vmray-gmbh-series-b--38ed9842,VMRay,https://www.crunchbase.com/organization/vmray-gmbh,Series B,"Bochum, Nordrhein-Westfalen, Germany, Europe",2019-09-16,9000000,EUR,9902831,Early Stage Venture,,,,Yes,"VMRay Analyzer is a breakthrough solution for dynamic analysis of advanced threats, including zero day and targeted attacks.","Cyber Security, Information Technology, Network Security",,https://www.vmray.com,$1M to $10M,35900000,EUR,40609814,Early Stage Venture,5,Yttrium,"eCAPITAL ENTREPRENEURIAL PARTNERS, Yttrium",1,2,"323,564"
