Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - IRUBIS,https://www.crunchbase.com/funding_round/irubis-specializes-in-spectroscopy-for-bioprocessing-and-also-provides-biotechnology-solutions-seed--5bb739a5,IRUBIS,https://www.crunchbase.com/organization/irubis-specializes-in-spectroscopy-for-bioprocessing-and-also-provides-biotechnology-solutions,Seed,"München, Bayern, Germany, Europe",2024-08-29,,,,Seed,,,,Yes,IRUBIS offers bioprocessing and infrared spectroscopy services.,"Biotechnology, Product Research",,https://irubis.com/,$1M to $10M,5100000,EUR,5249881,Seed,5,BioProcess360 Partners,"BioProcess360 Partners, Christoph Bremus, High-Tech Gruenderfonds, Matthias Arnold, RoBet KG, Ventura BioMed Investors, Verve Ventures",2,7,"9,654"
Seed Round - Golfstrom Energy GmbH,https://www.crunchbase.com/funding_round/golfstrom-energy-gmbh-seed--e358962b,Golfstrom Energy GmbH,https://www.crunchbase.com/organization/golfstrom-energy-gmbh,Seed,"Munich, Bayern, Germany, Europe",2024-09-16,,,,Seed,,,,Yes,Embedded financial services for renewable energy,Renewable Energy,,https://www.golfstrom.solar/,,,,,Seed,1,STS Ventures,STS Ventures,1,1,"15,877"
Seed Round - Prosoma,https://www.crunchbase.com/funding_round/prosoma-seed--73315043,Prosoma,https://www.crunchbase.com/organization/prosoma,Seed,"Berlin, Berlin, Germany, Europe",2025-01-20,4400000,EUR,4583892,Seed,,,,Yes,"At Prosoma, we design world-leading digital therapeutics solutions for Oncology.","Health Care, Medical, Medical Device, Oncology",,https://www.prosoma.com,$1M to $10M,10501249,USD,10501249,Seed,6,"Impact Ventures Hungary, Verge HealthTech Fund","Convergence Partners, Impact Ventures Hungary, Simpact Ventures, Smartlink Partners, Verge HealthTech Fund",1,5,"20,077"
Seed Round - AAZZUR,https://www.crunchbase.com/funding_round/aazzur-seed--39dcf784,AAZZUR,https://www.crunchbase.com/organization/aazzur,Seed,"Berlin, Berlin, Germany, Europe",2023-10-17,,,,Seed,,,,Yes,"Embedding financial products into user journeys for FinTechs, banks and corporates – at the point of need, without building a tech stack.","Banking, FinTech, InsurTech, Mobile Apps, PaaS",,http://www.aazzur.com,$1M to $10M,2225000,EUR,2678860,Seed,5,Alumni Ventures,"Alumni Ventures, Techstars",1,2,"41,228"
Seed Round - Neotiv,https://www.crunchbase.com/funding_round/neotiv-seed--240c6646,Neotiv,https://www.crunchbase.com/organization/neotiv,Seed,"Magdeburg, Sachsen-Anhalt, Germany, Europe",2022-11-09,10000000,EUR,10019367,Seed,,,,Yes,Neotiv develops digital solutions for the early detection and follow-up of memory problems.,"Biotechnology, Therapeutics",,https://www.neotiv.com/,$1M to $10M,10000000,EUR,10019367,Seed,3,"bmp Ventures, Capricorn Partners, High-Tech Gruenderfonds","bmp Ventures, Capricorn Partners, Convergence Partners AG, High-Tech Gruenderfonds, RSJ Investments SICAV a.s., Vega Ventures",1,6,"41,337"
Seed Round - ikas,https://www.crunchbase.com/funding_round/ikas-com-seed--06875a14,ikas,https://www.crunchbase.com/organization/ikas-com,Seed,"Aalen, Baden-Wurttemberg, Germany, Europe",2022-04-12,3500000,USD,3500000,Seed,,,,Yes,"Ikas is a next generation e-commerce platform for SME businesses that offers unlimited product uploads, webspace, and traffic services.","E-Commerce Platforms, Retail Technology, SaaS, Small and Medium Businesses",,https://ikas.com,$1M to $10M,28029767,USD,28029767,Early Stage Venture,5,Revo Capital,"500 Global, Beresford Ventures, Finberg, Ilker Sozdinler, OYAK, QNBEYOND Ventures, Re-Pie Asset Management, Revo Capital",1,8,"42,835"
Seed Round - 2trde,https://www.crunchbase.com/funding_round/2trde-seed--3b68f886,2trde,https://www.crunchbase.com/organization/2trde,Seed,"Munich, Bayern, Germany, Europe",2022-03-09,7000000,EUR,7751500,Seed,,,,Yes,2trde develops a software solution designed for B2B car trade and mobility providers.,"Automotive, Software",,https://www.2trde.com,$1M to $10M,7000000,EUR,7751500,Seed,2,"Adevinta Ventures, Aster","Adevinta Ventures, Aster, Maniv Mobility",3,3,"46,342"
Seed Round - ikas,https://www.crunchbase.com/funding_round/ikas-com-seed--506c8ab8,ikas,https://www.crunchbase.com/organization/ikas-com,Seed,"Aalen, Baden-Wurttemberg, Germany, Europe",2023-12-06,4029767,USD,4029767,Seed,,,,Yes,"Ikas is a next generation e-commerce platform for SME businesses that offers unlimited product uploads, webspace, and traffic services.","E-Commerce Platforms, Retail Technology, SaaS, Small and Medium Businesses",,https://ikas.com,$1M to $10M,28029767,USD,28029767,Early Stage Venture,5,,"500 Global, Arz Portfolio, Beresford Ventures, Finberg, QNBEYOND Ventures, Re-Pie Asset Management, Revo Capital",,7,"52,118"
Seed Round - Hum Systems,https://www.crunchbase.com/funding_round/hum-systems-seed--cc6461f6,Hum Systems,https://www.crunchbase.com/organization/hum-systems,Seed,"Berlin, Berlin, Germany, Europe",2022-05-17,2300000,EUR,2426270,Seed,,,,Yes,Hum Systems offer all-in-one products that are designed with IoT.,"Assistive Technology, Internet of Things, Smart Home",,https://hum-systems.com/,$1M to $10M,2300000,EUR,2426270,Seed,1,,"Brandenburg Kapital, Companisto, High Rise Ventures",1,3,"52,466"
Angel Round - AfreeGems,https://www.crunchbase.com/funding_round/afreegems-angel--8188118a,AfreeGems,https://www.crunchbase.com/organization/afreegems,Angel,"Essen, Nordrhein-Westfalen, Germany, Europe",2023-07-31,,,,Seed,,,,Yes,"AfreeGems makes Organic nuts of the highest quality, organic saffron, nut butter, coffee, vanilla beans, and cocoa beans.",Organic Food,,https://www.afreegems.com,Less than $1M,,,,Seed,1,Martin Suter,Martin Suter,,1,"54,899"
Seed Round - MotionMiners,https://www.crunchbase.com/funding_round/motionminers-seed--a72c6338,MotionMiners,https://www.crunchbase.com/organization/motionminers,Seed,"Dortmund, Nordrhein-Westfalen, Germany, Europe",2021-07-01,2000000,EUR,2369160,Seed,,,,Yes,MotionMiners is a technology for the analysis of manual work processes.,"Analytics, Internet of Things, Logistics, Service Industry, Software, Supply Chain Management",,https://www.motionminers.com,,7000000,EUR,7734710,Early Stage Venture,2,FTTF,"FTTF, Mark Henkel",2,2,"67,975"
Seed Round - Nuventura,https://www.crunchbase.com/funding_round/nuventura-seed--b9fc1faf,Nuventura,https://www.crunchbase.com/organization/nuventura,Seed,"Berlin, Berlin, Germany, Europe",2021-03-15,2500000,EUR,2981504,Seed,,,,Yes,"Nuventura developed GIS switchgear that replaces SF6 with air, while at the same time, building on all the advantages of SF6 switchgear.",Renewable Energy,,http://www.nuventura.com,$1M to $10M,30051617,EUR,32604790,Early Stage Venture,8,,"Apex energy solutions, Cycle Capital, DOEN Participaties, Future Energy Ventures, IBB Ventures",,5,"68,992"
Pre Seed Round - starcopter,https://www.crunchbase.com/funding_round/starcopter-pre-seed--c1eed713,starcopter,https://www.crunchbase.com/organization/starcopter,Pre-Seed,"Braunschweig, Niedersachsen, Germany, Europe",2023-05-02,,,,Seed,,,,Yes,"Starcopter provides a strong, battery-friendly flight technology that can endure the high-performance industry's tough demands.","Aerospace, Air Transportation, Drones, Manufacturing",,https://www.starcopter.com,Less than $1M,,,,Seed,1,The BraWo Capital Group,The BraWo Capital Group,,1,"73,487"
