Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Next Generation,https://www.crunchbase.com/funding_round/next-generation-seed--bb3c2eb9,Next Generation,https://www.crunchbase.com/organization/next-generation,Seed,"Dublin, Dublin, Ireland, Europe",2025-04-28,5000000,USD,5000000,Seed,,,,Yes,We connect great talent with amazing companies,"Digital Marketing, Recruiting, Staffing Agency, Supply Chain Management",,https://www.nextgeneration.ie/,$10M to $50M,5000000,USD,5000000,Seed,1,,,,,"2,424"
Seed Round - Output Sports,https://www.crunchbase.com/funding_round/output-sports-seed--4e54a173,Output Sports,https://www.crunchbase.com/organization/output-sports,Seed,"Dublin, Dublin, Ireland, Europe",2025-01-30,4800000,USD,4800000,Seed,,,,Yes,Output Sports operates as a sports tech start-up.,"Sports, Test and Measurement",,https://www.outputsports.com/,$1M to $10M,8829696,USD,8829696,Seed,3,,"APEX Capital, Atlantic Bridge, Dopamine Sports Ventures, Elkstone Capital Partners, Enterprise Ireland, Jim Kelliher, Uni.Fund",4,7,"7,464"
Pre Seed Round - The Freebird Club,https://www.crunchbase.com/funding_round/the-freebird-club-pre-seed--b81e0273,The Freebird Club,https://www.crunchbase.com/organization/the-freebird-club,Pre-Seed,"Dublin, Dublin, Ireland, Europe",2024-10-28,500000,EUR,540883,Seed,,,,Yes,The Freebird Club is a travel-based social network for older adults. ,"Leisure, Peer to Peer, Tourism, Travel",,http://www.freebirdclub.com/,Less than $1M,550000,EUR,599939,Seed,2,"Ageas Foundation., Enterprise Ireland","Ageas Foundation., Enterprise Ireland",2,2,"11,884"
Seed Round - Continuous Software,https://www.crunchbase.com/funding_round/continuous-software-seed--dfb87039,Continuous Software,https://www.crunchbase.com/organization/continuous-software,Seed,"Glasnevin, Dublin, Ireland, Europe",2024-11-19,1000000,EUR,1060700,Seed,,,,Yes,Continuous Software is the author of aangine the revolutionary strategic portfolio planning solution,"Artificial Intelligence (AI), Data Center, Developer Tools, DevOps, Information Technology, Software",,https://www.continuous.software,Less than $1M,1000000,EUR,1060700,Seed,1,Performance Technologies,Performance Technologies,,1,"17,347"
Seed Round - Orqa,https://www.crunchbase.com/funding_round/orqa-fpv-one-seed--439d8f87,Orqa,https://www.crunchbase.com/organization/orqa-fpv-one,Seed,"Dublin, Dublin, Ireland, Europe",2024-12-13,5800000,EUR,6093263,Seed,,,,Yes,Orqa is a technology company enablling FPV (First Person View) and Remote Reality (RR) for autonomous and remotely operated vehicles.,"Consumer Goods, Drones, Software",,https://orqafpv.com,$10M to $50M,7500000,EUR,8108336,Seed,3,Lightspeed Venture Partners,"Day One Capital, Decisive Point, Lightspeed Venture Partners, Radius Capital",1,4,"23,141"
Seed Round - Wellola,https://www.crunchbase.com/funding_round/wellola-seed--709c418b,Wellola,https://www.crunchbase.com/organization/wellola,Seed,"Dublin, Dublin, Ireland, Europe",2023-12-22,2200000,EUR,2425747,Seed,,,,Yes,"Wellola is a connects clinics & their own clients, anywhere, anytime.","Health Care, Information Technology, Payments, Software",,https://www.wellola.com/,$1M to $10M,3701757,USD,3701757,Seed,4,Elkstone Capital Partners,"Bay Advisory, Elkstone Capital Partners, Enterprise Ireland",2,3,"26,936"
Seed Round - mBryonics,https://www.crunchbase.com/funding_round/mbryonics-seed--eb0506a2,mBryonics,https://www.crunchbase.com/organization/mbryonics,Seed,"Galway, Galway, Ireland, Europe",2024-02-28,17500000,EUR,18967208,Seed,,,,Yes,mBryonics is building the internet in space with lasers.,"Electronics, Optical Communication, Product Design, Sensor, Software Engineering",,http://www.mbryonics.com,$1M to $10M,21100000,EUR,22981705,Seed,3,EIC Accelerator,EIC Accelerator,,1,"30,513"
Seed Round - Coroflo,https://www.crunchbase.com/funding_round/coroflo-seed--5223d2a3,Coroflo,https://www.crunchbase.com/organization/coroflo,Seed,"Dublin, Dublin, Ireland, Europe",2024-02-14,2800000,EUR,3004985,Seed,,,,Yes,"Coroflo is a medtech company that monitors breastfeeding to know how much baby is getting, real time data tracked on your phone.","Hardware, Internet of Things, Medical Device",,https://www.coroflo.com/,$1B to $10B,8550000,EUR,9522464,Seed,5,"Brian Caulfield, Shemas Eivers","Brian Caulfield, Shemas Eivers",,2,"31,454"
Seed Round - Coras,https://www.crunchbase.com/funding_round/coras-seed--f262e390,Coras,https://www.crunchbase.com/organization/coras,Seed,"Dublin, Dublin, Ireland, Europe",2024-08-12,1345000,EUR,1470915,Seed,,,,Yes,The world's tickets through one API.,"E-Commerce, Events, Ticketing, Travel, Web3",,https://www.coras.io,$1M to $10M,6179637,USD,6179637,Seed,4,,,,,"36,979"
Pre Seed Round - NocoMed,https://www.crunchbase.com/funding_round/nocomed-pre-seed--8c47bf83,NocoMed,https://www.crunchbase.com/organization/nocomed,Pre-Seed,"Dublin, Dublin, Ireland, Europe",2024-01-24,100000,EUR,108813,Seed,,,,Yes,Nocomed provides sustainability software for life sciences.,"EdTech, Health Care, Health Diagnostics, Software, Supply Chain Management",,https://www.nocomed.com,Less than $1M,100000,EUR,108813,Seed,1,Founders Accelerator,Founders Accelerator,1,1,"39,158"
