Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Capalo AI,https://www.crunchbase.com/funding_round/capalo-ai-seed--f7e7cfa2,Capalo AI,https://www.crunchbase.com/organization/capalo-ai,Seed,"Kuopio, Eastern Finland, Finland, Europe",2025-03-19,3800000,EUR,4158122,Seed,,,,Yes,Capalo AI offers a state-of-the-art Artificial Intelligence platform for the energy industry.,Artificial Intelligence (AI),,https://www.capaloai.com,,4300000,EUR,4689301,Seed,2,"PROfounders Capital, VentureFriends","Innovestor, Inventure, PROfounders Capital, VentureFriends",2,4,"2,121"
Seed Round - Mjuk,https://www.crunchbase.com/funding_round/mjuk-seed--36cedf28,Mjuk,https://www.crunchbase.com/organization/mjuk,Seed,"Vantaa, Southern Finland, Finland, Europe",2025-04-24,,,,Seed,,,,Yes,"Marketplace for pre-owned, unique design furniture",Marketplace,,https://www.mjuk.fi/,$1M to $10M,8507962,USD,8507962,Seed,5,Gorilla Capital,Gorilla Capital,1,1,"2,136"
Pre Seed Round - Bought,https://www.crunchbase.com/funding_round/bought-pre-seed--927ef410,Bought,https://www.crunchbase.com/organization/bought,Pre-Seed,"Helsinki, Southern Finland, Finland, Europe",2025-03-26,1500000,USD,1500000,Seed,,,,Yes,Automated secondhand marketplace mobile application.,"Fashion, Marketplace, Secondhand Goods, Shopping",,https://bought.app,,1500000,USD,1500000,Seed,1,Lifeline Ventures,"Anniina Sulku, Annika Sjoberg, Lifeline Ventures, Marianne Vikkula, Mikko Silventola, Sami Marttinen, Wave Ventures",,7,"2,874"
Seed Round - IXI,https://www.crunchbase.com/funding_round/pixieray-seed--c2b09701,IXI,https://www.crunchbase.com/organization/pixieray,Seed,"Espoo, Southern Finland, Finland, Europe",2021-06-10,4400000,USD,4400000,Seed,,,,Yes,"IXI is redefining vision correction with the world’s first adaptive eyewear, providing seamless clarity wherever you look.",Eyewear,,https://ixieyewear.com/,,40900000,USD,40900000,Early Stage Venture,6,"First Fellow Partners, Maki.vc","Amazon Alexa Fund, Bragiel Brothers, David Helgason, First Fellow Partners, Firstminute Capital, Ilkka Paananen, Illusian Founder Office, John Lindfors, Maki.vc",3,9,"5,622"
Pre Seed Round - Zero,https://www.crunchbase.com/funding_round/zero-0e16-pre-seed--fa302cd3,Zero,https://www.crunchbase.com/organization/zero-0e16,Pre-Seed,"Helsinki, Southern Finland, Finland, Europe",2024-12-02,2700000,USD,2700000,Seed,,,,Yes,Zero is an AI-powered CRM and sales automation stack for growth companies.,"Information Technology, Software",,https://www.zero.inc,,2700000,USD,2700000,Seed,1,The Twenty Minute VC,"20Growth, 20Product, Discovery Ventures, Foreword Ventures, Greens Ventures, Illusian Founder Office, Irena Goldenberg, James Hawkins, Jeremy Yap, Julien Codorniou, The Twenty Minute VC, Tiny VC, Ventures Together",10,13,"5,765"
Seed Round - Benerg,https://www.crunchbase.com/funding_round/benerg-seed--510cf507,Benerg,https://www.crunchbase.com/organization/benerg,Seed,"Helsinki, Southern Finland, Finland, Europe",2024-12-19,,,,Seed,,,,Yes,Benerg is an IoT technology company that develops biogas machines to convert food and bio waste into energy.,"Energy Efficiency, Internet of Things, Renewable Energy, Sustainability",,https://benerg.io/,,,,,Seed,1,SOSV,"HAX, SOSV",1,2,"6,523"
Pre Seed Round - Bahn Express,https://www.crunchbase.com/funding_round/bahn-express-pre-seed--28c04fcd,Bahn Express,https://www.crunchbase.com/organization/bahn-express,Pre-Seed,"Helsinki, Southern Finland, Finland, Europe",2025-02-28,920000,EUR,955787,Seed,,,,Yes,Bahn Express is a global car transportation company.,"Logistics, Supply Chain Management, Transportation",,https://www.bahnexpress.fi,,920000,EUR,955787,Seed,1,"Innovestor, Trind Ventures","Ekaterina Gianelli, Innovestor, Jiri Heinonen, Tony Honkanen, Trind Ventures, Wave Ventures",2,6,"7,098"
Seed Round - Gevulot,https://www.crunchbase.com/funding_round/gevulot-seed--44db61a6,Gevulot,https://www.crunchbase.com/organization/gevulot,Seed,"Helsinki, Southern Finland, Finland, Europe",2024-12-05,,,,Seed,,,,Yes,Gevulot is a blockchain technology solutions provider that focuses on zero-knowledge proofs.,"Blockchain, Cryptocurrency, Internet",,https://www.gevulot.com,,6000000,USD,6000000,Seed,2,,"Alchemy, AltLayer, Bankless Ventures, Chorus One, Gelato, Quantstamp, StarkWare Industries, Tribe, zeroDAO",,9,"7,129"
Seed Round - Skyfora,https://www.crunchbase.com/funding_round/skyfora-seed--6fd4a251,Skyfora,https://www.crunchbase.com/organization/skyfora,Seed,"Helsinki, Southern Finland, Finland, Europe",2025-03-03,4000000,EUR,4165447,Seed,,,,Yes,"Skyfora provides improved AI Weather Forecasts, unique instruments and weather data collecting methods.","Air Transportation, Artificial Intelligence (AI), Information Technology, Insurance, Logistics, Machine Learning, Marine Transportation, Renewable Energy, Solar, Wind Energy",,https://www.skyfora.com/,,6690000,EUR,7030729,Seed,5,"LUMO labs, Ugly Duckling Ventures","European Innovation Council, LUMO labs, Ugly Duckling Ventures, Voima Ventures",3,4,"8,091"
Seed Round - Taito.ai,https://www.crunchbase.com/funding_round/taito-ai-seed--f3f6d2c6,Taito.ai,https://www.crunchbase.com/organization/taito-ai,Seed,"Helsinki, Southern Finland, Finland, Europe",2024-11-20,2500000,EUR,2636449,Seed,,,,Yes,Taito.ai is an AI platform that provides tools for developing and deploying intelligent applications.,"Artificial Intelligence (AI), Intelligent Systems, Software",,https://www.taito.ai,,2500000,EUR,2636449,Seed,1,Accel,"Accel, Eléonore Crespo, Ilkka Paananen, Illusian Founder Office, Miki Kuusi, Robert Gentz",1,6,"8,483"
