Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - VESTIGAS,https://www.crunchbase.com/funding_round/vestigas-seed--2094858c,VESTIGAS,https://www.crunchbase.com/organization/vestigas,Seed,"Eggenfelden, Bayern, Germany, Europe",2025-04-09,8000000,EUR,8761382,Seed,,,,Yes,VESTIGAS is the new standard for Purchase-to-Pay Interactions in Construction.,"Construction, Logistics, Software",,https://www.vestigas.com,Less than $1M,8000000,EUR,8761382,Seed,1,,"b2venture, Christian Hülsewig, Project A Ventures, Realyze Ventures",1,4,797
Seed Round - Unosecur,https://www.crunchbase.com/funding_round/unosecur-seed--f0bf526c,Unosecur,https://www.crunchbase.com/organization/unosecur,Seed,"Berlin, Berlin, Germany, Europe",2025-04-09,5000000,USD,5000000,Seed,,,,Yes,Cloud Identity Threat Detection and Response Platform,"B2B, Cloud Security, Enterprise Software, Software",,https://unosecur.com/,,5000000,USD,5000000,Seed,2,"DFF Ventures, VentureFriends","DFF Ventures, HEARTFELT, Leo Capital, VentureFriends",2,4,925
Seed Round - ai|coustics,https://www.crunchbase.com/funding_round/ai-coustics-seed--d429f494,ai|coustics,https://www.crunchbase.com/organization/ai-coustics,Seed,"Berlin, Berlin, Germany, Europe",2025-03-25,5000000,EUR,5396450,Seed,,,,Yes,ai|coustics is pioneering innovative audio algorithms based on AI and Deep Learning models.,"Artificial Intelligence (AI), Audio, Broadcasting",,https://ai-coustics.com,,6895000,EUR,7440077,Seed,3,Partech,"Acurio Ventures, arc investors, Connect Ventures, FOV Ventures, Gert Lanckriet, Hazel Savage, Intuition, Mehdi Ghissassi, Partech, Thomas Wolf",1,10,992
Seed Round - Flagright,https://www.crunchbase.com/funding_round/flagright-seed--761f5b20,Flagright,https://www.crunchbase.com/organization/flagright,Seed,"Berlin, Berlin, Germany, Europe",2025-03-27,3300000,GBP,4273930,Seed,,,,Yes,Flagright delivers real-time fraud detection and anti-money laundering solutions through its API-first platform.,"Compliance, Financial Services, FinTech, Fraud Detection, Information Technology",,https://flagright.com,$1M to $10M,7073930,USD,7073930,Seed,2,Frontline Ventures,"Ahmed Badr, André Silva, Frontline Ventures, Moonfire Ventures, Phillip Chambers, Pioneer Fund, Rubin Ritter, Saqib Mirza, Teng Sherng Lim, Y Combinator",2,10,"1,186"
Seed Round - amberSearch,https://www.crunchbase.com/funding_round/amberoad-seed--b9ed1fea,amberSearch,https://www.crunchbase.com/organization/amberoad,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",2025-03-24,2100000,EUR,2264808,Seed,,,,Yes,amberSearch is the leading generative AI Search for small and medium sized businesses in Europe,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Information Technology, Intelligent Systems, Knowledge Management, Machine Learning, Natural Language Processing, Search Engine, Software",,https://ambersearch.de,,2100000,EUR,2264808,Seed,3,Ventech,Ventech,1,1,"1,325"
Seed Round - HCP Sense,https://www.crunchbase.com/funding_round/hcp-sense-seed--685ea055,HCP Sense,https://www.crunchbase.com/organization/hcp-sense,Seed,"Darmstadt, Hessen, Germany, Europe",2025-04-07,,,,Seed,,,,Yes,HCP Sense offers a measurement technology for monitoring forces and lubricant conditions in rolling bearings.,"Machinery Manufacturing, Sensor, Test and Measurement",,https://www.hcp-sense.com/,$1M to $10M,,,,Seed,2,BM H Beteiligungs-Managementgesellschaft Hessen,BM H Beteiligungs-Managementgesellschaft Hessen,1,1,"1,678"
Seed Round - FaradaIC Sensors,https://www.crunchbase.com/funding_round/faradaic-sensors-seed--87539fce,FaradaIC Sensors,https://www.crunchbase.com/organization/faradaic-sensors,Seed,"Greifenberg, Bayern, Germany, Europe",2025-04-07,4500000,EUR,4941780,Seed,,,,Yes,FaradaIC Sensors is to commoditize gas sensors and provide flexible gas sensing at a cheap cost for the expanding market.,"Manufacturing, Semiconductor",,https://www.faradaic.io/,$1M to $10M,6955250,EUR,7375390,Seed,4,Join Capital,"Atlantis Ventures, Elev8.VC, European Innovation Council, Forma Prime, Frontures, Join Capital, Tiburon",1,7,"1,786"
Seed Round - specter automation,https://www.crunchbase.com/funding_round/specter-automation-seed--59bca57b,specter automation,https://www.crunchbase.com/organization/specter-automation,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2025-03-26,5000000,EUR,5399679,Seed,,,,Yes,"B2B SaaS company for AI powered automation of construction site management and tracking, effectively cutting construction delays in half.","Artificial Intelligence (AI), Construction, Enterprise Software, SaaS, Software",,http://www.specter-automation.com/,,7700000,EUR,8332062,Seed,3,,"Almaz Capital, LBBW VC, PAWAO Capital, Shilling, TechVision Fund, xdeck",3,6,"2,009"
Pre Seed Round - Prematch,https://www.crunchbase.com/funding_round/prematch-pre-seed--b44eb3a0,Prematch,https://www.crunchbase.com/organization/prematch,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",2025-04-09,,,,Seed,,,,Yes,Prematch is building the #1 platform for grassroots football.,"Mobile, Natural Language Processing, Soccer",,https://www.prematchapp.de/?r=0,$1M to $10M,4100000,EUR,4420345,Seed,5,Toni Kroos,Toni Kroos,,1,"2,409"
Seed Round - handly,https://www.crunchbase.com/funding_round/handly-seed--d9f8a12b,handly,https://www.crunchbase.com/organization/handly,Seed,"Berlin, Berlin, Germany, Europe",2025-02-18,3750000,EUR,3924959,Seed,,,,Yes,"Business-in-a-box for home services: With handly, you can launch, manage, automate and grow your home service business","Home Renovation, Home Services, Professional Services, Service Industry, Smart Home",,https://www.handly.app,$1M to $10M,5250000,EUR,5421717,Seed,3,"Stride.VC, The Twenty Minute VC","Angel Invest, Base10 Partners, Ershad Jamil, Foreword Ventures, JC Glancy, Madeline Lawrence, Material Ventures, N&V Capital, Stride.VC, The Delta, The Twenty Minute VC",10,11,"2,931"
