Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Foliume,https://www.crunchbase.com/funding_round/foliume-seed--7a2085ca,Foliume,https://www.crunchbase.com/organization/foliume,Seed,"Madrid, Madrid, Spain, Europe",2025-04-02,1000000,USD,1000000,Seed,,,,Yes,Empowering insurance distribution in Ibero-America with a modern customer care tool.,"Artificial Intelligence (AI), Customer Service, Insurance, InsurTech",,https://www.foliume.com/,Less than $1M,1292097,USD,1292097,Seed,2,Pitchdrive,"Pitchdrive, Íope Ventures",1,2,"1,040"
Seed Round - Lantadu Solar,https://www.crunchbase.com/funding_round/lantadu-solar-seed--711303b4,Lantadu Solar,https://www.crunchbase.com/organization/lantadu-solar,Seed,"Bilbao, Pais Vasco, Spain, Europe",2025-04-28,1000000,EUR,1141844,Seed,,,,Yes,At Landatu Solar we solve solar energy problems by simplifying and speeding up the energy transition.,"B2B, Renewable Energy",,https://landatusolar.com/,,1000000,EUR,1141844,Seed,2,Suma Capital,"Faraday Venture Partners, Suma Capital",2,2,"1,106"
Seed Round - Zazume,https://www.crunchbase.com/funding_round/zazume-seed--4628e08d,Zazume,https://www.crunchbase.com/organization/zazume,Seed,"Barcelona, Catalonia, Spain, Europe",2025-04-28,2300000,EUR,2626242,Seed,,,,Yes,"Zazume is an end-to-end rental management software simplifying the entire letting process for real estate companies, landlords.","Information Services, Real Estate, Residential, Software",,https://www.zazume.com/,$1M to $10M,4800000,EUR,5456217,Seed,3,"Nordstar, Sabadell Venture Capital","Nordstar, Sabadell Venture Capital",1,2,"1,217"
Seed Round - Acoru,https://www.crunchbase.com/funding_round/acoru-seed--bfc41215,Acoru,https://www.crunchbase.com/organization/acoru,Seed,"Madrid, Madrid, Spain, Europe",2023-01-01,4000000,EUR,4282215,Seed,,,,Yes,Acoru is a cybersecurity company that develops an AI-driven platform that focuses on proactive fraud and scam prevention.,"Cyber Security, Fraud Detection, Generative AI, Identity Management",,https://www.acoru.com,,4000000,EUR,4282215,Seed,1,,"Adara Ventures, Athos Capital",1,2,"1,405"
Seed Round - The Channel Store,https://www.crunchbase.com/funding_round/the-channel-store-seed--2b4a4dc0,The Channel Store,https://www.crunchbase.com/organization/the-channel-store,Seed,"Barcelona, Catalonia, Spain, Europe",2025-04-24,2000000,EUR,2274549,Seed,,,,Yes,"The Channel Store is a company specializing in the creation, distribution, and monetization of various types of channels.","Information Technology, Media and Entertainment",,https://www.thechannelstore.tv/home,,2000000,EUR,2274549,Seed,1,Inveready,Inveready,,1,"1,528"
Pre Seed Round - Lessthan3,https://www.crunchbase.com/funding_round/lessthan3-c0d7-pre-seed--2b42cfa5,Lessthan3,https://www.crunchbase.com/organization/lessthan3-c0d7,Pre-Seed,"Oviedo, Asturias, Spain, Europe",2025-04-27,455000,EUR,516180,Seed,,,,Yes,Revolutionizing Infrastructure with AI-driven Predictive Observability and DevOps,"Artificial Intelligence (AI), Cloud Infrastructure, Cyber Security, DevOps, IT Infrastructure, SaaS",,https://lt3.io,,908000,EUR,1004782,Seed,3,T4i Team,"ENISA, T4i Team",,2,"1,906"
Seed Round - Opportunity Health,https://www.crunchbase.com/funding_round/opportunity-health-seed--f178b3ea,Opportunity Health,https://www.crunchbase.com/organization/opportunity-health,Seed,"Sangüesa, Navarra, Spain, Europe",2025-04-08,100000,EUR,109625,Seed,,,,Yes,Opportunity Health is an innovative Navarrese company,Health Care,,https://opportunityhealth.life/,,100000,EUR,109625,Seed,1,"EASO Ventures, SODENA","EASO Ventures, SODENA",2,2,"2,317"
Angel Round - Localboss,https://www.crunchbase.com/funding_round/localboss-angel--e0059d8e,Localboss,https://www.crunchbase.com/organization/localboss,Angel,"Montroig, Catalonia, Spain, Europe",2024-12-13,200000,EUR,210113,Seed,1150000,EUR,1208147,Yes,"A mobile App that allows business owners to take control of their reputation by tracking, growing and managing their Google Reviews","Local Business, SaaS, Software",,https://localboss.app,,270000,EUR,284239,Seed,2,,ENISA,,1,"3,162"
Seed Round - Flings,https://www.crunchbase.com/funding_round/flings-seed--949ffc57,Flings,https://www.crunchbase.com/organization/flings,Seed,"Montreal, Catalonia, Spain, Europe",2025-05-06,2300000,USD,2300000,Seed,,,,Yes,Flings makes classic snacks and pastries without the use of artificial sweeteners or seed oils.,Food and Beverage,,https://eatflings.com,,2300000,USD,2300000,Seed,1,,,,,"3,922"
Seed Round - Swipoo,https://www.crunchbase.com/funding_round/swipoo-seed--64055048,Swipoo,https://www.crunchbase.com/organization/swipoo,Seed,"Barcelona, Catalonia, Spain, Europe",2024-12-30,450000,EUR,469417,Seed,,,,Yes,Swipoo develops an online platform for automated vehicle DGT process to eliminate paper works.,"Automotive, Information Technology, Legal Tech",,https://swipoo.com,,615000,EUR,651717,Seed,2,Dozen Investments,"Dozen Investments, ENISA",,2,"4,002"
Pre Seed Round - InsectBiotech,https://www.crunchbase.com/funding_round/insectbiotech-pre-seed--75bf6dd5,InsectBiotech,https://www.crunchbase.com/organization/insectbiotech,Pre-Seed,"Jaén, Andalucia, Spain, Europe",2023-10-23,600000,EUR,640239,Seed,,,,Yes,"animal feed, black soldier fly farming","AgTech, Animal Feed, Sustainability",,https://insectbiotech.eu/,,2100000,EUR,2335633,Seed,2,,,,,"4,448"
Pre Seed Round - Ovianta,https://www.crunchbase.com/funding_round/ovianta-pre-seed--c8b615ea,Ovianta,https://www.crunchbase.com/organization/ovianta,Pre-Seed,"Barcelona, Catalonia, Spain, Europe",2025-03-13,540000,EUR,586164,Seed,,,,Yes,Ovianta is a developer of an artificial intelligence-based software designed to improve efficiency in medical practices,"Artificial Intelligence (AI), Medical, Software",,https://ovianta.com/,,540000,EUR,586164,Seed,1,,"Encomenda Capital Partners, First Drop, Itnig",,3,"5,306"
Seed Round - Games for a living,https://www.crunchbase.com/funding_round/games-for-a-living-seed--b6f42921,Games for a living,https://www.crunchbase.com/organization/games-for-a-living,Seed,"Barcelona, Catalonia, Spain, Europe",2024-04-29,3200000,USD,3200000,Seed,,,,Yes,Games for a Living is a blockchain video game developer.,"Blockchain, Video Games",,https://www.gamesforaliving.com/,,8862636,USD,8862636,Seed,3,"Mitch Lasky, Supercell","Bonduc Bioscience SL, Bonsai Partners, David Fernández, Heinrich Zetlmayer, Mitch Lasky, Nekko Capital, Supercell",,7,"5,530"
Seed Round - Dealcar,https://www.crunchbase.com/funding_round/dealcar-seed--ff339c10,Dealcar,https://www.crunchbase.com/organization/dealcar,Seed,"Barcelona, Catalonia, Spain, Europe",2025-02-24,3000000,EUR,3155815,Seed,,,,Yes,The Automotive Vertical SaaS That Enables a Fully Digital Used Car Transaction,"Automotive, FinTech, InsurTech, SaaS",,https://www.dealcar.io/,,3795815,USD,3795815,Seed,2,4Founders Capital,"4Founders Capital, Alexandre Guinefolleau, Bynd Venture Capital, Carles Marcos i Guàrdia, Demium Capital, Itnig, Toubkal Partners",8,7,"6,036"
Pre Seed Round - Kloutit,https://www.crunchbase.com/funding_round/kloutit-pre-seed--efde51e2,Kloutit,https://www.crunchbase.com/organization/kloutit,Pre-Seed,"Terrassa, Catalonia, Spain, Europe",2024-12-19,540000,EUR,559686,Seed,,,,Yes,Kloutit specializes in chargeback management automated AI solutions.,"Artificial Intelligence (AI), Software",,https://kloutit.com/,,540000,EUR,559686,Seed,1,"BStartup, Lanai Partners","Axel Serena, BStartup, Daniel Romy Marti, Francesc Lopez, Lanai Partners, Luis Osorio, Manuel Roca, Raúl Morón Sillero, Ricardo Fernandez, Ricardo Fernández Flores",1,10,"6,256"
Seed Round - Tu Trámite Fácil,https://www.crunchbase.com/funding_round/tu-trámite-fácil-seed--322ac849,Tu Trámite Fácil,https://www.crunchbase.com/organization/tu-trámite-fácil,Seed,"Alicante, Comunidad Valenciana, Spain, Europe",2025-02-20,154000,EUR,160651,Seed,,,,Yes,"Tu Trámite Fácil is a Spanish startup designed to simplify access to public grants, subsidies, financial aid.","Consulting, Financial Services, FinTech",,https://tutramitefacil.es/,,220000,EUR,228648,Seed,2,Successful Fund I,"Alejandro Linde, Carlos Ibáñez, Javier Sancho, Juanjo Mostazo, Luis Miguel Sánchez, Luis Penalva, Mario Brassesco Bárbara Moral, Pablo Carrallo, Pedro Robles, Successful Fund I, Tomaso Cremonesi",,11,"6,577"
Pre Seed Round - MANSA,https://www.crunchbase.com/funding_round/mansa-48aa-pre-seed--a38bf95d,MANSA,https://www.crunchbase.com/organization/mansa-48aa,Pre-Seed,"Tórtola, Castilla-La Mancha, Spain, Europe",2025-02-20,3000000,USD,3000000,Seed,,,,Yes,MANSA builds the infrastructure that powers the next evolution of global payments.,"Financial Services, FinTech, Payments",,https://www.mansafinance.co/,,10000000,USD,10000000,Seed,2,"Polymorphic Capital, Tether.io","Faculty Group, Octerra Capital, Polymorphic Capital, Tether.io, TRIVE",5,5,"6,607"
Pre Seed Round - Ealyx,https://www.crunchbase.com/funding_round/ealyx-pre-seed--5d595d72,Ealyx,https://www.crunchbase.com/organization/ealyx,Pre-Seed,"Barcelona, Catalonia, Spain, Europe",2024-03-15,1060000,EUR,1154370,Seed,,,,Yes,Ealyx is a B2B SaaS for e-commerce that enables consumers to pay for new purchases with used items.,"E-Commerce, FinTech, Information Technology, Internet, SaaS, Sustainability",,https://ealyx.com,Less than $1M,1060000,EUR,1154370,Seed,1,,"Albert Malagarriga, Amit Gilon, Archipelago Next, Coben Ventures, David Sanmartin Garcia, Demium, Fernando Cabello-Astolfi, First Drop, Iván Parraga, Lanai Partners, Ona Capital Privat SCR SA, Plug and Play, Tres Coronas Capital",,13,"6,877"
Seed Round - Accountable,https://www.crunchbase.com/funding_round/accountable-7775-seed--fed7f6b9,Accountable,https://www.crunchbase.com/organization/accountable-7775,Seed,"Tórtola, Castilla-La Mancha, Spain, Europe",2024-12-30,2300000,USD,2300000,Seed,,,,Yes,Accountable is developing a data platform focused on privacy that allows for real-time verification of borrowers' assets.,Financial Services,,https://www.accountable.capital,,2300000,USD,2300000,Seed,1,"MitonC, Zee Prime Capital","Aquanow, CMCC Global, dcbuilder .eth, Maven 11 Capital, MitonC, Moonhill Capital, Summer Ventures, Zee Prime Capital",1,8,"6,900"
Seed Round - Genesy AI,https://www.crunchbase.com/funding_round/genesy-ai-seed--75d7b7be,Genesy AI,https://www.crunchbase.com/organization/genesy-ai,Seed,"Barcelona, Catalonia, Spain, Europe",2025-01-14,5000000,EUR,5153800,Seed,,,,Yes,AI-powered B2B Lead Generation Software,"Artificial Intelligence (AI), SaaS, Sales Automation, Sales Enablement",,https://www.genesy.ai,,5450000,EUR,5643147,Seed,2,Samaipata,"Itnig, K Fund, Samaipata",1,3,"7,654"
