Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Pre Seed Round - YU,https://www.crunchbase.com/funding_round/yu-2070-pre-seed--3f30a58f,YU,https://www.crunchbase.com/organization/yu-2070,Pre-Seed,"Berlin, Berlin, Germany, Europe",2018-09-03,,,,Seed,,,,Yes,YU is Europe's first online healthcare brand solving problems around female wellbeing shame-free.,"Health Care, Pharmaceutical",,https://www.justyu.de,,,,,Seed,1,FoodLabs,FoodLabs,,1,"321,062"
Pre Seed Round - WeProfit,https://www.crunchbase.com/funding_round/weprofit-pre-seed--838653df,WeProfit,https://www.crunchbase.com/organization/weprofit,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",2021-05-28,272000,EUR,331636,Seed,2288000,EUR,2789645,Yes,WeProfit is the first B2B Software Development Marketplace,"B2B, Collaborative Consumption, Marketplace, Outsourcing, Procurement, Social Entrepreneurship, Social Impact, Software, Sustainability, Task Management",,https://weprofit.global/,,272000,EUR,331636,Seed,1,,"Ara Abrahamyan, Armen Kocharyan, Clemens Bollinger, Jörg-Matthias Butzlaff, Vahe Andonians",,5,"148,018"
Seed Round - weMake GbR,https://www.crunchbase.com/funding_round/wemake-gbr-seed--1634e568,weMake GbR,https://www.crunchbase.com/organization/wemake-gbr,Seed,"Hanover, Niedersachsen, Germany, Europe",2019-01-01,,,,Seed,,,,Yes,weMake GbR is the first mobile share economy sharing platform.,E-Commerce Platforms,,https://wemake.eu/,,,,,Seed,1,,VentureVilla Accelerator,,1,"501,542"
Seed Round - Wellster Healthtech Group,https://www.crunchbase.com/funding_round/spring-3229-seed--01e6d05a,Wellster Healthtech Group,https://www.crunchbase.com/organization/spring-3229,Seed,"Munich, Bayern, Germany, Europe",2020-03-31,,,,Seed,,,,Yes,Wellster is the go-to solution for everyday consumer health. It builds digital clinics along the lifecycle of next gen. health consumers.,Health Care,,https://www.wellsterhealth.com,$10M to $50M,61691831,USD,61691831,Early Stage Venture,5,HV Capital,"Flixfounders, HGDF, HV Capital",3,3,"125,434"
Venture Round - Wellster Healthtech Group,https://www.crunchbase.com/funding_round/spring-3229-series-unknown--fe5281a7,Wellster Healthtech Group,https://www.crunchbase.com/organization/spring-3229,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2021-06-21,35000000,EUR,41691831,,,,,Yes,Wellster is the go-to solution for everyday consumer health. It builds digital clinics along the lifecycle of next gen. health consumers.,Health Care,,https://www.wellsterhealth.com,$10M to $50M,61691831,USD,61691831,Early Stage Venture,5,Dermapharm,"Dermapharm, HV Capital, SevenVentures",2,3,"417,691"
Series B - Wellster Healthtech Group,https://www.crunchbase.com/funding_round/spring-3229-series-b--c0813d4d,Wellster Healthtech Group,https://www.crunchbase.com/organization/spring-3229,Series B,"Munich, Bayern, Germany, Europe",2022-01-18,20000000,USD,20000000,Early Stage Venture,40000000,USD,40000000,Yes,Wellster is the go-to solution for everyday consumer health. It builds digital clinics along the lifecycle of next gen. health consumers.,Health Care,,https://www.wellsterhealth.com,$10M to $50M,61691831,USD,61691831,Early Stage Venture,5,,"Claret Capital Partners, Mangrove Capital Partners",,2,"525,747"
Pre Seed Round - Wellster Healthtech Group,https://www.crunchbase.com/funding_round/spring-3229-pre-seed--4274cb43,Wellster Healthtech Group,https://www.crunchbase.com/organization/spring-3229,Pre-Seed,"Munich, Bayern, Germany, Europe",2019-01-17,,,,Seed,,,,Yes,Wellster is the go-to solution for everyday consumer health. It builds digital clinics along the lifecycle of next gen. health consumers.,Health Care,,https://www.wellsterhealth.com,$10M to $50M,61691831,USD,61691831,Early Stage Venture,5,,"Constantin Bisanz, HV Capital, Jean-Remy von Matt, MPGI",3,4,"567,862"
Venture Round - Wellster Healthtech Group,https://www.crunchbase.com/funding_round/spring-3229-series-unknown--c3412263,Wellster Healthtech Group,https://www.crunchbase.com/organization/spring-3229,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2021-03-23,,,,,,,,Yes,Wellster is the go-to solution for everyday consumer health. It builds digital clinics along the lifecycle of next gen. health consumers.,Health Care,,https://www.wellsterhealth.com,$10M to $50M,61691831,USD,61691831,Early Stage Venture,5,,"Flixfounders, German Media Pool, SevenVentures",,3,"713,008"
Pre Seed Round - VISARIGHT,https://www.crunchbase.com/funding_round/visaright-pre-seed--05a4686a,VISARIGHT,https://www.crunchbase.com/organization/visaright,Pre-Seed,"Magdeburg, Sachsen-Anhalt, Germany, Europe",2018-10-30,96250,EUR,109210,Seed,,,,Yes,Legal expertise meets technology - simplifying international mobility.,"Enterprise Software, Human Resources, Information Technology, Software",,https://visaright.eu,$1M to $10M,1096250,EUR,1192260,Seed,2,,,,,"256,419"
Seed Round - VISARIGHT,https://www.crunchbase.com/funding_round/visaright-seed--f1a97a43,VISARIGHT,https://www.crunchbase.com/organization/visaright,Seed,"Magdeburg, Sachsen-Anhalt, Germany, Europe",2020-02-14,1000000,EUR,1083050,Seed,,,,Yes,Legal expertise meets technology - simplifying international mobility.,"Enterprise Software, Human Resources, Information Technology, Software",,https://visaright.eu,$1M to $10M,1096250,EUR,1192260,Seed,2,bmp Ventures,bmp Ventures,,1,"301,828"
Pre Seed Round - Vemgoo,https://www.crunchbase.com/funding_round/vemgoo-pre-seed--00f7fea5,Vemgoo,https://www.crunchbase.com/organization/vemgoo,Pre-Seed,"Berlin, Berlin, Germany, Europe",2018-12-21,,,,Seed,,,,Yes,Vemgoo is a community-driven marketplace for Sport & Adventure Travel.,"Adventure Travel, E-Commerce, Marketplace, Outdoors, Travel, Travel Agency",,https://www.vemgoo.com,Less than $1M,,,,Seed,1,,,,,"471,496"
