Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Emmi AI,https://www.crunchbase.com/funding_round/emmi-ai-seed--15a78d32,Emmi AI,https://www.crunchbase.com/organization/emmi-ai,Seed,"Linz, Oberosterreich, Austria, Europe",2025-04-25,15000000,EUR,17107664,Seed,,,,Yes,Emmi AI thinks that the nexus of physics and artificial intelligence represents the next frontier in industrial engineering.,"Artificial Intelligence (AI), Simulation",,https://www.emmi.ai,,15000000,EUR,17107664,Seed,1,"3VC, PUSH VC, Serena, Speedinvest","3VC, PUSH VC, Serena, Speedinvest",4,4,50
Seed Round - Heizma,https://www.crunchbase.com/funding_round/heizma-seed--b3206270,Heizma,https://www.crunchbase.com/organization/heizma,Seed,"Vienna, Wien, Austria, Europe",2025-04-29,2500000,EUR,2848548,Seed,,,,Yes,Heizma also offers an intelligent energy management system.,"Consumer Goods, Home Appliances, Manufacturing",,https://heizma.at,,2500000,EUR,2848548,Seed,1,,"Angel Invest, Bernhard Niesner, Chris Zemina, Daniel W Dippold, Felix Porsche, Fiona Macintyre, Flyer One Ventures, Future Fund, Hanno Lippitsch, Henrik Piroth, Ignaz Forstmeier, Laura Warnier, Sebastian Becker",2,13,422
Pre Seed Round - SALZSTROM,https://www.crunchbase.com/funding_round/salzstrom-pre-seed--2f54f92d,SALZSTROM,https://www.crunchbase.com/organization/salzstrom,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-04-17,1000000,USD,1000000,Seed,,,,Yes,SALZSTROM is a sustainable technology company that focuses on sodium-ion batteries as a viable alternative to lithium-ion energy storage.,"CleanTech, Energy Storage",,https://www.salzstrom.com/en,,1000000,USD,1000000,Seed,1,Erste Bank,Erste Bank,,1,"1,426"
Seed Round - aTension.life,https://www.crunchbase.com/funding_round/atension-life-seed--17b08ffd,aTension.life,https://www.crunchbase.com/organization/atension-life,Seed,"Osterreicher, Steiermark, Austria, Europe",2025-04-10,3000000,USD,3000000,Seed,,,,Yes,aTension.life is a company focused on advancing the diagnosis and treatment of hypertension through precision medicine.,"Biotechnology, Health Care, Health Diagnostics, Medical, Pharmaceutical",,https://www.atension.life/#,,3000000,USD,3000000,Seed,1,"eQventure, VP Venture Partners, Wlanholding GmbH","eQventure, VP Venture Partners, Wlanholding GmbH",1,3,"1,437"
Seed Round - Cycuria Therapeutics,https://www.crunchbase.com/funding_round/cycuria-therapeutics-seed--52b2c05d,Cycuria Therapeutics,https://www.crunchbase.com/organization/cycuria-therapeutics,Seed,"Graz, Steiermark, Austria, Europe",2024-01-01,,,,Seed,,,,Yes,"Cycuria Therapeutics develops novel biologics targeting both tumour cells and tumour stem cells, while preserving healthy new blood cells.","Health Care, Medical, Pharmaceutical, Therapeutics",,https://cycuria.com/,,,,,Seed,2,Wieland Capital,Wieland Capital,1,1,"3,229"
Pre Seed Round - Graph Therapeutics,https://www.crunchbase.com/funding_round/graph-therapeutics-pre-seed--8fcaa1ba,Graph Therapeutics,https://www.crunchbase.com/organization/graph-therapeutics,Pre-Seed,"Klosterneuburg, Niederosterreich, Austria, Europe",2025-01-09,3100000,USD,3100000,Seed,,,,Yes,precision-immunology techbio,Biotechnology,,https://graphtx.com,,4385000,USD,4385000,Seed,2,"Merantix Capital, SquareOne Venture Capital","Mehdi Ghissassi, Merantix Capital, NAVEC Investment Management, SquareOne Venture Capital",,4,"3,250"
Seed Round - Don't Call it Deo,https://www.crunchbase.com/funding_round/don-t-call-it-deo-seed--6d18240f,Don't Call it Deo,https://www.crunchbase.com/organization/don-t-call-it-deo,Seed,"Salzburg, Salzburg, Austria, Europe",2025-04-01,,,,Seed,,,,Yes,Don't Call it Deo develop result-optimized products that gently and effectively stop odor and sweat buildup.,"Manufacturing, Personal Care and Hygiene",,https://www.dontcallitdeo.com/,,,,,Seed,1,Raiffeisen Startup eGen,Raiffeisen Startup eGen,,1,"4,029"
Pre Seed Round - Boxbase,https://www.crunchbase.com/funding_round/boxbase-pre-seed--a68d69b0,Boxbase,https://www.crunchbase.com/organization/boxbase,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-03-25,,,,Seed,,,,Yes,Boxbase is a next-generation gym management technology designed exclusively for CrossFit facilities.,"Fitness, Wellness",,https://boxbase.app,,,,,Seed,1,Johannes Moser,"Bryan Clark, Dieter Rappold, Johannes Moser",,3,"4,269"
Seed Round - Teragon,https://www.crunchbase.com/funding_round/teragon-3cf1-seed--8c291d43,Teragon,https://www.crunchbase.com/organization/teragon-3cf1,Seed,"Osterreicher, Steiermark, Austria, Europe",2025-03-17,1000000,EUR,1087990,Seed,,,,Yes,Teragon is developing a laser measurement technology designed to enable steel manufacturers.,"Manufacturing, Test and Measurement",,https://teragon.tech/,,1000000,EUR,1087990,Seed,1,eQventure,eQventure,,1,"4,889"
Seed Round - Teneo Protocol,https://www.crunchbase.com/funding_round/teneo-protocol-seed--a8ff2ad4,Teneo Protocol,https://www.crunchbase.com/organization/teneo-protocol,Seed,"Vienna, Wien, Austria, Europe",2025-02-13,3000000,USD,3000000,Seed,,,,Yes,"Teneo Protocol is a blockchain company that provides economic transactions, and cross-chain interoperability decentralized data management.","Blockchain, Decentralized Finance (DeFi), Generative AI",,https://teneo.pro/,,3000000,USD,3000000,Seed,1,"Borderless Capital, Generative Ventures, RockawayX","Advanced Blockchain, Borderless Capital, CertiK, EOT Ventures, Generative Ventures, MN Capital, Moonrock Capital, Outlier Ventures, RockawayX, Token Ventures, Venionaire Capital, X Ventures",3,12,"5,648"
Pre Seed Round - Wictory.AI,https://www.crunchbase.com/funding_round/wictory-ai-pre-seed--09488f86,Wictory.AI,https://www.crunchbase.com/organization/wictory-ai,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-03-12,,,,Seed,,,,Yes,Wictory.AI is a sports and health technology startup.,Health Care,,https://wictory.ai/,,,,,Seed,1,Michael Walchhofer,"Hanno Lippitsch, Michael Walchhofer",,2,"7,836"
Pre Seed Round - PROPCORN AI,https://www.crunchbase.com/funding_round/propcorn-pre-seed--ecae6806,PROPCORN AI,https://www.crunchbase.com/organization/propcorn,Pre-Seed,"Kierling, Niederosterreich, Austria, Europe",2024-11-14,200000,EUR,210559,Seed,,,,Yes,PROPCORN AI search engine instantly identifies real estate redensification and new building potential.,"Artificial Intelligence (AI), Construction, Consulting, Real Estate, Software",,https://www.propcorn.ai,,800000,EUR,877228,Seed,2,,tecnet equity,,1,"9,341"
Pre Seed Round - sequestra,https://www.crunchbase.com/funding_round/sequestra-pre-seed--5db6c505,sequestra,https://www.crunchbase.com/organization/sequestra,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-02-04,1100000,EUR,1136559,Seed,,,,Yes,Sequestra provides solutions tailored to a particular industry.,Manufacturing,,https://www.sequestra.tech,,1100000,EUR,1136559,Seed,1,,"Carbon Drawdown Initiative, Climate Founders, VSE Beteiligungs",,3,"10,771"
Pre Seed Round - Howie,https://www.crunchbase.com/funding_round/howie-pre-seed--d9f1d8b9,Howie,https://www.crunchbase.com/organization/howie,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-03-03,600000,EUR,629133,Seed,,,,Yes,"Howie is an AI tool designed to assist architects and engineers by automating tasks, optimizing designs, and enhancing workflow efficiency.","Architecture, Artificial Intelligence (AI), Civil Engineering, Construction, Information Technology, Real Estate, Software","Women Founded, Women Led",https://howie.systems,,600000,EUR,629133,Seed,1,Pi Labs,"Pi Labs, Vienna Business Agency",1,2,"11,073"
Pre Seed Round - Minimist,https://www.crunchbase.com/funding_round/minimist-pre-seed--e59e6880,Minimist,https://www.crunchbase.com/organization/minimist,Pre-Seed,"Vienna, Wien, Austria, Europe",2024-12-15,350000,EUR,367841,Seed,,,,Yes,The OS for effortless second-hand selling,"Artificial Intelligence (AI), Computer Vision, E-Commerce Platforms, Information Technology, Machine Learning, Marketplace, Sharing Economy",,https://mnm.st,,350000,EUR,367841,Seed,1,,"Hanno Lippitsch, Matthias Heimbeck, Michael Pötscher, Vienna Business Agency",,4,"11,519"
Pre Seed Round - Glasskube,https://www.crunchbase.com/funding_round/glasskube-pre-seed--84efd7a7,Glasskube,https://www.crunchbase.com/organization/glasskube,Pre-Seed,"Vienna, Wien, Austria, Europe",2024-08-28,500000,USD,500000,Seed,,,,Yes,"Glasskube is an open source package manager that distributes software to private infrastructure, cloud environments, and on-premises.","Cyber Security, Developer APIs, Developer Platform, Developer Tools, DevOps, IaaS, Open Source, PaaS, Privacy",,https://glasskube.dev/,Less than $1M,500000,USD,500000,Seed,1,Y Combinator,"Pioneer Fund, Y Combinator",1,2,"14,752"
Seed Round - Verdea,https://www.crunchbase.com/funding_round/verdea-seed--9294c3ea,Verdea,https://www.crunchbase.com/organization/verdea,Seed,"Vienna, Wien, Austria, Europe",2024-11-07,,,,Seed,,,,Yes,"Verdea simplifies complex rules into machine-readable representations, allowing you to easily match your data with compliance criteria.","Generative AI, Machine Learning",,https://verdea.app/en-us/,,,,,Seed,1,,"Daniel Wülbern, Techsoft Invest",,2,"14,820"
Pre Seed Round - Synaps,https://www.crunchbase.com/funding_round/synaps-763b-pre-seed--f7bdd93f,Synaps,https://www.crunchbase.com/organization/synaps-763b,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-02-05,1400000,EUR,1457957,Seed,,,,Yes,"Synaps is a browser-based, real-time collaborative and hyper-intuitive design platform for next-gen architects.","Architecture, Collaboration, Interior Design, PropTech, Real Estate, SaaS",,https://www.synaps.app/,,1400000,EUR,1457957,Seed,1,,"Fredrik Björk, Martin Müller, The Austrian Research Promotion Agency (FFG)",,3,"15,012"
Pre Seed Round - Balun,https://www.crunchbase.com/funding_round/balun-pre-seed--e57af8ef,Balun,https://www.crunchbase.com/organization/balun,Pre-Seed,"Vienna, Wien, Austria, Europe",2024-01-16,,,,Seed,,,,Yes,Balun is a operator of a machine learning platform.,"Energy, Renewable Energy",,https://www.balun.energy,,,,,Seed,1,"Johann ""Hansi"" Hansmann, PUSH VC","Johann ""Hansi"" Hansmann, PUSH VC",2,2,"19,393"
Pre Seed Round - revitalyze,https://www.crunchbase.com/funding_round/revitalyze-pre-seed--66758f66,revitalyze,https://www.crunchbase.com/organization/revitalyze,Pre-Seed,"Innsbruck, Tirol, Austria, Europe",2024-01-15,,,,Seed,,,,Yes,revitalyze is an award-winning B2B solution for data management and process automation in the construction industry.,"Artificial Intelligence (AI), Construction, PropTech",,https://www.revitalyze.io/,,,,,Seed,3,Austria Wirtschaftsservice (AWS),Austria Wirtschaftsservice (AWS),,1,"28,997"
Seed Round - DAIKI,https://www.crunchbase.com/funding_round/daiki-seed--e50901b8,DAIKI,https://www.crunchbase.com/organization/daiki,Seed,"Vienna, Wien, Austria, Europe",2024-06-24,1500000,EUR,1609829,Seed,,,,Yes,SaaS Platform for AI Governance & ISO Compliance,"Artificial Intelligence (AI), Software",,https://dai.ki,,1500000,EUR,1609829,Seed,1,,,,,"29,002"
Pre Seed Round - Totoy,https://www.crunchbase.com/funding_round/totoy-pre-seed--7e3144e1,Totoy,https://www.crunchbase.com/organization/totoy,Pre-Seed,"Vienna, Wien, Austria, Europe",2024-10-02,500000,EUR,552325,Seed,,,,Yes,Totoy is a developer of AI-based document management platform.,"Artificial Intelligence (AI), Document Management, Software",,https://www.totoy.ai,,500000,EUR,552325,Seed,1,,"Angels United, Martin Schliefnig, Michael Grabner",,3,"33,356"
Pre Seed Round - PROPCORN AI,https://www.crunchbase.com/funding_round/propcorn-pre-seed--fe14c4dd,PROPCORN AI,https://www.crunchbase.com/organization/propcorn,Pre-Seed,"Kierling, Niederosterreich, Austria, Europe",2024-09-05,600000,EUR,666669,Seed,,,,Yes,PROPCORN AI search engine instantly identifies real estate redensification and new building potential.,"Artificial Intelligence (AI), Construction, Consulting, Real Estate, Software",,https://www.propcorn.ai,,800000,EUR,877228,Seed,2,Hansmen Group,"Calm/Storm Ventures, Hansmen Group, Weilburg Ventures",3,3,"34,223"
Pre Seed Round - phine.tech GmbH,https://www.crunchbase.com/funding_round/phine-tech-gmbh-pre-seed--009ace82,phine.tech GmbH,https://www.crunchbase.com/organization/phine-tech-gmbh,Pre-Seed,"Vienna, Wien, Austria, Europe",2025-01-08,150000,EUR,154701,Seed,,,,Yes,"Telecom, 5G, 5G Use Cases, Software Development","Manufacturing, Robotics, Telecommunications",,https://phine.tech,,450000,EUR,486635,Seed,2,,EIT Manufacturing,,1,"34,932"
Pre Seed Round - infrared.city,https://www.crunchbase.com/funding_round/infrared-city-pre-seed--ef1d5edd,infrared.city,https://www.crunchbase.com/organization/infrared-city,Pre-Seed,"Vienna, Wien, Austria, Europe",2023-10-10,1000000,EUR,1060333,Seed,,,,Yes,SaaS for climate simulations,"Environmental Engineering, Simulation, Software",,https://www.infrared.city,,1000000,EUR,1060333,Seed,1,xista science ventures,"2bX, Antler, HEARTFELT, P3A Ventures, xista science ventures",,5,"40,703"
Seed Round - taxado,https://www.crunchbase.com/funding_round/taxado-seed--d96d914a,taxado,https://www.crunchbase.com/organization/taxado,Seed,"Graz, Steiermark, Austria, Europe",2023-12-15,1400000,EUR,1527191,Seed,,,,Yes,"Taxado offers recruiting, job searching, and employment in the tax consulting and auditing professions.","Information Services, Staffing Agency",,https://taxado.com,,1400000,EUR,1527191,Seed,1,,,,,"41,672"
Seed Round - Aitiologic,https://www.crunchbase.com/funding_round/aitiologic-seed--7e6dbde8,Aitiologic,https://www.crunchbase.com/organization/aitiologic,Seed,"Vienna, Wien, Austria, Europe",2024-10-01,2500000,EUR,2766114,Seed,,,,Yes,Aitiologic is an Austrian precision medicine firm that creates AI-powered solutions for early disease identification and tailored therapy.,"Pharmaceutical, Precision Medicine, Therapeutics",,https://www.aitiologic.com/,,2500000,EUR,2766114,Seed,2,,"LANA Ventures, PUSH VC",,2,"47,575"
Seed Round - HD Immune,https://www.crunchbase.com/funding_round/hd-immune-seed--d07e2909,HD Immune,https://www.crunchbase.com/organization/hd-immune,Seed,"Vienna, Wien, Austria, Europe",2024-01-23,,,,Seed,,,,Yes,HD Immune is a privately held biotechnology company developing novel antibody treatments for Huntington’s Disease.,"Biotechnology, Medical, Product Research",,https://www.hdimmune.com/,,,,,Seed,2,Austrian Angel Investors Association,Austrian Angel Investors Association,,1,"62,351"
Seed Round - mypaperwork.ai,https://www.crunchbase.com/funding_round/mypaperwork-ai-seed--93afaa2d,mypaperwork.ai,https://www.crunchbase.com/organization/mypaperwork-ai,Seed,"Vienna, Wien, Austria, Europe",2024-07-01,,,,Seed,10000000,USD,10000000,Yes,Mypaperwork.ai reforms how global migration works through cutting-edge artificial intelligence.,"Artificial Intelligence (AI), Information Technology, Software",,https://mypaperwork.ai/,,,,,Seed,1,,,,,"66,951"
Pre Seed Round - IDCanopy,https://www.crunchbase.com/funding_round/idcanopy-pre-seed--700f0fec,IDCanopy,https://www.crunchbase.com/organization/idcanopy,Pre-Seed,"Vienna, Wien, Austria, Europe",2024-04-20,,,,Seed,,,,Yes,Trusted Identity Solutions for Regulated Industries,"Compliance, Credit Bureau, Digital Signage, E-Signature, FinTech, Identity Management, Information Services",,https://idcanopy.com,,,,,Seed,1,,,,,"69,271"
