Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - PocDoc,https://www.crunchbase.com/funding_round/pocdoc-seed--473ddaf8,PocDoc,https://www.crunchbase.com/organization/pocdoc,Seed,"Cambridge, Cambridgeshire, United Kingdom, Europe",2024-11-26,5900000,EUR,6190073,Seed,,,,Yes,"PocDoc is a digital health platform that develops apps for monitoring and testing cardiovascular, metabolic, and renal diseases.","Health Care, mHealth, Personal Health, Wellness",,https://pocdoc.co/,$1M to $10M,13060875,USD,13060875,Seed,5,"MMC Ventures, Molten Ventures, Simplyhealth","KHP Ventures, MMC Ventures, Molten Ventures, Simplyhealth",1,4,"9,272"
Seed Round - Fizix,https://www.crunchbase.com/funding_round/wisersense-seed--ae237fe4,Fizix,https://www.crunchbase.com/organization/wisersense,Seed,"Manchester, Manchester, United Kingdom, Europe",2024-03-13,630000,EUR,690031,Seed,,,,Yes,Fizix is a software that offers a combination of smart sensors and AI-driven software.,"Construction, Consulting, Industrial, Information Technology, Manufacturing, Software",,https://fizix.ai/,,630000,EUR,690031,Seed,1,,"Arz Portfolio, GSYF, Teknogirişim GSYF, Zen Girişim",,4,"16,706"
Seed Round - AgeCurve,https://www.crunchbase.com/funding_round/agecurve-seed--7d9c741e,AgeCurve,https://www.crunchbase.com/organization/agecurve,Seed,"Cambridge, Cambridgeshire, United Kingdom, Europe",2024-02-05,250000,GBP,313342,Seed,,,,Yes,AgeCurve is a biotechnology company that uses evolutionary cell lineage trees to unlock the predictive power somatic mutations.,Biotechnology,,https://www.agecurve.co.uk/,,250000,GBP,313342,Seed,2,,,,,"35,240"
Pre Seed Round - Linkrush,https://www.crunchbase.com/funding_round/linkrush-pre-seed--ca233462,Linkrush,https://www.crunchbase.com/organization/linkrush,Pre-Seed,"Northampton, Northamptonshire, United Kingdom, Europe",2025-02-15,,,,Seed,,,,Yes,"LinkRush is a link-building agency that specialises in services such as link insertions, guest posts, PR link mentions, and authorships.","Blogging Platforms, Content Marketing, Digital Marketing, Search Engine, SEO",,https://www.linkrush.co.uk/,,,,,Seed,1,,,,,"43,510"
Seed Round - Bud,https://www.crunchbase.com/funding_round/bud-seed--5d22af0e,Bud,https://www.crunchbase.com/organization/bud,Seed,"London, England, United Kingdom, Europe",2017-10-24,1500000,GBP,1969564,Seed,,,,Yes,Bud Financial enriches financial data to provide actionable insights and readable inputs for LLMs in the financial services industry.,"Artificial Intelligence (AI), Banking, Data Integration, Financial Services, FinTech",,http://www.thisisbud.com,Less than $1M,101969564,USD,101969564,,7,"Banco Sabadell, Outward VC","Aerion Partners, Banco Sabadell, Force Over Mass Capital, Outward VC, Tao Tao",1,5,"50,848"
Seed Round - EHAB,https://www.crunchbase.com/funding_round/ehab-seed--c9fdc01d,EHAB,https://www.crunchbase.com/organization/ehab,Seed,"London, England, United Kingdom, Europe",2022-11-01,950000,GBP,1091431,Seed,,,,Yes,"Our weather intelligence platform helps construction companies identify, avoid, mitgate and transfer weather risk.","Blockchain, Construction, InsurTech, SaaS",,https://www.ehab.co,$1M to $10M,1289994,GBP,1528494,Seed,4,Insurtech Gateway,"Insurtech Gateway, Portfolio Ventures",1,2,"52,234"
Seed Round - Twipes,https://www.crunchbase.com/funding_round/twipes-seed--5774da49,Twipes,https://www.crunchbase.com/organization/twipes,Seed,"London, England, United Kingdom, Europe",2023-09-12,,,,Seed,,,,Yes,Twipes are truly flushable and biodegradable wipes that break down in water in 3 hours and degrade in landfill in 7 days.,Manufacturing,,https://www.twipes.us/,,2005000,USD,2005000,Seed,3,Inclusive Ventures Lab,Inclusive Ventures Lab,1,1,"57,049"
Pre Seed Round - Bronze,https://www.crunchbase.com/funding_round/bronze-pre-seed--3f6c3b97,Bronze,https://www.crunchbase.com/organization/bronze,Pre-Seed,"London, England, United Kingdom, Europe",2024-01-15,1300000,USD,1300000,Seed,,,,Yes,"BRONZE is a fluid, intelligent audio format which is capable of responding to external input.","Artificial Intelligence (AI), Machine Learning, Music, Software",,https://www.bronze.ai,$1M to $10M,2252592,USD,2252592,Seed,4,"Arca, Disclosure, Jimmy Napes","Arca, DAO Jones, Disclosure, Jimmy Napes, Method Music, September",,6,"63,272"
Seed Round - Charisma.ai,https://www.crunchbase.com/funding_round/charisma-ai-seed--cf1027f9,Charisma.ai,https://www.crunchbase.com/organization/charisma-ai,Seed,"Oxford, Oxfordshire, United Kingdom, Europe",2023-06-27,,,,Seed,,,,Yes,"Charisma.ai creates believable conversational avatars for education, training and entertainment across VR, mobile and web platforms","Apps, Digital Entertainment, Education, Gaming, Training, Virtual Reality",,https://charisma.ai/,$1M to $10M,,,,Seed,2,Comcast NBCUniversal LIFT Labs,Comcast NBCUniversal LIFT Labs,,1,"70,515"
Seed Round - Hoxton Analytics,https://www.crunchbase.com/funding_round/hoxton-analytics-seed--83810931,Hoxton Analytics,https://www.crunchbase.com/organization/hoxton-analytics,Seed,"London, England, United Kingdom, Europe",2016-05-01,350000,GBP,510774,Seed,,,,Yes,Cloud computer vision software to digitise and automate processes in physical spaces.,"Analytics, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Predictive Analytics, Software, Text Analytics",,https://www.hoxton.ai,$1M to $10M,1510774,USD,1510774,,6,,"True., Winton Ventures",,2,"72,995"
