Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - ZIM Plant Technology GmbH,https://www.crunchbase.com/funding_round/zim-plant-technology-gmbh-seed--253fa676,ZIM Plant Technology GmbH,https://www.crunchbase.com/organization/zim-plant-technology-gmbh,Seed,"Hennigsdorf, Brandenburg, Germany, Europe",2012-04-04,,,,Seed,,,,Yes,ZIM Plant Technology GmbH sells crop water sensor technology.,"Information Technology, Sensor, Technical Support, Water",,http://yara.zim-plant-technology.com/de/,,,,,M&A,1,,HTGF (High-Tech Gruenderfonds),,1,"477,996"
Venture Round - Zimory,https://www.crunchbase.com/funding_round/zimory-series-unknown--4692f228,Zimory,https://www.crunchbase.com/organization/zimory,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2010-10-04,4000000,EUR,5474832,,,,,Yes,"Zimory provides carrier-grade cloud infrastructure management software for service providers, enterprises and cloud brokers.","Cloud Infrastructure, Enterprise Software, IaaS, Information Technology, Software",,http://www.zimory.com,$1M to $10M,25474832,USD,25474832,,3,"Creathor Ventures, HTGF (High-Tech Gruenderfonds)","Creathor Ventures, HTGF (High-Tech Gruenderfonds), IBB Ventures, KfW, VC Fonds Technologie Berlin",2,5,"268,475"
Venture Round - Zimory,https://www.crunchbase.com/funding_round/zimory-series-unknown--3fbdc8bc,Zimory,https://www.crunchbase.com/organization/zimory,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2013-07-08,20000000,USD,20000000,,,,,Yes,"Zimory provides carrier-grade cloud infrastructure management software for service providers, enterprises and cloud brokers.","Cloud Infrastructure, Enterprise Software, IaaS, Information Technology, Software",,http://www.zimory.com,$1M to $10M,25474832,USD,25474832,,3,Deutsche Borse,"Creathor Ventures, Deutsche Borse, Deutsche Telekom Strategic Investments, IBB Ventures",3,4,"297,199"
Seed Round - Zimory,https://www.crunchbase.com/funding_round/zimory-seed--afca857e,Zimory,https://www.crunchbase.com/organization/zimory,Seed,"Berlin, Berlin, Germany, Europe",2008-03-10,,,,Seed,,,,Yes,"Zimory provides carrier-grade cloud infrastructure management software for service providers, enterprises and cloud brokers.","Cloud Infrastructure, Enterprise Software, IaaS, Information Technology, Software",,http://www.zimory.com,$1M to $10M,25474832,USD,25474832,,3,,HTGF (High-Tech Gruenderfonds),1,1,"568,615"
Grant - Zedira GmbH,https://www.crunchbase.com/funding_round/zedira-gmbh-grant--9e03b371,Zedira GmbH,https://www.crunchbase.com/organization/zedira-gmbh,Grant,"Darmstadt, Hessen, Germany, Europe",2016-11-30,1500000,EUR,1589067,,,,,No,Zedira's specialty reagents for R+D purposes support researchers in academia and industry,"Biotechnology, Health Care, Medical, Pharmaceutical",,http://zedira.com/,$1M to $10M,1500000,EUR,1589067,Seed,2,German Federal Ministry of Education and Research,German Federal Ministry of Education and Research,,1,"280,221"
Seed Round - Zedira GmbH,https://www.crunchbase.com/funding_round/zedira-gmbh-seed--98676453,Zedira GmbH,https://www.crunchbase.com/organization/zedira-gmbh,Seed,"Darmstadt, Hessen, Germany, Europe",2010-05-18,,,,Seed,,,,Yes,Zedira's specialty reagents for R+D purposes support researchers in academia and industry,"Biotechnology, Health Care, Medical, Pharmaceutical",,http://zedira.com/,$1M to $10M,1500000,EUR,1589067,Seed,2,,HTGF (High-Tech Gruenderfonds),,1,"710,272"
Private Equity Round - Zalando,https://www.crunchbase.com/funding_round/zalando-private-equity--08821209,Zalando,https://www.crunchbase.com/organization/zalando,Private Equity,"Berlin, Berlin, Germany, Europe",2013-11-11,140000000,EUR,187703289,Private Equity,3460000000,EUR,4638952723,Yes,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,"Ontario Teachers' Pension Plan, TH Lee Putnam Ventures","Ontario Teachers' Pension Plan, TH Lee Putnam Ventures",,2,"264,895"
Venture Round - Zalando,https://www.crunchbase.com/funding_round/zalando-series-unknown--442f3122,Zalando,https://www.crunchbase.com/organization/zalando,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2012-02-06,,,,,,,,Yes,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,DST Global,DST Global,,1,"411,508"
Secondary Market - Zalando,https://www.crunchbase.com/funding_round/zalando-secondary-market--dece92d6,Zalando,https://www.crunchbase.com/organization/zalando,Secondary Market,"Berlin, Berlin, Germany, Europe",2012-10-18,287000000,EUR,375529601,,,,,No,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,Kinnevik,Kinnevik,1,1,"347,054"
Seed Round - Zalando,https://www.crunchbase.com/funding_round/zalando-seed--cf6a0284,Zalando,https://www.crunchbase.com/organization/zalando,Seed,"Berlin, Berlin, Germany, Europe",2008-09-12,,,,Seed,,,,Yes,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,HV Capital,HV Capital,2,1,"382,014"
Series A - Zalando,https://www.crunchbase.com/funding_round/zalando-series-a--17715cf9,Zalando,https://www.crunchbase.com/organization/zalando,Series A,"Berlin, Berlin, Germany, Europe",2010-08-31,,,,Early Stage Venture,100000000,EUR,126909995,Yes,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,Kinnevik,"HV Capital, Kinnevik, TEV Ventures",3,3,"369,787"
Secondary Market - Zalando,https://www.crunchbase.com/funding_round/zalando-secondary-market--b65d28fe,Zalando,https://www.crunchbase.com/organization/zalando,Secondary Market,"Berlin, Berlin, Germany, Europe",2013-08-13,,,,,,,,No,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,Anders Holch Povlsen,Anders Holch Povlsen,,1,"390,984"
Debt Financing - Zalando,https://www.crunchbase.com/funding_round/zalando-debt-financing--b1393d8b,Zalando,https://www.crunchbase.com/organization/zalando,Debt Financing,"Berlin, Berlin, Germany, Europe",2012-10-02,40700000,EUR,52621372,,,,,No,"Zalando is a fashion and technology company, currently transforming into a multi-service platform.","E-Commerce, E-Commerce Platforms, Fashion, Lifestyle",,https://zalando.com,$10B+,467700000,EUR,615854262,IPO,8,,"Commerzbank, KfW",,2,"570,457"
