Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - voize,https://www.crunchbase.com/funding_round/voize-seed--020a45fb,voize,https://www.crunchbase.com/organization/voize,Seed,"Berlin, Berlin, Germany, Europe",2025-03-31,9000000,USD,9000000,Seed,,,,Yes,voize is an app for care documentation via voice input.,"Document Management, Information Technology, VoIP",,https://www.voize.de/,$1M to $10M,9500000,USD,9500000,Seed,2,HV Capital,"HPI Ventures, HV Capital, redalpine, Y Combinator",1,4,492
Seed Round - Xentara,https://www.crunchbase.com/funding_round/emocean-seed--b112bc8b,Xentara,https://www.crunchbase.com/organization/emocean,Seed,"Munich, Bayern, Germany, Europe",2025-04-24,,,,Seed,,,,Yes,"Xentara is a software company that provides industrial convergence, control platforms, and communications.","Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Software",,https://www.xentara.io/,$1M to $10M,,,,Seed,3,,"Alessandro Fracassi, Christoph Bergner, Michael Maximilian Schwarz, Volker Warzecha",,4,"4,356"
Seed Round - VoiceLine,https://www.crunchbase.com/funding_round/voiceline-seed--d79b2aee,VoiceLine,https://www.crunchbase.com/organization/voiceline,Seed,"München, Bayern, Germany, Europe",2024-08-13,2400000,EUR,2639039,Seed,,,,Yes,VoiceLine is an AI-based field sales revenue intelligence tool that automates administrative tasks and provides actionable insights.,"Artificial Intelligence (AI), Information Technology, Messaging, Sales, Software",,https://www.getvoiceline.com,$1M to $10M,2400000,EUR,2639039,Seed,2,"SCALEHOUSE Capital, Venture Stars","Alexander Helm, Archimedes New Ventures, Brian Protiva, Christian Rebernik, Christopher Lohmann, Daniel Jahn, Egora Holding, Felix Grabsch, Florian Huber, Jan Sprengnetter, Jens Bormann, Jens Quadbeck, Jens Rassloff, Jens Schulte Bockum, Julius Göllner, Marc M. Völcker, Marc Stilke, Marcel Rohner, Max Messing, NAP, Peter Walz, SCALEHOUSE Capital, Sven Lackinger, Venture Stars",9,24,"6,221"
Seed Round - Cambrium,https://www.crunchbase.com/funding_round/cambrium-seed--5f59d6f5,Cambrium,https://www.crunchbase.com/organization/cambrium,Seed,"Berlin, Berlin, Germany, Europe",2024-06-20,,,,Seed,,,,Yes,Cambrium is engineering biology to create high-performance proteins.,"Advanced Materials, Bioinformatics, Biotechnology, Machine Learning, Robotics",,https://www.cambrium.bio,,8000000,EUR,8462796,Seed,3,Gradient,"4P Capital, Climate Capital, DG Daiwa Ventures, Earth Venture Capital, Essential Capital, Gradient, HOF Capital, Leblon Capital, Merantix Capital, SeaX Ventures, SNR.vc, Valor Equity Partners",,12,"7,296"
Seed Round - Refoxy Pharma,https://www.crunchbase.com/funding_round/refoxy-pharma-seed--ebdd5679,Refoxy Pharma,https://www.crunchbase.com/organization/refoxy-pharma,Seed,"Berlin, Berlin, Germany, Europe",2024-12-04,9100000,EUR,9566159,Seed,,,,Yes,Developer of therapeutic medicines intended to treat age-related diseases and improve healthy longevity.,"Manufacturing, Pharmaceutical, Therapeutics",,https://www.refoxy.com,$1M to $10M,9100000,EUR,9566159,Seed,2,Boehringer Ingelheim Venture Fund,"Apollo Health Ventures, Boehringer Ingelheim Venture Fund, High-Tech Gruenderfonds, NRW.BANK",5,4,"7,368"
Seed Round - Pilzling,https://www.crunchbase.com/funding_round/pilzling-seed--2df7eef1,Pilzling,https://www.crunchbase.com/organization/pilzling,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2025-02-04,,,,Seed,,,,Yes,Pilzling is an urban mushroom farm that produces gourmet mushrooms using local waste products as nutrients.,"Agriculture, Farming, Organic",,https://pilzling.site,,,,,Seed,1,"Capacura, NRW.BANK","Armin Huhn, Athlete-Ventures, Capacura, Gateway Ventures, Josephine Henning, NRW.BANK, Tabea Kemme",1,7,"7,433"
Seed Round - gyde,https://www.crunchbase.com/funding_round/gyde-3cdc-seed--1f4ad864,gyde,https://www.crunchbase.com/organization/gyde-3cdc,Seed,"Stuttgart, Baden-Wurttemberg, Germany, Europe",2024-12-17,4000000,EUR,4197888,Seed,,,,Yes,gyde offers digital micro-learning and cross-company coaching for managers.,"E-Learning, Sales Enablement, Software",,https://gyde.io/,Less than $1M,5100000,EUR,5318495,Seed,2,,"LEA Partners, Mätch VC",,2,"7,847"
Seed Round - ScrapBees,https://www.crunchbase.com/funding_round/scrapbees-seed--784ce766,ScrapBees,https://www.crunchbase.com/organization/scrapbees,Seed,"Neuss, Nordrhein-Westfalen, Germany, Europe",2025-01-22,4000000,EUR,4166671,Seed,,,,Yes,ScrapBees is a pick-up service for the recycling of scrap metal from commercial businesses and private households.,"Environmental Consulting, Waste Management",,https://schrottbienen.de/,,6300000,EUR,6604258,Seed,2,NRW.BANK,"BonVenture, EIT RawMaterials, Faraday Venture Partners, NRW.BANK",3,4,"8,255"
Angel Round - Teech Education,https://www.crunchbase.com/funding_round/teech-education-angel--dee97fe7,Teech Education,https://www.crunchbase.com/organization/teech-education,Angel,"Darmstadt, Hessen, Germany, Europe",2024-09-09,,,,Seed,,,,Yes,Teech Education is a platform for schools to enable digital teaching.,"EdTech, Education",,https://teech.de/,Less than $1M,,,,Seed,2,"Tom Kaulitz, Younes Zarou","Daniel Kramer, Georg Listing, Julia ‏‏‎Bucherseifer, Marc Brucherseifer, Rolf Schromgens, Roman Schumacher, Tom Kaulitz, Udo Schloemer, Younes Zarou",,9,"8,917"
Seed Round - LEVY Health,https://www.crunchbase.com/funding_round/levy-health-seed--dfa732e7,LEVY Health,https://www.crunchbase.com/organization/levy-health,Seed,"Berlin, Berlin, Germany, Europe",2024-10-09,4500000,USD,4500000,Seed,,,,Yes,"The LEVY Fertility Code is a clinical decision support software for endocrine disorders, empowering clinicians to diagnose women faster.","Biotechnology, Fertility, Health Care, Health Diagnostics, Medical, Software",,https://www.levy.health/en/us,$1M to $10M,8160245,USD,8160245,Seed,4,XYZ Venture Capital,"Atlantic Labs, Possible Ventures, XYZ Venture Capital",2,3,"10,331"
