Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series A - Sava Technology,https://www.crunchbase.com/funding_round/honehealth-series-a--47b7cd33,Sava Technology,https://www.crunchbase.com/organization/honehealth,Series A,2025-07-30,14200000,GBP,18823529,,"Balderton Capital, Pentland Ventures","Athletico Ventures, Balderton Capital, Exceptional Ventures, Italian Founders Fund, JamJar Investments, Norrsken VC, Pentland Ventures, Solo Investments, True.",112,,,,Early Stage Venture,"Sava Technology creates under-skin sensors to monitor glucose, lactate, and ketones continuously, providing real-time health data.","Biotechnology, Diabetes, Fitness, Health Care, Medical Device, Wearables, Wellness","London, England, United Kingdom, Europe",https://sava.health,Less than $1M,20500000,GBP,26793663,Early Stage Venture,6,9,2,Yes,
Series C - Unmind,https://www.crunchbase.com/funding_round/unmind-series-c--21ba178c,Unmind,https://www.crunchbase.com/organization/unmind,Series C,2025-07-31,30600000,EUR,34951097,,TELUS Global Ventures,"Felix Capital, Project A Ventures, Sapphire Ventures, TELUS Global Ventures",210,,,,Late Stage Venture,Unmind is a B2B mental health platform providing clinically-backed tools and training.,"Apps, Artificial Intelligence (AI), B2B, Enterprise Software, Health Care, Mental Health, mHealth, Psychology, Training","London, England, United Kingdom, Europe",http://unmind.com,$10M to $50M,98137066,USD,98137066,Late Stage Venture,6,4,3,Yes,
Series B - Zeelo,https://www.crunchbase.com/funding_round/zeelo-series-b--da3c1fea,Zeelo,https://www.crunchbase.com/organization/zeelo,Series B,2025-06-24,23000000,USD,23000000,,Blue Earth Capital,"Blue Earth Capital, Direttissima Growth Partners, Peter Bauer’s Family Office","2,264",,,,Early Stage Venture,Zeelo is a TransitTech company that provides a mobility platform for transportation services.,"Enterprise Software, SaaS, Transportation, Travel","London, England, United Kingdom, Europe",http://www.zeelo.co,$10M to $50M,56600000,USD,56600000,M&A,5,3,2,Yes,
Venture Round - BusUp,https://www.crunchbase.com/funding_round/busup-series-unknown--2dc20718,BusUp,https://www.crunchbase.com/organization/busup,Venture - Series Unknown,2025-05-08,4840000,EUR,5431715,,True Global Ventures (TGV),"Bonsai Partners, True Global Ventures (TGV)","2,826",,,,,Global Commuter Shuttle Service Provider with a Pioneer Solution that enables Flexible and Shared Commuter Shuttle Programs,"Automotive, Public Transportation, Ride Sharing, Transportation, Travel","Barcelona, Catalonia, Spain, Europe",https://www.busup.com/,$10M to $50M,35078522,USD,35078522,,8,2,2,Yes,
Venture Round - comet,https://www.crunchbase.com/funding_round/comet-95df-series-unknown--f45d0c3c,comet,https://www.crunchbase.com/organization/comet-95df,Venture - Series Unknown,2025-03-06,10000000,EUR,10793425,,,"Daphni, FJ Labs, Founders Future, Kima Ventures, Otium Capital, Tomcat","8,676",,,,,"Comet finds the best freelancers for any IT projects, in a matter of hours.","Freelance, Human Resources, Internet, Recruiting, Software","Paris, Ile-de-France, France, Europe",https://www.comet.co/,$1M to $10M,27000000,EUR,30051510,,6,6,2,Yes,
Series B - 9fin,https://www.crunchbase.com/funding_round/9fin-series-b--941d537b,9fin,https://www.crunchbase.com/organization/9fin,Series B,2024-12-02,50000000,USD,50000000,,Highland Europe,"500 Startups, Highland Europe, Ilavska Vuillermoz Capital, Kohlberg Kravis Roberts, Mubadala, redalpine, Seedcamp, Spark Capital, The Carlyle Group","9,122",,,,Early Stage Venture,9fin is an AI-powered analytics platform designed for credit analysis and mandate acquisition.,"Analytics, Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning","London, England, United Kingdom, Europe",https://9fin.com,$50M to $100M,87164459,USD,87164459,Early Stage Venture,6,9,3,Yes,
Series A - Interactive Autonomous DYnamic Systems,https://www.crunchbase.com/funding_round/iadys-series-a--59ef6e96,Interactive Autonomous DYnamic Systems,https://www.crunchbase.com/organization/iadys,Series A,2024-11-12,7000000,EUR,7431645,,"GO CAPITAL, Innovacom","Abeille Impact Investing France, Angels’ Bay Invest, France Active Provence-Alpes-Côte d'Azur, GO CAPITAL, Innovacom, Région Sud Investissement, Sud Mer Invest","13,155",,,,Early Stage Venture,Iadys designs robotic and AI solutions like the Jellyfishbot for environmental preservation and oil spill response.,"Artificial Intelligence (AI), Product Design, Robotics","Roquefort-la-bédoule, Provence-Alpes-Cote d'Azur, France, Europe",https://www.iadys.com/,$1M to $10M,11895000,EUR,12877163,Early Stage Venture,4,7,,Yes,
Series A - eAgronom,https://www.crunchbase.com/funding_round/eagronom-series-a--8191f2ea,eAgronom,https://www.crunchbase.com/organization/eagronom,Series A,2025-05-08,,,,,Sustainable Futures,Sustainable Futures,"16,424",,,,Early Stage Venture,Accelerating transition to sustainable farming via carbon credits and AI Consulting,"Agriculture, AgTech, CleanTech, Farming, GreenTech, Software, Sustainability","Tartu, Tartumaa, Estonia, Europe",https://www.eagronom.com/,$1M to $10M,26688627,USD,26688627,Early Stage Venture,7,1,,Yes,
Series B - Leanpay,https://www.crunchbase.com/funding_round/leanpay-series-b--4cabf4f1,Leanpay,https://www.crunchbase.com/organization/leanpay,Series B,2024-07-30,10000000,EUR,10816623,,"Black Peak Capital, Catalyst Romania","Black Peak Capital, Catalyst Romania, Lead Ventures, South Central Ventures","21,035",,,,Early Stage Venture,"Leanpay is an omni-channel POS financing company that aims to disrupt consumer loans segment, and help consumers buy products they need.","Consumer Lending, Financial Services, FinTech, Point of Sale, Retail, Retail Technology, Shopping","London, England, United Kingdom, Europe",https://www.leanpay.com/,Less than $1M,15500000,EUR,17174562,Early Stage Venture,6,4,4,Yes,
Venture Round - Trojan Energy,https://www.crunchbase.com/funding_round/trojan-energy-series-unknown--d101692f,Trojan Energy,https://www.crunchbase.com/organization/trojan-energy,Venture - Series Unknown,2024-01-16,26000000,GBP,32856451,,Scottish National Investment Bank,"Alba Equity, Business Growth Fund, Equity Gap, Scottish Enterprise, Scottish National Investment Bank, SIS Ventures","27,349",,,,,Trojan Energy is a charge point operator supplying revolutionary 'flat and flush' on-street EV charging points.,"Automotive, Charging Infrastructure, Electric Vehicle, Energy","Stonehaven, Aberdeenshire, United Kingdom, Europe",https://trojan.energy/,$500M to $1B,41800000,GBP,52042770,,7,6,6,Yes,
Series A - CAD.42,https://www.crunchbase.com/funding_round/cad-42-series-a--7e9fa873,CAD.42,https://www.crunchbase.com/organization/cad-42,Series A,2024-09-12,1500000,EUR,1661858,,Socadif,Socadif,"27,495",,,,Early Stage Venture,SaaS platform to protect ressources and optimize workflows on jobsites,"Consumer Electronics, Information Technology, Location Based Services, SaaS, Software","Paris, Ile-de-France, France, Europe",https://cad42.com/,Less than $1M,2300000,EUR,2492556,Early Stage Venture,3,1,,Yes,
Series A - Daze,https://www.crunchbase.com/funding_round/dazetechnology-series-a--a87cbaac,Daze,https://www.crunchbase.com/organization/dazetechnology,Series A,2024-02-13,14600000,EUR,15634403,,CDP Venture Capital,"035 Investimenti, CDP Venture Capital, European Innovation Council, Founders Future, PranaVentures, SIMEST","28,901",,,,Early Stage Venture,"Daze is an Italian hi-tech startup developing, producing and marketing smart chargers for electric vehicles (EVs)","Electric Vehicle, Electronics, Manufacturing","Almenno San Bartolomeo, Lombardia, Italy, Europe",https://www.daze.eu/,Less than $1M,21632002,EUR,23664999,Early Stage Venture,10,6,2,Yes,
Series B - OnBuy,https://www.crunchbase.com/funding_round/onbuy-series-b--4f2c4c0a,OnBuy,https://www.crunchbase.com/organization/onbuy,Series B,2023-11-01,3200000,GBP,3897990,,Nuvei,Nuvei,"30,138",,,,Early Stage Venture,OnBuy is an online marketplace connecting buyers and third-party sellers across various product categories.,"Consumer Goods, E-Commerce, Marketplace, Retail","London, England, United Kingdom, Europe",https://www.onbuy.com,$10M to $50M,47500000,GBP,64011199,Early Stage Venture,6,1,,Yes,
Series B - ifesca,https://www.crunchbase.com/funding_round/ifesca-series-b--f0ff662c,ifesca,https://www.crunchbase.com/organization/ifesca,Series B,2024-03-01,2000000,EUR,2169080,,bm-t beteiligungsmanagement thuringen,bm-t beteiligungsmanagement thuringen,"32,258",,,,Early Stage Venture,Ifesca is an AI company that enables optimal decision-making for energy companies and industry.,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Information Technology","Ilmenau, Thuringen, Germany, Europe",http://www.ifesca.de/,$1M to $10M,16200000,EUR,18524606,Early Stage Venture,7,1,,Yes,
Venture Round - Drone Harmony,https://www.crunchbase.com/funding_round/drone-harmony-series-unknown--d09d7f4b,Drone Harmony,https://www.crunchbase.com/organization/drone-harmony,Venture - Series Unknown,2024-06-14,2000000,CHF,2244669,,,"Spicehaus Partners, Zürcher Kantonal Bank","32,925",,,,,Drone Harmony is a software company that enables enterprises to digitize their assets by capturing quality data using off the shelf drones.,"Drones, Mobile Apps, Software","Zürich, Zurich, Switzerland, Europe",http://droneharmony.com/,$1M to $10M,3967854,USD,3967854,,3,2,,Yes,
Series A - Carbo Culture,https://www.crunchbase.com/funding_round/carbo-culture-series-a--da71bc08,Carbo Culture,https://www.crunchbase.com/organization/carbo-culture,Series A,2023-11-28,18000000,USD,18000000,"Women Founded, Women Led","Alumni Ventures, GenZero, True Ventures","Alumni Ventures, GenZero, KIMPA, Tesi, True Ventures","39,680",,,,Early Stage Venture,A biochar technology and project developer. The most scalable solution for industry & carbon removal,"Environmental Engineering, Sustainability","Helsinki, Southern Finland, Finland, Europe",http://carboculture.com/,$1M to $10M,27465324,USD,27465324,Early Stage Venture,6,5,1,Yes,
Series A - Hydrogrid,https://www.crunchbase.com/funding_round/hydrogrid-series-a--faf36e01,Hydrogrid,https://www.crunchbase.com/organization/hydrogrid,Series A,2023-12-15,7700000,EUR,8399548,,"Inven Capital, Karma Ventures","CNB Capital, Inven Capital, Karma Ventures, SET Ventures","40,037",,,,Early Stage Venture,Hydrogrid is a SaaS platform provider that specializes in the efficient dispatch and commercialization of renewable energy generation.,"Energy Efficiency, Hydroelectric, Power Grid, Renewable Energy, SaaS","Vienna, Wien, Austria, Europe",https://www.hydrogrid.ai,$1M to $10M,13560000,EUR,15108435,Early Stage Venture,7,4,3,Yes,
Series B - Retinai,https://www.crunchbase.com/funding_round/retinai-medical-series-b--1f9fd8f9,Retinai,https://www.crunchbase.com/organization/retinai-medical,Series B,2024-10-16,6730000,CHF,7775807,,Sanoptis,"Sanoptis, Topcon Healthcare, Verve Ventures, Zürcher Kantonal Bank","44,218",,,,Early Stage Venture,"RetinAI optimises and simplifies clinics, research and pharmaceutical workflows to improve healthcare.","Artificial Intelligence (AI), Cloud Computing, Health Care, Health Diagnostics, Information Technology, Machine Learning, Software","Bern, Bern, Switzerland, Europe",http://www.retinai.com,$1M to $10M,15140000,CHF,16768232,Early Stage Venture,8,4,1,Yes,
Venture Round - Urban Jungle,https://www.crunchbase.com/funding_round/urban-jungle-insurance-2-series-unknown--256b62a7,Urban Jungle,https://www.crunchbase.com/organization/urban-jungle-insurance-2,Venture - Series Unknown,2024-04-29,11200000,GBP,14066694,,,"Alma Mundi Ventures, Eka Ventures, Ingka Group, Intact Ventures, Rob Devey, Sony Innovation Fund","44,615",,,,,"Urban Jungle offers simple, fair and affordable insurance, unlocked using the latest technology.","Financial Services, FinTech, Insurance, InsurTech","London, England, United Kingdom, Europe",https://www.myurbanjungle.com/,$50M to $100M,60813189,USD,60813189,,10,6,2,Yes,
Venture Round - Kibus Petcare,https://www.crunchbase.com/funding_round/kibus-petcare-series-unknown--099257f2,Kibus Petcare,https://www.crunchbase.com/organization/kibus-petcare,Venture - Series Unknown,2023-11-22,1000000,EUR,1088790,,EASO Ventures,EASO Ventures,"44,913",,,,,Kibus Petcare offers a device that cooks pet food automatically.,"Agriculture, Food and Beverage, Health Care","Igualada, Catalonia, Spain, Europe",https://www.kibuspetcare.com/,$1M to $10M,1000000,EUR,1088790,,2,1,,Yes,
Venture Round - Zeleros,https://www.crunchbase.com/funding_round/zeleros-series-unknown--e059ff64,Zeleros,https://www.crunchbase.com/organization/zeleros,Venture - Series Unknown,2024-10-07,2500000,EUR,2743575,,Centre for the Development of Industrial Technology (CDTI),"Centre for the Development of Industrial Technology (CDTI), EIT InnoEnergy, Elewit","47,262",,,,,Zeleros designs and develops hyperloop technology for a more sustainable and energy-efficient transportation.,"Air Transportation, Manufacturing, Public Transportation, Renewable Energy, Transportation","Valencia, Comunidad Valenciana, Spain, Europe",https://www.zeleros.com/,$1M to $10M,12269069,USD,12269069,,8,3,,Yes,
Series B - TrusTrace,https://www.crunchbase.com/funding_round/trustrace-series-b--417383fc,TrusTrace,https://www.crunchbase.com/organization/trustrace,Series B,2024-01-18,22000000,EUR,23939768,,Circularity Capital,"Circularity Capital, Fairpoint Capital, Industrifonden","47,408",,,,Early Stage Venture,TrusTrace is a Software as a Service (SaaS) company providing a platform dedicated to product traceability and compliance.,"Enterprise Software, Information Technology, SaaS, Supply Chain Management, Sustainability","Stockholm, Stockholms Lan, Sweden, Europe",https://www.trustrace.com,$10M to $50M,31628654,USD,31628654,Early Stage Venture,6,3,1,Yes,
Venture Round - Microbiotica,https://www.crunchbase.com/funding_round/microbiotica-series-unknown--beb070a0,Microbiotica,https://www.crunchbase.com/organization/microbiotica,Venture - Series Unknown,2024-08-27,,,,,Tencent,"British Patient Capital, Cambridge Innovation Capital, Flerie Invest, IP Group, Seventure Partners, Tencent","49,332",,,,,Microbiotica is a developer of human microbiome therapeutics intended to discover and develop live bacterial therapeutics and biomarkers.,"Biotechnology, Health Care, Therapeutics","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.microbiotica.com/,Less than $1M,62000000,GBP,82748327,,4,6,4,Yes,
Venture Round - Withthegrid,https://www.crunchbase.com/funding_round/withthegrid-series-unknown--c6e40b1b,Withthegrid,https://www.crunchbase.com/organization/withthegrid,Venture - Series Unknown,2025-03-19,2000000,EUR,2188486,,Move Energy,Move Energy,"50,085",,,,,Monitoring and optimising energy grids,"Analytics, Artificial Intelligence (AI), Energy","Utrecht, Utrecht, The Netherlands, Europe",https://withthegrid.com/,$1M to $10M,3500000,EUR,3829850,,3,1,1,Yes,
Series A - Giraffe360,https://www.crunchbase.com/funding_round/giraffe360-series-a--7907ec4a,Giraffe360,https://www.crunchbase.com/organization/giraffe360,Series A,2023-10-26,,,,,,Norberts Erts,"52,489",,,,Early Stage Venture,Giraffe360 is a robotic technology company that offers 360° photography and virtual tour camera for real estate agents.,"3D Technology, Commercial Real Estate, Information Technology, Photography, Real Estate","London, England, United Kingdom, Europe",http://giraffe360.com291,$50M to $100M,28258631,USD,28258631,Early Stage Venture,6,1,,Yes,
