Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Venture Round - Friendsurance,https://www.crunchbase.com/funding_round/friendsurance-series-unknown--1875b258,Friendsurance,https://www.crunchbase.com/organization/friendsurance,Venture - Series Unknown,2025-07-08,7000000,EUR,8229417,,Round2 Capital Partners,Round2 Capital Partners,"3,590",,,,,Friendsurance rewards small groups of users with a cash back bonus at the end of each year they remain claimless.,"Financial Services, Insurance, Peer to Peer","Berlin, Berlin, Germany, Europe",http://www.friendsurance.de,$10M to $50M,23529417,USD,23529417,,5,1,1,Yes,
Series D - Piano,https://www.crunchbase.com/funding_round/piano-media-series-d--68918534,Piano,https://www.crunchbase.com/organization/piano-media,Series D,2025-02-06,45000000,USD,45000000,,Updata Partners,Updata Partners,"5,986",,,,Late Stage Venture,Piano helps organizations understand and influence customer behavior through a digital experience platform.,"Analytics, Information Technology, SaaS, Software","Amsterdam, Noord-Holland, The Netherlands, Europe",http://www.piano.io,$50M to $100M,329960852,USD,329960852,Late Stage Venture,12,1,1,Yes,
Venture Round - Buyutech,https://www.crunchbase.com/funding_round/büyütech-series-unknown--b1a3a8bb,Buyutech,https://www.crunchbase.com/organization/büyütech,Venture - Series Unknown,2025-01-14,250000,USD,250000,,T3 Venture Capital Investment,"APY Ventures, Beycelik Holding, Bilişim Vadisi, Driventure, Farplas, Ford Otosan, Intecro, Isuzu, ITUARI Teknokent, Koluman Automotive Industry, Maxis, T3 Venture Capital Investment, Technology & Innovation Fund","6,009",,,,,Buyutech is an automotive perception company that develops and manufactures passive-only perception solutions.,"Automotive, Autonomous Vehicles, Electronics, Image Recognition","Çankaya, Ankara, Turkey, Europe",https://www.buyutech.com.tr/,,7679626,USD,7679626,,5,13,,Yes,
Venture Round - Brainreader,https://www.crunchbase.com/funding_round/brainreader-aps-series-unknown--9f04d880,Brainreader,https://www.crunchbase.com/organization/brainreader-aps,Venture - Series Unknown,2025-05-28,7300000,USD,7300000,,Dahlgren Capital,"Dahlgren Capital, Investo Capital","9,861",,,,,Brainreader develops software which detects neurodegenerative diseases.,"Analytics, Health Care, Health Diagnostics, Medical Device, Software","Aalborg, Nordjylland, Denmark, Europe",http://brainreader.net/,Less than $1M,8942027,USD,8942027,,2,2,2,Yes,
Venture Round - Workbuzz,https://www.crunchbase.com/funding_round/workbuzz-series-unknown--0c5722c5,Workbuzz,https://www.crunchbase.com/organization/workbuzz,Venture - Series Unknown,2025-04-28,4000000,GBP,5319326,,YFM Equity Partners,YFM Equity Partners,"10,906",,,,,Professional ratings and reviews,"Internet, Social Media","Milton Keynes, Milton Keynes, United Kingdom, Europe",http://www.workbuzz.com,$1M to $10M,12480000,GBP,16168856,,4,1,2,Yes,
Private Equity Round - Plotbox,https://www.crunchbase.com/funding_round/plotbox-private-equity--7f7aaa86,Plotbox,https://www.crunchbase.com/organization/plotbox,Private Equity,2025-04-22,,,,,Serent Capital,Serent Capital,"11,069",,,,Private Equity,PlotBox is a developer of a cemetery management software used to facilitate cemeteries operation services.,"GPS, Property Management, Rental Property, Software","Ballymena, Ballymena, United Kingdom, Europe",http://plotbox.com,$1M to $10M,12678856,USD,12678856,Private Equity,9,1,1,Yes,
Series G - Blacklane,https://www.crunchbase.com/funding_round/blacklane-series-g--b04b646a,Blacklane,https://www.crunchbase.com/organization/blacklane,Series G,2024-10-29,60000000,EUR,64919608,,TASARU Mobility Investments,"Al Fahim Group, ALSTIN Family GmbH, Gargash Group, Mercedes-Benz Mobility, RI Digital Ventures, TASARU Mobility Investments","12,479",,,,Late Stage Venture,Blacklane is a professional chauffeur service that connects users to drivers through their mobile app.,"Apps, Hospitality, Mobile Apps, Professional Services, Tourism, Transportation, Travel","Berlin, Berlin, Germany, Europe",http://www.blacklane.com,$1M to $10M,203500308,USD,203500308,Late Stage Venture,12,6,3,Yes,
Venture Round - Conceptboard,https://www.crunchbase.com/funding_round/conceptboard-series-unknown--0b0c2e18,Conceptboard,https://www.crunchbase.com/organization/conceptboard,Venture - Series Unknown,2025-02-26,10000000,EUR,10488029,,Cipio Partners,Cipio Partners,"24,065",,,,,An infinite canvas for your whole team,"B2B, Collaboration, Product Design, SaaS, Software, Web Design","Halle, Sachsen-Anhalt, Germany, Europe",https://www.conceptboard.com,$1M to $10M,10000000,EUR,10488029,M&A,3,1,,Yes,
Series A - TriLite Technologies,https://www.crunchbase.com/funding_round/trilite-technologies-series-a--85eff31b,TriLite Technologies,https://www.crunchbase.com/organization/trilite-technologies,Series A,2024-09-11,20000000,EUR,22020636,,,"APEX Ventures, B&C Innovation Investments, Continental Venture Capital, TEC Ventures","25,470",,,,Early Stage Venture,TriLite Technologies is a developing world display tech for AR/VR applications.,"Computer, Information Technology, Telecommunications","Vienna, Wien, Austria, Europe",http://www.trilite-tech.com/,$1M to $10M,28000000,EUR,31325840,Early Stage Venture,4,4,1,Yes,
Venture Round - Tribesports,https://www.crunchbase.com/funding_round/tribesports-series-unknown--bbf0341a,Tribesports,https://www.crunchbase.com/organization/tribesports,Venture - Series Unknown,2011-06-10,400000,USD,400000,,,,"206,815",,,,,Tribesports is a performance sportswear brand using digital & social internet technologies to flatten the supply chain and to build brand.,"E-Commerce, Sports","London, England, United Kingdom, Europe",http://tribesports.com,Less than $1M,5600000,USD,5600000,Early Stage Venture,4,,,Yes,
