Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series B - Feedzai,https://www.crunchbase.com/funding_round/feedzai-series-b--3663352e,Feedzai,https://www.crunchbase.com/organization/feedzai,Series B,2015-05-18,17500000,USD,17500000,,Oak HC/FT,"Armilar Venture Partners, Capital One Ventures, Oak HC/FT, Sapphire Ventures","103,479",,,,Early Stage Venture,Feedzai develops risk management tools to prevent fraud and money laundering in transactions.,"Analytics, Artificial Intelligence (AI), FinTech, Fraud Detection, Information Technology","Coimbra, Coimbra, Portugal, Europe",http://www.feedzai.com,$50M to $100M,277465392,USD,277465392,,8,4,6,Yes,
Series D - Brainly,https://www.crunchbase.com/funding_round/brainly-com-series-d--4d275000,Brainly,https://www.crunchbase.com/organization/brainly-com,Series D,2020-12-17,80000000,USD,80000000,,Learn Capital,"General Catalyst, Learn Capital, Manta Ray Ventures, Prosus Ventures, Runa Capital","110,386",,,,Late Stage Venture,Brainly is a web-based learning platform where kids and parents seek homework and study assistance from peers and professionals.,"Apps, Communities, E-Learning, EdTech, Education, Peer to Peer, Social Network, Software","Kraków, Malopolskie, Poland, Europe",https://brainly.com,$10M to $50M,148500000,USD,148500000,Late Stage Venture,6,5,4,Yes,
Venture Round - Continuous Retorts Ltd.,https://www.crunchbase.com/funding_round/continuous-retorts-ltd-series-unknown--3cb063c4,Continuous Retorts Ltd.,https://www.crunchbase.com/organization/continuous-retorts-ltd,Venture - Series Unknown,2021-06-11,750000,GBP,1058176,,North East Development Capital Fund,North East Development Capital Fund,"115,546",,,,,Continuous Retorts Ltd. is a food packaging company.,"Food and Beverage, Packaging Services","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",http://www.crlfoods.com/,$1M to $10M,1000000,GBP,1468265,,2,1,1,Yes,
Venture Round - SummuS Render,https://www.crunchbase.com/funding_round/summus-render-s-l-series-unknown--10fe8dcc,SummuS Render,https://www.crunchbase.com/organization/summus-render-s-l,Venture - Series Unknown,2022-01-18,675000,EUR,764674,,Criteria Venture Tech,"CDTI, Conexo Ventures, Criteria Venture Tech, EASO Ventures, Neo Capital","117,455",,,,,SummuS Render is a render farm that offers 3D rendering and massive computing solutions for enterprise customers.,"3D Technology, Hardware, Software","Madrid, Madrid, Spain, Europe",http://www.summus.es,$1M to $10M,4063876,USD,4063876,,6,5,,Yes,
"Series A - Sothis Information Technology, SL",https://www.crunchbase.com/funding_round/sothis-tecnolog-as-series-a--8b9e5ef4,"Sothis Information Technology, SL",https://www.crunchbase.com/organization/sothis-tecnolog-as,Series A,2021-03-08,5000000,EUR,5925455,,Angels Capital,Angels Capital,"120,844",,,,Early Stage Venture,Sothis Information Technology is a company founded in 2008 and 100% oriented provision of high value to a very specific customer segment.,"Cloud Computing, Cloud Data Services, Information Services, Information Technology","Paterna, Comunidad Valenciana, Spain, Europe",https://www.sothis.tech/,$10M to $50M,5960000,EUR,7045146,M&A,3,1,,Yes,
Series A - BerGenBio,https://www.crunchbase.com/funding_round/bergenbio-series-a--1104a7b3,BerGenBio,https://www.crunchbase.com/organization/bergenbio,Series A,2012-01-09,8800000,USD,8800000,,"Investinor, Sarsia Seed Management","Investinor, Sarsia Seed Management","124,531",,,,Early Stage Venture,BerGenBio is clinical-stage biopharma developing first-in-class selective AXL kinase inhibitors to treat multiple aggressive cancers.,"Biotechnology, Pharmaceutical","Bergen, Hordaland, Norway, Europe",http://www.bergenbio.com,Less than $1M,183440577,USD,183440577,IPO,10,2,3,Yes,
Venture Round - Arecor,https://www.crunchbase.com/funding_round/arecor-series-unknown--1ba9f92c,Arecor,https://www.crunchbase.com/organization/arecor,Venture - Series Unknown,2018-09-10,6000000,GBP,7816327,,"Calculus Capital, Downing Ventures","AlbionVC, Calculus Capital, Downing Ventures","126,638",,,,,Arecor is a leader in developing superior biopharmaceuticals through the application of its innovative formulation technology platform.,"Biopharma, Biotechnology, Education, Pharmaceutical","Little Chesterford, Essex, United Kingdom, Europe",http://www.arecor.com,$1M to $10M,26555000,GBP,34815243,IPO,11,3,,Yes,
Series B - Xentral,https://www.crunchbase.com/funding_round/xentral-series-b--966b5fed,Xentral,https://www.crunchbase.com/organization/xentral,Series B,2021-08-17,63730000,EUR,74623982,,Meritech Capital Partners,"Freigeist Capital, Leblon Capital, Meritech Capital Partners, s16vc, Sequoia Capital, Visionaries Club","129,948",,,,Early Stage Venture,Xentral develops ERP and CRM software solutions for enterprises.,"Enterprise Resource Planning (ERP), Product Management, Software","Augsburg, Bayern, Germany, Europe",https://xentral.com/,$10M to $50M,94623982,USD,94623982,Early Stage Venture,4,6,4,Yes,
Venture Round - ArcticStartup,https://www.crunchbase.com/funding_round/arcticstartup-series-unknown--bcf1e3dd,ArcticStartup,https://www.crunchbase.com/organization/arcticstartup,Venture - Series Unknown,2017-09-05,,,,,Vayner/RSE,Vayner/RSE,"129,973",,,,,"ArcticStartup is helping to build communities with uncapped opportunities through media, events, PR and consulting since 2007.","Communities, Consulting, Digital Media, Internet, News, Social Entrepreneurship, Social Media","Helsinki, Southern Finland, Finland, Europe",http://www.arcticstartup.com,$1M to $10M,,,,Seed,4,1,1,Yes,
Venture Round - Much Better Adventures,https://www.crunchbase.com/funding_round/much-better-adventures-series-unknown--8b7e168a,Much Better Adventures,https://www.crunchbase.com/organization/much-better-adventures,Venture - Series Unknown,2024-12-06,5000000,GBP,6372000,,Gresham House Ventures,Gresham House Ventures,"137,981",,,,,Much Better Adventures is an online travel company that offers active outdoor adventure holidays.,"Adventure Travel, Enterprise Software, Search Engine, Sustainability, Travel","London, England, United Kingdom, Europe",http://muchbetteradventures.com,$1M to $10M,11774119,USD,11774119,,9,1,1,Yes,
Series A - Meva Energy,https://www.crunchbase.com/funding_round/meva-energy-series-a--fb96b5a1,Meva Energy,https://www.crunchbase.com/organization/meva-energy,Series A,2023-08-07,9000000,EUR,9902417,,AXA Investment Managers,AXA Investment Managers,"138,431",,,,Early Stage Venture,Meva Energy is working on a technology that converts solid biomass into renewable biogas.,"Energy, Environmental Consulting, Renewable Energy","Backa, Vastmanlands Lan, Sweden, Europe",http://mevaenergy.com/,$1M to $10M,9992949,EUR,11115776,M&A,4,1,1,Yes,
Series C - Vashi,https://www.crunchbase.com/funding_round/vashi-series-c--c81e583b,Vashi,https://www.crunchbase.com/organization/vashi,Series C,2021-09-01,45000000,USD,45000000,,,,"138,865",,,,Late Stage Venture,"Vashi is a fine jewellery brand that offers a genuinely unique, disruptive, and omni-channel retail experience.","Media and Entertainment, Retail, TV","London, England, United Kingdom, Europe",https://www.vashi.com/,$100M to $500M,57781614,USD,57781614,M&A,5,,,Yes,
Venture Round - Hintsa,https://www.crunchbase.com/funding_round/hintsa-series-unknown--fa348483,Hintsa,https://www.crunchbase.com/organization/hintsa,Venture - Series Unknown,2022-07-12,5100000,EUR,5115479,,,"Charles Plowden, James Corden, K5 Global, Paul Polman","150,440",,,,, A employee wellbeing and performance Company,"Apps, Content, Fitness, Mobile, Wellness","Helsinki, Southern Finland, Finland, Europe",https://www.hintsa.com/,$1M to $10M,16170791,USD,16170791,,4,4,,Yes,
Venture Round - asgoodasnew,https://www.crunchbase.com/funding_round/asgoodasnew-series-unknown--553e1dc7,asgoodasnew,https://www.crunchbase.com/organization/asgoodasnew,Venture - Series Unknown,2014-02-17,,,,,,SevenVentures,"161,196",,,,,asgoodasnew is an online retail store based in Europe that sells consumer electronics.,"Consumer Electronics, E-Commerce, Electronics","Frankfurt, Hessen, Germany, Europe",https://asgoodasnew.de,Less than $1M,29000000,EUR,33655926,,7,1,,Yes,
Series A - Kwaga,https://www.crunchbase.com/funding_round/kwaga-series-a--6cff8b41,Kwaga,https://www.crunchbase.com/organization/kwaga,Series A,2012-01-12,1550000,USD,1550000,,,,"308,339",7000000,USD,7000000,Early Stage Venture,Kwaga is a startup that specializes in tools to make email ‘smarter’ by leveraging semantic technology,"Contact Management, CRM, Messaging","Paris, Ile-de-France, France, Europe",http://www.kwaga.com,,3344867,USD,3344867,Early Stage Venture,3,,,Yes,
Venture Round - NPEX,https://www.crunchbase.com/funding_round/npex-series-unknown--c2be1cbd,NPEX,https://www.crunchbase.com/organization/npex,Venture - Series Unknown,2014-05-08,,,,,,Inkef,"165,376",,,,,NPEX offers a secure platform that enables companies and investors to trade securities.,"Finance, Financial Services, FinTech","Utrecht, Utrecht, The Netherlands, Europe",http://www.npex.nl,$1M to $10M,5350000,EUR,6549906,Late Stage Venture,4,1,,Yes,
Series D - Evaneos,https://www.crunchbase.com/funding_round/evaneos-series-d--46fc1437,Evaneos,https://www.crunchbase.com/organization/evaneos,Series D,2018-09-07,80000000,USD,80000000,,"Level Equity Management, Partech","Bpifrance, Level Equity Management, Partech, Quadrille Capital, Serena, XAnge","171,258",,,,Late Stage Venture,"Evaneos is a web platform helping travelers design, estimate costs, and book personalized trips by connecting them with local agents.","E-Commerce, Online Portals, Tourism, Travel","Paris, Ile-de-France, France, Europe",https://www.evaneos.com,$10M to $50M,130002488,USD,130002488,,7,6,1,Yes,
Venture Round - Bin-e,https://www.crunchbase.com/funding_round/bin-e-smart-waste-bin-series-unknown--e2883fff,Bin-e,https://www.crunchbase.com/organization/bin-e-smart-waste-bin,Venture - Series Unknown,2024-07-01,,,,,EIT InnoEnergy,EIT InnoEnergy,"173,289",,,,,Bin-e is a smart waste management system that uses artificial intelligence to identify the type of waste.,"Artificial Intelligence (AI), CleanTech, Facility Management, Information Technology, Internet of Things, Recycling, Smart Building, Software, Waste Management","Poznan, Wielkopolskie, Poland, Europe",http://bine.world,$1M to $10M,2250000,EUR,2610305,,6,1,,Yes,
Series A - Worldsensing,https://www.crunchbase.com/funding_round/worldsensing-series-a--d5ec2ebe,Worldsensing,https://www.crunchbase.com/organization/worldsensing,Series A,2015-10-02,,,,,Mitsui Global Investment,"Cisco Investments, Endeavor Catalyst, JME Ventures, Kibo Ventures, Mitsui Global Investment","176,665",,,,Early Stage Venture,Worldsensing is an IoT company specializing in sensing solutions for smart cities and industries with critical assets in remote locations.,"Cloud Computing, Information Technology, Internet of Things, Smart Cities, Software, Wireless","Barcelona, Catalonia, Spain, Europe",http://www.worldsensing.com,$10M to $50M,19855019,EUR,23407327,Late Stage Venture,10,5,1,Yes,
