Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Venture Round - Packwise,https://www.crunchbase.com/funding_round/packwise-gmbh-series-unknown--543db29e,Packwise,https://www.crunchbase.com/organization/packwise-gmbh,Venture - Series Unknown,2025-07-30,,,,,,"Hüttenes³, Sächsische Beteiligungsgesellschaft, TGFS - Technologiegründerfonds Sachsen","1,724",,,,,Packwise offers an industrial Internet of Things solution for smart container tracking and liquid asset management.,"Industrial, Industrial Automation, Industrial Manufacturing, Internet of Things, Packaging Services, Supply Chain Management","Dresden, Sachsen, Germany, Europe",https://packwise.de,Less than $1M,,,,,4,3,1,Yes,
Venture Round - Glartek,https://www.crunchbase.com/funding_round/glartek-series-unknown--4df73d4d,Glartek,https://www.crunchbase.com/organization/glartek,Venture - Series Unknown,2025-07-03,2000000,EUR,2353800,,"August One, Portugal Ventures","August One, Portugal Ventures","1,972",,,,,Augmented and Connected Worker platform to increase operational efficiency and safety of tasks performed by industrial front-line workers.,"Asset Management, Augmented Reality, Enterprise Software, Knowledge Management, Manufacturing, SaaS, Skill Assessment, Task Management","Leiria, Leiria, Portugal, Europe",http://glartek.com/,$1M to $10M,3500000,EUR,4050825,,3,2,,Yes,
Series B - Definely,https://www.crunchbase.com/funding_round/definely-series-b--f2dd9877,Definely,https://www.crunchbase.com/organization/definely,Series B,2025-06-09,30000000,USD,30000000,,Revaia,"Alumni Ventures, Beacon Capital, Clio, Cornerstone VC, Octopus Ventures, Revaia, The Raine Group, Zrosk Investment Management","2,742",,,,Early Stage Venture,"Definely is a legal tech company that develops AI-powered tools for drafting, editing, and proofreading legal documents.","Legal, Legal Tech, SaaS, Software","London, England, United Kingdom, Europe",https://www.definely.com,$1M to $10M,42511832,USD,42511832,Early Stage Venture,7,8,3,Yes,
Venture Round - Doktar Technologies,https://www.crunchbase.com/funding_round/doktar-series-unknown--47ef77d8,Doktar Technologies,https://www.crunchbase.com/organization/doktar,Venture - Series Unknown,2025-06-24,7500000,EUR,8718426,,"European Circular Bioeconomy Fund, Pymwymic","Diffusion Capital Partners, European Circular Bioeconomy Fund, Pymwymic","3,088",,,,,Doktar Technologies provides solutions for the digital transformation of the agriculture and food industries.,"Agriculture, AgTech, Big Data, Information Technology, Internet of Things, Mobile Apps, Remote Sensing","Istanbul, Istanbul, Turkey, Europe",https://www.doktar.com,$10M to $50M,10205904,USD,10205904,,4,3,2,Yes,
Series D - Synthesia,https://www.crunchbase.com/funding_round/synthesia-series-d--3f6fcd84,Synthesia,https://www.crunchbase.com/organization/synthesia,Series D,2025-01-15,180000000,USD,180000000,,New Enterprise Associates,"Accel, Atlassian Ventures, FirstMark, GV, Kleiner Perkins, MMC Ventures, New Enterprise Associates, PSP Growth, World Innovation Lab","4,279",1920000000,USD,1920000000,Late Stage Venture,Synthesia is an AI video platform that enables users to create videos from text using advanced AI avatars and voiceovers.,"Artificial Intelligence (AI), Content Creators, Generative AI, Software, Video, Video Editing","London, England, United Kingdom, Europe",http://www.synthesia.io,$100M to $500M,336600000,USD,336600000,,7,9,7,Yes,
Series A - HAYA Therapeutics,https://www.crunchbase.com/funding_round/haya-therapeutics-series-a--faea3f65,HAYA Therapeutics,https://www.crunchbase.com/organization/haya-therapeutics,Series A,2025-05-08,65000000,USD,65000000,,"Earlybird Venture Capital, Sofinnova Partners","+ND Capital, 4See Ventures, Alexandria Venture Investments, Apollo Health Ventures, ATHOS, Bernina BioInvest, Earlybird Venture Capital, Eli Lilly, LifeLink Ventures, Longview Ventures, Schroders Capital, Sofinnova Partners","4,687",,,,Early Stage Venture,HAYA Therapeutics is a biotechnology company developing precision RNA-guided medicines that target the dark genome.,"Biotechnology, Genetics, Health Care, Medical, Therapeutics","Lausanne, Vaud, Switzerland, Europe",https://www.hayatx.com,$1M to $10M,1108328986,USD,1108328986,Early Stage Venture,11,12,2,Yes,
Series A - Surgify,https://www.crunchbase.com/funding_round/surgify-series-a--1aca984a,Surgify,https://www.crunchbase.com/organization/surgify,Series A,2025-05-27,7000000,EUR,7980746,,ZEISS Ventures,"Cascara Ventures, European Innovation Council Fund, Lednil, ZEISS Ventures","4,953",,,,Early Stage Venture,"Surgify develops new solutions to protect these structures and prevent associated complications. Bleeding, infections and nerve injuries.","Commercial, Health Care, Medical","Espoo, Southern Finland, Finland, Europe",http://surgifymedical.com/,Less than $1M,11839378,EUR,13558271,Early Stage Venture,6,4,3,Yes,
Series A - Griffin,https://www.crunchbase.com/funding_round/griffin-3-series-a--73e7c24e,Griffin,https://www.crunchbase.com/organization/griffin-3,Series A,2024-03-11,19000000,GBP,24354759,,"BREEGA, MassMutual Ventures, NordicNinja VC","BREEGA, CircleRock Capital, EQT Ventures, MassMutual Ventures, Michele Attisani, NordicNinja VC, Notion Capital","5,026",,,,Early Stage Venture,Griffin is a banking-as-a-service provider that helps companies build and launch financial services products.,"Banking, Finance, Financial Services, FinTech, IaaS, Internet, SaaS","London, England, United Kingdom, Europe",https://griffin.com/,$10M to $50M,81733254,USD,81733254,,9,7,4,Yes,
Series C - Parloa,https://www.crunchbase.com/funding_round/parloa-series-c--37e6183c,Parloa,https://www.crunchbase.com/organization/parloa,Series C,2025-05-06,120000000,USD,120000000,,"Altimeter Capital, Durable Capital Partners, General Catalyst","Altimeter Capital, Durable Capital Partners, EQT Ventures, General Catalyst, Mosaic Ventures, RPT Capital, Senovo","5,211",880000000,USD,880000000,Late Stage Venture,Parloa is a conversational AI platform that enables businesses to automate customer interactions across various communication channels.,"Artificial Intelligence (AI), Chatbot, Generative AI, Information Technology, SaaS, Software, Telecommunications","Berlin, Berlin, Germany, Europe",https://parloa.com,$10M to $50M,211979624,USD,211979624,Late Stage Venture,4,7,6,Yes,
Venture Round - Bandora,https://www.crunchbase.com/funding_round/bandora-systems-series-unknown--70580fbf,Bandora,https://www.crunchbase.com/organization/bandora-systems,Venture - Series Unknown,2025-06-24,100000,EUR,116124,"Women Founded, Women Led",HearstLab,HearstLab,"5,596",,,,,"24/7 virtual facility manager to fine tune your smart building, avoiding unexpected downtime and maintenance.","Artificial Intelligence (AI), Building Maintenance, Energy Efficiency, Energy Management, Machine Learning, Property Management, PropTech, Real Estate, SaaS, Smart Building","Porto, Lisboa, Portugal, Europe",https://www.bandorasystems.com/,Less than $1M,2135383,EUR,2356117,,5,1,,Yes,
Series A - Prosoma,https://www.crunchbase.com/funding_round/prosoma-series-a--73150f6f,Prosoma,https://www.crunchbase.com/organization/prosoma,Series A,2025-06-16,,,,,CRB Inverbío,"CRB Inverbío, Impact Ventures Hungary, Verge HealthTech Fund","5,669",,,,Early Stage Venture,"At Prosoma, we design world-leading digital therapeutics solutions for Oncology.","Health Care, Medical, Medical Device, Oncology","Berlin, Berlin, Germany, Europe",https://www.prosoma.com,$1M to $10M,10501249,USD,10501249,Early Stage Venture,7,3,1,Yes,
Series B - Salvia BioElectronics,https://www.crunchbase.com/funding_round/salvia-bioelectronics-series-b--d4c6b296,Salvia BioElectronics,https://www.crunchbase.com/organization/salvia-bioelectronics,Series B,2025-05-27,53000000,EUR,60425647,,Innovation Industries,"BOM, Dolby Family Ventures, European Innovation Council Fund, Inkef, Innovation Industries, Invest-NL, Panakes Partners, SHS Capital, Thuja Capital","5,733",,,,Early Stage Venture,Salvia BioElectronics develops neuromodulation devices for migraine treatment and management.,"Biotechnology, Medical Device, Therapeutics","Eindhoven, Noord-Brabant, The Netherlands, Europe",https://www.salviabioelectronics.com,$1M to $10M,95008540,USD,95008540,Early Stage Venture,6,9,3,Yes,
Series A - Circula,https://www.crunchbase.com/funding_round/circula-series-a--0f45df06,Circula,https://www.crunchbase.com/organization/circula,Series A,2025-05-07,15000000,EUR,17043498,,Alstin Capital,"Alstin Capital, Capnamic, CIBC Innovation Banking, Peak, Storm Ventures, WENVEST Capital","6,370",,,,Early Stage Venture,Circula is an automated app to manage expenses and employee benefits such as meal vouchers that saves about 70% process costs in accounting.,"Financial Services, SaaS, Software, Travel","Berlin, Berlin, Germany, Europe",https://www.circula.com/,$1M to $10M,31300000,EUR,35699744,Early Stage Venture,4,6,7,Yes,
Series B - Noxtua,https://www.crunchbase.com/funding_round/xain-group-series-b--fbf49c45,Noxtua,https://www.crunchbase.com/organization/xain-group,Series B,2025-04-23,80700000,EUR,91802294,,Verlag C.H.BECK,"CMS, Dentons, Northern Data Group, Verlag C.H.BECK","6,814",,,,Early Stage Venture,"Noxtua, Europe’s sovereign Legal AI.","Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software","Berlin, Berlin, Germany, Europe",https://www.noxtua.com/,$1M to $10M,100300000,EUR,114595839,Early Stage Venture,5,4,5,Yes,
Venture Round - Pixion Games,https://www.crunchbase.com/funding_round/pixion-games-series-unknown--64cdabf2,Pixion Games,https://www.crunchbase.com/organization/pixion-games,Venture - Series Unknown,2025-01-28,12400000,USD,12400000,,Delphi Ventures,"Animoca Brands, Arete Capital, Delphi Ventures, L1D, Sky Mavis, The Spartan Group, Yield Guild Games","7,168",,,,,Pixion Games is a studio focused on building competitive esports games for mobile device.,"Blockchain, Computer, Video Games","London, England, United Kingdom, Europe",https://pixiongames.com/,$1M to $10M,19900000,USD,19900000,,3,7,,Yes,
Venture Round - SeqOne Genomics,https://www.crunchbase.com/funding_round/seqone-series-unknown--e1d7b78f,SeqOne Genomics,https://www.crunchbase.com/organization/seqone,Venture - Series Unknown,2025-05-22,20000000,EUR,22563864,,Supernova Invest,"Elaia, Mérieux Equity Partners, Omnes Capital, Supernova Invest","7,307",,,,,SeqOne is a next generation genomic analysis for next generation healthcare.,"Analytics, Big Data, Biotechnology, Health Care","Montpellier, Languedoc-Roussillon, France, Europe",https://seqone.com,Less than $1M,43000000,EUR,48579793,,3,4,2,Yes,
Series C - Sygnum,https://www.crunchbase.com/funding_round/sygnum-series-c--a844d201,Sygnum,https://www.crunchbase.com/organization/sygnum,Series C,2025-01-14,58000000,USD,58000000,,Fulgur Ventures,Fulgur Ventures,"7,381",942000000,USD,942000000,Late Stage Venture,Sygnum is a digital asset banking group that enables professional and institutional investors to invest in digital assets.,"Asset Management, Banking, Cryptocurrency, Finance, Financial Services, FinTech","Zürich, Zurich, Switzerland, Europe",https://www.sygnum.com,$100M to $500M,188000000,USD,188000000,Late Stage Venture,5,1,1,Yes,
Series B - Alloyed,https://www.crunchbase.com/funding_round/oxmet-technologies-ltd-series-b--5e40c87f,Alloyed,https://www.crunchbase.com/organization/oxmet-technologies-ltd,Series B,2025-03-12,37000000,GBP,47925909,,"Development Bank of Japan, SPARX Group","Anglo American, Aviva Investors, Development Bank of Japan, Future Industry Ventures, JX, Oxford Science Enterprises, SPARX Group","7,449",,,,Early Stage Venture,"Alloyed develops, licenses, and manufactures proprietary alloys, alloy powders and alloy components.","3D Printing, Aerospace, Automotive, Electronics, Manufacturing","Yarnton, Oxfordshire, United Kingdom, Europe",http://www.alloyed.com,$10M to $50M,55780000,GBP,72451854,Early Stage Venture,6,7,2,Yes,
Venture Round - Enpal,https://www.crunchbase.com/funding_round/enpal-series-unknown--f6a3cbd8,Enpal,https://www.crunchbase.com/organization/enpal,Venture - Series Unknown,2025-04-07,110000000,EUR,120799075,,TPG,"SoftBank Vision Fund, TPG","7,835",2090000000,EUR,2295182423,,Enpal is a photovoltaics leasing firm that provides solar power systems for homeowners.,"Energy, Environmental Consulting, Renewable Energy, Solar","Berlin, Berlin, Germany, Europe",https://www.enpal.de,$100M to $500M,3485000000,EUR,3817606297,,17,2,1,Yes,
Series A - AnaCardio,https://www.crunchbase.com/funding_round/anacardio-series-a--92f2ab16,AnaCardio,https://www.crunchbase.com/organization/anacardio,Series A,2025-01-09,205000000,SEK,18379535,,"Novo Holdings, Pureos Bioventures, Sound Bioventures","AnnHelene Ljungström, Flerie Invest, Fredrik Ljungström, Industrifonden, Novo Holdings, Pureos Bioventures, Sound Bioventures","8,345",,,,Early Stage Venture,AnaCardio is a clinical stage biopharmaceutical company developing novel drugs to treat heart failure.,"Biopharma, Biotechnology, Medical","Solna, Stockholms Lan, Sweden, Europe",https://anacardio.com,$1M to $10M,388000000,SEK,36018877,Early Stage Venture,4,7,5,Yes,
Series C - Upvest,https://www.crunchbase.com/funding_round/upvest-co-series-c--b3b2b9b5,Upvest,https://www.crunchbase.com/organization/upvest-co,Series C,2024-12-12,100000000,EUR,104735511,,"Hedosophia, Sapphire Ventures","Bessemer Venture Partners, BlackRock, Earlybird Venture Capital, Hedosophia, HV Capital, Motive Ventures, Notion Capital, Sapphire Ventures","8,373",,,,Late Stage Venture,Upvest is a fintech company that offers an investment API that allows businesses to offer investment services to their customers.,"Finance, Financial Services, FinTech, Information Technology, Software","Berlin, Berlin, Germany, Europe",https://upvest.co,$10M to $50M,199187845,USD,199187845,Late Stage Venture,8,8,2,Yes,
Series A - Reelevant,https://www.crunchbase.com/funding_round/reelevant-series-a--4d18c2f8,Reelevant,https://www.crunchbase.com/organization/reelevant,Series A,2025-04-29,6000000,EUR,6836516,,Seventure Partners,"GO CAPITAL, Nathalie Balla, Seventure Partners","8,574",,,,Early Stage Venture,Unlock moments to reconnect brands to people.Hyper-personalized customer experience solution that reconnects brands with their customers.,"Analytics, Content Marketing, Digital Marketing, Email Marketing, Marketing Automation, Personalization, Real Time, SaaS, Software","Paris, Ile-de-France, France, Europe",https://www.reelevant.com,Less than $1M,6900000,EUR,7862538,Early Stage Venture,3,3,1,Yes,
Venture Round - Synthesia,https://www.crunchbase.com/funding_round/synthesia-series-unknown--10bee483,Synthesia,https://www.crunchbase.com/organization/synthesia,Venture - Series Unknown,2025-04-08,,,,,Adobe Ventures,Adobe Ventures,"8,629",,,,,Synthesia is an AI video platform that enables users to create videos from text using advanced AI avatars and voiceovers.,"Artificial Intelligence (AI), Content Creators, Generative AI, Software, Video, Video Editing","London, England, United Kingdom, Europe",http://www.synthesia.io,$100M to $500M,336600000,USD,336600000,,7,1,,Yes,
Series B - Altris,https://www.crunchbase.com/funding_round/altris-series-b--97aab19c,Altris,https://www.crunchbase.com/organization/altris,Series B,2024-10-09,150000000,SEK,14431065,,Maersk Growth,"Clarios, EIT InnoEnergy, Maersk Growth, Molindo, Volvo Cars Tech Fund","9,758",,,,Early Stage Venture,Altris is a sodium-ion battery developer that focuses on enhancing energy storage efficiency and sustainability.,"Battery, Chemical, Energy Storage, Manufacturing","Uppsala, Uppsala Lan, Sweden, Europe",http://www.altris.se,$1M to $10M,32013732,USD,32013732,Early Stage Venture,5,5,4,Yes,
Venture Round - EnteroBiotix,https://www.crunchbase.com/funding_round/enterobiotix-series-unknown--4fdb7924,EnteroBiotix,https://www.crunchbase.com/organization/enterobiotix,Venture - Series Unknown,2025-07-25,1389676,USD,1389676,,,,"10,035",,,,,EnteroBiotix is a developer of novel medicinal products intended to restore health and prevent bacterial infections.,"Biotechnology, Clinical Trials, Health Care, Life Science","Edinburgh, Edinburgh, City of, United Kingdom, Europe",http://enterobiotix.com/,,55166116,USD,55166116,,5,,,Yes,
Venture Round - Digime,https://www.crunchbase.com/funding_round/digime3d-series-unknown--21f8c331,Digime,https://www.crunchbase.com/organization/digime3d,Venture - Series Unknown,2022-04-27,715000,USD,715000,,"Kerim Kotan, TechOne VC, twozero Ventures","Alp Ulku, Efe Duran Sarikaya, Gökhan Eyigün, Kamil Sözen, Kerim Kotan, Müge Tarman Karadayı, NIHAT CAVIT ORAL, Partner Tasarım ve Ticaret A.Ş, Siret Unsal, TechOne VC, Tolunay Yıldız, twozero Ventures, Özgür Ülkü, İlter Terzioğlu","10,202",,,,,Digime is a software company that enables users to extract key body shape and measurements with AI powered algorithms.,"3D Technology, Medical Device, Test and Measurement","Istanbul, Istanbul, Turkey, Europe",https://digime3d.com/,$1M to $10M,1354191,USD,1354191,,4,14,,Yes,
Venture Round - Ironchip,https://www.crunchbase.com/funding_round/ironchip-series-unknown--07800223,Ironchip,https://www.crunchbase.com/organization/ironchip,Venture - Series Unknown,2025-06-02,1500000,EUR,1707036,,Sabadell Venture Capital,"ABANCA, Centre for the Development of Industrial Technology (CDTI), EASO Ventures, Inveready, Sabadell Venture Capital","10,511",,,,,IRONCHIP means location-based security. We create cybersecurity solutions based on our exclusive unspoofable geolocation technology.,Cyber Security,"Baracaldo, Pais Vasco, Spain, Europe",https://www.ironchip.com/,$1M to $10M,4150000,EUR,4436117,,6,5,4,Yes,
Venture Round - Phase,https://www.crunchbase.com/funding_round/phase-d6fe-series-unknown--fe7d6ce4,Phase,https://www.crunchbase.com/organization/phase-d6fe,Venture - Series Unknown,2025-02-13,13000000,USD,13000000,,,"42CAP, 500 Global, Gobi Partners, New Economy Ventures, Palm Drive Capital, Shilling, SquareOne Venture Capital, WI Harper Group","10,555",,,,,"Phase is a visual and intuitive digital design tool, reworked for the new age.","Product Design, Web Design","Berlin, Berlin, Germany, Europe",https://phase.com,$1M to $10M,13907612,USD,13907612,,6,8,,Yes,
Series A - Genie AI,https://www.crunchbase.com/funding_round/ginie-ai-series-a--c9356d22,Genie AI,https://www.crunchbase.com/organization/ginie-ai,Series A,2024-10-23,17800000,USD,17800000,,"GV, Khosla Ventures","GV, Khosla Ventures","10,688",,,,Early Stage Venture,Automatic legal contract drafting platform for anyone.,"Artificial Intelligence (AI), Information Technology, Knowledge Management, Legal, Machine Learning, Software","London, England, United Kingdom, Europe",https://genieai.co/,$1M to $10M,20542465,USD,20542465,Early Stage Venture,4,2,2,Yes,
Series A - Drivesec,https://www.crunchbase.com/funding_round/drivesec-series-a--68c2cbee,Drivesec,https://www.crunchbase.com/organization/drivesec,Series A,2025-02-18,3000000,EUR,3134459,,"Levante Capital, LIFTT EuroInvest","Levante Capital, LIFTT EuroInvest","11,298",,,,Early Stage Venture,Drivesec is a cybersecurity company that develops security solutions for the IoT market.,"Cyber Security, Internet of Things, Security","Torino, Piemonte, Italy, Europe",https://www.drivesec.com/,,3400000,EUR,3621603,Early Stage Venture,2,2,3,Yes,
Series A - SPRiNG Collective,https://www.crunchbase.com/funding_round/spring-collective-series-a--b1a3fb36,SPRiNG Collective,https://www.crunchbase.com/organization/spring-collective,Series A,2025-03-18,10000000,EUR,10938753,,,"Aglaé Ventures, Circular Innovation Fund, Eutopia VC, Ring Capital","11,511",,,,Early Stage Venture,SPRiNG is a consumer goods company that offers clean and efficient laundry and cleaning products.,"Consumer Goods, Retail, Shopping","Paris, Ile-de-France, France, Europe",https://wespring.com,,12100000,EUR,13298171,Early Stage Venture,2,4,,Yes,
Venture Round - GoParity,https://www.crunchbase.com/funding_round/goparity-series-unknown--00a676f4,GoParity,https://www.crunchbase.com/organization/goparity,Venture - Series Unknown,2025-05-02,2900000,EUR,3277762,,3xP Global,"3xP Global, Energy Access, Investeco Capital, MSM, Regenerative Ltd, Schneider Electric Energy Access Asia","11,608",,,,,Personal finance and investment app that connects people and companies with organizations that need funding for sustainability projects.,"CleanTech, Crowdfunding, FinTech, Sustainability","Lisbon, Lisboa, Portugal, Europe",https://goparity.com/,,9671953,USD,9671953,,10,6,3,Yes,
Venture Round - RoomPriceGenie,https://www.crunchbase.com/funding_round/roompricegenie-series-unknown--db2b5958,RoomPriceGenie,https://www.crunchbase.com/organization/roompricegenie,Venture - Series Unknown,2025-02-17,75000000,USD,75000000,,Five Elms Capital,Five Elms Capital,"11,820",,,,,RoomPriceGenie is a revenue management system designed to optimize room pricing for independent hoteliers.,"Software, Travel","Zug, Zug, Switzerland, Europe",https://roompricegenie.com/,,78772663,USD,78772663,,5,1,1,Yes,
Series A - Partful,https://www.crunchbase.com/funding_round/samsonvt-series-a--3c591114,Partful,https://www.crunchbase.com/organization/samsonvt,Series A,2024-12-10,5000000,GBP,6389997,,Northern Gritstone,"Blumberg Capital, Northern Gritstone, Par Equity","11,974",,,,Early Stage Venture,"Partful allows to present the products and parts in spectacular 3D, allowing the consumers to identify the proper parts and order them.","Information Services, Information Technology","Manchester, Manchester, United Kingdom, Europe",https://partful.io/,$1M to $10M,11200000,GBP,14579721,Early Stage Venture,3,3,4,Yes,
Venture Round - Stockly,https://www.crunchbase.com/funding_round/stockly-series-unknown--6548fcba,Stockly,https://www.crunchbase.com/organization/stockly,Venture - Series Unknown,2025-02-05,26000000,EUR,27076339,,83North,"83North, Anyma Capital, Daphni, Eurazeo, Square Capital","11,997",,,,,The Global Inventory for Retail,"Cosmetics, E-Commerce, Fashion, Retail, Shoes","Paris, Ile-de-France, France, Europe",https://www.stockly.ai/,$500M to $1B,43100000,EUR,44615897,,5,5,,Yes,
