Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series B - Azafaros,https://www.crunchbase.com/funding_round/azafaros-series-b--6213fab1,Azafaros,https://www.crunchbase.com/organization/azafaros,Series B,2025-05-13,132000000,EUR,146690300,,"Forbion Capital Partners, Jeito Capital","BioGeneration Ventures, Forbion Capital Partners, Jeito Capital, Pictet Alternative Advisors, Schroders Capital, Seroba Life Sciences","3,565",,,,Early Stage Venture,Azafaros aims at developing new therapeutic agents for the treatment of rare metabolic disorders.,"Biotechnology, Health Care, Therapeutics","Leiden, Zuid-Holland, The Netherlands, Europe",https://www.azafaros.com/,$1M to $10M,157000000,EUR,174143309,Early Stage Venture,3,6,6,Yes,
Series A - Space Forge,https://www.crunchbase.com/funding_round/space-forge-series-a--c079f695,Space Forge,https://www.crunchbase.com/organization/space-forge,Series A,2025-05-14,22600000,GBP,30160317,,NATO Innovation Fund,"British Business Bank, Cardiff Capital Region, Gaingels, Helium-3 Ventures, London Technology Club, National Security Strategic Investment Fund, NATO Innovation Fund, Space.VC, Stellar Development Foundation, Type One Ventures, Unruly Capital, World Fund","3,759",,,,Early Stage Venture,Space Forge develops reusable satellites for manufacturing materials in space.,"Hardware, Manufacturing, Robotics","Cardiff, Cardiff, United Kingdom, Europe",https://spaceforge.co.uk,$10M to $50M,51119921,USD,51119921,Early Stage Venture,9,12,3,Yes,
Series A - Little Journey,https://www.crunchbase.com/funding_round/little-journey-series-a--646ff1e4,Little Journey,https://www.crunchbase.com/organization/little-journey,Series A,2024-11-18,6000000,GBP,7607397,,Par Equity,"Calm/Storm Ventures, Foresight Group, Mercia Ventures, Octopus Ventures, Par Equity, The Conduit Connect","3,960",,,,Early Stage Venture,Little Journey offers assistance to kids and their families who are getting medical treatments or taking part in scientific trials.,"Clinical Trials, Health Care, Information Technology","London, England, United Kingdom, Europe",https://littlejourney.health,$1M to $10M,15831504,USD,15831504,Early Stage Venture,8,6,2,Yes,
Venture Round - Hokodo,https://www.crunchbase.com/funding_round/hokodo-series-unknown--07405bf4,Hokodo,https://www.crunchbase.com/organization/hokodo,Venture - Series Unknown,2025-04-23,10000000,EUR,11375749,,"Korelya Capital, Opera Tech Ventures","Alma Mundi Ventures, Korelya Capital, Notion Capital, Opera Tech Ventures","4,779",,,,,"Hokodo is a provider of buy now, pay later solutions for e-commerce and B2B merchants.","B2B, E-Commerce, Financial Services, FinTech, Payments","London, England, United Kingdom, Europe",https://www.hokodo.co,$1M to $10M,177698132,USD,177698132,,7,4,3,Yes,
Venture Round - TargED Biopharmaceuticals,https://www.crunchbase.com/funding_round/targed-biopharmaceuticals-series-unknown--7be0fedd,TargED Biopharmaceuticals,https://www.crunchbase.com/organization/targed-biopharmaceuticals,Venture - Series Unknown,2025-06-24,10000000,EUR,11612419,,EIC Accelerator,EIC Accelerator,"4,794",,,,,TargED Biopharmaceuticals is a biotechnology company that develops first-in-class biological drugs to improve treatment of thrombosis.,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Utrecht, Utrecht, The Netherlands, Europe",https://www.targedbiopharmaceuticals.com/,$1M to $10M,52850000,EUR,60277691,,4,1,,Yes,
Series A - Odne,https://www.crunchbase.com/funding_round/lumendo-series-a--cccd236b,Odne,https://www.crunchbase.com/organization/lumendo,Series A,2025-06-12,4200000,CHF,5200060,,ZEISS Ventures,ZEISS Ventures,"5,269",,,,Early Stage Venture,Odne is a technology platform that provides medtech startup transforming endodontic treatments.,"Dental, Health Care, Medical Device, Productivity Tools, Wellness","Dübendorf, Zurich, Switzerland, Europe",http://www.odne.co,$1M to $10M,12610000,CHF,14554976,Early Stage Venture,10,1,1,Yes,
Venture Round - Penfold,https://www.crunchbase.com/funding_round/penfold-series-unknown--3e1998a7,Penfold,https://www.crunchbase.com/organization/penfold,Venture - Series Unknown,2025-05-22,3900000,GBP,5235623,,Gresham House Ventures,Gresham House Ventures,"5,968",,,,,Penfold is a pension management company that assists its users in tracking their pensions.,"Financial Services, FinTech, Mobile, Mobile Apps, Personal Finance","London, England, United Kingdom, Europe",http://www.getpenfold.com,$1M to $10M,24933116,GBP,32083121,,8,1,1,Yes,
Series A - Flip,https://www.crunchbase.com/funding_round/flip-77d5-series-a--bfaff951,Flip,https://www.crunchbase.com/organization/flip-77d5,Series A,2025-05-21,28000000,USD,28000000,,"HV Capital, LEA Partners, Notion Capital, Roland Berger","HV Capital, LEA Partners, Notion Capital, Roland Berger","5,990",,,,Early Stage Venture,Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"Apps, Mobile Apps, Software","Stuttgart, Baden-Wurttemberg, Germany, Europe",https://flipapp.de,$10M to $50M,62000000,USD,62000000,Early Stage Venture,4,4,3,Yes,
Series B - Hilo,https://www.crunchbase.com/funding_round/aktiia-series-b--6f292044,Hilo,https://www.crunchbase.com/organization/aktiia,Series B,2025-05-01,42000000,USD,42000000,,"Earlybird Venture Capital, Wellington Partners","Earlybird Venture Capital, K Fund, Khosla Ventures, Molten Ventures, naturalX Health Ventures, redalpine, Translink Capital, Verve Ventures, Wellington Partners","6,282",,,,Early Stage Venture,"Hilo is a healthcare company that provides blood pressure, digital therapeutics, and patient management services.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device, Personal Health, Wearables","Neuchâtel, Neuchatel, Switzerland, Europe",https://hilo.com,$1M to $10M,101675083,USD,101675083,Early Stage Venture,6,9,4,Yes,
Series B - OroraTech,https://www.crunchbase.com/funding_round/ororatech-series-b--6b0ad1fc,OroraTech,https://www.crunchbase.com/organization/ororatech,Series B,2025-05-14,37000000,EUR,41368654,,"Bayern Kapital, BNP Paribas Solar Impulse Venture fund, European Circular Bioeconomy Fund, Korys","Ananda Impact Ventures, Bayern Kapital, BNP Paribas Solar Impulse Venture fund, ConActivity KG, Edaphon, European Circular Bioeconomy Fund, Findus Venture, Korys, Rabo Ventures","6,334",,,,Early Stage Venture,OroraTech is an intelligence-as-a-service company that uses thermal data to provide wildfire detection and monitoring solutions.,"Business Intelligence, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Predictive Analytics, Sustainability","Munich, Bayern, Germany, Europe",https://ororatech.com,$10M to $50M,60415000,EUR,66928741,Early Stage Venture,10,9,8,Yes,
Venture Round - Perfuze,https://www.crunchbase.com/funding_round/perfuze-series-unknown--7edd716c,Perfuze,https://www.crunchbase.com/organization/perfuze,Venture - Series Unknown,2025-03-13,22000000,EUR,23936512,,"EarlyBird, EQT Life Sciences, Seroba Life Sciences, SV Health Investors","EarlyBird, EQT Life Sciences, Seroba Life Sciences, SV Health Investors","6,497",,,,,Perfuze is a medical device company developing catheter-based aspiration technology to treat acute ischemic stroke.,"Health Care, Manufacturing, Medical, Medical Device","Newcastle, Galway, Ireland, Europe",https://www.perfuze.com,,47500000,EUR,53110708,,3,4,3,Yes,
Series A - Flank,https://www.crunchbase.com/funding_round/legal-os-series-a--e60bdb39,Flank,https://www.crunchbase.com/organization/legal-os,Series A,2025-06-05,10000000,USD,10000000,,Insight Partners,"10x Founders, Gradient, HV Capital, Insight Partners","6,579",,,,Early Stage Venture,AI Workforce for Enterprise Governance,"Artificial Intelligence (AI), Information Technology, Legal, Software","Berlin, Berlin, Germany, Europe",https://www.flank.ai/,$1M to $10M,18200000,USD,18200000,Early Stage Venture,6,4,1,Yes,
Venture Round - Kohort,https://www.crunchbase.com/funding_round/ramp-growth-series-unknown--8074e8bd,Kohort,https://www.crunchbase.com/organization/ramp-growth,Venture - Series Unknown,2025-06-05,,,,,The Raine Group,"AlbionVC, Eurazeo, Portfolio Ventures, The Raine Group, Triple Point Ventures, Velocity Capital Advisors","6,877",,,,,"Kohort is a SaaS analytics firm that provides run scenarios and forecasts and predict customer behavior, future revenue, and annual growth.",SaaS,"London, England, United Kingdom, Europe",https://kohort.io,,4100000,GBP,4934575,,2,6,3,Yes,
Series B - Aibidia,https://www.crunchbase.com/funding_round/aibidia-series-b--cc16d2f5,Aibidia,https://www.crunchbase.com/organization/aibidia,Series B,2025-06-04,28000000,USD,28000000,,Activant Capital,"Activant Capital, DN Capital, FPV Ventures, Icebreaker.vc","7,096",,,,Early Stage Venture,Aibidia is a FinTech company that provides AI-powered transfer pricing management solutions to multinational corporations.,"Analytics, Artificial Intelligence (AI), FinTech, Information Technology, Tax Consulting","Helsinki, Southern Finland, Finland, Europe",https://www.aibidia.com,$10M to $50M,47285414,USD,47285414,Early Stage Venture,4,4,5,Yes,
Venture Round - SushiDog,https://www.crunchbase.com/funding_round/sushidog-series-unknown--7f3e4e3b,SushiDog,https://www.crunchbase.com/organization/sushidog,Venture - Series Unknown,2025-06-12,1300000,GBP,1764410,,Middleton Enterprises,Middleton Enterprises,"7,185",,,,,"SushiDog is a food and beverage company that produces sushi rolls, poke bowls, and asian salads.","Food and Beverage, Food Processing, Restaurants","Waltham Cross, Hertford, United Kingdom, Europe",https://sushidog.co.uk,,3448224,USD,3448224,,3,1,1,Yes,
Series B - WeeFin,https://www.crunchbase.com/funding_round/weefin-series-b--43d96070,WeeFin,https://www.crunchbase.com/organization/weefin,Series B,2025-04-01,25000000,EUR,27070369,,BlackFin Capital Partners,"Asterion Ventures, BlackFin Capital Partners, IRIS, Ring Capital","7,201",,,,Early Stage Venture,WeeFin is a fintech company that help financial institutions effectively manage and scale their sustainability and ESG strategies.,"Financial Services, FinTech, SaaS, Software","Neuilly-sur-seine, Ile-de-France, France, Europe",https://weefin.co,$1M to $10M,34000000,EUR,36860740,Early Stage Venture,3,4,4,Yes,
Series C - Hawk,https://www.crunchbase.com/funding_round/hawk-ai-series-c--dce4bb62,Hawk,https://www.crunchbase.com/organization/hawk-ai,Series C,2025-04-08,56000000,USD,56000000,,One Peak,"BlackFin Capital Partners, Coalition Capital, DN Capital, Macquarie Capital, One Peak, Picus Capital, Rabobank, Sands Capital Ventures","7,395",,,,Late Stage Venture,"AI based, real-time Anti Money Laundering (AML) detection, Fraud Prevention, Sanction Screening.","Artificial Intelligence (AI), Banking, Compliance, Financial Services, FinTech, Payments","Munich, Bayern, Germany, Europe",https://www.hawk.ai,,190634516,USD,190634516,Late Stage Venture,6,8,7,Yes,
Series A - TurinTech AI,https://www.crunchbase.com/funding_round/turintech-series-a--4b963cdd,TurinTech AI,https://www.crunchbase.com/organization/turintech,Series A,2025-03-18,15000000,USD,15000000,,"IQ Capital, Oxford Capital","CircleRock Capital, IQ Capital, Oxford Capital","7,402",,,,Early Stage Venture,Code Optimisation Platform,"Artificial Intelligence (AI), DevOps, Generative AI, Information Technology, Machine Learning, SaaS","London, England, United Kingdom, Europe",https://turintech.ai/,$1M to $10M,20533387,USD,20533387,Early Stage Venture,4,3,2,Yes,
Series B - Veesion,https://www.crunchbase.com/funding_round/veesion-series-b--cc8b76ef,Veesion,https://www.crunchbase.com/organization/veesion,Series B,2025-05-21,43000000,USD,43000000,,White Star Capital,"Bpifrance, Founders Future, ODYSSEE VENTURE, Red River West, Verve Ventures, White Star Capital","7,488",,,,Early Stage Venture,Veesion is a developer of intelligent video surveillance software to facilitate the detection of gestures associated with shoplifting.,"Internet, Software","Paris, Ile-de-France, France, Europe",http://veesion.io/,Less than $1M,71011626,USD,71011626,Early Stage Venture,5,6,3,Yes,
Series B - Buynomics,https://www.crunchbase.com/funding_round/buynomics-series-b--5b52139b,Buynomics,https://www.crunchbase.com/organization/buynomics,Series B,2025-03-20,30000000,USD,30000000,,Forestay Capital,"Anaïs Ventures, DvH Ventures, Forestay Capital, Insight Partners, Seedcamp, Tomahawk.VC, VI Partners","7,685",,,,Early Stage Venture,End-to-end revenue optimization,"Machine Learning, SaaS, Software","Cologne, Nordrhein-Westfalen, Germany, Europe",https://www.buynomics.com/,$10M to $50M,46064749,USD,46064749,Early Stage Venture,4,7,4,Yes,
Venture Round - 52 North Health,https://www.crunchbase.com/funding_round/52-north-health-series-unknown--a0ef2d7c,52 North Health,https://www.crunchbase.com/organization/52-north-health,Venture - Series Unknown,2024-12-03,6000000,USD,6000000,,"Cedars Sinai, Meridian Health Ventures","Cambridge Enterprise Ventures, Cancer Research Horizons, Cedars Sinai, Future Planet Capital, Jonathan Milner, Macmillan Cancer Support, Meridian Health Ventures, OKG Capital, Roland Diggelmann","8,320",,,,,"52 North Health is developing a fully-integrated clinical, AI-driven medical device-based system called NeutroCheck for people with cancer.","Artificial Intelligence (AI), Health Care, Medical","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.52north.health/,$1M to $10M,11786665,USD,11786665,,9,9,5,Yes,
Series A - Fairly Made,https://www.crunchbase.com/funding_round/fairly-made-series-a--3f2e74b0,Fairly Made,https://www.crunchbase.com/organization/fairly-made,Series A,2025-04-03,15000000,EUR,16362827,,BNP Paribas Solar Impulse Venture fund,"BNP Paribas Solar Impulse Venture fund, ETF Partners, Frenchfounders, Green European Tech Fund","8,398",,,,Early Stage Venture,Fairly Made is an environmentally friendly fashion provider dedicated to helping brands create a transparent procurement model.,"B2B, Environmental Consulting, Fashion, Sustainability","Paris, Ile-de-France, France, Europe",https://www.fairlymade.com/,$1M to $10M,20000000,EUR,21218554,Early Stage Venture,2,4,4,Yes,
Series B - Flanks,https://www.crunchbase.com/funding_round/flanks-series-b--78bf2c97,Flanks,https://www.crunchbase.com/organization/flanks,Series B,2025-02-26,14000000,EUR,14696327,,Motive Ventures,"4Founders Capital, Battery Ventures, Earlybird Venture Capital, JME Ventures, Motive Ventures","8,673",,,,Early Stage Venture,Flanks is redefining the wealth management industry worldwide.,"Developer APIs, FinTech, Software, Wealth Management","Barcelona, Catalonia, Spain, Europe",https://www.flanks.io/,$1M to $10M,23900000,EUR,25407382,Early Stage Venture,4,5,4,Yes,
Venture Round - DataOps,https://www.crunchbase.com/funding_round/dataops-series-unknown--496e8353,DataOps,https://www.crunchbase.com/organization/dataops,Venture - Series Unknown,2025-03-25,,,,,Snowflake Ventures,Snowflake Ventures,"9,318",,,,,DataOps is a company to transforms its business with better data through automated data testing and orchestrated data pipelines.,"Analytics, Information Technology, Software","London, England, United Kingdom, Europe",https://www.dataops.live,$1M to $10M,27800000,USD,27800000,,3,1,1,Yes,
Venture Round - Seares,https://www.crunchbase.com/funding_round/seares-series-unknown--b487cb4b,Seares,https://www.crunchbase.com/organization/seares,Venture - Series Unknown,2025-01-21,2200000,EUR,2289530,,Fondo Rilancio Startup,"Fondazione Caript, Fondazione Cassa di Risparmio di Lucca, Fondazione CR Firenze, Fondazione Monte dei Paschi di Siena, Fondo Rilancio Startup, Selected Investments, Toscana Next Fund","9,345",,,,,Seares is a company developing nautical devices that help modernize & streamline traditional mooring systems.,"Electronics, Manufacturing, Marine Technology","Rosignano Solvay, Toscana, Italy, Europe",https://www.seares.it,Less than $1M,2600000,EUR,2778390,,2,7,2,Yes,
Series A - Hair Originals,https://www.crunchbase.com/funding_round/hair-originals-series-a--9e451b02,Hair Originals,https://www.crunchbase.com/organization/hair-originals,Series A,2025-02-04,5000000,USD,5000000,,"12 Flags Group, Anicut Capital","12 Flags Group, Anicut Capital, Peyush Bansal","9,632",,,,Early Stage Venture,Hair Originals is a distributor of hair extensions and hair products.,"Beauty, Cosmetics, E-Commerce, Fashion","Paris, Ile-de-France, France, Europe",http://hairoriginals.com/,$1M to $10M,6729475,USD,6729475,Early Stage Venture,5,3,1,Yes,
Venture Round - TIRmed Pharma,https://www.crunchbase.com/funding_round/tirmed-pharma-series-unknown--255ec660,TIRmed Pharma,https://www.crunchbase.com/organization/tirmed-pharma,Venture - Series Unknown,2025-04-09,4300000,EUR,4709243,,"Sciety, Sciety Venture Partners","Sciety, Sciety Venture Partners","9,986",,,,,TIRmed Pharma develops drug candidates addressing major clinical needs.,"Health Care, Medical, Pharmaceutical","Stockholm, Stockholms Lan, Sweden, Europe",https://www.tirmedpharma.com/,Less than $1M,9868976,USD,9868976,,3,2,1,Yes,
Venture Round - Meatable,https://www.crunchbase.com/funding_round/meatable-series-unknown--6470ba0a,Meatable,https://www.crunchbase.com/organization/meatable,Venture - Series Unknown,2024-11-18,,,,,,Betagro Ventures,"10,041",,,,,Meatable is a food production company that produces guilt-free meat.,"Food and Beverage, Food Processing, Meat and Poultry","Leiden, Zuid-Holland, The Netherlands, Europe",https://meatable.com,$10M to $50M,105531958,USD,105531958,,9,1,1,Yes,
Venture Round - onHand,https://www.crunchbase.com/funding_round/onhand-01ab-series-unknown--de6a3760,onHand,https://www.crunchbase.com/organization/onhand-01ab,Venture - Series Unknown,2024-12-23,750000,GBP,943159,,Northstar Ventures,"24 Haymarket, North East Fund, Northstar Ventures","10,163",,,,,"onHand is an on-demand volunteering app, that makes employee volunteering as easy as ordering a takeaway.","Social, Wellness","London, England, United Kingdom, Europe",https://www.beonhand.co.uk/,$1M to $10M,5050000,GBP,6433809,,3,3,2,Yes,
Venture Round - ArcaScience,https://www.crunchbase.com/funding_round/arcascience-series-unknown--96a9a0e7,ArcaScience,https://www.crunchbase.com/organization/arcascience,Venture - Series Unknown,2025-06-12,620000,EUR,719766,,Akka,Akka,"10,469",,,,,"ArcaScience, the world leader for AI drugs' Benefit-Risk prediction","Artificial Intelligence (AI), Information Technology, Medical, Software","Paris, Ile-de-France, France, Europe",https://www.arcascience.ai,$1M to $10M,620000,EUR,719766,,2,1,,Yes,
Series A - Cryptio,https://www.crunchbase.com/funding_round/cryptio-series-a--b988972b,Cryptio,https://www.crunchbase.com/organization/cryptio,Series A,2025-01-29,15000000,USD,15000000,,Alven,"1kx, Alven, BitGo Ventures, BlueYard Capital, Draper Associates, Ledger Cathay Capital, Point Nine","10,623",,,,Early Stage Venture,"Cryptio is a fintech and SaaS company that offer accounting, audit and tax software for digital assets.","Accounting, Analytics, Blockchain, Cryptocurrency, FinTech","Paris, Ile-de-France, France, Europe",https://cryptio.co,$1M to $10M,26225000,USD,26225000,Early Stage Venture,6,7,,Yes,
Venture Round - Poppins,https://www.crunchbase.com/funding_round/mila-79ab-series-unknown--e80c68e6,Poppins,https://www.crunchbase.com/organization/mila-79ab,Venture - Series Unknown,2025-04-24,5000000,EUR,5676161,,Racine2,"BNP Paribas Développement, Bpifrance, Eurazeo, Kurma Partners, Racine2, Verve Ventures","10,848",,,,,We digitize music therapy into engaging products for accessible technologies.,"EdTech, Health Care, Neuroscience, Software","Paris, Ile-de-France, France, Europe",https://www.poppins.io/,$1M to $10M,18986960,USD,18986960,,4,6,1,Yes,
Series C - MODIFI,https://www.crunchbase.com/funding_round/modifi-eed5-series-c--684b99bb,MODIFI,https://www.crunchbase.com/organization/modifi-eed5,Series C,2024-11-05,15000000,USD,15000000,,SMBC Asia Rising Fund,"Heliad AG, Intesa Sanpaolo, Maersk Growth, SMBC Asia Rising Fund","10,911",,,,Late Stage Venture,MODIFI provides a platform that offers trade finance services for business payments and trade management.,"Financial Services, FinTech, Payments, Trading Platform","Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.modifi.com,$1M to $10M,353599121,USD,353599121,Late Stage Venture,7,4,3,Yes,
Venture Round - Nanovery,https://www.crunchbase.com/funding_round/nanovery-series-unknown--24d7eb83,Nanovery,https://www.crunchbase.com/organization/nanovery,Venture - Series Unknown,2025-04-10,1100000,GBP,1421367,,,"North East Fund, Northstar Ventures, Smartlink Partners","11,020",,,,,Nanovery is developing nanorobots to diagnose the world’s deadliest diseases.,"Artificial Intelligence (AI), Health Diagnostics, Medical Device, Nanotechnology","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",https://www.nanovery.co.uk/,$1M to $10M,4215000,GBP,5293036,,6,3,1,Yes,
Series A - Thorizon,https://www.crunchbase.com/funding_round/thorizon-series-a--204dc928,Thorizon,https://www.crunchbase.com/organization/thorizon,Series A,2025-03-12,16000000,EUR,17458462,Women Led,Invest-NL,"European Commission, Impuls Zeeland, Invest-NL, PDENH, Positron Ventures","11,591",,,,Early Stage Venture,Thorizon develops and deploys cutting-edge technology for molten salt reactors.,"Clean Energy, CleanTech, Energy, Industrial Engineering, Manufacturing, Nuclear, Sustainability, Waste Management","Amsterdam, Noord-Holland, The Netherlands, Europe",https://thorizon.com/,$1M to $10M,42500000,EUR,45296603,Early Stage Venture,5,5,1,Yes,
Series A - Cardo AI,https://www.crunchbase.com/funding_round/cardo-ai-series-a--1f7be7db,Cardo AI,https://www.crunchbase.com/organization/cardo-ai,Series A,2024-11-20,15000000,USD,15000000,,"Blackstone Innovations Investments, FINTOP Capital, JAM FINTOP","Andy Horwitz, Blackstone Innovations Investments, FINTOP Capital, JAM FINTOP, Kevin MacDonald","11,622",,,,Early Stage Venture,Cardo AI is a fintech company that offers artificial intelligence and data analytics to the structured finance market.,"Artificial Intelligence (AI), Financial Services, FinTech, Software","Milan, Lombardia, Italy, Europe",https://cardoai.com/,$10M to $50M,18947015,USD,18947015,Early Stage Venture,3,5,2,Yes,
