Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Venture Round - Hoxell,https://www.crunchbase.com/funding_round/hoxell-series-unknown--3db98d21,Hoxell,https://www.crunchbase.com/organization/hoxell,Venture - Series Unknown,2024-10-17,,,,,Creadd Ventures,"Creadd Ventures, TiVentures","23,796",,,,,Hoxell is an intuitive and easy-to-use integrated software hospitality platform.,"Hospitality, Software, Travel","Lugano, Ticino, Switzerland, Europe",https://www.hoxell.com/,,1200000,CHF,1308358,,3,2,,Yes,
Series B - FeetMe,https://www.crunchbase.com/funding_round/feetme-series-b--33289a68,FeetMe,https://www.crunchbase.com/organization/feetme,Series B,2024-06-06,,,,,,"HAX, SOSV","29,805",,,,Early Stage Venture,"Digital health company providing a high quality, unique technology platform for in-clinic and real-world gait and activity assessments .","Clinical Trials, Fitness, Health Care, Medical, Real Time, Rehabilitation, Therapeutics, Wearables, Wellness","Paris, Ile-de-France, France, Europe",http://www.feetme.fr,$10M to $50M,19537199,USD,19537199,Early Stage Venture,8,2,1,Yes,
Venture Round - Vyntelligence,https://www.crunchbase.com/funding_round/vyn-series-unknown--8c68b942,Vyntelligence,https://www.crunchbase.com/organization/vyn,Venture - Series Unknown,2024-10-24,,,,,Octopus Ventures,Octopus Ventures,"34,513",,,,,"Vyntelligence is a mobile-first, secure, cloud-based enterprise tool that increases productivity and builds capability.","CRM, Enterprise Software, Sales Automation, Software","London, England, United Kingdom, Europe",https://vyntelligence.com/,$1M to $10M,,,,,2,1,1,Yes,
Venture Round - Natural Cycles,https://www.crunchbase.com/funding_round/naturalcycles-series-unknown--fb95e4a9,Natural Cycles,https://www.crunchbase.com/organization/naturalcycles,Venture - Series Unknown,2025-01-31,15000000,BRL,2567614,,,,"35,507",,,,,Natural Cycles is a healthcare app that uses body temperature to determine fertility status.,"Apps, Health Care, Medical Device, Personal Health, Women's","Stockholm, Stockholms Lan, Sweden, Europe",http://www.naturalcycles.com,$1M to $10M,102067614,USD,102067614,,8,,,Yes,
Private Equity Round - Winnow,https://www.crunchbase.com/funding_round/winnow-solutions-private-equity--b22c0403,Winnow,https://www.crunchbase.com/organization/winnow-solutions,Private Equity,2024-03-05,,,,,ABC Impact,ABC Impact,"35,706",,,,Private Equity,Winnow creates AI tools designed to supply data for enhancing kitchen production processes and reducing food waste.,"Analytics, Artificial Intelligence (AI), Computer Vision, Software, Waste Management","London, England, United Kingdom, Europe",https://www.winnowsolutions.com/,$1M to $10M,41936629,USD,41936629,Private Equity,9,1,1,Yes,
Venture Round - OXOlife,https://www.crunchbase.com/funding_round/oxolife-series-unknown--b5524f2e,OXOlife,https://www.crunchbase.com/organization/oxolife,Venture - Series Unknown,2020-06-11,5000000,EUR,5644022,,Inveready,"BStartup, Centre for the Development of Industrial Technology (CDTI), Inveready","47,206",,,,,Oxolife is a biotechnology company in the clinical phase of development.,"Biotechnology, Health Care, Medical","San Quírico Safaja, Catalonia, Spain, Europe",http://www.oxolife.com/,$1M to $10M,7500000,EUR,8295389,,5,3,1,Yes,
Series A - Invstr,https://www.crunchbase.com/funding_round/invstr-series-a--6db7cc7f,Invstr,https://www.crunchbase.com/organization/invstr,Series A,2021-03-17,20000000,USD,20000000,,,"Finberg, Jari Ovaskainen, Rick Haythornthwaite, Ventura Capital","48,557",,,,Early Stage Venture,Invstr is a FinTech app that helps investors invest with commission-free investing and banking.,"Financial Services, FinTech, Information Technology, Personal Finance, Social Network","London, England, United Kingdom, Europe",https://www.invstr.com,$1M to $10M,40325000,USD,40325000,Early Stage Venture,4,4,,Yes,
Venture Round - Supl.biz,https://www.crunchbase.com/funding_round/supl-biz-series-unknown--e13304d9,Supl.biz,https://www.crunchbase.com/organization/supl-biz,Venture - Series Unknown,2025-06-09,11400000,RUB,144309,,Innosfera,Innosfera,"53,370",280907692,RUB,3555933,,Supl.biz is a B2B marketplace for small and medium businesses.,"B2B, E-Commerce, Internet, Marketplace, Small and Medium Businesses","Tomsk, Tomsk, Russian Federation, Europe",https://supl.biz/,Less than $1M,4180115,USD,4180115,,6,1,,Yes,
Series A - Pulsate,https://www.crunchbase.com/funding_round/pulsate-series-a--f59d33bb,Pulsate,https://www.crunchbase.com/organization/pulsate,Series A,2024-02-19,7750000,USD,7750000,,"Curql, TruStage Ventures","Curql, TruStage Ventures","55,333",,,,Early Stage Venture,Pulsate provides a cloud-based end-to-end context marketing platform for mobile that drives brand and interacts with customers.,"Advertising, Analytics, Software","Dublin, Dublin, Ireland, Europe",http://pulsatehq.com,$1M to $10M,10700000,USD,10700000,Early Stage Venture,5,2,2,Yes,
Venture Round - Satispay,https://www.crunchbase.com/funding_round/satispay-series-unknown--f27be7e2,Satispay,https://www.crunchbase.com/organization/satispay,Venture - Series Unknown,2024-11-11,60000000,EUR,63978913,,,"Addition, Greyhound Capital, Lightrock","55,691",,,,,Satispay is a fintech company that provides a bank account enabled mobile payment platform.,"Banking, Financial Services, FinTech, Mobile Payments, Payments","Milan, Lombardia, Italy, Europe",http://www.satispay.com,$100M to $500M,533155173,USD,533155173,,11,3,,Yes,
Venture Round - Manodaktaras.lt,https://www.crunchbase.com/funding_round/manodaktaras-lt-series-unknown--1b524f7f,Manodaktaras.lt,https://www.crunchbase.com/organization/manodaktaras-lt,Venture - Series Unknown,2021-04-02,260000,EUR,305773,,,"Milda Mitkute, Tesonet","58,538",,,,,Manodaktaras.lt provides an online portal for patients to make doctors’ appointments or dentists’ appointments.,"Health Care, Internet, Online Portals, Personal Health","Vilnius, Vilniaus Apskritis, Lithuania, Europe",http://www.manodaktaras.lt/,$1M to $10M,470000,EUR,596363,,3,2,,Yes,
Venture Round - Neurovalens,https://www.crunchbase.com/funding_round/neurovalens-series-unknown--cbc823fc,Neurovalens,https://www.crunchbase.com/organization/neurovalens,Venture - Series Unknown,2024-04-08,2100000,GBP,2658076,,,"ACF Investors, Beltrae Partners, British Business Bank, Clarendon Fund Managers, Invest Northern Ireland, IQ Capital, MedTech Innovator, Techstart Ventures, Wharton Asset Management","60,193",,,,,"Neurovalens delivers innovative solutions in the field of neuroscience, bioscience and neurophysiology","Biotechnology, Health Care, Life Science, Neuroscience","Belfast, Belfast, United Kingdom, Europe",http://neurovalens.com/,$1M to $10M,19726578,USD,19726578,,9,9,,Yes,
Series D - Tricares,https://www.crunchbase.com/funding_round/tricares-series-d--1e8bca65,Tricares,https://www.crunchbase.com/organization/tricares,Series D,2024-07-25,46000000,EUR,49916282,,,,"63,218",,,,Late Stage Venture,"TRiCares is a medical device company, devoted to developing a catheter-based valve replacement system.","Health Care, Medical, Medical Device","Paris, Ile-de-France, France, Europe",http://www.tricares.com,$1M to $10M,119546250,EUR,127739226,Late Stage Venture,6,,,Yes,
Venture Round - My Bespoke Room,https://www.crunchbase.com/funding_round/my-bespoke-room-series-unknown--f2367d0c,My Bespoke Room,https://www.crunchbase.com/organization/my-bespoke-room,Venture - Series Unknown,2023-05-23,,,,,Channel 4 Ventures,Channel 4 Ventures,"64,263",,,,,The UK's No.1 Rated Interior Design Service; PLUS SaaS tool for Interior Designers to streamline and run their own business.,"Consumer, E-Commerce, Interior Design, Internet, Lifestyle, SaaS","London, England, United Kingdom, Europe",https://www.mybespokeroom.com,$1M to $10M,1485000,GBP,1935641,,5,1,1,Yes,
Series A - OnePulse,https://www.crunchbase.com/funding_round/onepulse-series-a--23b2d6d6,OnePulse,https://www.crunchbase.com/organization/onepulse,Series A,2023-02-23,420000,GBP,504714,,Blackfinch Ventures,Blackfinch Ventures,"64,674",,,,Early Stage Venture,OnePulse is a real-time consumer insights platform that delivers instant feedback from targeted audiences in minutes.,"Market Research, SaaS","London, England, United Kingdom, Europe",http://www.onepulse.com,Less than $1M,8020176,USD,8020176,Early Stage Venture,5,1,1,Yes,
Series B - Latana Brand Tracking,https://www.crunchbase.com/funding_round/latana-series-b--80779394,Latana Brand Tracking,https://www.crunchbase.com/organization/latana,Series B,2022-09-08,36000000,EUR,36035423,,Oxx,"Balderton Capital, Kreos Capital, Oxx","66,791",,,,Early Stage Venture,Latana is a brand tracking tool that uses advanced data science to ensure reliable and accurate brand insights.,"Analytics, Brand Marketing, SaaS","Berlin, Berlin, Germany, Europe",https://www.latana.com/,$10M to $50M,44500000,EUR,45206484,Early Stage Venture,4,3,1,Yes,
Series A - Angiodroid,https://www.crunchbase.com/funding_round/angiodroid-series-a--c8c8a337,Angiodroid,https://www.crunchbase.com/organization/angiodroid,Series A,2023-02-27,7000000,EUR,7426662,,CDP Venture Capital,"8a+ Investments SGR, Air Liquide ALIAD, CDP Venture Capital","76,562",,,,Early Stage Venture,Angiodroid is a medtech company offering an automatic injection system for carbon dioxide angiography.,"Health Care, Manufacturing, Medical, Medical Device","San Lazzaro, Veneto, Italy, Europe",http://www.angiodroid.com,$1M to $10M,10400000,EUR,11664982,Early Stage Venture,3,3,2,Yes,
Series B - Cutover,https://www.crunchbase.com/funding_round/godesic-series-b--4ffb2ba1,Cutover,https://www.crunchbase.com/organization/godesic,Series B,2021-03-03,35000000,USD,35000000,,Eldridge Industries,"Contour Venture Partners, Eldridge Industries, Index Ventures, Outrun Ventures, Sussex Place Ventures","79,208",,,,Early Stage Venture,Cutover is an orchestration and observability platform that optimizes the planning of complex workflows.,"Analytics, Data Integration, Data Visualization, SaaS, Software","Shoreditch, Hackney, United Kingdom, Europe",http://www.cutover.com,$10M to $50M,54618000,USD,54618000,Early Stage Venture,4,5,3,Yes,
Series A - SunRoof,https://www.crunchbase.com/funding_round/sunroof-series-a--049b5bb5,SunRoof,https://www.crunchbase.com/organization/sunroof,Series A,2023-01-19,13500000,EUR,14625221,,World Fund,"Legal & General Capital, Nordic Alpha Partners, World Fund","83,777",,,,Early Stage Venture,SunRoof is a start-up developing fully solar 2-in-1 roofs and façades as well as solutions to support smart energy management.,"Electrical Distribution, Energy, Energy Efficiency, Energy Storage, Renewable Energy, Solar","Stockholm, Stockholms Lan, Sweden, Europe",https://www.sunroof.se/,$10M to $50M,35000000,EUR,37415892,Early Stage Venture,6,3,4,Yes,
Venture Round - AltraTech,https://www.crunchbase.com/funding_round/altratech-series-unknown--919439b2,AltraTech,https://www.crunchbase.com/organization/altratech,Venture - Series Unknown,2024-07-15,,,,,EIC Accelerator,EIC Accelerator,"84,541",,,,,Altratech Limited designs biosensors and semiconductor chips for DNA testing of food traceability for agri business.,"Biotechnology, Genetics, Hospitality, Semiconductor","Shannon, Clare, Ireland, Europe",http://altratech.com/,$1M to $10M,11100000,EUR,12716546,,7,1,,Yes,
Venture Round - MissTipsi,https://www.crunchbase.com/funding_round/misstipsi-series-unknown--659ed935,MissTipsi,https://www.crunchbase.com/organization/misstipsi,Venture - Series Unknown,2023-04-18,1300000,EUR,1426750,,,"EASO Ventures, sherry ventures","88,213",,,,,Miss Tipsi is the point of sale and management system in the cloud for restaurants created by restaurateurs.,"Computer, Information Services, Information Technology, Restaurants, SaaS","Madrid, Madrid, Spain, Europe",http://misstipsi.com/,$1M to $10M,1900000,EUR,2105077,,5,2,,Yes,
Venture Round - Navidium,https://www.crunchbase.com/funding_round/navidium-series-unknown--59ae9d3c,Navidium,https://www.crunchbase.com/organization/navidium,Venture - Series Unknown,2023-01-01,,,,,,Farvatn Venture,"86,976",,,,,Navidium Plc is a Maritime CleanTech company.,Information Technology,"Oulu, Oulu, Finland, Europe",https://www.navidium.com/,,,,,,2,1,,Yes,
Series B - Shot Scope,https://www.crunchbase.com/funding_round/shot-scope-series-b--f0bf026f,Shot Scope,https://www.crunchbase.com/organization/shot-scope,Series B,2024-07-31,7800000,EUR,8442600,,Guinness Ventures,"Equity Gap, Growthdeck, Guinness Ventures, Scottish Enterprise, The SidebySide Partnership","93,184",,,,Early Stage Venture,Shot Scope's patent-pending technology provides unparalleled insights into your golf game.,"Customer Service, Golf, Mobile Apps, Software, Sports, Wearables","Edinburgh, Edinburgh, City of, United Kingdom, Europe",http://www.shotscope.com/,$1M to $10M,20047587,USD,20047587,Early Stage Venture,8,5,2,Yes,
Venture Round - CellPly,https://www.crunchbase.com/funding_round/cellply-series-unknown--e512ad23,CellPly,https://www.crunchbase.com/organization/cellply,Venture - Series Unknown,2023-09-27,3600000,USD,3600000,,"LIFTT, RECOMEC, Schia Ventures","LIFTT, RECOMEC, Schia Ventures","93,643",,,,,Developing analytical systems to characterize next-generation cancer immunotherapy,"Biotechnology, Health Care, Medical","Bologna, Emilia-Romagna, Italy, Europe",https://cellply.com,$1M to $10M,11736841,USD,11736841,,6,3,,Yes,
Series B - Lumenaza,https://www.crunchbase.com/funding_round/lumenaza-series-b--0966b53b,Lumenaza,https://www.crunchbase.com/organization/lumenaza,Series B,2021-06-08,6500000,EUR,7912192,,"First Imagine!, NEW KRAFTWERK Technology","First Imagine!, Future Energy Ventures, IBB Ventures, NEW KRAFTWERK Technology","100,081",,,,Early Stage Venture,Lumenaza offers a utility-in-box software solution.,"Clean Energy, Energy Management, Green Consumer Goods, GreenTech, Information Technology, Local, Peer to Peer, Renewable Energy, Software","Berlin, Berlin, Germany, Europe",https://www.lumenaza.de/,Less than $1M,10300000,EUR,12292668,Early Stage Venture,4,4,3,Yes,
Series A - Wallapop,https://www.crunchbase.com/funding_round/wallapop-series-a--f71c3b3f,Wallapop,https://www.crunchbase.com/organization/wallapop,Series A,2014-09-19,,,,,,"Antai Ventures, BlackPine, Bonsai Venture Capital SCR, Cometa, Insight Partners, Lead Edge Capital, Marco Valta, Signatures Capital, VARIV","101,215",,,,Early Stage Venture,Wallapop is a hyper-local mobile marketplace for buying and selling secondhand goods.,"E-Commerce, E-Commerce Platforms, Marketplace, Mobile Apps, Secondhand Goods, Shopping, Social Shopping","Barcelona, Catalonia, Spain, Europe",https://www.wallapop.com,$50M to $100M,259600000,EUR,302182042,Late Stage Venture,8,9,1,Yes,
Series B - FIDEL API,https://www.crunchbase.com/funding_round/fidel-series-b--46260422,FIDEL API,https://www.crunchbase.com/organization/fidel,Series B,2022-04-06,59740000,EUR,65102847,,Bain Capital Ventures,"Bain Capital Ventures, Bossa Invest, Citi Ventures, Commerce Ventures, Hedosophia, Nyca Partners, QED Investors, RBC Capital","102,398",,,,Early Stage Venture,"Fidel API is a global financial infrastructure platform, providing tools to build powerful, real-time products on top of payment cards.","Developer APIs, Financial Services, FinTech, Software","London, England, United Kingdom, Europe",https://fidelapi.com,$1M to $10M,86087357,USD,86087357,Early Stage Venture,6,8,1,Yes,
Venture Round - Piclo,https://www.crunchbase.com/funding_round/piclo-series-unknown--e209870a,Piclo,https://www.crunchbase.com/organization/piclo,Venture - Series Unknown,2024-08-20,,,,,"Clean Growth Fund, EDP Ventures, Future Energy Ventures","Clean Growth Fund, EDP Ventures, Future Energy Ventures","103,019",,,,,"Piclo develops software to make electricity grids smart, flexible and sustainable.","Energy, Power Grid, Software","London, England, United Kingdom, Europe",https://piclo.energy/,$1M to $10M,15875302,GBP,20659951,,12,3,3,Yes,
Series C - Elliptic,https://www.crunchbase.com/funding_round/elliptic-series-c--aa86dd98,Elliptic,https://www.crunchbase.com/organization/elliptic,Series C,2021-10-11,60000000,USD,60000000,,Evolution Equity Partners,"AlbionVC, Digital Currency Group, Evolution Equity Partners, Octopus Ventures, Paladin Capital Group, SBI Group, SignalFire, SoftBank Vision Fund, Wells Fargo Strategic Capital","103,245",,,,Late Stage Venture,Elliptic is a fintech company that specializes in blockchain analytics solutions to ensure financial crime compliance .,"Bitcoin, Blockchain, Compliance, Finance, FinTech","London, England, United Kingdom, Europe",https://www.elliptic.co/,$10M to $50M,100000000,USD,100000000,Late Stage Venture,8,9,5,Yes,
Series B - Synerise,https://www.crunchbase.com/funding_round/synerise-series-b--5d8f3f69,Synerise,https://www.crunchbase.com/organization/synerise,Series B,2024-07-06,8500000,USD,8500000,,VTEX,"Marcin Zukowski, Simon Hay, VTEX","103,408",111500000,USD,111500000,Early Stage Venture,#17 Europe’s Fastest Growing Technology Sector Company according to Financial Times.,"Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Marketing Automation, Predictive Analytics, Software","Kraków, Malopolskie, Poland, Europe",https://synerise.com,$10M to $50M,50668126,USD,50668126,Early Stage Venture,11,3,,Yes,
Series A - Customcells Group,https://www.crunchbase.com/funding_round/customcells-series-a--c93eb1f7,Customcells Group,https://www.crunchbase.com/organization/customcells,Series A,2022-12-08,60000000,EUR,63334498,,"ABACON CAPITAL, World Fund","ABACON CAPITAL, Porsche, Vsquared Ventures, World Fund","104,861",,,,Early Stage Venture,"Innovative cells, High performance batteries, Lithium ion, cells, Automotive cells, Aviation cells, High Si cells, battery technology","Aerospace, Artificial Intelligence (AI), Automotive, Battery, Chemical, Chemical Engineering, CleanTech, Energy, Energy Efficiency, Energy Storage","Itzehoe, Schleswig-Holstein, Germany, Europe",http://www.customcells.de,$1M to $10M,60000000,EUR,63334498,Early Stage Venture,3,4,4,Yes,
Venture Round - UBIO,https://www.crunchbase.com/funding_round/ub-series-unknown--a0796632,UBIO,https://www.crunchbase.com/organization/ub,Venture - Series Unknown,2022-04-28,5000000,EUR,5251825,,trivago,trivago,"105,821",,,,,"Booking and data APIs for travel, events & job boards","Apps, Payments, Shopping, Travel","London, England, United Kingdom, Europe",http://ub.io,$1M to $10M,6511825,USD,6511825,,7,1,,Yes,
Series B - mediarithmics,https://www.crunchbase.com/funding_round/mediarithmics-series-b--9cb01581,mediarithmics,https://www.crunchbase.com/organization/mediarithmics,Series B,2020-06-12,8000000,EUR,9005723,,"Adelie, Alliance Entreprendre","Adelie, Alliance Entreprendre","106,578",,,,Early Stage Venture,"mediarithmics is a nextgen CDP for large enterprise customers in media, retail and data centric brands","Advertising Platforms, Digital Marketing, Marketing, SaaS, Software","Paris, Ile-de-France, France, Europe",https://www.mediarithmics.io,$1M to $10M,19000000,EUR,21313000,,5,2,,Yes,
Venture Round - GeoSpock,https://www.crunchbase.com/funding_round/geospock-ltd--series-unknown--7884bc93,GeoSpock,https://www.crunchbase.com/organization/geospock-ltd-,Venture - Series Unknown,2020-10-02,5400000,USD,5400000,,"Cambridge Innovation Capital, nChain Group","31Ventures, Ballpark Ventures, Cambridge Innovation Capital, Global Brain Corporation, KDDI Open Innovation Fund, Meltwind Advisory, nChain Group, NTT DOCOMO Ventures, Parkwalk Advisors","106,885",,,,,"GeoSpock builds GeoSpock DB, the unique space-time analytics database that delivers rapid insights at a fraction of the cost.","Analytics, Asset Management, Big Data, Cloud Data Services, Database, Internet of Things, Logistics, Marine Technology, Mobile, Smart Cities","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.geospock.com/en/,,38364674,USD,38364674,,8,9,4,Yes,
Series A - Memory,https://www.crunchbase.com/funding_round/memory-ai-series-a--04833493,Memory,https://www.crunchbase.com/organization/memory-ai,Series A,2021-06-22,11770000,EUR,14049135,,"Melesio Capital, Sanden","Concentric, Investinor, Melesio Capital, Sanden, SNÖ Ventures","106,948",,,,Early Stage Venture,Memory is a Norwegian startup that builds tools for the future of work.,"Artificial Intelligence (AI), Machine Learning, Software","Oslo, Oslo, Norway, Europe",https://memory.ai/,$1M to $10M,25201831,USD,25201831,Early Stage Venture,4,5,3,Yes,
Series B - Satispay,https://www.crunchbase.com/funding_round/satispay-series-b--a4a5fcb3,Satispay,https://www.crunchbase.com/organization/satispay,Series B,2018-07-18,15000000,EUR,17468286,,Copper Street Capital,"Bossa Invest, Club degli Investitori, Copper Street Capital, Endeavor Catalyst, Greyhound Capital, Gruppo Bertoldi, iStarter","109,529",,,,Early Stage Venture,Satispay is a fintech company that provides a bank account enabled mobile payment platform.,"Banking, Financial Services, FinTech, Mobile Payments, Payments","Milan, Lombardia, Italy, Europe",http://www.satispay.com,$100M to $500M,533155173,USD,533155173,,11,7,2,Yes,
Venture Round - Activity Stream,https://www.crunchbase.com/funding_round/activity-stream-series-unknown--7b98d6f2,Activity Stream,https://www.crunchbase.com/organization/activity-stream,Venture - Series Unknown,2024-01-23,13500000,USD,13500000,,"Eyrir Invest, Frumtak Ventures","Export and Investment Fund, Eyrir Invest, Frumtak Ventures, Shubert Organization","110,338",,,,,Activity Stream makes client's organization better by turning business data into actionable intelligence and insights.,"Analytics, Big Data, Enterprise Software, Predictive Analytics","Reykjavík, Gullbringusysla, Iceland, Europe",http://www.activitystream.com,$1M to $10M,24255306,USD,24255306,,11,4,,Yes,
Venture Round - KisanHub,https://www.crunchbase.com/funding_round/kisanhub-com-series-unknown--bf799c7e,KisanHub,https://www.crunchbase.com/organization/kisanhub-com,Venture - Series Unknown,2020-11-18,1120000,GBP,1484167,,Low Carbon Innovation Fund,"Future Fund, IQ Capital, Low Carbon Innovation Fund, Notion Capital, Sistema_VC","112,519",,,,,KisanHub Agri-Food Supply Chain Software helps Producer Groups to transform their supply chains,"Agriculture, Farming, SaaS, Software","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.kisanhub.com/,$1M to $10M,9148597,USD,9148597,,6,5,4,Yes,
