Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Venture Round - Pibox,https://www.crunchbase.com/funding_round/pibox-series-unknown--07ac6b30,Pibox,https://www.crunchbase.com/organization/pibox,Venture - Series Unknown,2024-11-06,1200000,USD,1200000,,,"Globalive, Google for Startups, Presto Ventures, Startup Wise Guys","56,611",,,,,Collaboration platform for music producers,"Cloud Storage, Collaboration, Information Technology, Messaging, Music, Social Media, Software, Video, VoIP","Helsinki, Southern Finland, Finland, Europe",https://pibox.com,Less than $1M,1839119,USD,1839119,,5,4,,Yes,
Series A - Interactio,https://www.crunchbase.com/funding_round/mb-interactio-series-a--ebd6c0c4,Interactio,https://www.crunchbase.com/organization/mb-interactio,Series A,2021-05-25,24400000,EUR,29886322,,"Eight Roads Ventures, Storm Ventures","Change Ventures, Eight Roads Ventures, Jaan Tallinn, Notion Capital, Practica Capital, Storm Ventures, Young Sohn","70,221",,,,Early Stage Venture,"Interactio is a remote simultaneous interpretation platform used to interpret and stream remote, hybrid, and on-site events.","Apps, Events, Information Technology, Mobile Apps, Productivity Tools, Professional Services, Software, Video Conferencing","Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://www.interactio.io/,$1M to $10M,25665000,EUR,31306481,Early Stage Venture,4,7,4,Yes,
Venture Round - Xceed,https://www.crunchbase.com/funding_round/xceed-me-series-unknown--fba4e0c6,Xceed,https://www.crunchbase.com/organization/xceed-me,Venture - Series Unknown,2022-11-22,2000000,EUR,2062196,,Trind Ventures,"Alessandro Fracassi, Andreas Mihalovits, Best Nights VC, Fernando Herrera, Lasse Laaksonen, Superhero Capital, Trind Ventures","71,812",,,,,Xceed's mission is to bring people together to live memorable going out experiences.,"Apps, Big Data, Events, Media and Entertainment, Mobile, Nightlife, SaaS","Barcelona, Catalonia, Spain, Europe",http://xceed.me,Less than $1M,4800000,EUR,5146827,,4,7,2,Yes,
Venture Round - Vispera,https://www.crunchbase.com/funding_round/vispera-series-unknown--3abd88d6,Vispera,https://www.crunchbase.com/organization/vispera,Venture - Series Unknown,2024-10-03,250000,USD,250000,,,Technology & Innovation Fund,"81,271",,,,,Vispera is an image recognition and analytics company that offers retailers and suppliers store and team execution insights.,"Analytics, Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology","Istanbul, Istanbul, Turkey, Europe",https://vispera.co/,$1M to $10M,13123918,USD,13123918,,16,1,,Yes,
Series A - AEInnova,https://www.crunchbase.com/funding_round/aeinnova-series-a--ff520aaa,AEInnova,https://www.crunchbase.com/organization/aeinnova,Series A,2022-12-01,3000000,EUR,3158250,,EIC Accelerator,"Cemex Ventures, EIC Accelerator","93,180",17000000,EUR,17896753,Early Stage Venture,We develop the most advanced batteryless & maintenace-free long-range egde iIoT self-powered by heat. EU Key Innovator in Autonomous Sensors,"Chemical, Cloud Computing, Energy, Internet, Internet of Things, Oil and Gas, Paper Manufacturing, Predictive Analytics, Wireless","Terrassa, Catalonia, Spain, Europe",http://www.aeinnova.com,$1M to $10M,9865643,USD,9865643,Early Stage Venture,17,2,1,Yes,
Venture Round - RazorSecure,https://www.crunchbase.com/funding_round/razorsecure-series-unknown--922fc59f,RazorSecure,https://www.crunchbase.com/organization/razorsecure,Venture - Series Unknown,2023-04-06,1300000,EUR,1419577,,,Frontier Development Capital,"95,247",,,,,"RazorSecure is a cyber security software that provides continuous threat monitoring & active defence strategy for trains, buses, cars & etc.","Cyber Security, Information Technology, Network Security, Real Time, Security, Software","Basingstoke, Hampshire, United Kingdom, Europe",http://www.razorsecure.com,$1M to $10M,9356303,USD,9356303,,5,1,1,Yes,
Series A - Urban,https://www.crunchbase.com/funding_round/urban-massage-series-a--a557377a,Urban,https://www.crunchbase.com/organization/urban-massage,Series A,2016-08-01,3500000,GBP,4614109,,Felix Capital,"Aerion Partners, Felix Capital, Julien Codorniou, Passion Capital, Samos Investments","95,872",,,,Early Stage Venture,Urban is an online wellness appointment platform for booking in-person and online treatments.,"Apps, B2B, B2C, Beauty, E-Commerce, Fitness, Health Care, Lifestyle, Wellness","London, England, United Kingdom, Europe",https://urban.co,Less than $1M,35713264,USD,35713264,,10,5,,Yes,
Series A - KONUX,https://www.crunchbase.com/funding_round/konux-series-a--8dd1ba1b,KONUX,https://www.crunchbase.com/organization/konux,Series A,2016-04-08,7500000,USD,7500000,,MIG Capital,"Andy Bechtolsheim, FOUNDER.org, Lothar Stein, MIG Capital, New Enterprise Associates, Oliver Buecken, UVC Partners, Warren Weiss","103,178",,,,Early Stage Venture,"KONUX is the first AI scale-up offering predictive maintenance, network usage, monitoring and planning solutions for railway infrastructure.","Artificial Intelligence (AI), Information Technology, Machine Learning, Railroad, Software","Munich, Bayern, Germany, Europe",http://konux.com,$10M to $50M,130614117,USD,130614117,Late Stage Venture,11,8,4,Yes,
Series A - Seldon,https://www.crunchbase.com/funding_round/seldon-series-a--2be87a13,Seldon,https://www.crunchbase.com/organization/seldon,Series A,2020-11-17,7100000,GBP,9412089,,"AlbionVC, Cambridge Innovation Capital","AlbionVC, Amadeus Capital Partners, Cambridge Innovation Capital, Chris Adelsbach, Global Brain Corporation, Stanford Angels of the United Kingdom, Techstars","106,793",,,,Early Stage Venture,Seldon is a machine learning deployment platform.,"Artificial Intelligence (AI), Machine Learning, Open Source","London, England, United Kingdom, Europe",https://www.seldon.io,$1M to $10M,33691771,USD,33691771,Early Stage Venture,8,7,4,Yes,
Series A - Glickon S.p.A.,https://www.crunchbase.com/funding_round/glickon-series-a--7c3f9cab,Glickon S.p.A.,https://www.crunchbase.com/organization/glickon,Series A,2022-05-30,5400000,EUR,5817367,,Synergo Capital,Synergo Capital,"109,250",,,,Early Stage Venture,"People Experience & Analytics | Work better, Live better","Analytics, Education, Employment, Gamification, Human Resources, Predictive Analytics, Recruiting, Skill Assessment, Software","Milano, Lombardia, Italy, Europe",http://www.glickon.com,$1M to $10M,7975000,EUR,8657985,Early Stage Venture,5,1,,Yes,
Series A - Prefixbox,https://www.crunchbase.com/funding_round/prefixbox-series-a--ac49a404,Prefixbox,https://www.crunchbase.com/organization/prefixbox,Series A,2023-07-15,2000000,EUR,2247300,,Euroventures,Euroventures,"109,517",,,,Early Stage Venture,Prefixbox AI Search provides a state-of-the-art search and discovery solution for Enterprise retailers,"Artificial Intelligence (AI), E-Commerce, Product Search, Retail, Retail Technology, SaaS, Search Engine, Semantic Search","Budapest, Budapest, Hungary, Europe",http://www.prefixbox.com,$1M to $10M,4819816,USD,4819816,Early Stage Venture,7,1,,Yes,
Series A - Fixico,https://www.crunchbase.com/funding_round/fixico-series-a--c09480b8,Fixico,https://www.crunchbase.com/organization/fixico,Series A,2021-03-22,12000000,EUR,14318562,,Autotech Ventures,"Alma Mundi Ventures, Autotech Ventures, Finch Capital","111,738",,,,Early Stage Venture,Reinventing and digitising car repair handling,"Auto Insurance, Automotive, Fleet Management, InsurTech","Amsterdam, Noord-Holland, The Netherlands, Europe",https://fixico-business.com/,$10M to $50M,19300000,EUR,22909941,Early Stage Venture,5,3,1,Yes,
Venture Round - Bmll Technologies,https://www.crunchbase.com/funding_round/bmll-technologies-1cec-series-unknown--e28ad6be,Bmll Technologies,https://www.crunchbase.com/organization/bmll-technologies-1cec,Venture - Series Unknown,2020-12-11,2500000,GBP,3306751,,,IQ Capital,"123,969",,,,,BMLL Technologies is the top independent source for Level 3 Historical Data and Analytics catering to participants in the Capital Markets.,"Analytics, Big Data, Cloud Computing, Machine Learning, Software","London, England, United Kingdom, Europe",https://bmlltechnologies.com,$1M to $10M,55043228,USD,55043228,Seed,5,1,,Yes,
Venture Round - Bit2Me,https://www.crunchbase.com/funding_round/bit2me-series-unknown--316a5217,Bit2Me,https://www.crunchbase.com/organization/bit2me,Venture - Series Unknown,2023-06-15,14000000,EUR,15323624,,Investcorp,"Cardano Foundation, Investcorp, StratMinds, Telefónica Innovation Ventures, Yield Guild Games","124,617",,,,,Bit2Me is a financial technology company that offers services in blockchain technology and cryptocurrencies.,"Bitcoin, Blockchain, Cryptocurrency, Financial Services","Elche, Comunidad Valenciana, Spain, Europe",https://bit2me.com,$50M to $100M,74893343,USD,74893343,,8,5,2,Yes,
Series B - Sidekick Health,https://www.crunchbase.com/funding_round/sidekickhealth-series-b--5516b498,Sidekick Health,https://www.crunchbase.com/organization/sidekickhealth,Series B,2022-05-05,55000000,USD,55000000,,Novator,"Asabys Partners, Frumtak Ventures, Novator, Wellington Partners","126,549",,,,Early Stage Venture,Sidekick is a patient-centric digital care platform that is scalable across a wide range of chronic illnesses.,"Health Care, Medical, Medical Device, Mobile","Reykjavík, Gullbringusysla, Iceland, Europe",http://sidekickhealth.com,$1M to $10M,125682991,USD,125682991,Early Stage Venture,9,4,4,Yes,
Series A - Rise Up,https://www.crunchbase.com/funding_round/rise-up-2272-series-a--41b8f2e4,Rise Up,https://www.crunchbase.com/organization/rise-up-2272,Series A,2020-06-23,5000000,EUR,5656326,,MAIF Avenir,"Bpifrance, Impact Partenaires, MAIF Avenir","131,283",,,,Early Stage Venture,Rise Up is a learning software solution designed to help organizations and their teams stay up-to-skill to be ready for challenges.,"E-Learning, Information Services, Information Technology","Paris, Ile-de-France, France, Europe",https://www.riseup.ai,$10M to $50M,35000000,EUR,37232648,Early Stage Venture,4,3,1,Yes,
Series A - Muzz,https://www.crunchbase.com/funding_round/muzmatch-series-a--be6fadd5,Muzz,https://www.crunchbase.com/organization/muzmatch,Series A,2019-07-23,7000000,USD,7000000,,Luxor Capital Group,"Luxor Capital Group, Y Combinator","134,384",,,,Early Stage Venture,Muzzis the worlds biggest dating app for Muslims looking for their life partner. Backed by Y Combinator S17.,"Apps, Dating, Mobile Apps","London, England, United Kingdom, Europe",https://muzz.com/,$1M to $10M,10880495,USD,10880495,Early Stage Venture,5,2,2,Yes,
Venture Round - Winningtemp,https://www.crunchbase.com/funding_round/winningtemp-series-unknown--951c19bb,Winningtemp,https://www.crunchbase.com/organization/winningtemp,Venture - Series Unknown,2019-01-14,3546359,USD,3546359,,Norrsken VC,"Almi Invest, Chalmers Ventures AB, Norrsken VC","132,591",,,,,Winningtemp is a revolutionary employee experience solution designed to create happier and more productive workplaces.,"Human Resources, Social Impact, Software","Gothenburg, Vastra Gotaland, Sweden, Europe",http://www.winningtemp.com,$10M to $50M,21776624,USD,21776624,Early Stage Venture,5,3,2,Yes,
Venture Round - Custobar,https://www.crunchbase.com/funding_round/custobar-series-unknown--cbc95852,Custobar,https://www.crunchbase.com/organization/custobar,Venture - Series Unknown,2021-01-01,,,,,,Rite Ventures,"144,155",,,,,Custobar is the only sales and marketing platform designed with retail at heart from the very beginning.,"Advertising, Marketing Automation, Retail Technology","Helsinki, Southern Finland, Finland, Europe",https://www.custobar.com/,Less than $1M,350000,EUR,406358,,3,1,,Yes,
Venture Round - Farmy.ch,https://www.crunchbase.com/funding_round/farmy-ch-series-unknown--15a6d297,Farmy.ch,https://www.crunchbase.com/organization/farmy-ch,Venture - Series Unknown,2023-06-29,10500000,CHF,11677709,,,,"155,210",,,,,"Farmy.ch is an online marketplace for local and organic food, sourced directly from farmers and food makers.","Agriculture, E-Commerce, Farmers Market, Food and Beverage, Food Delivery, Organic Food","Zürich, Zurich, Switzerland, Europe",https://www.farmy.ch/,$1M to $10M,34220964,USD,34220964,,6,,,Yes,
Series E - Staffbase,https://www.crunchbase.com/funding_round/staffbase-series-e--cb913bcf,Staffbase,https://www.crunchbase.com/organization/staffbase,Series E,2022-03-15,115000000,USD,115000000,,General Atlantic,"General Atlantic, Insight Partners","156,221",985000000,USD,985000000,Late Stage Venture,"Staffbase Communications Cloud provides companies with a complete platform to develop, deliver, and measure communications that inspire.","Enterprise Software, Mobile Apps, SaaS, Software","Chemnitz, Sachsen, Germany, Europe",https://staffbase.com,$50M to $100M,305827764,USD,305827764,Late Stage Venture,7,2,2,Yes,
Venture Round - SatoshiPay,https://www.crunchbase.com/funding_round/satoshipay-series-unknown--c87e697d,SatoshiPay,https://www.crunchbase.com/organization/satoshipay,Venture - Series Unknown,2025-02-25,400000,EUR,419070,,,"Alexander Wilke, Blue Star Capital, Daniel Masters, Meinhard Benn","157,233",2100000,EUR,2200116,,Connecting the world through instant payments,"Blockchain, Content, FinTech, Payments","London, England, United Kingdom, Europe",https://satoshipay.io/,Less than $1M,3414753,USD,3414753,,10,4,,Yes,
Series B - PlayFilm,https://www.crunchbase.com/funding_round/playfilm-series-b--41d8dad4,PlayFilm,https://www.crunchbase.com/organization/playfilm,Series B,2016-12-22,,,,,,"Grupo Zriser, Lluis Bonell","158,489",,,,Early Stage Venture,#1 Smart Lead Generation software powered by AI & interactive video,"Artificial Intelligence (AI), Digital Marketing, SaaS, Social Media Advertising, Software, Video","Valencia, Comunidad Valenciana, Spain, Europe",http://playfilm.tv/,$1M to $10M,1650000,EUR,2009408,Seed,7,2,1,Yes,
Series A - Skitude,https://www.crunchbase.com/funding_round/skitude-series-a--9157c881,Skitude,https://www.crunchbase.com/organization/skitude,Series A,2019-01-01,1800000,EUR,2063070,,,"Canica, Investinor","158,604",,,,Early Stage Venture,We build the digital ecosystem for skiers and resorts,"Gamification, GPS, Internet, Mobile, Skiing, Social, Sports, Tourism","Oslo, Oslo, Norway, Europe",https://skitude.com,$1M to $10M,26780868,USD,26780868,IPO,5,2,,Yes,
Series A - Aeris Health,https://www.crunchbase.com/funding_round/aeris-cleantec-ag-series-a--72cab965,Aeris Health,https://www.crunchbase.com/organization/aeris-cleantec-ag,Series A,2020-09-01,,,,,,"Justin Mateen, Sarona Ventures","158,932",9000000,USD,9000000,Early Stage Venture,Smart Indoor Air Quality Solutions,"Consumer Goods, Health Care, Medical, Software","Zug, Zug, Switzerland, Europe",http://www.aerishealth.com,$1M to $10M,9550000,USD,9550000,M&A,3,2,,Yes,
Venture Round - Tise,https://www.crunchbase.com/funding_round/tise-series-unknown--9f87ff5d,Tise,https://www.crunchbase.com/organization/tise,Venture - Series Unknown,2021-01-01,5000000,GBP,6836672,,,,"164,386",,,,,Taking second hand back in style,"Advertising, Apps, Classifieds, Mobile Advertising, Sustainability","Oslo, Oslo, Norway, Europe",https://tise.com/,$10M to $50M,37605151,USD,37605151,,5,,,Yes,
Series B - Connecterra,https://www.crunchbase.com/funding_round/connecterra-2-series-b--4d7571f4,Connecterra,https://www.crunchbase.com/organization/connecterra-2,Series B,2020-06-22,7800000,EUR,8796632,,Cibus Fund,"Breed Reply, Cibus Fund, Kersia, Pymwymic, Sistema_VC","173,355",,,,Early Stage Venture,Connecterra is an agtech startup using AI to optimize the diary farming industry.,"Agriculture, AgTech, Artificial Intelligence (AI), Machine Learning","Amsterdam, Noord-Holland, The Netherlands, Europe",http://connecterra.io,$1M to $10M,18288586,USD,18288586,Early Stage Venture,5,5,5,Yes,
Venture Round - Archilogic,https://www.crunchbase.com/funding_round/archilogic-series-unknown--550a49b8,Archilogic,https://www.crunchbase.com/organization/archilogic,Venture - Series Unknown,2022-09-14,,,,,Carrier Ventures,Carrier Ventures,"174,109",,,,,A System of Record for Spatial Building Data,"3D Technology, Architecture, Artificial Intelligence (AI), Real Estate, Software","Zürich, Zurich, Switzerland, Europe",https://www.archilogic.com/,$1M to $10M,9300000,USD,9300000,,6,1,,Yes,
Series A - Deepomatic,https://www.crunchbase.com/funding_round/deepomatic-series-a--313c8188,Deepomatic,https://www.crunchbase.com/organization/deepomatic,Series A,2021-03-02,5500000,EUR,6646775,,"Hi Inov - Dentressangle, Swisscom Ventures","Alven, Bertrand Diard, Hi Inov - Dentressangle, Octave Klaba, Swisscom Ventures","174,404",,,,Early Stage Venture,Deepomatic is a visual automation platform that helps organizations and businesses with computer vision applications.,"Artificial Intelligence (AI), Computer Vision, Image Recognition, Information Technology, Software","Paris, Ile-de-France, France, Europe",http://www.deepomatic.com,$10M to $50M,17150000,EUR,18749801,Early Stage Venture,3,5,3,Yes,
Venture Round - Cuvva,https://www.crunchbase.com/funding_round/cuvva-series-unknown--53735ea2,Cuvva,https://www.crunchbase.com/organization/cuvva,Venture - Series Unknown,2021-01-01,,,,,,Beyond Capital,"174,861",,,,,"Radically better insurance, fit for the future.","Auto Insurance, Finance, Insurance, Mobile Payments","London, England, United Kingdom, Europe",https://cuvva.com/,$50M to $100M,17010000,GBP,22130016,,5,1,,Yes,
Series A - FinTecSystems,https://www.crunchbase.com/funding_round/fintecsystems-series-a--4a013927,FinTecSystems,https://www.crunchbase.com/organization/fintecsystems,Series A,2016-08-08,,,,,Ventech,"Heilemann Ventures, LITTLEROCK, MenschDanke Group, Ventech","176,086",,,,Early Stage Venture,FinTecSystems is an infrastructure Fintech for open banking and account data analysis,"Analytics, Banking, Finance, Financial Services, FinTech, Payments","München, Bayern, Germany, Europe",https://www.fintecsystems.com,Less than $1M,5000000,EUR,5916679,M&A,4,4,2,Yes,
Series A - Muzz,https://www.crunchbase.com/funding_round/muzmatch-series-a--8f60002c,Muzz,https://www.crunchbase.com/organization/muzmatch,Series A,2024-01-26,,,,,,FJ Labs,"177,703",,,,Early Stage Venture,Muzzis the worlds biggest dating app for Muslims looking for their life partner. Backed by Y Combinator S17.,"Apps, Dating, Mobile Apps","London, England, United Kingdom, Europe",https://muzz.com/,$1M to $10M,10880495,USD,10880495,Early Stage Venture,5,1,,Yes,
Series A - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-a--3218d9da,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Series A,2020-06-18,,,,,M Ventures,"Amplifier, coparion, M Ventures, Project A Ventures, Vito Ventures","179,011",,,,Early Stage Venture,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics","Berlin, Berlin, Germany, Europe",http://www.micropsi-industries.com/,$1M to $10M,39518075,USD,39518075,Early Stage Venture,7,5,4,Yes,
Series A - Glue Home,https://www.crunchbase.com/funding_round/glue-home-series-a--c9a18bd6,Glue Home,https://www.crunchbase.com/organization/glue-home,Series A,2020-06-22,6000000,USD,6000000,,,,"181,700",,,,Early Stage Venture,"Glue enables the most convenient, secure and sustainable home access & unattended last-mile delivery service.","Delivery Service, Home Services, Internet of Things, Smart Home","Stockholm, Stockholms Lan, Sweden, Europe",http://www.gluehome.com,Less than $1M,18588427,USD,18588427,M&A,4,,,Yes,
Series C - Booksy,https://www.crunchbase.com/funding_round/booksy-series-c--ec30ada1,Booksy,https://www.crunchbase.com/organization/booksy,Series C,2021-01-27,70000000,USD,70000000,,Cat Rock Capital,"Cat Rock Capital, Coelius Capital, Enern, Kai Hansen, KAYA, Manta Ray Ventures, OpenOcean, Piton Capital, Sprints, VNV Global, Zach Coelius","182,445",,,,Late Stage Venture,"Booksy is a booking platform that links local customers with professionals in the beauty, wellness, and health industries.","Marketplace, Mobile Apps, Mobile Payments, Payments, SaaS, Software, Wellness","Warsaw, Mazowieckie, Poland, Europe",http://booksy.com,Less than $1M,119700000,USD,119700000,,10,11,5,Yes,
Series B - Seven Senders,https://www.crunchbase.com/funding_round/seven-senders-series-b--bbc6fcdd,Seven Senders,https://www.crunchbase.com/organization/seven-senders,Series B,2019-06-13,16000000,EUR,18047284,,Yttrium,"b2venture, Yttrium","187,414",,,,Early Stage Venture,Seven Senders is a delivery platform that optimizes processes during shipping and provide customers with a unique shopping experience.,"Delivery Service, E-Commerce, Logistics, Shipping, Supply Chain Management","Berlin, Berlin, Germany, Europe",https://www.sevensenders.com/,$10M to $50M,65798538,USD,65798538,,5,2,1,Yes,
Series A - Gravity Sketch,https://www.crunchbase.com/funding_round/gravity-2-series-a--be6dbfd4,Gravity Sketch,https://www.crunchbase.com/organization/gravity-2,Series A,2022-04-19,25000000,GBP,32534926,,Accel,"Accel, Forward Partners, GV, Kevin Durant, Kindred Capital, Paul Robson, Point Nine, Rich Kleiman, Tony Fadell, Will Smith","187,587",,,,Early Stage Venture,"Gravity Sketch is a VR-based design and collaboration platform that allows distributed teams to create, share, and build in 3D.","3D Technology, Augmented Reality, Industrial Design, Product Design, Virtual Reality","London, England, United Kingdom, Europe",http://gravitysketch.com,$1M to $10M,41836995,USD,41836995,Early Stage Venture,8,10,3,Yes,
Series A - Filestage,https://www.crunchbase.com/funding_round/filestage-series-a--90467beb,Filestage,https://www.crunchbase.com/organization/filestage,Series A,2021-01-12,2800000,EUR,3418424,,Newion,"HTGF (High-Tech Gruenderfonds), Newion, seed + speed Ventures","187,674",,,,Early Stage Venture,Filestage is the online proofing software that helps brands and agencies save time and money on creative asset reviews.,"Collaboration, Content Creators, Creative Agency, File Sharing, Film Production, Freelance, Marketing, SaaS, Software","Stuttgart, Baden-Wurttemberg, Germany, Europe",https://filestage.io,$1M to $10M,2800000,EUR,3418424,Early Stage Venture,2,3,3,Yes,
