Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series A - ViriCiti,https://www.crunchbase.com/funding_round/viriciti-series-a--08f7277a,ViriCiti,https://www.crunchbase.com/organization/viriciti,Series A,2019-01-28,6250000,EUR,7143567,,"Energy Impact Partners, Mainport Innovation Fund","Energy Impact Partners, Mainport Innovation Fund","258,350",,,,Early Stage Venture,ViriCiti's cloud based monitoring tool allows the operator and authority to optimize their electric fleet operation,"Automotive, Location Based Services, Mapping Services","Amsterdam, Noord-Holland, The Netherlands, Europe",http://viriciti.com,$1M to $10M,6950000,EUR,7920525,M&A,2,2,3,Yes,
Venture Round - Synoste Oy,https://www.crunchbase.com/funding_round/synoste-oy-series-unknown--56acba43,Synoste Oy,https://www.crunchbase.com/organization/synoste-oy,Venture - Series Unknown,2018-10-18,5100000,EUR,5841583,,"Lifeline Ventures, XR Invest","Innovestor, Lifeline Ventures, XR Invest","257,236",,,,,"Synoste is a startup company developing novel, patient-friendly medical solutions for the treatment of skeletal deformities.","Biotechnology, Medical, Medical Device","Espoo, Southern Finland, Finland, Europe",http://synoste.com,$1M to $10M,11809628,USD,11809628,M&A,5,3,,Yes,
Venture Round - GeckoLabs,https://www.crunchbase.com/funding_round/geckolabs-series-unknown--4e70ecf3,GeckoLabs,https://www.crunchbase.com/organization/geckolabs,Venture - Series Unknown,2019-07-01,1800000,GBP,2276018,,"Mercia Fund Managers, Scottish Investment Bank","Andrew Weisz, Mercia Fund Managers, Scottish Investment Bank","257,382",,,,,Gecko Labs provides software to the Higher Education sector to improve the way insitutions engage with their students.,"Computer, EdTech, Education, Information Technology, Marketing, SaaS, Software","Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://geckoengage.com/,$10M to $50M,3078314,GBP,3996102,,4,3,,Yes,
Series B - Prexton Therapeutics,https://www.crunchbase.com/funding_round/prexton-therapeutics-series-b--eb98ed77,Prexton Therapeutics,https://www.crunchbase.com/organization/prexton-therapeutics,Series B,2017-02-07,31000000,CHF,31069752,,"Forbion Capital Partners, Seroba Life Sciences","Forbion Capital Partners, M Ventures, Seroba Life Sciences, Sunstone Life Science Ventures, Ysios Capital","257,951",,,,Early Stage Venture,Prexton Therapeutics has the mission to develop innovative drugs to improve the quality of life.,"Health Care, Medical, Pharmaceutical","Plan-les-ouates, Geneve, Switzerland, Europe",http://www.prextontherapeutics.com,$1M to $10M,41069752,USD,41069752,M&A,3,5,4,Yes,
Series B - Triptease,https://www.crunchbase.com/funding_round/triptease-series-b--ddd00cd6,Triptease,https://www.crunchbase.com/organization/triptease,Series B,2018-06-26,4000000,USD,4000000,,"Business Growth Fund, Notion Capital","Business Growth Fund, Notion Capital","258,100",,,,Early Stage Venture,Triptease is a travel SaaS company that empowers hotels to recapture guest relationships and increase direct bookings.,"Content, Hospitality, SaaS, Social Media, Travel","London, England, United Kingdom, Europe",http://www.triptease.com,$10M to $50M,23956460,USD,23956460,Early Stage Venture,7,2,1,Yes,
Series C - Wandera,https://www.crunchbase.com/funding_round/wandera-series-c--1c1db807,Wandera,https://www.crunchbase.com/organization/wandera,Series C,2017-05-18,27500000,USD,27500000,,Sapphire Ventures,"83North, Bessemer Venture Partners, Sapphire Ventures","260,711",,,,Late Stage Venture,Wandera provides a unified cloud security solution to protect the modern workplace,"Cloud Security, Mobile, SaaS, Security","London, England, United Kingdom, Europe",https://www.wandera.com/,$50M to $100M,53500000,USD,53500000,M&A,5,3,5,Yes,
Series C - PrimaryBid,https://www.crunchbase.com/funding_round/primarybid-series-c--00085b94,PrimaryBid,https://www.crunchbase.com/organization/primarybid,Series C,2022-02-20,190000000,USD,190000000,,SoftBank Vision Fund,"ABN AMRO Ventures, Fidelity International Strategic Ventures, Hedosophia, London Stock Exchange Group, Molten Ventures, OMERS Ventures, Outward VC, Pentech Ventures, Salica, SoftBank Vision Fund","261,002",500000000,USD,500000000,Late Stage Venture,PrimaryBid is a technology platform that allows everyday investors fair & equal access to investing in public companies raising capital.,"Finance, Financial Services, FinTech","London, England, United Kingdom, Europe",https://www.primarybid.com,$10M to $50M,251962692,USD,251962692,Late Stage Venture,6,10,9,Yes,
Series A - Peak,https://www.crunchbase.com/funding_round/brainbow-series-a--e03af44f,Peak,https://www.crunchbase.com/organization/brainbow,Series A,2015-04-16,7000000,EUR,7532081,,Creandum,"Creandum, DN Capital, Firestartr, LVP, Qualcomm Ventures","262,228",,,,Early Stage Venture,"Peak’s mission is to help the world spend their time better using tools and technique borrowed from education, neuroscience and gaming.","EdTech, Education, Fitness, Mobile, Software, Wellness","London, England, United Kingdom, Europe",http://www.peak.net/,$10M to $50M,10532081,USD,10532081,M&A,4,5,3,Yes,
Series B - AUTO1 Group,https://www.crunchbase.com/funding_round/auto1-group-series-b--4f3c2ad4,AUTO1 Group,https://www.crunchbase.com/organization/auto1-group,Series B,2014-03-01,,,,,Piton Capital,"DN Capital, Piton Capital","262,427",,,,Early Stage Venture,AUTO1 Group is an online automotive platform that aims to connect buyers and sellers of cars throughout Europe.,"Automotive, Internet, Marketplace","Berlin, Berlin, Germany, Europe",http://www.auto1-group.com,$1B to $10B,1387053390,USD,1387053390,IPO,11,2,3,Yes,
Series A - AUTO1 Group,https://www.crunchbase.com/funding_round/auto1-group-series-a--29daee4c,AUTO1 Group,https://www.crunchbase.com/organization/auto1-group,Series A,2013-06-01,,,,,DN Capital,"DN Capital, Mutschler Ventures AG, Piton Capital","262,443",,,,Early Stage Venture,AUTO1 Group is an online automotive platform that aims to connect buyers and sellers of cars throughout Europe.,"Automotive, Internet, Marketplace","Berlin, Berlin, Germany, Europe",http://www.auto1-group.com,$1B to $10B,1387053390,USD,1387053390,IPO,11,3,3,Yes,
Series A - Beekeeper,https://www.crunchbase.com/funding_round/beekeeper-series-a--135f844b,Beekeeper,https://www.crunchbase.com/organization/beekeeper,Series A,2018-09-11,13000000,USD,13000000,,Atomico,"Alpana Ventures, Atomico, Edenred Capital Partners, FYRFLY Venture Partners, Gentian Investments, Samsung NEXT, Swiss Post Ventures, Verve Ventures","263,187",,,,Early Stage Venture,"Beekeeper is a digital workplace platform designed to improve internal communication, collaboration, and operations for frontline workers.","Enterprise Software, SaaS, Software, Unified Communications","Zürich, Zurich, Switzerland, Europe",http://www.beekeeper.io,$1M to $10M,181511868,USD,181511868,M&A,10,8,3,Yes,
Series B - Typeform,https://www.crunchbase.com/funding_round/typeform-series-b--9179e7cf,Typeform,https://www.crunchbase.com/organization/typeform,Series B,2017-09-11,35000000,USD,35000000,,General Atlantic,"Anthony Casalena, Connect Ventures, General Atlantic, Index Ventures, Jay Parikh, Point Nine","264,081",,,,Early Stage Venture,Typeform is a no-code SaaS platform offering tools that assist companies to engage with their audience and grow business.,"Consumer Research, SaaS, Software, UX Design","Barcelona, Catalonia, Spain, Europe",https://www.typeform.com/,Less than $1M,187263316,USD,187263316,Late Stage Venture,5,6,1,Yes,
Series A - Monedo,https://www.crunchbase.com/funding_round/kreditech-series-a--aefe2684,Monedo,https://www.crunchbase.com/organization/kreditech,Series A,2013-04-22,3500000,USD,3500000,,Global Founders Capital,"Blumberg Capital, Global Founders Capital, H2 Investments, Point Nine","264,420",,,,Early Stage Venture,Monedo uses machine-learning technologies to provide access to better credit for the underbanked.,"Banking, Big Data, Finance, Financial Services, FinTech, Machine Learning","Hamburg, Hamburg, Germany, Europe",https://www.monedo.com/,$100M to $500M,519223147,USD,519223147,,15,4,2,Yes,
Series A - Wonderbly,https://www.crunchbase.com/funding_round/lost-my-name-series-a--f40170cc,Wonderbly,https://www.crunchbase.com/organization/lost-my-name,Series A,2015-06-25,9000000,USD,9000000,,GV,"Allen & Company, Greycroft, GV, TCG","265,234",,,,Early Stage Venture,Wonderbly is a full stack publishing company from London.,"Children, Publishing","London, England, United Kingdom, Europe",https://www.wonderbly.com/,$10M to $50M,22810903,USD,22810903,M&A,5,4,1,Yes,
Series B - Beekeeper,https://www.crunchbase.com/funding_round/beekeeper-series-b--26b60e24,Beekeeper,https://www.crunchbase.com/organization/beekeeper,Series B,2020-07-10,10000000,USD,10000000,,Energize Capital,"Alpana Ventures, Energize Capital, HighSage Ventures, Swiss Post Ventures, Swisscanto Private Equity, Swisscom, Thayer Ventures, Verve Ventures","267,885",,,,Early Stage Venture,"Beekeeper is a digital workplace platform designed to improve internal communication, collaboration, and operations for frontline workers.","Enterprise Software, SaaS, Software, Unified Communications","Zürich, Zurich, Switzerland, Europe",http://www.beekeeper.io,$1M to $10M,181511868,USD,181511868,M&A,10,8,4,Yes,
Series C - Akeneo,https://www.crunchbase.com/funding_round/akeneo-series-c--8b30ee40,Akeneo,https://www.crunchbase.com/organization/akeneo,Series C,2019-09-12,46000000,USD,46000000,,Summit Partners,"Alven, Kima Ventures, Nestadio Capital, Partech, Salesforce Ventures, Stephan Dietrich, Summit Partners","265,435",,,,Late Stage Venture,Akeneo is a global leader in Product Experience Management (PXM) solutions.,"E-Commerce, Information Services, Product Management, Software","Nantes, Pays de la Loire, France, Europe",http://www.akeneo.com,$1M to $10M,196432787,USD,196432787,Late Stage Venture,6,7,1,Yes,
Series A - Monedo,https://www.crunchbase.com/funding_round/kreditech-series-a--7e85fd8b,Monedo,https://www.crunchbase.com/organization/kreditech,Series A,2012-12-17,4000000,USD,4000000,,Blumberg Capital,"Blumberg Capital, Point Nine","268,216",,,,Early Stage Venture,Monedo uses machine-learning technologies to provide access to better credit for the underbanked.,"Banking, Big Data, Finance, Financial Services, FinTech, Machine Learning","Hamburg, Hamburg, Germany, Europe",https://www.monedo.com/,$100M to $500M,519223147,USD,519223147,,15,2,2,Yes,
Series A - Pact,https://www.crunchbase.com/funding_round/pactcoffee-series-a--82903340,Pact,https://www.crunchbase.com/organization/pactcoffee,Series A,2014-08-11,2000000,GBP,3357524,,MMC Ventures,"Adeyemi Ajao, Augusta Investments, Connect Ventures, Ian Hogarth, LocalGlobe, MMC Ventures, Rowan Gormley","268,237",,,,Early Stage Venture,Pact Coffee offers a subscription service that delivers freshly roasted specialty coffee.,"Coffee, E-Commerce, Food Delivery","Bermondsey, Essex, United Kingdom, Europe",http://pactcoffee.com/,$100M to $500M,2000000,GBP,3357524,,3,7,2,Yes,
Venture Round - Soundwave,https://www.crunchbase.com/funding_round/soundwave-series-unknown--d8422b5a,Soundwave,https://www.crunchbase.com/organization/soundwave,Venture - Series Unknown,2013-07-01,900000,USD,900000,,Act Venture Capital,"Act Venture Capital, Colin Wiel, Iain MacDonald, Mike Ryan, Paddy Holahan, SparkLabs Global Ventures, Trevor Bowen, Xandex Investments LLP","268,326",,,,,Soundwave is a music discovery technology company that was acquired by Spotify in Jan 2016.,"Android, Apps, iOS, Local, Location Based Services, Music, Real Time, Social Media, Software","Dublin, Dublin, Ireland, Europe",http://www.soundwave.com/,$1M to $10M,2900000,USD,2900000,M&A,4,8,,Yes,
Series B - Beekeeper,https://www.crunchbase.com/funding_round/beekeeper-series-b--75310afe,Beekeeper,https://www.crunchbase.com/organization/beekeeper,Series B,2020-02-05,5000000,USD,5000000,,Energize Capital,Energize Capital,"262,365",,,,Early Stage Venture,"Beekeeper is a digital workplace platform designed to improve internal communication, collaboration, and operations for frontline workers.","Enterprise Software, SaaS, Software, Unified Communications","Zürich, Zurich, Switzerland, Europe",http://www.beekeeper.io,$1M to $10M,181511868,USD,181511868,M&A,10,1,1,Yes,
Series A - Beekeeper,https://www.crunchbase.com/funding_round/beekeeper-series-a--641bfbc2,Beekeeper,https://www.crunchbase.com/organization/beekeeper,Series A,2017-03-21,8000000,USD,8000000,,Keen Venture Partners,"3wVentures, Alpana Ventures, Ariel Luedi, Atomico, b2venture, FYRFLY Venture Partners, Keen Venture Partners, Niklas Ostberg, Swisscom Ventures, Verve Ventures","265,780",,,,Early Stage Venture,"Beekeeper is a digital workplace platform designed to improve internal communication, collaboration, and operations for frontline workers.","Enterprise Software, SaaS, Software, Unified Communications","Zürich, Zurich, Switzerland, Europe",http://www.beekeeper.io,$1M to $10M,181511868,USD,181511868,M&A,10,10,4,Yes,
Series A - Fresco,https://www.crunchbase.com/funding_round/fresco-cooks-series-a--a46a78df,Fresco,https://www.crunchbase.com/organization/fresco-cooks,Series A,2018-01-05,8000000,USD,8000000,,Alsop Louie Partners,"Alan Metcalfe, Alsop Louie Partners, Frontline, Ross Lewis, WI Harper Group","268,592",,,,Early Stage Venture,"Fresco is the only neutral, cross-brand platform that seamlessly brings appliances, home cooks and recipes together.","Apps, Cooking, Software","Dublin, Dublin, Ireland, Europe",https://frescocooks.com/,$1M to $10M,44849823,USD,44849823,,11,5,1,Yes,
Series F - AUTO1 Group,https://www.crunchbase.com/funding_round/auto1-group-series-f--ad497df3,AUTO1 Group,https://www.crunchbase.com/organization/auto1-group,Series F,2018-01-15,460000000,EUR,564272475,,SoftBank Vision Fund,"DN Capital, SoftBank Vision Fund","266,882",2440000000,EUR,2993097476,Late Stage Venture,AUTO1 Group is an online automotive platform that aims to connect buyers and sellers of cars throughout Europe.,"Automotive, Internet, Marketplace","Berlin, Berlin, Germany, Europe",http://www.auto1-group.com,$1B to $10B,1387053390,USD,1387053390,IPO,11,2,3,Yes,
Series B - Akeneo,https://www.crunchbase.com/funding_round/akeneo-series-b--39320804,Akeneo,https://www.crunchbase.com/organization/akeneo,Series B,2017-03-20,13000000,USD,13000000,,Partech,"Alven, Partech","264,061",,,,Early Stage Venture,Akeneo is a global leader in Product Experience Management (PXM) solutions.,"E-Commerce, Information Services, Product Management, Software","Nantes, Pays de la Loire, France, Europe",http://www.akeneo.com,$1M to $10M,196432787,USD,196432787,Late Stage Venture,6,2,1,Yes,
Series A - Babybe,https://www.crunchbase.com/funding_round/babybe-series-a--345dcbac,Babybe,https://www.crunchbase.com/organization/babybe,Series A,2018-07-06,,,,,SOSV,"HAX, SOSV","264,138",,,,Early Stage Venture,Babybe is a medical device company helping premature babies to recover faster by keeping them connected to their mothers.,"Health Care, Robotics, Wearables","Stuttgart, Baden-Wurttemberg, Germany, Europe",http://www.babybemedical.com,Less than $1M,65000,USD,65000,Early Stage Venture,9,2,1,Yes,
Series A - NGDATA,https://www.crunchbase.com/funding_round/ngdata-series-a--3a8a7eca,NGDATA,https://www.crunchbase.com/organization/ngdata,Series A,2013-09-24,3300000,USD,3300000,,Capricorn Partners,"Capricorn Partners, Plug and Play, Sniper Investments","264,183",,,,Early Stage Venture,"NGDATA, based in Belgium, uses big data technology to provide customer relationship management (CRM) solutions.","Analytics, Big Data, CRM, Machine Learning, Software","Gent, Oost-Vlaanderen, Belgium, Europe",http://www.ngdata.com,$10M to $50M,46845837,USD,46845837,Late Stage Venture,6,3,3,Yes,
Series B - Monedo,https://www.crunchbase.com/funding_round/kreditech-series-b--78b8215c,Monedo,https://www.crunchbase.com/organization/kreditech,Series B,2014-06-24,40000000,USD,40000000,,Varde Partners,"Blumberg Capital, HPE Growth, Point Nine, Varde Partners","264,193",150000000,USD,150000000,Early Stage Venture,Monedo uses machine-learning technologies to provide access to better credit for the underbanked.,"Banking, Big Data, Finance, Financial Services, FinTech, Machine Learning","Hamburg, Hamburg, Germany, Europe",https://www.monedo.com/,$100M to $500M,519223147,USD,519223147,,15,4,3,Yes,
Series A - Castor,https://www.crunchbase.com/funding_round/castor-1-series-a--2eb821d0,Castor,https://www.crunchbase.com/organization/castor-1,Series A,2020-08-19,12000000,USD,12000000,,Two Sigma Ventures,"Hambrecht Healthcare Growth Venture Fund, Inkef, Two Sigma Ventures","264,863",,,,Early Stage Venture,Castor offers a cloud-based clinical data platform that simplifies and streamlines clinical trials processes.,"Clinical Trials, Health Care, Medical, Pharmaceutical, Software, Therapeutics","Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.castoredc.com,Less than $1M,64405178,USD,64405178,Early Stage Venture,4,3,3,Yes,
Series B - TransferGo,https://www.crunchbase.com/funding_round/transfergo-series-b--82e08507,TransferGo,https://www.crunchbase.com/organization/transfergo,Series B,2018-05-18,10000000,USD,10000000,,VEF,"Practica Capital, Revo Capital, VEF","269,230",,,,Early Stage Venture,TransferGo offers international money transfers for both migrant workers & businesses using their digital account-to-account business model.,"B2B, Business Intelligence, Financial Services, FinTech, Payments","London, England, United Kingdom, Europe",http://www.transfergo.com,$1M to $10M,125487387,USD,125487387,,14,3,,Yes,
Private Equity Round - Squirro,https://www.crunchbase.com/funding_round/squirro-private-equity--b7204afe,Squirro,https://www.crunchbase.com/organization/squirro,Private Equity,2022-02-24,4000000,USD,4000000,,BuildGroup,"Ariel Luedi, BuildGroup","269,573",,,,Private Equity,Squirro is a software company that utilizes Augmented Intelligence to enhance decision intelligence.,"Artificial Intelligence (AI), InsurTech, Machine Learning, Software","Zürich, Zurich, Switzerland, Europe",http://squirro.com,$10M to $50M,15500000,USD,15500000,Private Equity,8,2,1,Yes,
Series A - Distribusion Technologies,https://www.crunchbase.com/funding_round/distribusion-series-a--c6ca41bb,Distribusion Technologies,https://www.crunchbase.com/organization/distribusion,Series A,2016-03-17,6000000,EUR,6789366,,"Creandum, Northzone","BFB Fruehphasenfonds, Bo Mattsson, Chris Hitchen, Creandum, EIT Digital Accelerator, HR Ventures, Marc Mogalle, Northzone, Richard Chen","269,639",,,,Early Stage Venture,"Distribusion is a global platform making ground transportation accessible, benefiting society and the environment.","Information Technology, Mobile, Software, Tourism, Transportation, Travel","Berlin, Berlin, Germany, Europe",http://www.distribusion.com/,$1M to $10M,119497014,USD,119497014,Late Stage Venture,4,9,4,Yes,
Venture Round - Infantium,https://www.crunchbase.com/funding_round/infantium-series-unknown--255a9e95,Infantium,https://www.crunchbase.com/organization/infantium,Venture - Series Unknown,2017-01-01,,,,,,K4 Forum Mumbai Network,"270,134",,,,,Infantium is a mobile app that offers cognitive personalized learning and brain-inspired computing for children.,"Artificial Intelligence (AI), Children, EdTech, Education, Machine Learning","Barcelona, Catalonia, Spain, Europe",https://infantium.com,,2933302,EUR,3482903,,6,1,,Yes,
Venture Round - ENTEROME,https://www.crunchbase.com/funding_round/enterome-series-unknown--2ecb57c4,ENTEROME,https://www.crunchbase.com/organization/enterome,Venture - Series Unknown,2023-10-30,3000000,EUR,3184179,,The Leukemia & Lymphoma Society’s Therapy Acceleration Program,The Leukemia & Lymphoma Society’s Therapy Acceleration Program,"271,102",,,,,Enterome is a clinical-stage company developing breakthrough immunomodulatory drugs for the treatment of cancer and immune diseases.,"Biopharma, Biotechnology, Health Care, Life Science","Paris, Ile-de-France, France, Europe",http://www.enterome.com,$10M to $50M,219731154,USD,219731154,,10,1,1,Yes,
Series A - Onomondo,https://www.crunchbase.com/funding_round/hello-world-mobile-series-a--a2506d15,Onomondo,https://www.crunchbase.com/organization/hello-world-mobile,Series A,2022-07-05,21000000,USD,21000000,,Verdane,"Maersk Growth, People Ventures, Vaekstfonden, Verdane","272,265",,,,Early Stage Venture,Onomondo is a global cellular operator that offers wireless network for Internet of Things (IoT) devices.,"Information Technology, Internet of Things, Network Hardware, Telecommunications, Wireless","Copenhagen, Hovedstaden, Denmark, Europe",http://onomondo.com,$10M to $50M,26131879,USD,26131879,Early Stage Venture,7,4,2,Yes,
Series A - Accusonus,https://www.crunchbase.com/funding_round/accusonus-series-a--648a12d6,Accusonus,https://www.crunchbase.com/organization/accusonus,Series A,2019-11-01,3300000,USD,3300000,,VentureFriends,"Big Pi Ventures, IQbility, PJ Tech, VentureFriends","273,426",,,,Early Stage Venture,Accusonus is a high technology start-up focused on innovation in digital audio technologies.,"Audio, Music","Patras, Akhaia, Greece, Europe",http://accusonus.com/,Less than $1M,3899979,USD,3899979,Early Stage Venture,2,4,,Yes,
Series A - Q-Bot,https://www.crunchbase.com/funding_round/q-bot-series-a--8aa5f9e6,Q-Bot,https://www.crunchbase.com/organization/q-bot,Series A,2022-06-14,1600000,GBP,1921723,,EMV Capital,"EMV Capital, NetScientific PLC","274,369",,,,Early Stage Venture,Q-Bot is a robotics company that develops intelligent tools for a wide range of industries and applications.,"Artificial Intelligence (AI), Computer, Robotics, Software","Wandsworth, Wandsworth, United Kingdom, Europe",http://q-bot.co,$1M to $10M,19960029,USD,19960029,,10,2,1,Yes,
Venture Round - BYHOURS,https://www.crunchbase.com/funding_round/byhours-com-series-unknown--b7ad01db,BYHOURS,https://www.crunchbase.com/organization/byhours-com,Venture - Series Unknown,2016-09-05,1500000,EUR,1672614,,"HOWZAT Partners, HR Ventures","HOWZAT Partners, HR Ventures, Innuvik Ventures, TR Invest","275,686",,,,,"BYHOURS is the first international platform that allows you to book stays of 3, 6 and 24 hours in more than 4000 hotels around the world.","Apps, Hospitality, Leisure, Mobile, Software, Tourism, Travel","Barcelona, Catalonia, Spain, Europe",http://www.byhours.com,$1M to $10M,18473398,USD,18473398,,8,4,1,Yes,
Series A - Segron,https://www.crunchbase.com/funding_round/segron-s-r-o-series-a--03c026bb,Segron,https://www.crunchbase.com/organization/segron-s-r-o,Series A,2021-04-06,6000000,EUR,7124342,,"Credo Ventures, OTB Ventures","Credo Ventures, OTB Ventures","275,737",,,,Early Stage Venture,"Segron is an innovator in the next generation of active testing for communication services, offering automated testing solutions.","Automotive, Communications Infrastructure, Industrial Automation, Information and Communications Technology (ICT), Penetration Testing, Robotics, Software, Telecommunications","Amsterdam, Noord-Holland, The Netherlands, Europe",https://segron.com/,$10M to $50M,16000000,EUR,18092868,Early Stage Venture,4,2,2,Yes,
Series A - Magazino,https://www.crunchbase.com/funding_round/magazino-series-a--debccbd7,Magazino,https://www.crunchbase.com/organization/magazino,Series A,2018-02-27,24800000,USD,24800000,,"Korber AG, Zalando","Cellcom, Korber AG, Zalando","275,766",,,,Early Stage Venture,"Magazino develops mobile, perception driven robots for warehouse logistics and intralogistics.","Industrial Automation, Robotics, Warehouse Automation","Munich, Bayern, Germany, Europe",http://www.magazino.eu/,$10M to $50M,49318389,USD,49318389,M&A,4,3,2,Yes,
Series B - Cailabs,https://www.crunchbase.com/funding_round/cailabs-series-b--6a2f7a1e,Cailabs,https://www.crunchbase.com/organization/cailabs,Series B,2019-10-04,8000000,EUR,8783776,,"Safran Corporate Ventures, Supernova Invest","Innovacom, Safran Corporate Ventures, Starquest Capital, Supernova Invest","275,944",,,,Early Stage Venture,Cailabs is a provider of innovative photonics solution to increase the capacity of optical fibers.,"Consumer Electronics, Electronics, Industrial Manufacturing, Information Technology, Manufacturing, Telecommunications","Rennes, Bretagne, France, Europe",http://www.cailabs.com/,$10M to $50M,45220000,EUR,49101144,Late Stage Venture,8,4,,Yes,
Series A - ObsEva,https://www.crunchbase.com/funding_round/obseva-series-a--7e0ec9b5,ObsEva,https://www.crunchbase.com/organization/obseva,Series A,2013-08-29,32000000,CHF,34455172,,"Novo Holdings, Sofinnova Investments","Novo Holdings, Sofinnova Investments","276,435",,,,Early Stage Venture,ObsEva is a speciality biopharmaceutical company developing drugs for women’s reproductive medicine.,"Biotechnology, Pharmaceutical, Therapeutics, Women's","Plan-les-ouates, Geneve, Switzerland, Europe",http://obseva.com,Less than $1M,228371119,USD,228371119,IPO,5,2,1,Yes,
Series C - Quandoo,https://www.crunchbase.com/funding_round/quandoo-series-c--4bd15cb9,Quandoo,https://www.crunchbase.com/organization/quandoo,Series C,2014-07-04,25000000,USD,25000000,,"Piton Capital, TA Capital","DN Capital, HV Capital, Piton Capital, Sixt Rental Cars, TA Capital, VNV Global","277,639",,,,Late Stage Venture,Quandoo connects restaurants and diners through a seamless reservation system,"Product Design, Reservations, Restaurants, Technical Support","Berlin, Berlin, Germany, Europe",https://www.quandoo.com,$50M to $100M,39500000,USD,39500000,M&A,5,6,6,Yes,
Series B - AMBOSS,https://www.crunchbase.com/funding_round/amboss-miamed-gmbh-series-b--f3e894ae,AMBOSS,https://www.crunchbase.com/organization/amboss-miamed-gmbh,Series B,2019-07-10,30000000,EUR,33775188,,"Partech, Target Global","Cherry Ventures, Holtzbrinck Digital, Partech, Target Global, Wellington Partners","277,891",,,,Early Stage Venture,AMBOSS is a digital medical knowledge platform providing clinical content for decision-making.,"E-Learning, EdTech, Education, Health Care, Medical, mHealth, Universities","Berlin, Berlin, Germany, Europe",https://www.amboss.com,,275000000,EUR,298230710,,5,5,1,Yes,
Venture Round - GeckoLabs,https://www.crunchbase.com/funding_round/geckolabs-series-unknown--b90e1da0,GeckoLabs,https://www.crunchbase.com/organization/geckolabs,Venture - Series Unknown,2017-05-01,1008814,GBP,1301118,,"Andrew Weisz, Tom Singh","Andrew Weisz, Tom Singh","276,876",,,,,Gecko Labs provides software to the Higher Education sector to improve the way insitutions engage with their students.,"Computer, EdTech, Education, Information Technology, Marketing, SaaS, Software","Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://geckoengage.com/,$10M to $50M,3078314,GBP,3996102,,4,2,,Yes,
Series A - Cebiotex,https://www.crunchbase.com/funding_round/cebiotex-series-a--1fc3ab7c,Cebiotex,https://www.crunchbase.com/organization/cebiotex,Series A,2017-02-16,1800000,EUR,1920934,,"Inveready, Ship2B","Capital Cell, Centre for the Development of Industrial Technology (CDTI), ENISA, Inveready, Ship2B","277,146",,,,Early Stage Venture,Cebiotex offers manufacturing technology and contract research in the field of drug delivery with electrospun nanofiber technology.,"Biotechnology, Health Care, Life Science, Manufacturing, Medical","Bárcena De Pie De Concha, Cantabria, Spain, Europe",http://www.cebiotex.com/en,Less than $1M,3580400,EUR,4037721,,6,5,,Yes,
Venture Round - eco4cloud,https://www.crunchbase.com/funding_round/eco4cloud-series-unknown--2bee4a32,eco4cloud,https://www.crunchbase.com/organization/eco4cloud,Venture - Series Unknown,2012-11-19,2300000,EUR,2943175,,"dPixel, Principia SGR","dPixel, Principia SGR","277,148",,,,,Eco4Cloud offers an innovative solution to modernize the data centers and exploit the potentialities of cloud computing.,"Cloud Computing, Data Center, Energy Efficiency, Software","Rende, Calabria, Italy, Europe",http://www.eco4cloud.com,$1M to $10M,3647209,EUR,4492591,,6,2,,Yes,
Venture Round - Brandon Group,https://www.crunchbase.com/funding_round/brandon-ferrari-series-unknown--56e8067c,Brandon Group,https://www.crunchbase.com/organization/brandon-ferrari,Venture - Series Unknown,2018-11-16,3000000,EUR,3426163,,"Invitalia Ventures, Primo Capital","Banca Sella Holding, Invitalia Ventures, Primo Capital","282,372",,,,,"Brandon Group is an online B2B distributor, specialized in the categories Fashion, Home & Living and Design.","B2B, Internet","Milan, Lombardia, Italy, Europe",http://brandongroup.it/,$1M to $10M,8400000,EUR,9710528,,4,3,,Yes,
Venture Round - immersight,https://www.crunchbase.com/funding_round/immersight-series-unknown--5edf8347,immersight,https://www.crunchbase.com/organization/immersight,Venture - Series Unknown,2016-06-14,,,,,"HTGF (High-Tech Gruenderfonds), MBG Baden Wuerttemberg","HTGF (High-Tech Gruenderfonds), MBG Baden Wuerttemberg","282,894",,,,,ImmerSight is a Germany based company,"Point of Sale, Software, Video","Ulm, Baden-Wurttemberg, Germany, Europe",https://immersight.com/,$1M to $10M,,,,,2,2,,Yes,
